entry	bit	line_id	Japanese_Kana	Japanese_Kanji	Turkish	French	Italian	German	Spanish	Korean
116	0	109	めざめいし	めざめいし	Şafak Taşı	Pierre Aube	Pietralbore	Funkelstein	Piedra Alba	각성의돌
116	0	110	まんまるいし	まんまるいし	Oval Taş	Pierre Ovale	Pietraovale	Ovaler Stein	Piedra Oval	동글동글돌
116	0	111	かなめいし	かなめいし	Garip Kilit Taşı	Clé de Voûte	Roccianima	Spiritkern	Piedra Espíritu	쐐기돌
116	0	112	はっきんだま	はっきんだま	Boz Küre	Orbe Platiné	Grigiosfera	Platinum-Orb	Griseosfera	백금옥
116	0	113	？？？	？？？	???	???	???	???	(?)	???
116	0	114	？？？	？？？	???	???	???	???	(?)	???
116	0	115	？？？	？？？	???	???	???	???	(?)	???
116	0	116	アクアカセット	アクアカセット	Su Sürücüsü	Module Aqua	Idromodulo	Aquamodul	HidroROM	아쿠아카세트
116	0	117	イナズマカセット	イナズマカセット	Elektrik Sürücüsü	Module Choc	Voltmodulo	Blitzmodul	FulgoROM	번개카세트
116	0	118	ブレイズカセット	ブレイズカセット	Ateş Sürücüsü	Module Pyro	Piromodulo	Flammenmodul	PiroROM	블레이즈카세트
116	0	119	フリーズカセット	フリーズカセット	Buz Sürücüsü	Module Cryo	Gelomodulo	Gefriermodul	CrioROM	프리즈카세트
116	0	120	？？？	？？？	???	???	???	???	(?)	???
116	0	121	？？？	？？？	???	???	???	???	(?)	???
116	0	122	？？？	？？？	???	???	???	???	(?)	???
116	0	123	？？？	？？？	???	???	???	???	(?)	???
116	0	124	？？？	？？？	???	???	???	???	(?)	???
116	0	125	？？？	？？？	???	???	???	???	(?)	???
116	0	126	？？？	？？？	???	???	???	???	(?)	???
116	0	127	？？？	？？？	???	???	???	???	(?)	???
116	0	128	？？？	？？？	???	???	???	???	(?)	???
116	0	129	？？？	？？？	???	???	???	???	(?)	???
116	0	130	？？？	？？？	???	???	???	???	(?)	???
116	0	131	？？？	？？？	???	???	???	???	(?)	???
116	0	132	？？？	？？？	???	???	???	???	(?)	???
116	0	133	？？？	？？？	???	???	???	???	(?)	???
116	0	134	ハートスイーツ	ハートスイーツ	Tatlı Kalp	Chococœur	Dolcecuore	Herzkonfekt	Corazón Dulce	하트스위트
116	0	135	こんごうだま	こんごうだま	Adamant Küresi	Orbe Adamant	Adamasfera	Adamant-Orb	Diamansfera	금강옥
116	0	136	しらたま	しらたま	Parlak Küre	Orbe Perlé	Splendisfera	Weiß-Orb	Lustresfera	백옥
116	0	137	はじめてメール	はじめてメール	Selam Mektubu	Lettre Salut	Messaggio Inizio	Grußbrief	Carta Inicial	첫메일
116	0	138	だいすきメール	だいすきメール	Favori Mektup	Lettre Fan	Messaggio TVB	Faiblebrief	Carta Favoritos	애호메일
116	0	139	おさそいメール	おさそいメール	RSVP Mektubu	Lettre Invit	Messaggio Invito	Einladebrief	Carta Invitar	권유메일
116	0	140	かんしゃメール	かんしゃメール	Teşekkür Mektubu	Lettre Merci	Messaggio Grazie	Dankesbrief	Carta Gracias	감사메일
116	0	141	しつもんメール	しつもんメール	Soru Mektubu	Lettre Demande	Messaggio Chiedi	Fragebrief	Carta Pregunta	질문메일
116	0	142	おすすめメール	おすすめメール	Beğeni Mektubu	Lettre Avis	Mess. Sugg.	Insiderbrief	Carta Gustos	추천메일
116	0	143	おかえしメール	おかえしメール	Yanıt Mektubu	Lettre Réponse	Mess. Risp.	Rückbrief	Carta Respuesta	답장메일
116	0	144	ブリッジメールＳ	ブリッジメールＳ	Köprü Mektubu S	Lettre PontS	Mess. Frec.	Brückbrief H	Carta Puente S	브리지메일S
116	0	145	ブリッジメールＨ	ブリッジメールＨ	Köprü Mektubu D	Lettre PontY	Mess. Libec.	Brückbrief M	Carta Puente F	브리지메일M
116	0	146	ブリッジメールＣ	ブリッジメールＣ	Köprü Mektubu T	Lettre PontF	Mess. Prop.	Brückbrief Z	Carta Puente A	브리지메일C
116	0	147	ブリッジメールＶ	ブリッジメールＶ	Köprü Mektubu V	Lettre PontH	Mess. Vill.	Brückbrief D	Carta Puente V	브리지메일V
116	0	148	ブリッジメールＷ	ブリッジメールＷ	Köprü Mektubu M	Lettre PontI	Mess. Merav.	Brückbrief W	Carta Puente P	브리지메일W
116	0	149	クラボのみ	クラボのみ	Cheri Meyvesi	Baie Ceriz	Baccaliegia	Amrenabeere	Baya Zreza	버치열매
116	0	150	カゴのみ	カゴのみ	Chesto Meyvesi	Baie Maron	Baccastagna	Maronbeere	Baya Atania	유루열매
116	0	151	モモンのみ	モモンのみ	Pecha Meyvesi	Baie Pêcha	Baccapesca	Pirsifbeere	Baya Meloc	복슝열매
116	0	152	チーゴのみ	チーゴのみ	Rawst Meyvesi	Baie Fraive	Baccafrago	Fragiabeere	Baya Safre	복분열매
116	0	153	ナナシのみ	ナナシのみ	Aspear Meyvesi	Baie Willia	Baccaperina	Wilbirbeere	Baya Perasi	배리열매
116	0	154	ヒメリのみ	ヒメリのみ	Leppa Meyvesi	Baie Mepo	Baccamela	Jonagobeere	Baya Zanama	과사열매
116	0	155	オレンのみ	オレンのみ	Oran Meyvesi	Baie Oran	Baccarancia	Sinelbeere	Baya Aranja	오랭열매
116	0	156	キーのみ	キーのみ	Persim Meyvesi	Baie Kika	Baccaki	Persimbeere	Baya Caquic	시몬열매
116	0	157	ラムのみ	ラムのみ	Lum Meyvesi	Baie Prine	Baccaprugna	Prunusbeere	Baya Ziuela	리샘열매
116	0	158	オボンのみ	オボンのみ	Sitrus Meyvesi	Baie Sitrus	Baccacedro	Tsitrubeere	Baya Zidra	자뭉열매
116	0	159	フィラのみ	フィラのみ	Figy Meyvesi	Baie Figuy	Baccafico	Giefebeere	Baya Higog	무화열매
116	0	160	ウイのみ	ウイのみ	Wiki Meyvesi	Baie Wiki	Baccakiwi	Wikibeere	Baya Wiki	위키열매
116	0	161	マゴのみ	マゴのみ	Mago Meyvesi	Baie Mago	Baccamango	Magobeere	Baya Ango	마고열매
116	0	162	バンジのみ	バンジのみ	Aguav Meyvesi	Baie Gowav	Baccaguava	Gauvebeere	Baya Guaya	아바열매
116	0	163	イアのみ	イアのみ	Iapapa Meyvesi	Baie Papaya	Baccapaia	Yapabeere	Baya Pabaya	파야열매
116	0	164	ズリのみ	ズリのみ	Razz Meyvesi	Baie Framby	Baccalampon	Himmihbeere	Baya Frambu	라즈열매
116	0	165	ブリーのみ	ブリーのみ	Bluk Meyvesi	Baie Remu	Baccamora	Morbbeere	Baya Oram	블리열매
116	0	166	ナナのみ	ナナのみ	Nanab Meyvesi	Baie Nanab	Baccabana	Nanabbeere	Baya Latano	나나열매
116	0	167	セシナのみ	セシナのみ	Wepear Meyvesi	Baie Repoi	Baccapera	Nirbebeere	Baya Peragu	서배열매
116	0	168	パイルのみ	パイルのみ	Pinap Meyvesi	Baie Nanana	Baccananas	Sananabeere	Baya Pinia	파인열매
116	0	169	ザロクのみ	ザロクのみ	Pomeg Meyvesi	Baie Grena	Baccagrana	Granabeere	Baya Grana	유석열매
116	0	170	ネコブのみ	ネコブのみ	Kelpsy Meyvesi	Baie Alga	Baccalga	Setangbeere	Baya Algama	시마열매
116	0	171	タポルのみ	タポルのみ	Qualot Meyvesi	Baie Qualot	Baccaloquat	Qualotbeere	Baya Ispero	파비열매
116	0	172	ロメのみ	ロメのみ	Hondew Meyvesi	Baie Lonme	Baccamelon	Honmelbeere	Baya Meluce	로매열매
116	0	173	ウブのみ	ウブのみ	Grepa Meyvesi	Baie Résin	Baccauva	Labrusbeere	Baya Uvav	또뽀열매
116	0	174	マトマのみ	マトマのみ	Tamato Meyvesi	Baie Tamato	Baccamodoro	Tamotbeere	Baya Tamate	토망열매
116	0	175	モコシのみ	モコシのみ	Cornn Meyvesi	Baie Siam	Baccavena	Saimbeere	Baya Mais	수숙열매
116	0	176	ゴスのみ	ゴスのみ	Magost Meyvesi	Baie Mangou	Baccagostan	Magostbeere	Baya Aostan	고스티열매
116	0	177	ラブタのみ	ラブタのみ	Rabuta Meyvesi	Baie Rabuta	Baccambutan	Rabutabeere	Baya Rautan	라부탐열매
116	0	178	ノメルのみ	ノメルのみ	Nomel Meyvesi	Baie Tronci	Baccalemon	Tronzibeere	Baya Monli	노멜열매
116	0	179	ノワキのみ	ノワキのみ	Spelon Meyvesi	Baie Kiwan	Baccamelos	Kiwanbeere	Baya Wikano	메호키열매
116	0	180	シーヤのみ	シーヤのみ	Pamtre Meyvesi	Baie Palma	Baccapalma	Pallmbeere	Baya Plama	자야열매
116	0	181	カイスのみ	カイスのみ	Watmel Meyvesi	Baie Stekpa	Baccacomero	Wasmelbeere	Baya Sambia	슈박열매
116	0	182	ドリのみ	ドリのみ	Durin Meyvesi	Baie Durin	Baccadurian	Durinbeere	Baya Rudion	두리열매
116	0	183	ベリブのみ	ベリブのみ	Belue Meyvesi	Baie Myrte	Baccartillo	Myrtilbeere	Baya Andano	루베열매
116	0	184	オッカのみ	オッカのみ	Occa Meyvesi	Baie Chocco	Baccacao	Koakobeere	Baya Caoca	오카열매
116	0	185	イトケのみ	イトケのみ	Passho Meyvesi	Baie Pocpoc	Baccapasflo	Foepasbeere	Baya Pasio	꼬시개열매
116	0	186	ソクノのみ	ソクノのみ	Wacan Meyvesi	Baie Parma	Baccaparmen	Kerzalbeere	Baya Gualot	초나열매
116	0	187	リンドのみ	リンドのみ	Rindo Meyvesi	Baie Ratam	Baccarindo	Grindobeere	Baya Tamar	린드열매
116	0	188	ヤチェのみ	ヤチェのみ	Yache Meyvesi	Baie Nanone	Baccamoya	Kiroyabeere	Baya Rimoya	플카열매
116	0	189	ヨプのみ	ヨプのみ	Chople Meyvesi	Baie Pomroz	Baccarosmel	Rospelbeere	Baya Pomaro	로플열매
116	0	190	ビアーのみ	ビアーのみ	Kebia Meyvesi	Baie Kébia	Baccakebia	Grarzbeere	Baya Kebia	으름열매
116	0	191	シュカのみ	シュカのみ	Shuca Meyvesi	Baie Jouca	Baccanaca	Schukebeere	Baya Acardo	슈캐열매
116	0	192	バコウのみ	バコウのみ	Coba Meyvesi	Baie Cobaba	Baccababa	Kobabeere	Baya Kouba	바코열매
116	0	193	ウタンのみ	ウタンのみ	Payapa Meyvesi	Baie Yapap	Baccapayapa	Pyapabeere	Baya Payapa	야파열매
116	0	194	タンガのみ	タンガのみ	Tanga Meyvesi	Baie Panga	Baccaitan	Tanigabeere	Baya Yecana	리체열매
116	0	195	ヨロギのみ	ヨロギのみ	Charti Meyvesi	Baie Charti	Baccaciofo	Chiaribeere	Baya Alcho	루미열매
116	0	196	カシブのみ	カシブのみ	Kasib Meyvesi	Baie Sédra	Baccacitrus	Zitarzbeere	Baya Drasi	수불열매
116	0	197	ハバンのみ	ハバンのみ	Haban Meyvesi	Baie Fraigo	Baccahaban	Terirobeere	Baya Anjiro	하반열매
116	0	198	ナモのみ	ナモのみ	Colbur Meyvesi	Baie Lampou	Baccaxan	Burleobeere	Baya Dillo	마코열매
116	0	199	リリバのみ	リリバのみ	Babiri Meyvesi	Baie Babiri	Baccababiri	Babiribeere	Baya Baribá	바리비열매
116	0	200	ホズのみ	ホズのみ	Chilan Meyvesi	Baie Zalis	Baccacinlan	Latchibeere	Baya Chilan	카리열매
116	0	201	チイラのみ	チイラのみ	Liechi Meyvesi	Baie Lichii	Baccalici	Lydzibeere	Baya Lichi	치리열매
116	0	202	リュガのみ	リュガのみ	Ganlon Meyvesi	Baie Lingan	Baccalongan	Linganbeere	Baya Gonlan	용아열매
116	0	203	カムラのみ	カムラのみ	Salac Meyvesi	Baie Sailak	Baccasalak	Salkabeere	Baya Aslac	캄라열매
116	0	204	ヤタピのみ	ヤタピのみ	Petaya Meyvesi	Baie Pitaye	Baccapitaya	Tahaybeere	Baya Yapati	야타비열매
116	0	205	ズアのみ	ズアのみ	Apicot Meyvesi	Baie Abriko	Baccacocca	Apikobeere	Baya Aricoc	규살열매
116	0	206	サンのみ	サンのみ	Lansat Meyvesi	Baie Lansat	Baccalangsa	Lansatbeere	Baya Zonlan	랑사열매
116	0	207	スターのみ	スターのみ	Starf Meyvesi	Baie Frista	Baccambola	Krambobeere	Baya Arabol	스타열매
116	0	208	ナゾのみ	ナゾのみ	Enigma Meyvesi	Baie Enigma	Baccaenigma	Enigmabeere	Baya Enigma	의문열매
116	0	209	ミクルのみ	ミクルのみ	Micle Meyvesi	Baie Micle	Baccaracolo	Wunfrubeere	Baya Lagro	미클열매
116	0	210	イバンのみ	イバンのみ	Custap Meyvesi	Baie Chérim	Baccacrela	Eipfelbeere	Baya Chiri	애슈열매
116	0	211	ジャポのみ	ジャポのみ	Jaboca Meyvesi	Baie Jaboca	Baccajaba	Jabocabeere	Baya Jaboca	자보열매
116	0	212	レンブのみ	レンブのみ	Rowap Meyvesi	Baie Pommo	Baccaroam	Roselbeere	Baya Magua	애터열매
116	0	213	ひかりのこな	ひかりのこな	Parlak Toz	Poudre Claire	Luminpolvere	Blendpuder	Polvo Brillo	반짝가루
116	0	214	しろいハーブ	しろいハーブ	Beyaz Ot	Herbe Blanche	Erbachiara	Schlohkraut	Hierba Blanca	하양허브
116	0	215	きょうせいギプス	きょうせいギプス	Macho Bilekliği	Bracelet Macho	Crescicappa	Machoband	Brazal Firme	교정깁스
116	0	216	がくしゅうそうち	がくしゅうそうち	Deneyim Payı	Multi Exp	Condividi Esp.	EP-Teiler	Repartir Exp	학습장치
116	0	217	せんせいのツメ	せんせいのツメ	Hızlı Pençe	Vive Griffe	Rapidartigli	Flinkklaue	Garra Rápida	선제공격손톱
116	0	218	やすらぎのすず	やすらぎのすず	Huzur Çanı	Grelot Zen	Calmanella	Sanftglocke	Campana Alivio	평온의방울
116	0	219	メンタルハーブ	メンタルハーブ	Zihin Otu	Herbe Mental	Mentalerba	Mentalkraut	Hierba Mental	멘탈허브
116	0	220	こだわりハチマキ	こだわりハチマキ	Seçim Bandı	Bandeau Choix	Bendascelta	Wahlband	Cinta Elegida	구애머리띠
116	0	221	おうじゃのしるし	おうじゃのしるし	Kral Kayası	Roche Royale	Roccia di Re	King-Stein	Roca del Rey	왕의징표석
116	0	222	ぎんのこな	ぎんのこな	Gümüş Toz	Poudre Argentée	Argenpolvere	Silberstaub	Polvo Plata	은빛가루
116	0	223	おまもりこばん	おまもりこばん	Tılsım Parası	Pièce Rune	Monetamuleto	Münzamulett	Moneda Amuleto	부적금화
116	0	224	きよめのおふだ	きよめのおふだ	Arınma Tılsımı	Rune Purifiante	Velopuro	Schutzband	Amuleto	순결의부적
116	0	225	こころのしずく	こころのしずく	Ruh Çiyi	Rosée Âme	Cuorugiada	Seelentau	Rocío Bondad	마음의물방울
116	0	226	しんかいのキバ	しんかいのキバ	Derin Deniz Dişi	Dent Océan	Dente Abissi	Abysszahn	Diente Marino	심해의이빨
116	0	227	しんかいのウロコ	しんかいのウロコ	Derin Deniz Pulu	Écaille Océan	Squamabissi	Abyssplatte	Escama Marina	심해의비늘
116	0	228	けむりだま	けむりだま	Duman Topu	Boule Fumée	Palla Fumo	Rauchball	Bola Humo	연막탄
116	0	229	かわらずのいし	かわらずのいし	Ebedi Taş	Pierre Stase	Pietrastante	Ewigstein	Piedra Eterna	변함없는돌
116	0	230	きあいのハチマキ	きあいのハチマキ	Odak Bandı	Bandeau	Bandana	Fokus-Band	Cinta Focus	기합의머리띠
116	0	231	しあわせタマゴ	しあわせタマゴ	Şans Yumurtası	Œuf Chance	Fortunuovo	Glücks-Ei	Huevo Suerte	행복의알
116	0	232	ピントレンズ	ピントレンズ	Nişan Merceği	Lentilscope	Mirino	Scope-Linse	Periscopio	초점렌즈
116	0	233	メタルコート	メタルコート	Metal Kaplama	Peau Métal	Metalcoperta	Metallmantel	Revest. Metálico	금속코트
116	0	234	たべのこし	たべのこし	Artıklar	Restes	Avanzi	Überreste	Restos	먹다남은음식
116	0	235	りゅうのウロコ	りゅうのウロコ	Ejderha Pulu	Écaille Draco	Squama Drago	Drachenhaut	Escamadragón	용의비늘
116	0	236	でんきだま	でんきだま	Işık Topu	Balle Lumière	Elettropalla	Kugelblitz	Bolaluminosa	전기구슬
116	0	237	やわらかいすな	やわらかいすな	Yumuşak Kum	Sable Doux	Sabbia Soffice	Pudersand	Arena Fina	부드러운모래
116	0	238	かたいいし	かたいいし	Sert Taş	Pierre Dure	Pietradura	Granitstein	Piedra Dura	딱딱한돌
116	0	239	きせきのタネ	きせきのタネ	Mucize Tohumu	Grain Miracle	Miracolseme	Wundersaat	Semilla Milagro	기적의씨
116	0	240	くろいメガネ	くろいメガネ	Siyah Gözlük	Lunettes Noires	Occhialineri	Schattenglas	Gafas de Sol	검은안경
116	0	241	くろおび	くろおび	Siyah Kuşak	Ceinture Noire	Cinturanera	Schwarzgurt	Cinturón Negro	검은띠
116	0	242	じしゃく	じしゃく	Mıknatıs	Aimant	Calamita	Magnet	Imán	자석
116	0	243	しんぴのしずく	しんぴのしずく	Sisik Su	Eau Mystique	Acqua Magica	Zauberwasser	Agua Mística	신비의물방울
116	0	244	するどいくちばし	するどいくちばし	Keskin Gaga	Bec Pointu	Beccaffilato	Hackattack	Pico Afilado	예리한부리
116	0	245	どくバリ	どくバリ	Zehir Dikeni	Pic Venin	Velenaculeo	Giftstich	Flecha Venenosa	독바늘
116	0	246	とけないこおり	とけないこおり	Erimez Buz	Glace Éternelle	Gelomai	Ewiges Eis	Antiderretir	녹지않는얼음
116	0	247	のろいのおふだ	のろいのおふだ	Büyü Tılsımı	Rune Sort	Spettrotarga	Bannsticker	Hechizo	저주의부적
116	0	248	まがったスプーン	まがったスプーン	Eğri Kaşık	Cuiller Tordue	Cucchiaio Torto	Krummlöffel	Cuchara Torcida	휘어진스푼
116	0	249	もくたん	もくたん	Kömür	Charbon	Carbonella	Holzkohle	Carbón	목탄
116	0	250	りゅうのキバ	りゅうのキバ	Ejderha Dişi	Croc Dragon	Dentedidrago	Drachenzahn	Colmillo Dragón	용의이빨
116	0	251	シルクのスカーフ	シルクのスカーフ	İpek Atkı	Mouchoir Soie	Sciarpa Seta	Seidenschal	Pañuelo Seda	실크스카프
116	0	252	アップグレード	アップグレード	Yükseltme	Améliorator	Upgrade	Up-Grade	Mejora	업그레이드
116	0	253	かいがらのすず	かいがらのすず	Kabuk Çanı	Grelot Coque	Conchinella	Seegesang	Campana Concha	조개껍질방울
116	0	254	うしおのおこう	うしおのおこう	Deniz Tütsüsü	Encens Mer	Marearoma	Seerauch	Incienso Marino	바닷물향로
116	0	255	のんきのおこう	のんきのおこう	Rahat Tütsü	Encens Doux	Distraroma	Laxrauch	Incienso Suave	무사태평향로
116	0	256	ラッキーパンチ	ラッキーパンチ	Şanslı Yumruk	Poing Chance	Fortunpugno	Lucky Punch	Puño Suerte	럭키펀치
116	0	257	メタルパウダー	メタルパウダー	Metal Tozu	Poudre Métal	Metalpolvere	Metallstaub	Polvo Metálico	금속파우더
116	0	258	ふといホネ	ふといホネ	Kalın Sopa	Masse Os	Ossospesso	Kampfknochen	Hueso Grueso	굵은뼈
116	0	259	ながねぎ	ながねぎ	Pırasa	Bâton	Gambo	Lauchstange	Palo	대파
116	0	260	あかいバンダナ	あかいバンダナ	Kırmızı Atkı	Foulard Rouge	Fascia Rossa	Roter Schal	Pañuelo Rojo	빨강밴드
116	0	261	あおいバンダナ	あおいバンダナ	Mavi Atkı	Foulard Bleu	Fascia Blu	Blauer Schal	Pañuelo Azul	파랑밴드
116	0	262	ピンクのバンダナ	ピンクのバンダナ	Pembe Atkı	Foulard Rose	Fascia Rosa	Rosa Schal	Pañuelo Rosa	분홍밴드
116	0	263	みどりのバンダナ	みどりのバンダナ	Yeşil Atkı	Foulard Vert	Fascia Verde	Grüner Schal	Pañuelo Verde	초록밴드
116	0	264	きいろのバンダナ	きいろのバンダナ	Sarı Atkı	Foulard Jaune	Fascia Gialla	Gelber Schal	Pañuelo Amarillo	노랑밴드
116	0	265	こうかくレンズ	こうかくレンズ	Geniş Mercek	Loupe	Grandelente	Großlinse	Lupa	광각렌즈
116	0	266	ちからのハチマキ	ちからのハチマキ	Kas Bandı	Bandeau Muscle	Muscolbanda	Muskelband	Cinta Fuerte	힘의머리띠
116	0	267	ものしりメガネ	ものしりメガネ	Bilge Gözlük	Lunettes Sages	Saviocchiali	Schlauglas	Gafas Especiales	박식안경
116	0	268	たつじんのおび	たつじんのおび	Usta Kuşağı	Ceinture Pro	Abilcintura	Expertengurt	Cinta Experto	달인의띠
116	0	269	ひかりのねんど	ひかりのねんど	Hafif Kil	Lumargile	Creta Luce	Lichtlehm	Refleluz	빛의점토
116	0	270	いのちのたま	いのちのたま	Yaşam Küresi	Orbe Vie	Assorbisfera	Leben-Orb	Vidasfera	생명의구슬
116	0	271	パワフルハーブ	パワフルハーブ	Güç Otu	Herbe Pouvoir	Vigorerba	Energiekraut	Hierba Única	파워풀허브
116	0	272	どくどくだま	どくどくだま	Zehir Küresi	Orbe Toxique	Tossicsfera	Toxik-Orb	Toxisfera	맹독구슬
116	0	273	かえんだま	かえんだま	Alev Küresi	Orbe Flamme	Fiammosfera	Heiß-Orb	Llamasfera	화염구슬
116	0	274	スピードパウダー	スピードパウダー	Hız Tozu	Poudre Vite	Velopolvere	Flottstaub	Polvo Veloz	스피드파우더
116	0	275	きあいのタスキ	きあいのタスキ	Odak Kuşağı	Ceinture Force	Focalnastro	Fokusgurt	Banda Focus	기합의띠
116	0	276	フォーカスレンズ	フォーカスレンズ	Yakınlaştırma Merceği	Lentille Zoom	Zoomlente	Zoomlinse	Telescopio	포커스렌즈
116	0	277	メトロノーム	メトロノーム	Metronom	Métronome	Plessimetro	Metronom	Metrónomo	메트로놈
116	0	278	くろいてっきゅう	くろいてっきゅう	Demir Top	Balle Fer	Ferropalla	Eisenkugel	Bola Férrea	검은철구
116	0	279	こうこうのしっぽ	こうこうのしっぽ	Geciktirici Kuyruk	Ralentiqueue	Rallentocoda	Schwerschwf.	Cola Plúmbea	느림보꼬리
116	0	280	あかいいと	あかいいと	Kader Düğümü	Nœud Destin	Destincomune	Fatumknoten	Lazo Destino	빨간실
116	0	281	くろいヘドロ	くろいヘドロ	Kara Çamur	Boue Noire	Fangopece	Giftschleim	Lodo Negro	검은진흙
116	0	282	つめたいいわ	つめたいいわ	Buzlu Kaya	Roche Glace	Rocciafredda	Eisbrocken	Roca Helada	차가운바위
116	0	283	さらさらいわ	さらさらいわ	Pürüzsüz Kaya	Roche Lisse	Roccialiscia	Glattbrocken	Roca Suave	보송보송바위
116	0	284	あついいわ	あついいわ	Isı Kayası	Roche Chaude	Rocciacalda	Heißbrocken	Roca Calor	뜨거운바위
116	0	285	しめったいわ	しめったいわ	Nemli Kaya	Roche Humide	Rocciaumida	Nassbrocken	Roca Lluvia	축축한바위
116	0	286	ねばりのかぎづめ	ねばりのかぎづめ	Kavrama Pençesi	Accro Griffe	Presartigli	Griffklaue	Garra Garfio	끈기갈고리손톱
116	0	287	こだわりスカーフ	こだわりスカーフ	Seçim Atkısı	Mouchoir Choix	Stolascelta	Wahlschal	Pañuelo Elegido	구애스카프
116	0	288	くっつきバリ	くっつきバリ	Yapışkan Diken	Piquants	Vischiopunta	Klettdorn	Toxiestrella	끈적끈적바늘
116	0	289	パワーリスト	パワーリスト	Güç Bilekliği	Poignée Pouvoir	Vigorcerchio	Machtreif	Brazal Recio	파워리스트
116	0	290	パワーベルト	パワーベルト	Güç Kemeri	Ceinture Pouvoir	Vigorfascia	Machtgurt	Cinto Recio	파워벨트
116	0	291	パワーレンズ	パワーレンズ	Güç Merceği	Lentille Pouvoir	Vigorlente	Machtlinse	Lente Recia	파워렌즈
116	0	292	パワーバンド	パワーバンド	Güç Bandı	Bandeau Pouvoir	Vigorbanda	Machtband	Banda Recia	파워밴드
116	0	293	パワーアンクル	パワーアンクル	Güç Halhalı	Chaîne Pouvoir	Vigorgliera	Machtkette	Franja Recia	파워앵클릿
116	0	294	パワーウエイト	パワーウエイト	Güç Ağırlığı	Poids Pouvoir	Vigorpeso	Machtgewicht	Pesa Recia	파워웨이트
116	0	295	きれいなぬけがら	きれいなぬけがら	Dökülmüş Kabuk	Carapace Mue	Disfoguscio	Wechselhülle	Muda Concha	아름다운허물
116	0	296	おおきなねっこ	おおきなねっこ	Büyük Kök	Grosse Racine	Granradice	Großwurzel	Raíz Grande	큰뿌리
116	0	297	こだわりメガネ	こだわりメガネ	Seçim Gözlüğü	Lunettes Choix	Lentiscelta	Wahlglas	Gafas Elegid	구애안경
116	0	298	ひのたまプレート	ひのたまプレート	Alev Levhası	Plaque Flamme	Lastrarogo	Feuertafel	Tabla Llama	불구슬플레이트
116	0	299	しずくプレート	しずくプレート	Su Levhası	Plaque Hydro	Lastraidro	Wassertafel	Tabla Linfa	물방울플레이트
116	0	300	いかずちプレート	いかずちプレート	Elektrik Levhası	Plaque Volt	Lastrasaetta	Blitztafel	Tabla Trueno	우뢰플레이트
116	0	301	みどりのプレート	みどりのプレート	Çayır Levhası	Plaque Herbe	Lastraprato	Wiesentafel	Tabla Pradal	초록플레이트
116	0	302	つららのプレート	つららのプレート	Buz Levhası	Plaque Glace	Lastragelo	Frosttafel	Tabla Helada	고드름플레이트
116	0	303	こぶしのプレート	こぶしのプレート	Yumruk Levhası	Plaque Poing	Lastrapugno	Fausttafel	Tabla Fuerte	주먹플레이트
116	0	304	もうどくプレート	もうどくプレート	Zehir Levhası	Plaque Toxik	Lastrafiele	Gifttafel	Tabla Tóxica	맹독플레이트
116	0	305	だいちのプレート	だいちのプレート	Toprak Levhası	Plaque Terre	Lastrageo	Erdtafel	Tabla Terrax	대지플레이트
116	0	306	あおぞらプレート	あおぞらプレート	Gökyüzü Levhası	Plaque Ciel	Lastracielo	Wolkentafel	Tabla Cielo	푸른하늘플레이트
116	0	307	ふしぎのプレート	ふしぎのプレート	Zihin Levhası	Plaque Esprit	Lastramente	Hirntafel	Tabla Mental	이상한플레이트
116	0	308	たまむしプレート	たまむしプレート	Böcek Levhası	Plaque Insecte	Lastrabaco	Käfertafel	Tabla Bicho	비단벌레플레이트
116	0	309	がんせきプレート	がんせきプレート	Kaya Levhası	Plaque Roc	Lastrapietra	Steintafel	Tabla Pétrea	암석플레이트
116	0	310	もののけプレート	もののけプレート	Hayalet Levhası	Plaque Fantô	Lastratetra	Spuktafel	Tabla Terror	원령플레이트
116	0	311	りゅうのプレート	りゅうのプレート	Ejderha Levhası	Plaque Draco	Lastradrakon	Dracotafel	Tabla Draco	용의플레이트
116	0	312	こわもてプレート	こわもてプレート	Karanlık Levhası	Plaque Ombre	Lastratimore	Furchttafel	Tabla Oscura	공포플레이트
116	0	313	こうてつプレート	こうてつプレート	Çelik Levha	Plaque Fer	Lastraferro	Eisentafel	Tabla Acero	강철플레이트
116	0	314	あやしいおこう	あやしいおこう	Garip Tütsü	Encens Bizarre	Bizzoaroma	Schrägrauch	Incienso Raro	괴상한향로
116	0	315	がんせきおこう	がんせきおこう	Kaya Tütsüsü	Encens Roc	Roccioaroma	Steinrauch	Incienso Roca	암석향로
116	0	316	まんぷくおこう	まんぷくおこう	Ağır Tütsü	Encens Plein	Gonfioaroma	Lahmrauch	Incienso Lento	만복향로
116	0	317	さざなみのおこう	さざなみのおこう	Dalga Tütsüsü	Encens Vague	Ondaroma	Wellenrauch	Incienso Aqua	잔물결향로
116	0	318	おはなのおこう	おはなのおこう	Gül Tütsüsü	Encens Fleur	Rosaroma	Rosenrauch	Incienso Floral	꽃향로
116	0	319	こううんのおこう	こううんのおこう	Şans Tütsüsü	Encens Veine	Fortunaroma	Glücksrauch	Incienso Duplo	행운의향로
116	0	320	きよめのおこう	きよめのおこう	Saf Tütsü	Encens Pur	Puroaroma	Scheuchrauch	Incienso Puro	순결의향로
