entry	bit	line_id	Japanese_Kana	Japanese_Kanji	Turkish	French	Italian	German	Spanish	Korean
585	0	98	あら　ゴージャスロイヤルリボン　ですね？\nさすが　おめが　たかいですわ\c\nそちらは　リボンのほんば　シンオウちほうの\nにんげんこくほう　リボンしょくにんが\r\nてづくりした　ワン＆オンリーな\r\nげんてい　しょうひん　なんです\c\nこちら　おかいけいの　ほうが\n999999円に　なります	あら　ゴージャスロイヤルリボン　ですね？\nさすが　お目が　高いですわ\c\nそちらは　リボンの本場　シンオウ地方の\n人間国宝　リボン職人が\r\n手作りした　ワン＆オンリーな\r\n限定　商品　なんです\c\nこちら　お会計の　ほうが\n999999円に　なります	Muhteşem bir Kraliyet Kurdelesi mi istiyorsunuz?\nGözleriniz güzel.\c\nSinnoh bölgesinden\nyaşayan bir ulusal hazine\r\ntarafından el yapımıdır ve türünün tek örneğidir.\c\nBu, 999.999$ olsun lütfen.	Un Ruban Royal Sublime ?\nJe vois que je n’ai pas affaire à n’importe qui.\c\nCe Ruban a été tissé à la main par un maître artisan\nqui a obtenu le titre de trésor national vivant de la région\r\nde Sinnoh, où sont fabriqués les plus beaux spécimens.\r\nC’est un article véritablement unique.\c\nCe sera 999 999 $, s’il vous plaît.	Ah, un Fiocco Meraviglia Reale!\nSi vede che te ne intendi!\c\nQuesto articolo è stato realizzato a Sinnoh,\nla regione dei fiocchi, da un artista considerato\r\nun patrimonio nazionale vivente! È un esemplare unico.\c\nSono 999.999 $.	Oh, ein Hinreißendes Königliches Band?\nEine ganz ausgezeichnete Wahl!\c\nDieses Band ist ein exklusives Einzelstück aus Sinnoh,\nder Heimat der Bänder. Es wurde von einem Altmeister\r\ndes Bandkunstgewerbes, ja, einem wandelnden Kulturgut\r\nin Handarbeit angefertigt.\c\nDas macht dann 999.999 $ bitte!	Conque la Cinta Realeza Maravilla, ¿eh?\nSin duda tiene usted buen ojo.\c\nEsta cinta es uno de los tesoros nacionales de la región\nde Sinnoh. Es una pieza única y exclusiva de artesanía.\c\nMuy bien, serán entonces 999 999 $.	어머 고저스로열리본 말인가요?\n과연 눈이 높으시네요\c\n이것은 리본의 본고장 신오지방의\n인간 국보 리본 장인이\r\n수작업한 원&온리의\r\n한정 상품입니다\c\n가격은\n999999원입니다
585	0	99	[~ 99]	[~ 99]	[VAR BDFF]c	[~ 99]	[~ 99]	[~ 99]	[~ 99]	[~ 99]
585	0	100	あら　おきゃくさまの　ポケモンちゃん\nそのリボンを　おめしに　なってますわ	あら　お客様の　ポケモンちゃん\nそのリボンを　お召しに　なってますわ	Oh, Pokémonun zaten\nbu Kurdeleyi takıyor.	Oh ! Il n’y a pas à dire, ce Ruban va à merveille\nà votre Pokémon. Vous auriez tort de l’en priver.	Oh! Il tuo Pokémon indossa già quel fiocco!	Oha, dein Pokémon trägt bereits so ein Band!	¡Vaya, su Pokémon ya lleva puesta esa cinta!	어머 손님의 포켓몬\n그 리본을 달고 있네요
585	0	101	しつれい　ですけれど\nおてもちの　ほうが……	失礼　ですけれど\nお手持ちの　ほうが……	Korkarım yeterli\nparanız yok gibi görünüyor.	Je suis absolument confuse, mais vous n’avez pas\nassez d’argent.	Mi dispiace, ma non hai abbastanza soldi...	Ich bin untröstlich, aber du hast nicht genügend Geld...	Disculpe, pero creo que no será suficiente...	실례지만\n가진 돈이...
585	0	102	おかいあげ　ありがとう　ございます\nまたの　ごらいてん　おまちして　おりますわ	お買い上げ　ありがとう　ございます\nまたの　ご来店　お待ちして　おりますわ	Satın aldığınız için çok teşekkür ederiz!	Je vous remercie de votre achat, et à très bientôt !	Complimenti, un’ottima scelta!	Vielen Dank für deinen Einkauf!\nWir freuen uns schon auf deinen nächsten Besuch.	Muchas gracias por su compra.\nVuelva cuando quiera. ¡Le esperamos!	구매 감사합니다\n또 방문해주시길 바랍니다
585	0	103	[VAR 0100(0000)]は　[VAR 0102(0001)]に\nリボンを　つけて　あげた！	[VAR 0100(0000)]は　[VAR 0102(0001)]に\nリボンを　つけて　あげた！	[VAR 0100(0000)], [VAR 0102(0001)] Pokémonuna Kurdeleyi taktı!	[VAR 0100(0000)] a donné le Ruban\nà [VAR 0102(0001)].	[VAR 0100(0000)] mette il fiocco a [VAR 0102(0001)]!	[VAR 0100(0000)] hat [VAR 0102(0001)]\ndas Band angesteckt!	¡[VAR 0100(0000)] le ha puesto una cinta a\nsu [VAR 0102(0001)]!	[VAR 0100(0000)][VAR 1900(0001)] 포켓몬에게\n리본을 달아줬다!
585	0	104	またの　ごらいてんを\nおまちして　おりますわ	またの　ご来店を\nお待ちして　おりますわ	Bir sonraki ziyaretinizi sabırsızlıkla bekliyoruz.	Nous espérons vous revoir bientôt !	Siamo sempre qui, torna a trovarci!	Wir freuen uns schon auf deinen nächsten Besuch.	¡Esperamos que vuelva pronto!	또 방문해주시길\n기다리고 있겠습니다
585	0	105	はらう	払う	Öde	Acheter	Lo prendo!	Bezahlen	Comprar	계산한다
585	0	106	やめる	やめる	Hayır, teşekkürler	Annuler	È un po’ caro...	Abbrechen	Salir	취소
585	0	107	ゴージャスリボン	ゴージャスリボン	Muhteşem Kurdele	Ruban Sublime	Vorrei un Fiocco Meraviglia	Hinreißendes Band	Cinta Maravilla	고저스리본
585	0	108	ロイヤルリボン	ロイヤルリボン	Kraliyet Kurdelesi	Ruban Royal	Vorrei un Fiocco Reale	Königliches Band	Cinta Realeza	로열리본
585	0	109	ゴージャスロイヤルリボン	ゴージャスロイヤルリボン	Muhteşem Kraliyet Kurdelesi	Ruban Royal Sublime	Vorrei un Fiocco Meraviglia Reale	Hinreißendes Königliches Band	Cinta Realeza Maravilla	고저스로열리본
585	0	110	いりません	いりません	Hayır, teşekkür ederim.	Annuler	No, grazie...	Kein Bedarf	Ninguna	필요 없다
585	0	111	ハアイ！　うちのスタジオの　レッスンを\nうけられる　ポケモンを　ごしょうかい！\c\nもえる　ほのおの　ポケモン\n　リザードン　バクフーン\r\n　バシャーモ　ゴウカザル\r\n　エンブオー　マフォクシー\c\nたゆたう　みずの　ポケモン\n　カメックス　オーダイル\r\n　ラグラージ　エンペルト\r\n　ダイケンキ　ゲッコウガ\c\nしずかな　くさの　ポケモン\n　フシギバナ　メガニウム\r\n　ジュカイン　ドダイトス\r\n　ジャローダ　ブリガロン\c\nいじょうの　ポケモンが\nうちの　レッスンを　うけられるわよ！	ハアイ！　うちのスタジオの　レッスンを\n受けられる　ポケモンを　ご紹介！\c\n燃える　ほのおの　ポケモン\n　リザードン　バクフーン\r\n　バシャーモ　ゴウカザル\r\n　エンブオー　マフォクシー\c\nたゆたう　みずの　ポケモン\n　カメックス　オーダイル\r\n　ラグラージ　エンペルト\r\n　ダイケンキ　ゲッコウガ\c\n静かな　くさの　ポケモン\n　フシギバナ　メガニウム\r\n　ジュカイン　ドダイトス\r\n　ジャローダ　ブリガロン\c\n以上の　ポケモンが\nうちの　レッスンを　受けられるわよ！	Merhaba! Burada eğitim alabilen Pokémonları sayayım!\c\nAlevli Ateş grubu: Charizard, Typhlosion, Blaziken, Infernape, Emboar ve Delphox!\c\nCoşkun Su grubu: Blastoise, Feraligatr, Swampert, Empoleon, Samurott ve Greninja!\c\nSakin Çim grubu: Venusaur, Meganium, Sceptile, Torterra, Serperior ve Chesnaught!\c\nDerslerimize yalnızca bu Pokémonlar katılabilir!	Bonjour ! Laissez-moi vous annoncer le nom\ndes Pokémon capables de suivre nos cours.\c\nCommençons par les plus ardents :\nles Pokémon Feu Dracaufeu, Typhlosion,\r\nBraségali, Simiabraz, Roitiflam et Goupelin !\c\nPoursuivons avec ceux qui font des vagues…\nLes heureux élus pour le type Eau sont :\r\nTortank, Aligatueur, Laggron, Pingoléon,\r\nClamiral et Amphinobi !\c\nEnfin, les plus calmes, mais gare aux surprises :\nles Pokémon Plante Florizarre, Méganium,\r\nJungko, Torterra, Majaspic et Blindépique !\c\nTous les Pokémon que je viens de citer\nsont capables de suivre nos enseignements !	Alle nostre lezioni possono partecipare solo\nalcuni Pokémon accuratamente selezionati.\c\nI divampanti Pokémon Fuoco: Charizard, Typhlosion,\nBlaziken, Infernape, Emboar e Delphox.\c\nGli irrequieti Pokémon Acqua: Blastoise, Feraligatr,\nSwampert, Empoleon, Samurott e Greninja.\c\nI tranquilli Pokémon Erba: Venusaur, Meganium,\nSceptile, Torterra, Serperior e Chesnaught.\c\nSolo questi Pokémon sono idonei a seguire\ni nostri corsi!	Ohren gespitzt! Die folgenden Pokémon können\nbei uns Unterricht nehmen:\c\nKategorie „Loderndes Feuer“:\c\nGlurak, Tornupto, Lohgock,\nPanferno, Flambirex, Fennexis.\c\nKategorie „Plätscherndes Wasser“:\c\nTurtok, Impergator, Sumpex,\nImpoleon, Admurai, Quajutsu.\c\nKategorie „Grüne Pflanzen“:\c\nBisaflor, Meganie, Gewaldro,\nChelterrar, Serpiroyal, Brigaron.\c\nAllen anderen Pokémon können wir hier nichts beibringen.	¡Cómo están ustedes! ¡Vamos a presentar a los Pokémon\nque participarán en las lecciones de nuestra escuela!\c\nPrimero, unos Pokémon de tipo Fuego que están\nque arden: Charizard, Typhlosion, Blaziken, Infernape,\r\nEmboar y Delphox.\c\nSeguidamente, unos Pokémon de tipo Agua a la deriva:\nBlastoise, Feraligatr, Swampert, Empoleon, Samurott\r\ny Greninja.\c\nPor último, estos serenos Pokémon de tipo Planta:\nVenusaur, Meganium, Sceptile, Torterra, Serperior y\r\nChesnaught.	하이! 우리 스튜디오의 레슨을\n받을 수 있는 포켓몬을 소개할게!\c\n불타는 불꽃의 포켓몬\n 리자몽 블레이범\r\n 번치코 초염몽\r\n 염무왕 마폭시\c\n둥실거리는 물의 포켓몬\n 거북왕 장크로다일\r\n 대짱이 엠페르트\r\n 대검귀 개굴닌자\c\n조용한 풀의 포켓몬\n 이상해꽃 메가니움\r\n 나무킹 토대부기\r\n 샤로다 브리가론\c\n이상 포켓몬들이\n우리 레슨을 받을 수 있단다!
585	0	112	[~ 112]	[~ 112]	[VAR BDFF]p	[~ 112]	[~ 112]	[~ 112]	[~ 112]	[~ 112]
585	0	113	キンセツは　じてんしゃのりに\nうれしい　まち　だぜ！\c\nちゅうりんじょうも　たくさん　あるし\nサイクリングロードも　ちかいしな！	キンセツは　じてんしゃ乗りに\nうれしい　街　だぜ！\c\n駐輪場も　たくさん　あるし\nサイクリングロードも　近いしな！	Eflatun Bisikletçiler için harika bir şehir!\c\nBisiklet park etmek için pek çok yer var,\nBisiklet Yolu da çok yakında!	Lavandia est LA ville rêvée pour un cycliste !\c\nNon seulement il est facile de se garer, mais en plus\nla piste cyclable est à proximité.	Ciclamipoli è la città ideale per i ciclisti!\c\nCi sono un sacco di posti per parcheggiare le bici\ne la pista ciclabile è vicinissima!	Malvenfroh ist eine sehr fahrradfreundliche Stadt.\c\nDer Radweg ist nur ein paar Pedalumdrehungen weit weg,\nund es gibt hier jede Menge Fahrradabstellplätze.	¡Malvalona es el sueño de todo ciclista!\c\n¡Está repleta de aparcamientos para bicis, y además hay\ncerca una enorme pista para pedalear a placer!	보라시티는 자전거 타는 사람에게\n기쁜 마을이야!\c\n자전거 보관소도 많이 있고\n사이클링 로드도 가깝거든!
585	0	114	ここでー　てきとーに　ダラダラ　すごすのが\nホウエンで　いちばんの　レジャーな　わけ	ここでー　てきとーに　ダラダラ　過ごすのが\nホウエンで　一番の　レジャーな　わけ	Ortalıkta dolaşmak ve hiçbir şey yapmamak Hoenn'deki en iyi boş zaman aktivitesidir.	La meilleure chose à faire à Hoenn, c’est de rester ici\nà ne rien faire…	Questo è il posto più bello di Hoenn per passare\nle giornate bighellonando e curiosando in giro!	In ganz Hoenn gibt es keinen zweiten Ort,\nan dem man so gut abschalten kann, wie hier!	Este es el mejor lugar de entretenimiento de Hoenn.\n¡No le falta de nada!	여기서~ 적당히~ 느긋느긋하게 지내는 게\n호연에서는 최고의 여가 활동이랍니다
585	0	115	わしは　ほうがく　よんしまい　ちょうじょ\nこのさきは　１１７ばん　どうろ\c\nポケモンを　あずけられる\nそだてやさんが　ありますぞ	わしは　方角四姉妹　長女\nこの先は　１１７番道路\c\nポケモンを　預けられる\n育て屋さんが　ありますぞ	Dört kız kardeşin en büyüğüyüm.\n117. Rota batıdaki bu koridorun aşağısında.\c\nPokémon için bir kreş var.	Je suis l’aînée des quatre sœurs géomètres.\nPar ici, c’est la Route 117.\c\nTu y trouveras une Pension à laquelle confier\ntes Pokémon.	Io sono la più anziana delle quattro sorelle De Bussola.\c\nDi qua si va al Percorso 117, dove si trova la Pensione.\nLì si prenderanno cura dei tuoi Pokémon per te!	Ich bin die älteste der vier Kompass-Schwestern.\nWestlich von hier liegt Route 117.\c\nDort findest du die Pokémon-Pension,\nwo du deine Pokémon in Pflege geben kannst.	Soy la mayor de las cuatro Hermanas Cardinales. Si\ncontinúas por aquí, accederás a la Ruta 117.\c\nEn ella encontrarás una guardería donde cuidarán de tus\nPokémon.	난 방향 네 자매 장녀\n이 앞은 117번도로\c\n포켓몬을 맡길 수 있는\n키우미집이 있습니다
585	0	116	わしは　ほうがくよんしまい　じじょ\nこのさきは　１１８ばん　どうろ\c\nなみのりを　おぼえた　ポケモンが\nおらんと　さきには　すすめんよ	わしは　方角四姉妹　次女\nこの先は　１１８番道路\c\nなみのりを　覚えた　ポケモンが\nおらんと　先には　進めんよ	Dört kız kardeşin en büyüğüyüm.\n118. Rota doğudaki bu koridorun aşağısında.\c\nSörf öğrenmiş\nbir Pokémona ihtiyacınız olacak.	Je suis la deuxième des quatre sœurs géomètres.\nPar ici, c’est la Route 118.\c\nPour l’emprunter, il faut un Pokémon qui connaisse Surf.	Io sono la seconda delle quattro sorelle De Bussola.\c\nDi qua si va al Percorso 118, percorribile solo\ncon Pokémon che conoscono la mossa Surf.	Ich bin die zweitälteste der vier Kompass-Schwestern.\nÖstlich von hier liegt Route 118.\c\nOhne ein Pokémon mit der Attacke Surfer\nkommst du in dieser Richtung nicht weit.	Soy la segunda de las cuatro Hermanas Cardinales.\nContinúa por aquí para llegar a la Ruta 118.\c\nSi no tienes Pokémon que hayan aprendido Surf, te será\nimposible continuar.	나는 방향 네 자매 둘째\n이 앞은 118번도로\c\n파도타기를 배운 포켓몬이\n없으면 앞으로 갈 수 없다
585	0	117	わしは　ほうがくよんしまい　さんじょ\nこのさきは　１１１ばん　どうろ\c\nえんとつやまを　めざすなら\nまずは　こっちへ　すすむと　ええ	わしは　方角四姉妹　三女\nこの先は　１１１番道路\c\nえんとつやまを　目指すなら\nまずは　こっちへ　進むと　ええ	Dört kız kardeşin üçüncüsüyüm.\n111. Rota kuzeydeki bu koridorun aşağısında.\c\nBaca Dağı'na gitmek istiyorsanız\nbu rotayı kullanmanız gerekecek.	Je suis la troisième des quatre sœurs géomètres.\nPar ici, c’est la Route 111.\c\nSi tu veux atteindre le Mont Chimnée,\ntu es sur la bonne voie.	Io sono la terza delle quattro sorelle De Bussola.\c\nDi qua si va al Percorso 111 e, proseguendo oltre,\nal Monte Camino.	Ich bin die drittälteste der vier Kompass-Schwestern.\nNördlich von hier liegt Route 111.\c\nWenn du zum Schlotberg willst,\nbist du hier auf der richtigen Fährte.	Soy la tercera de las cuatro Hermanas Cardinales.\nEste camino conduce a la Ruta 111.\c\nEn caso de que quieras subir al Monte Cenizo, tendrás\nque tomar esta dirección.	나는 방향 네 자매 셋째\n이 앞은 111번도로\c\n굴뚝산을 향한다면\n먼저 이쪽으로 가는 게 좋을 거야
585	0	118	わしは　ほうがくよんしまい　よんじょ\nこのさきは　１１０ばん　どうろ\c\nサイクリングロードやら　カラクリやしきが\nある　かわった　どうろ　じゃ	わしは　方角四姉妹　四女\nこの先は　１１０番道路\c\nサイクリングロードやら　カラクリ屋敷が\nある　変わった　道路　じゃ	Dört kız kardeşin en küçüğüyüm.\n110. Rota güneydeki koridorun aşağısında.\c\nBu,\nBisiklet Yolu ve Bulmaca Evi'ni bulacağınız eşsiz bir rota.	Je suis la benjamine des quatre sœurs géomètres.\nPar ici, c’est la Route 110.\c\nCette route est un peu particulière. Tu y trouveras\nla Piste Cyclable du Bord de Mer et la Maison des Pièges.	Io sono la più giovane delle quattro sorelle De Bussola.\c\nDi qua si va al Percorso 110, un percorso originale\nin cui si trovano la pista ciclabile e la Quizzoteca.	Ich bin die jüngste der vier Kompass-Schwestern.\nSüdlich von hier liegt Route 110.\c\nAuf dieser besonderen Route findest du unter anderem\nden Radweg und das Rätselhaus!	Soy la menor de las cuatro Hermanas Cardinales. Por\naquí irás directamente a la Ruta 110.\c\nEs un trecho muy peculiar, en el que encontrarás el\nCamino de Bicis o la Casa Treta.	나는 방향 네 자매 넷째\n이 앞은 110번도로\c\n사이클링 로드나 미궁의 대저택이\n있는 특이한 도로라네
585	0	119	ここの　２かいは　マンションフロア　だけど\nどうやったら　はいれるんだろう？\c\nふつうに　かんがえると　しりあい　とか\nいないと　マンションには　はいれないけど	ここの　２階は　マンションフロア　だけど\nどうやったら　入れるんだろう？\c\n普通に　考えると　知り合い　とか\nいないと　マンションには　入れないけど	Buradaki ikinci katın apartmanlar için kullanıldığını biliyorum,\nama oraya nasıl gideceğim hakkında hiçbir fikrim yok.\c\nNormalde içeri girebilmek için\norada yaşayan insanlardan birini tanımanız gerekir...	Les appartements sont censés être au premier étage,\nmais comment y accéder ?\c\nÀ mon avis, c’est impossible… à moins de connaître\nquelqu’un qui y habite.	Il residence è al primo piano, ma come si farà a entrare?\c\nAah... Temo proprio che, se non si conosce nessuno\nche ci abiti, non ci sia modo di entrare...	Der erste Stock dieses Gebäudes ist eine Privatresidenz.\nWie man da wohl an eine Wohnung kommt?\c\nWahrscheinlich nur mit einer ordentlichen\nPortion Vitamin B, wie immer eben...	En el primer piso tendría que haber unos apartamentos,\npero ¿cómo se accederá a ellos?\c\nMe parece que, como no conozcas a nadie de por aquí,\nes imposible entrar.	여기 2층은 사람이 사는 맨션 층인데\n어떻게 하면 들어갈 수 있는 거지?\c\n일반적으로는 아는 사람이 없으면\n맨션에는 들어갈 수 없는데
585	0	120	[~ 120]	[~ 120]	[VAR BDFF]x	[~ 120]	[~ 120]	[~ 120]	[~ 120]	[~ 120]
585	0	121	ばあさんの　ポケモンにと　おもったが……\c\nここの　みせの　りぼんは\nどれも　これも　たかいねえ	ばあさんの　ポケモンにと　思ったが……\c\nここの　店の　りぼんは\nどれも　これも　高いねえ	Eşimin Pokémonuna bir Şerit almaya geldim...\c\nFakat tüm bu şeritler\nçok pahalı.	Je voulais acheter un ruban pour le Pokémon\nde ma femme…\c\nMais franchement, ils se mouchent pas du coude\nsur les prix.	Pensavo di comprare un fiocco per il Pokémon\ndi mia moglie...\c\nMa in questo negozio è tutto così caro!	Eigentlich wollte ich in diesem Laden ja ein Band\nfür das Pokémon meiner Frau kaufen...\c\nAber bei den Wucherpreisen überlegt man sich das\nnatürlich zweimal.	Pensaba comprar una cinta para el Pokémon de mi\nmujer, pero esta tienda es cara a rabiar...	할멈의 포켓몬에게 주려 했는데...\c\n이 가게의 리본은\n이것도 저것도 비싸구먼
585	0	122	[~ 122]	[~ 122]	[VAR BDFF]z	[~ 122]	[~ 122]	[~ 122]	[~ 122]	[~ 122]
585	0	123	[~ 123]	[~ 123]	[VAR BDFF]{	[~ 123]	[~ 123]	[~ 123]	[~ 123]	[~ 123]
585	0	124	[~ 124]	[~ 124]	[VAR BDFF]|	[~ 124]	[~ 124]	[~ 124]	[~ 124]	[~ 124]
585	0	125	[~ 125]	[~ 125]	[VAR BDFF]}	[~ 125]	[~ 125]	[~ 125]	[~ 125]	[~ 125]
585	0	126	[~ 126]	[~ 126]	[VAR BDFF]~	[~ 126]	[~ 126]	[~ 126]	[~ 126]	[~ 126]
585	0	127	[~ 127]	[~ 127]	[VAR BDFF]	[~ 127]	[~ 127]	[~ 127]	[~ 127]	[~ 127]
585	0	128	[~ 128]	[~ 128]	[VAR BDFF]	[~ 128]	[~ 128]	[~ 128]	[~ 128]	[~ 128]
585	0	129	[~ 129]	[~ 129]	[VAR BDFF]	[~ 129]	[~ 129]	[~ 129]	[~ 129]	[~ 129]
585	0	130	[~ 130]	[~ 130]	[VAR BDFF]	[~ 130]	[~ 130]	[~ 130]	[~ 130]	[~ 130]
585	0	131	[~ 131]	[~ 131]	[VAR BDFF]	[~ 131]	[~ 131]	[~ 131]	[~ 131]	[~ 131]
585	0	132	[~ 132]	[~ 132]	[VAR BDFF]	[~ 132]	[~ 132]	[~ 132]	[~ 132]	[~ 132]
585	0	133	[~ 133]	[~ 133]	[VAR BDFF]	[~ 133]	[~ 133]	[~ 133]	[~ 133]	[~ 133]
585	0	134	わあ！\nここが　キンセツシティ！	わあ！\nここが　キンセツシティ！	Vay be!\nDemek burası Eflatun Şehri!	Hourra !\nC’est Lavandia !	Questa è Ciclamipoli?! Wow!	Wow! Das ist also Malvenfroh City!	¡Guau!\n¡Así que esto es Ciudad Malvalona!	와아!\n여기가 보라시티!
585	0	135	ははは　ミツルくん　たのしそうだね\c\nどうする？　キンセツキッチンに\nごはんでも　たべに　いくかい？\c\nそれとも　サイクルショップ　カゼノに\nじてんしゃを　かいに　いこうか\r\nけんこうの　ために　いいと　おもうんだよ	ははは　ミツルくん　楽しそうだね\c\nどうする？　キンセツキッチンに\nご飯でも　食べに　いくかい？\c\nそれとも　サイクルショップ　カゼノに\nじてんしゃを　買いに　いこうか\r\n健康の　ために　いいと　思うんだよ	Hahaha! Bundan kesinlikle keyif alıyor gibisin Wally.\c\nPeki ne yapmak istersin? Eflatun Yemek Alanı'nda\c\nbir şeyler yemek ister misin?\c\nYa da belki de sana şu anda Rydel Bisiklet Dükkânında bulunan bir Bisiklet almalıyız. Bunu ister miydin?\r\nEgzersizin sağlığına iyi geleceğine bahse girerim.	Hahaha, tu as l’air en forme Timmy !\c\nTu veux aller casser la croûte à la Cantine Lavandia ?\nOn pourrait aussi aller acheter une Bicyclette\r\naux Cycles Rodolphe… C’est bon pour la santé, tu sais !	Ah ah ah! Fantastica, non è vero, Lino?\c\nAllora, che si fa? Andiamo a mangiare qualcosa\nall’Area Ristoro Ciclamipoli?\c\nOppure andiamo a prendere una bicicletta\nda Bici Clelio?\c\nAndare in bici è divertente e fa bene\nal corpo e allo spirito!	Hahaha! Dir scheint’s hier zu gefallen!\c\nWas sagst du, wollen wir uns in der Gastro-Meile\nMalvenfroh einen kleinen Imbiss besorgen?\c\nOder doch lieber ein Fahrrad aus Radlas\nRadladen? Ein bisschen Sport täte dir gut!	Je, je... Estás disfrutando de lo lindo, ¿eh, Blasco?\c\n¿Qué tal si nos dirigimos a Malvalona Gourmet?\c\nSi aún no tienes hambre, podemos ir a la Tienda de Bicis\nde Anacleto. ¿No crees que una bici te vendría muy bien\r\npara tu salud?	하하하 민진아 즐거워 보이는구나\c\n어떠니? 보라키친에서\n밥이라도 먹을까?\c\n아니면 카제노 사이클숍으로\n자전거를 사러 가볼까\r\n건강을 위해 좋을 거라 생각하는데
585	0	136	いえ！\nまずは　ジムに　ちょうせん　します！	いえ！\nまずは　ジムに　挑戦　します！	Hayır, teşekkürler!\nHemen Spor Salonuna meydan okumak istiyorum!	Non !\nAvant tout, je veux aller voir l’Arène !	No, prima di tutto voglio sfidare il Capopalestra\ndi questa città!	Nein! Zuerst will ich mein Glück\nin der Arena versuchen!	¡Nooo!\n¡Quiero desafiar al Líder del Gimnasio!	아니요!\n먼저 체육관에 도전할 거예요!
585	0	137	へ？	へ？	Ne?	Je… hein ?	Eh...?	Was?	¿Eh?	허?
585	0	138	えっと……\nジムの　ばしょは―――	えっと……\nジムの　場所は―――	Bir bakayım...\nSpor Salonunun...\nOldukça eminim...	Alors, l’Arène…	Vediamo...\nDov’è la Palestra...?	Mal sehen...\nWo ist hier die Arena?	A ver, el gimnasio tendría que estar...	아...\n체육관이 있는 곳은...
585	0	139	このまま　まっすぐ！\nなかにわを　とおりぬけた　さき　ですね！	このまま　真っ直ぐ！\n中庭を　通り抜けた　先　ですね！	Evet! Dümdüz bu tarafa!\nTam iç avluya doğru!	Ah, tout droit !\nIl suffit de traverser le jardin intérieur et on y est !	Ah, dritto per di qua!\nOltre il giardino interno.	Aha, verstehe! Einfach geradeaus!\nDirekt hinter dem Garten in der Mitte der Stadt!	¡Todo recto por aquí, justo al atravesar el patio!	이대로 직진!\n중앙 정원을 지나 그 앞이에요!
585	0	140	えっ！？\nちょっ！？	えっ！？\nちょっ！？	Ne?\nHey! Bekle!	Que… quoi ?	Eh?!\nEhi, aspetta!	Aber...\c\nAber...!	Pe...\n¡Espera!	어?!\n잠깐!?
585	0	141	ミツルくーん！？	ミツルくーん！？	Wally mi?	Timmy ?!	Lino!	Aber Heiko!!	¡Blasco!	민진아!?
585	0	142	ちゅうりんじょうの　けんばいき　だ！	駐輪場の　券売機　だ！	Bisikletleri park etmek için\nbilet otomatı!	Parcmètre	È un parchimetro per le biciclette.	Das ist ein Parkscheinautomat für Fahrräder!	¡Es un parquímetro para el aparcamiento de bicis!	자전거 보관소의 매표기다
585	0	143	ふぅ……\c\nけっこう　とおかったですね\nキンセツシティ	ふぅ……\c\nけっこう　遠かったですね\nキンセツシティ	Phew...\c\nAslında oldukça uzak, değil mi?\nTa Eflatun'a kadar...	Pfiou…\c\nLe chemin jusqu’à Lavandia était beaucoup plus long que\nje ne l’avais imaginé !	Uff...\c\nCerto che Ciclamipoli non era proprio\ndietro l’angolo!	Puh...\c\nDer Weg bis nach Malvenfroh City\nwar ganz schön weit, was?	Uf...\nPues sí que estaba lejos Ciudad Malvalona, ¿eh?	휴우...\c\n꽤 머네요\n보라시티
585	0	144	あっちが　１１８ばんどうろ\c\nどんな　ポケモンと　であえるんだろう……\nたのしみだな！	あっちが　１１８番道路\c\nどんな　ポケモンと　出会えるんだろう……\n楽しみだな！	Yani ileride 118. Rota olmalı...\c\nOrada ne tür bir Pokémon ile karşılaşacağımı merak ediyorum.\nBunu öğrenmek için sabırsızlanıyorum!	Là-bas, c’est la Route 118…\c\nJe suis impatient de voir quels Pokémon je vais bien\npouvoir y rencontrer.	Da quella parte c’è il Percorso 118...\c\nNon vedo l’ora di scoprire quali Pokémon\nsi possono incontrare laggiù!	In dieser Richtung liegt Route 118.\c\nIch bin schon total gespannt,\nwas für Pokémon mich da erwarten!	Por aquí se va a la Ruta 118.\c\n¡Tengo ganas de encontrarme con un montón de\nPokémon nuevos!	저쪽이 118번도로\c\n어떤 포켓몬과 만나게 될까...\n기대돼!
