label,EU_Dutch,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,JP_Japanese,KR_Korean,US_English,US_French,US_Spanish,Turkish,note,status
MOVIE_14_QUESTION_05,"⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Vraag⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Wat gebruikte Yoshi om
de aardbei op te eten?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
What did Yoshi use to
eat the strawberry?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Comment Yoshi a-t-il
attrapé la fraise ?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Frage⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Womit hat Yoshi die Erdbeere
gegessen?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Domanda⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Cosa ha usato Yoshi per
prendere la fragola?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
¿Qué usó Yoshi para
comerse la fresa?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧⟦TAG:0:0:040008008230933060304430⟧問題⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
ヨッシーは
⟦TAG:0:0:020004006a306b30⟧何で イチゴを たべた？","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧문제⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
요시는 무엇으로 딸기를 먹었나?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
How did Yoshi 
eat the strawberry?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
De quelle façon Yoshi a-t-il 
mangé la fraise?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta
⟦TAG:0:2:6400⟧⟦TAG:1:4:0101000000000000f0c1⟧
¿Cómo comió yoshi la fresa?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Soru⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Yoshi çileği yemek için
neyini kullandı?",,translated-manual-multilang
MOVIE_14_SELECT_05_1,Zijn handen,His hands,Avec ses pattes,Mit seinen Händen.,Le mani,Las manos,⟦TAG:0:0:020002006630⟧手,손,With his hands.,Avec ses mains.,Con sus manos.,Elleri,,translated-manual-multilang
MOVIE_14_SELECT_05_2,Zijn tong,His tongue,Avec sa langue,Mit seiner Zunge.,La lingua,La lengua,⟦TAG:0:0:0200040057305f30⟧舌,혀,With his tongue.,Avec sa langue.,Con su lengua.,Dili,,translated-reused
MOVIE_14_SELECT_05_3,Een vork,A fork,Avec une fourchette,Mit einer Gabel.,Una forchetta,Un tenedor,フォーク,포크,With a fork.,Avec une fourchette.,Con un tenedor.,Bir çatal,,translated-reused
MOVIE_14_QUESTION_06,"⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Vraag⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
Wie at de aardbei op?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
Who ate the strawberry?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Qui a mangé la fraise ?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Frage⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
Wer hat die Erdbeere
gegessen?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Domanda⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
Chi ha mangiato la fragola?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
¿Quién se comió la fresa?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧⟦TAG:0:0:040008008230933060304430⟧問題⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
イチゴを⟦TAG:0:0:020002005f30⟧食べたのは…","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧문제⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
딸기를 먹은 요시는?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
Who ate the strawberry?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
Qui a mangé la fraise?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta
⟦TAG:0:2:6400⟧⟦TAG:1:4:01010000000000000000⟧
¿Quién se comió la fresa?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Soru⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
Çileği kim yedi?",,translated-manual-multilang
MOVIE_14_SELECT_06_1,Groene Yoshi,Green Yoshi,Yoshi vert,Der grüne Yoshi.,Yoshi verde,El Yoshi verde,みどりヨッシー,초록요시,Green Yoshi.,Yoshi vert.,Yoshi verde.,Yeşil Yoshi,,translated-reused
MOVIE_14_SELECT_06_2,Roze Yoshi,Pink Yoshi,Yoshi rose,Der rosa Yoshi.,Yoshi rosa,El Yoshi rosa,ピンクヨッシー,핑크요시,Pink Yoshi.,Yoshi rose.,Yoshi rosa.,Pembe Yoshi,,translated-reused
MOVIE_14_SELECT_06_3,Lichtblauwe Yoshi,Light-Blue Yoshi,Yoshi bleu ciel,Der hellblaue Yoshi.,Yoshi azzurro,El Yoshi azul claro,みずいろヨッシー,하늘색요시,Light-Blue Yoshi.,Yoshi bleu ciel.,Yoshi azul claro.,Açık Mavi Yoshi,,translated-reused
MOVIE_14_QUESTION_07,"⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Vraag⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
Hoe at Poochy de taart op?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
How did Poochy eat
the cake?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Comment Poochy
a-t-il mangé le gâteau ?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Frage⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
Wie hat Schnuffel den Kuchen
gegessen?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Domanda⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
Come ha mangiato
la torta Poochy?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
¿Qué hizo Poochy
con el pastel?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧⟦TAG:0:0:040008008230933060304430⟧問題⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
ポチはケーキを…","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧문제⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
포치는 케이크를…","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
What did Poochy
do to the cake?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
Qu'a fait Poochy avec 
le gâteau?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta
⟦TAG:0:2:6400⟧⟦TAG:1:4:01010000000000000000⟧
¿Qué hizo Poochy con el 
pastel?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Soru⟦TAG:0:2:6400⟧
⟦TAG:1:4:01010000000000000000⟧
Poochy keki nasıl yedi?",,translated-manual-multilang
MOVIE_14_SELECT_07_1,Met enige tegenzin,Reluctantly,À contrecœur,Langsam und zurückhaltend.,Lentamente,Se lo comió poco a poco,イヤそうに たべた,억지로 먹었다,He ate it but didn't like it.,"Il l'a mangé, mais n'a pas aimé.",Se lo comió pero no le gustó.,İsteksizce,,translated-manual-multilang
MOVIE_14_SELECT_07_2,Vol enthousiasme,Gladly,Avec entrain,Voller Freude.,Avidamente,Se lo comió deprisa y corriendo,うれしそうに たべた,좋아하며 먹었다,He ate it happily.,Il l'a mangé avec brio.,Se lo comió con gusto.,İştahla,,translated-manual-multilang
MOVIE_14_SELECT_07_3,Hij at de taart niet op,He didn't eat it,Il ne l'a pas mangé,Er hat ihn gar nicht gegessen.,Non è riuscito a mangiarla,No le dio ni un bocado,たべられなかった,먹지 못했다,He didn't get to eat it.,Il n'a pas pu le manger.,No pudo comérselo.,Yemedi,,translated-manual-multilang
MOVIE_14_QUESTION_08,"⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Vraag⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Welke vorm had het bord
waarop de taart stond?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
What shape was the plate
that the cake was on?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Quelle forme avait l'assiette
qui contenait le gâteau ?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Frage⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Welche Form hatte der Teller,
auf dem der Kuchen lag?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Domanda⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Di che forma era il piatto
della torta?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
¿Qué forma tenía
el plato del pastel?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧⟦TAG:0:0:040008008230933060304430⟧問題⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
ケーキが のっていた お⟦TAG:0:0:0200040055308930⟧皿は…","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧문제⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
케이크가 올려져 있던
접시 모양은?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
What was the shape of the
plate the cake was on?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
De quelle forme était 
l'assiette du gâteau?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta
⟦TAG:0:2:6400⟧⟦TAG:1:4:0101000000000000f0c1⟧
¿Qué forma tenía el plato en 
el que estaba el pastel?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Soru⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Kekin bulunduğu tabak
hangi şekildeydi?",,translated-manual-multilang
MOVIE_14_SELECT_08_1,Rond,Round,Ronde,Er war rund.,Tonda,Circular,まる,동그라미,A circle.,Un cercle.,Circular.,Yuvarlak,,translated-reused
MOVIE_14_SELECT_08_2,Driehoekig,Triangular,Triangulaire,Er war dreieckig.,Triangolare,Triangular,さんかく,세모,A triangle.,Un triangle.,Triangular.,Üçgen,,translated-reused
MOVIE_14_SELECT_08_3,Vierkant,Square,Carrée,Er war quadratisch.,Quadrata,Cuadrada,しかく,네모,A square.,Un carré.,Cuadrado.,Kare,,translated-reused
MOVIE_14_QUESTION_09,"⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Vraag⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Welke van deze dingen was
niet op de tafel te zien?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Which of these was
not on the table?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Lequel de ces objets n'était
pas visible sur la table ?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Frage⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Was hat sich nicht auf dem
Tisch befunden?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Domanda⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Quale di queste cose
non era sul tavolo?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
¿Qué no había sobre la mesa?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧⟦TAG:0:0:040008008230933060304430⟧問題⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
テーブルの⟦TAG:0:0:0200040046304830⟧上に なかったのは…","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧문제⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
테이블 위에 없던 것은 무엇?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
What was not on the table?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Qu'est-ce qui n'était 
pas sur la table?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta
⟦TAG:0:2:6400⟧⟦TAG:1:4:0101000000000000f0c1⟧
¿Qué no estaba sobre la mesa?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Soru⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Bunlardan hangisi
masada değildi?",,translated-reused
MOVIE_14_SELECT_09_1,Een mok,A cup,Une tasse,Eine Tasse.,Una tazza,Una taza,カップ,컵,A cup.,Une tasse.,Una taza.,Bir fincan,,translated-reused
MOVIE_14_SELECT_09_2,Een vork,A fork,Une fourchette,Eine Gabel.,Una forchetta,Un tenedor,フォーク,포크,A fork.,Une fourchette.,Un tenedor.,Bir çatal,,translated-reused
MOVIE_14_SELECT_09_3,Een servetje,A tissue,Une serviette,Ein Papiertuch.,Un tovagliolo,Una servilleta,ティッシュ,티슈,A tissue.,Une serviette.,Un pañuelo.,Bir peçete,,translated-manual-multilang
MOVIE_14_QUESTION_10,"⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Vraag⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Welke kleur had het kleed
waarop het bord stond?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
What was the colour of the
cloth that the plate was on?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
De quelle couleur était le set
de table sous l'assiette ?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Frage⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Welche Farbe hatte das Tuch,
auf dem der Teller lag?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Domanda⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Di che colore era la tovaglietta
sotto il piatto?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
¿De qué color era la tela
sobre la que estaba el plato?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧⟦TAG:0:0:040008008230933060304430⟧問題⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
お⟦TAG:0:0:0200040055308930⟧皿が のっている⟦TAG:0:0:020004006c306e30⟧布の⟦TAG:0:0:0200040044308d30⟧色は？","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧문제
⟦TAG:0:2:6400⟧⟦TAG:1:4:0101000000000000f0c1⟧
접시 아래의 천 색깔은?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
What was the color of the
fabric the plate was on?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
De quelle couleur était le 
napperon sous l'assiette?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta
⟦TAG:0:2:6400⟧⟦TAG:1:4:0101000000000000f0c1⟧
¿De qué color era el paño en
 el que estaba el plato?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Soru⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Tabağın altındaki kumaş
ne renkti?",,translated-manual-multilang
MOVIE_14_SELECT_10_1,Rood,Red,Rouge,Rot.,Rossa,Rojo,あか,빨간색,Red.,Rouge.,Rojo.,Kırmızı,,translated-reused
MOVIE_14_SELECT_10_2,Wit,White,Blanc,Weiß.,Bianca,Blanco,しろ,하얀색,White.,Blanc.,Blanco.,Beyaz,,translated-manual-multilang
MOVIE_14_SELECT_10_3,Zwart,Black,Noir,Schwarz.,Nera,Negro,くろ,검은색,Black.,Noir.,Negro.,Siyah,,translated-reused
MOVIE_15_QUESTION_01,"⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Vraag⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Wat at Yoshi?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
What did Yoshi eat?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Qu'est-ce que Yoshi a mangé ?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Frage⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Was hat Yoshi gegessen?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Domanda⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Cosa ha mangiato Yoshi?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
¿Qué se tragó Yoshi?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧⟦TAG:0:0:040008008230933060304430⟧問題⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
ヨッシーが たべたのは？","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧문제⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
요시가 먹은 것은 무엇?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
What did Yoshi eat?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question
⟦TAG:0:2:6400⟧⟦TAG:1:4:0101000000000000f0c1⟧
Qu'est-ce que Yoshi 
a mangé?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
¿Qué comió yoshi?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Soru⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Yoshi ne yedi?",,translated-manual-multilang
MOVIE_15_SELECT_01_1,Een watermeloen,A watermelon,Une pastèque,Eine Wassermelone.,Un cocomero,Una sandía,スイカ,수박,A watermelon.,Un melon d'eau.,Una sandía.,Bir karpuz,,translated-manual-multilang
MOVIE_15_SELECT_01_2,Brood,Bread,Du pain,Etwas Brot.,Una pagnotta,Pan,ペン,펜,Bread.,Du pain.,Pan.,Ekmek,,translated-manual-multilang
MOVIE_15_SELECT_01_3,Een wekker,An alarm clock,Un réveil,Einen Wecker.,Una sveglia,Un despertador,めざまし⟦TAG:0:0:04000600693051304430⟧時計,자명종,An alarm clock.,Un réveil-matin.,Un reloj despertador.,Bir çalar saat,,translated-reused
MOVIE_15_QUESTION_02,"⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Vraag⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Waar kwam het geluid vandaan?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Where was the noise
coming from?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Qu'est-ce qui faisait du bruit ?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Frage⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Woher ist das Geräusch
gekommen?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Domanda⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Da dove veniva
il suono?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
¿De dónde provenía el ruido?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧⟦TAG:0:0:040008008230933060304430⟧問題⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
⟦TAG:0:0:020004004a306830⟧音が⟦TAG:0:0:020002006a30⟧鳴っていたのは？","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧문제⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
소리를 낸 것은 무엇?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Where was the noise 
coming from?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Question
⟦TAG:0:2:6400⟧⟦TAG:1:4:0101000000000000f0c1⟧
D'où venait le bruit?","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Pregunta⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
¿De dónde venía el ruido? ","⟦TAG:1:4:010000000000000070c1⟧
⟦TAG:0:2:7d00⟧Soru⟦TAG:0:2:6400⟧
⟦TAG:1:4:0101000000000000f0c1⟧
Ses nereden geliyordu?",,translated-manual-multilang
MOVIE_15_SELECT_02_1,Een windgong,A chime,Un carillon,Von einer Glocke.,Da un carillon,De un cascabel,チャイム,차임벨,A chime.,D'un xylophone.,Un juego de campanas.,Bir çan sesi,,translated-manual-multilang
MOVIE_15_SELECT_02_2,Een wekker,An alarm clock,Un réveil,Von einem Wecker.,Da una sveglia,De un despertador,めざまし⟦TAG:0:0:04000600693051304430⟧時計,자명종,An alarm clock.,D'un réveil-matin.,Un reloj despertador.,Bir çalar saat,,translated-reused
MOVIE_15_SELECT_02_3,Een tv,A TV,Une télévision,Aus einem Fernseher.,Da un televisore,De un televisor,テレビ,TV,A TV.,De la télévision.,Una televisión.,Bir televizyon,,translated-manual-multilang
