file,source_sha256,id,offset,original,translation
40/40_001300.xs,b9a4b9f53d8882475cd618be5874cc48842e0b7583cae20c5a1653e3ba2be145,text000032,1999,"Trespassers! This site is now controlled
by Targent! And we can't have you two
blabbing about what you've seen.","Izinsiz girenler! Burasi artik
Targent'in kontrolunde! Ve ikinizin
gorduklerinizi ortaliga sacmasina izin veremeyiz."
40/40_001300.xs,b9a4b9f53d8882475cd618be5874cc48842e0b7583cae20c5a1653e3ba2be145,text000033,2111,"There's nothing more to say, Master
Randall. We all knew you would return.
We just didn't think you'd take so long.","Soyleyecek bir sey kalmadi, Usta
Randall. Hepimiz donecegini biliyorduk.
Sadece bu kadar uzun surecegini dusunmemistik."
40/40_001300.xs,b9a4b9f53d8882475cd618be5874cc48842e0b7583cae20c5a1653e3ba2be145,text000034,2227,"Henry, I knew it was you! You set me
up with this stupid letter just to get me
out here, because you're not man
enough to face me yourself! Coward!","Henry, sen oldugunu biliyordum! Beni
buraya getirmek icin su aptal mektupla
tuzak kurdun, cunku benimle yuzlesecek
kadar cesur degilsin! Korkak!"
40/40_001300.xs,b9a4b9f53d8882475cd618be5874cc48842e0b7583cae20c5a1653e3ba2be145,text000035,2375,"Guess I'll have to turn to my arrest
record at Scotland Yard to cheer me up!
Ah ha ha ha!","Neselenmek icin Scotland Yard'daki
sabikama bakmam gerekecek galiba!
Ah ha ha ha!"
40/40_001300.xs,b9a4b9f53d8882475cd618be5874cc48842e0b7583cae20c5a1653e3ba2be145,text000036,2465,"Detective Inspector Leonard Bloom.
Senior detective at Scotland Yard.","Dedektif Mufettis Leonard Bloom.
Scotland Yard'da kidemli dedektif."
40/40_001300.xs,b9a4b9f53d8882475cd618be5874cc48842e0b7583cae20c5a1653e3ba2be145,text000037,2535,"All right then. Just make sure he
doesn't get in the way.","Peki o zaman. Sadece araya
girmemesine dikkat et."
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000000,0,Music,Muzik
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000001,6,"Listen to background
music from the game.","Oyundaki arka plan
muziklerini dinleyin."
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000002,5,,
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000003,48,Professor Layton's Theme,Professor Layton's Theme
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000004,73,Miracle Mask Theme,Miracle Mask Theme
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000005,92,Puzzles Abound,Puzzles Abound
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000006,107,Monte d'Or: Carnival Night,Monte d'Or: Carnival Night
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000007,134,Misgivings,Misgivings
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000008,145,Dangerous Pranks,Dangerous Pranks
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000009,162,The Gentleman's Theme,The Gentleman's Theme
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000010,184,Fierce Chase,Fierce Chase
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000011,197,Expectation,Expectation
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000012,209,Illusion,Illusion
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000013,218,Monte d'Or: City of Miracles,Monte d'Or: City of Miracles
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000014,247,A Moment of Calm,A Moment of Calm
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000015,264,Inside the Circus Tent,Inside the Circus Tent
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000016,287,Puzzles,Puzzles
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000017,295,Searching for Clues,Searching for Clues
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000018,315,The Scorpion Casino,The Scorpion Casino
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000019,335,The Racecourse,The Racecourse
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000020,350,Stansbury: Halcyon Days,Stansbury: Halcyon Days
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000021,374,Stansbury: Moonlit Knoll,Stansbury: Moonlit Knoll
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000022,399,Norwell,Norwell
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000023,407,Akbadain Ruins,Akbadain Ruins
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000024,422,Akbadain Breakthrough,Akbadain Breakthrough
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000025,444,Time for Action!,Time for Action!
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000026,461,Grief,Grief
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000027,467,Treasured Memories,Treasured Memories
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000028,486,Tingly Town,Tingly Town
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000029,498,Reunion Inn,Reunion Inn
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000030,510,Descole's Theme,Descole's Theme
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000031,526,A Treasure that Lasts,A Treasure that Lasts
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000032,548,Targent's Theme,Targent's Theme
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000033,564,The Toy Robot,The Toy Robot
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000034,578,Robot Showdown,Robot Showdown
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000035,593,The One-Stop Shop,The One-Stop Shop
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000036,611,The Rabbit Show,The Rabbit Show
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000037,627,Rabbit on Stage,Rabbit on Stage
40/40_001400.xs,13dbc24d75887a6aa0926d40a15c7024a399801a32b31f596308187bd149b44f,text000038,643,Mysterious Flower,Mysterious Flower
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000000,0,Celebration Boulevard,Kutlama Bulvari
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000001,22,"This quintessential tourist spot is
lined with caf{'e}s and restaurants.
The fountain is a popular
meeting place.","Bu klasik turistik nokta
caf{'e}ler ve restoranlarla cevrilidir.
Cesme, populer bir
bulusma yeridir."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000002,136,Montsarton Gallery,Montsarton Galerisi
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000003,155,"Housing countless classic and
contemporary pieces, the gallery
is itself a work of art when lit up
for the carnival.","Sayisiz klasik ve
cagdas esere ev sahipligi yapan galeri,
karnaval icin isiklandirildiginda
basli basina bir sanat eseridir."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000004,272,Ledore Mansion,Ledore Malikanesi
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000005,287,"Exuding opulence, the manor
and its pristine garden are kept
in perfect shape by none other
than Mr Ledore himself.","Gorkemiyle goz kamastiran malikane
ve kusursuz bahcesi,
baska hic kimse degil
bizzat Bay Ledore tarafindan mukemmel durumda tutulur."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000006,403,Monument,Anit
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000007,412,"Hopefuls heading for Chance
Avenue are sure to spot this
monument that chronicles the
glorious history of Monte d'Or.","Sans Caddesi'ne gidenler
Monte d'Or'un gorkemli tarihini
anlatan bu
aniti mutlaka fark eder."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000008,530,The Camel's Hump,Devenin Horgucu
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000009,547,"Pascal's Persian-themed hotel
receives such high praise from
visitors that it's always fully
booked.","Pascal'in Pers temali oteli
ziyaretcilerden o kadar ovgu alir ki
her zaman tamamen
dolu olur."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000010,648,Ch{^a}teau Dalston,Ch{^a}teau Dalston
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000011,667,"Unconventional Dalston owns
this rather grim-looking mansion
near the desert. It doesn't get
many visitors.","Sira disi Dalston,
cole yakin bu oldukca kasvetli
malikanenin sahibidir. Pek
ziyaretcisi yoktur."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000012,775,Police HQ,Polis Karargahi
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000013,785,"The city hall currently hosts a
temporary police HQ. During
briefings, the combined might
of the team is quite tangible.","Belediye binasi su anda
gecici bir polis karargahina ev sahipligi yapiyor. Brifinglerde,
ekibin birlesik gucu
adeta hissediliyor."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000014,906,Chance Avenue,Sans Caddesi
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000015,920,"Bright lights and neon signs
illuminate the enticing Chance
Avenue. Night-time is when it
really comes alive.","Parlak isiklar ve neon tabelalar
cazip Sans Caddesi'ni
aydinlatir. Asil gece olunca
canlanir."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000016,1030,Racecourse,Hipodrom
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000017,1041,"As the venue for a favourite local
pastime, the racecourse is kept
looking spic and span. The same
can't be said for the sheds!","Yerel halkin gozde eglencesine ev sahipligi yaptigi icin
hipodrom tertemiz tutulur. Ama ayni
seyi kulubeler icin
soylemek zor!"
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000018,1169,Reunion Inn,Reunion Hani
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000019,1181,"The Reunion Inn is where it all
began and, thanks to its regal
architecture, the most visited
hotel in Monte d'Or.","Her seyin basladigi yer olan
Reunion Hani, gorkemli
mimarisi sayesinde
Monte d'Or'un en cok ziyaret edilen otelidir."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000020,1296,Henry's Office,Henry'nin Ofisi
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000021,1311,"In a far corner of the Reunion
Inn lies Henry's office, forever
a reminder to the city's past and
to Randall's expedition.","Reunion Hani'nin uzak bir kosesinde
Henry'nin ofisi bulunur; sehrin gecmisini ve
Randall'in kesif seferini
daima hatirlatir."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000022,1434,Grand Hall,Buyuk Salon
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000023,1445,"Hotel guests gather in the Grand
Hall. The atrium rises all the
way to the top, which only adds
to the majesty.","Otel misafirleri Buyuk
Salon'da toplanir. Atriyum
ta tavana kadar yukselir; bu da
ihtisama ihtisam katar."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000024,1557,Depths of Akbadain,Akbadain'in Derinlikleri
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000025,1576,"The ruins contain a secret
mechanism, hidden by Azran
arts. Both the Mask of Chaos
and the Mask of Order are
required to operate it.","Harabeler, Azran sanatlariyla
gizlenmis bir gizli
mekanizma barindirir. Onu calistirmak icin
hem Kargasa Maskesi
hem de Duzen Maskesi gerekir."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000026,1709,St Vernon's,St Vernon's
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000027,1721,"St Vernon's is unique in that it
offers archaeology studies at
A-Level. The quality of teaching
is exceptional.","St Vernon's, A-Level duzeyinde
arkeoloji egitimi vermesiyle
benzersizdir. Ogretim
kalitesi olaganustudur."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000028,1833,Riverside Cottage,Nehir Kenari Kulubesi
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000029,1851,"The old brick cottage is home to
two of the nicest parents in
Stansbury. They're known to
chortle the night away.","Eski tugla kulubede
Stansbury'nin en iyi anne babalarindan
ikisi yasar. Geceleri
gece boyu gulusmeleriyle unludurler."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000030,1965,Hershel's Room,Hershel'in Odasi
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000031,1980,"17-year-old Hershel's room is
frequently tidied by his mother,
despite his pleas to leave
everything as it is.","17 yasindaki Hershel'in odasi,
her seyi oldugu gibi birakmasi icin yalvarmasina ragmen,
annesi tarafindan sik sik
toplanir."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000032,2091,Memory Knoll,Ani Tepesi
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000033,2104,"This romantic little hill is great
for picnics and even better for
stargazing. A great spot for a
few fireworks, too.","Bu romantik kucuk tepe
piknik icin harika, yildiz
seyri icin daha da guzel. Birkac
havai fisek icin de sahane bir yerdir."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000034,2222,Ascot House,Ascot Evi
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000035,2234,"The richest house in the village
abides by strict rules, many
of which Randall breaks on a
regular basis.","Koyun en zengin evi
kati kurallara uyar; Randall da
bunlarin cogunu
duzenli olarak cigner."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000036,2340,Randall's Room,Randall'in Odasi
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000037,2355,"Randall's room reflects his
childish and disorganised state
of mind. Even the wall is spared
no mercy.","Randall'in odasi, onun
cocuksu ve daginik
zihnini yansitir. Duvarlar bile
merhamet gormemistir."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000038,2458,Norwell,Norwell
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000039,2466,"The stone wall excavated at
Stansbury is thought to be part
of the ancient Azran civilisation.","Stansbury'de kazilan tas duvarin,
kadim Azran uygarliginin
bir parcasi oldugu dusunuluyor."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000040,2561,Transmogrification,Sekil Degistirme
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000041,2580,"The Gentleman's miraculous
debut. Horses appeared where
tourists once stood, throwing
the crowds into panic.","Beyefendi'nin mucizevi
ilk gosterisi. Bir zamanlar turistlerin
durdugu yerde atlar belirdi ve
kalabaligi panige surukledi."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000042,2689,Paintings Alive,Canlanan Tablolar
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000043,2705,"A miracle in which people leapt
from paintings and rioted in
the streets. The city centre
descended into chaos.","Insanlarin tablolardan atlayip
sokaklarda isyan ettigi bir mucize.
Sehir merkezi
kargasaya suruklendi."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000044,2817,Miracle on Stage,Sahnede Mucize
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000045,2834,"As the flames erupted, the 13
people that stood on the dais
vanished, baffling the onlookers
at the gallery plaza.","Alevler yukselirken, kursude duran
13 kisi ortadan kayboldu; galeri
meydanindaki seyircileri
saskina cevirdi."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000046,2949,By the Oasis,Vahanin Yaninda
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000047,2962,"The Reunion Inn started life as
a modest little building by an
oasis. The shaft nearby was dug
by a party searching for Randall
to give easy access to the ruins.","Reunion Hani, bir vahanin yaninda
mutevazi kucuk bir bina olarak basladi.
Yakindaki kuyu, Randall'i arayan bir ekip tarafindan
harabelere kolay erisim saglamak icin
kazildi."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000048,3124,The Traitorous Regent,Hain Naip
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000049,3146,"A once loyal chancellor deceived
his king to take the country for
his own. It's a tale that carries a
powerful message.","Bir zamanlar sadik olan bir sansolye,
ulkeyi ele gecirmek icin kralini aldatti.
Guclu bir mesaj tasiyan
bir hikaye."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000050,3266,Rural Harmony,Kirsal Uyum
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000051,3280,"Idyllic Craggy Dale is far
removed from the hectic bustle
of Monte d'Or, and can calm
the fieriest of hearts.","Huzurlu Craggy Dale,
Monte d'Or'un telasli kalabaligindan
cok uzaktadir ve
en atesli kalpleri bile sakinlestirebilir."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000052,3390,Life in Craggy Dale,Craggy Dale'de Yasam
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000053,3410,"The residents of Craggy Dale
live off the land. Their skin turns
a healthy brown from working
out in the sun all day.","Craggy Dale sakinleri
topraktan gecinir. Gun boyu guneste
calistiklari icin tenleri
saglikli bir bronza doner."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000054,3528,Best of Friends,Can Dostlar
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000055,3544,"An old photo of Randall and
Henry. The robot is a symbol
of the strong, brotherly bond
between them.","Randall ve Henry'nin eski bir fotografi.
Robot, aralarindaki guclu
kardesce bagin
bir simgesidir."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000056,3645,The Stansbury Four,Stansbury Dortlusu
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000057,3664,"A fond memory of old friends
who, with Randall as their
leader, went out on all sorts
of exciting misadventures.","Randall'in liderliginde
her turlu heyecanli maceraya
dalan eski arkadaslarin
tatli bir hatirasi."
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000058,3777,Commemorative Photo,Hatira Fotografi
40/40_001500.xs,c2af8f601b4158c28a466eaf38c5423c20c0395a0bfe1e6466d3846e4263c670,text000059,3797,"This photo is a true miracle,
commemorating the revival of
a precious friendship after
18 long years.","Bu fotograf gercek bir mucizedir;
18 uzun yilin ardindan
degerli bir dostlugun
yeniden canlanisini olumsuzlestirir."
40/40_001600.xs,745ad30534d0c0e2cdf4530490a7a2009cd3cb89ad7672a541459c1ecd79ae76,text000000,0,Layton's Challenges,Layton'in Meydan Okumalari
40/40_001600.xs,745ad30534d0c0e2cdf4530490a7a2009cd3cb89ad7672a541459c1ecd79ae76,text000001,20,"Test your wits against the hardest
puzzles the professor has to offer.
Do you have what it takes?","Zekanizi profesorun sundugu en zor
bulmacalara karsi sinayin.
Bunu basarabilir misiniz?"
40/40_001600.xs,745ad30534d0c0e2cdf4530490a7a2009cd3cb89ad7672a541459c1ecd79ae76,text000002,118,The Toymaker's House,Oyuncakcinin Evi
40/40_001600.xs,745ad30534d0c0e2cdf4530490a7a2009cd3cb89ad7672a541459c1ecd79ae76,text000003,139,The Shopkeeper's House,Dukkancinin Evi
40/40_001600.xs,745ad30534d0c0e2cdf4530490a7a2009cd3cb89ad7672a541459c1ecd79ae76,text000004,162,The Ringmaster's House,Sirk Yoneticisinin Evi
40/40_001600.xs,745ad30534d0c0e2cdf4530490a7a2009cd3cb89ad7672a541459c1ecd79ae76,text000005,185,The Old Friends' House,Eski Dostlarin Evi
40/40_001600.xs,745ad30534d0c0e2cdf4530490a7a2009cd3cb89ad7672a541459c1ecd79ae76,text000006,208,The Puzzle Queen's House,Bulmaca Kralicesinin Evi
40/40_001600.xs,745ad30534d0c0e2cdf4530490a7a2009cd3cb89ad7672a541459c1ecd79ae76,text000007,19,,
40/40_001600.xs,745ad30534d0c0e2cdf4530490a7a2009cd3cb89ad7672a541459c1ecd79ae76,text000008,233,Puzzle %03d: %s,Bulmaca %03d: %s
40/40_001700.xs,f7b0873660961c9e19b8ee647de9868c24891c90d3825d2ef893ee6710d861e2,text000000,0,Bonuses,Ekstralar
40/40_001700.xs,f7b0873660961c9e19b8ee647de9868c24891c90d3825d2ef893ee6710d861e2,text000001,8,"Unlock bonus features by solving
mysteries and puzzles as you
progress through the game.
The range of features on each
save file will vary.","Gizemleri ve bulmacalari cozerek
oyun boyunca ilerledikce yeni
ekstra ozelliklerin kilidini acin.
Her kayit dosyasindaki ozellikler
farklilik gosterebilir."
40/40_001700.xs,f7b0873660961c9e19b8ee647de9868c24891c90d3825d2ef893ee6710d861e2,text000002,7,,
40/40_001700.xs,f7b0873660961c9e19b8ee647de9868c24891c90d3825d2ef893ee6710d861e2,text000003,148,"Would you like to receive
notifications from Level-5
about Daily Puzzles?
If no extra data for this game is
present on the SD Card, new
extra data will be created.","Level-5'ten Gunluk Bulmacalar
hakkinda bildirim almak ister misiniz?
Bu oyun icin SD Kartta ek veri yoksa,
SD Kartta yeni
ek veri olusturulacaktir."
40/40_001700.xs,f7b0873660961c9e19b8ee647de9868c24891c90d3825d2ef893ee6710d861e2,text000004,312,"You are currently receiving
notifications for this game.

Would you like to turn
notifications off?","Su anda bu oyun icin
bildirim aliyorsunuz.

Bildirimleri kapatmak
ister misiniz?"
40/40_001700.xs,f7b0873660961c9e19b8ee647de9868c24891c90d3825d2ef893ee6710d861e2,text000005,412,Turning notifications on...,Bildirimler aciliyor...
40/40_001700.xs,f7b0873660961c9e19b8ee647de9868c24891c90d3825d2ef893ee6710d861e2,text000006,440,Turning notifications off...,Bildirimler kapatiliyor...
40/40_001700.xs,f7b0873660961c9e19b8ee647de9868c24891c90d3825d2ef893ee6710d861e2,text000007,469,Notifications are now turned on.,Bildirimler artik acik.
40/40_001700.xs,f7b0873660961c9e19b8ee647de9868c24891c90d3825d2ef893ee6710d861e2,text000008,502,Notifications are now turned off.,Bildirimler artik kapali.
40/40_001700.xs,f7b0873660961c9e19b8ee647de9868c24891c90d3825d2ef893ee6710d861e2,text000009,536,Checking the SD Card...,SD Kart kontrol ediliyor...
40/40_001700.xs,f7b0873660961c9e19b8ee647de9868c24891c90d3825d2ef893ee6710d861e2,text000010,560,"Creating new extra data
on SD Card...","SD Kartta yeni ek veri
olusturuluyor..."
40/40_001700.xs,f7b0873660961c9e19b8ee647de9868c24891c90d3825d2ef893ee6710d861e2,text000011,598,"You can activate SpotPass to receive
notifications about Daily Puzzles
available for download.
To use this feature, you must agree
to the Nintendo 3DS Service User
Agreement and Privacy Policy.","SpotPass'i etkinlestirerek indirilebilir
Gunluk Bulmacalar hakkinda bildirim
alabilirsiniz.
Bu ozelligi kullanmak icin Nintendo 3DS
Hizmet Kullanici Sozlesmesi ve Gizlilik
Politikasi'ni kabul etmelisiniz."
40/40_001700.xs,f7b0873660961c9e19b8ee647de9868c24891c90d3825d2ef893ee6710d861e2,text000012,792,Cancelling...,Iptal ediliyor...
40/40_001700.xs,f7b0873660961c9e19b8ee647de9868c24891c90d3825d2ef893ee6710d861e2,text000013,806,Cancelled.,Iptal edildi.
40/40_001700.xs,f7b0873660961c9e19b8ee647de9868c24891c90d3825d2ef893ee6710d861e2,text000014,817,"No SD Card is inserted.
SpotPass cannot be used.","SD Kart takili degil.
SpotPass kullanilamaz."
40/40_001700.xs,f7b0873660961c9e19b8ee647de9868c24891c90d3825d2ef893ee6710d861e2,text000015,866,An error has occurred.,Bir hata olustu.
40/40_001800.xs,bc5b9204aff6040d697fb3f100a5a86886bc0866b2517210e27f75126c8e51c4,text000000,0,Top Secret,Cok Gizli
40/40_001800.xs,bc5b9204aff6040d697fb3f100a5a86886bc0866b2517210e27f75126c8e51c4,text000001,11,"Access exclusive material
here. Unlock more features
by collecting picarats.","Buradan ozel iceriklere
erisin. Pikarats toplayarak
daha fazla ozelligin kilidini acin."
40/40_001810.xs,6478b28102c42c8aefc599091dee3eeca5f232b2c0ac5c68be64e6bf56535a91,text000000,0,The Hidden Door of Monte d'Or,Monte d'Or'un Gizli Kapisi
