Index,Label,EU_English,US_English,EU_French,US_French,EU_German,EU_Italian,EU_Spanish,US_Spanish,JP_Japanese,KR_Korean,Turkish,Status,Notes
1656,PlayGuideInfo50004_00,"You can copy most
items in your
inventory as many
times as you like,
if you have room.

Just tap the Copy
icon and then tap
the item you wish
to copy.

You can't copy items
that are greyed out.","You can copy most
items in your
inventory as many
times as you like,
if you have room.

Just tap the Copy
icon and then tap
the item you wish
to copy.

You can't copy items
that are grayed out.","La plupart des objets
peuvent être dupliqués
tant qu'il vous reste
assez d'espace libre.

Pour cela, touchez
l'icône Copier, puis
l'objet à copier.

Les objets grisés
ne peuvent pas être
sélectionnés.","La plupart des objets
peuvent être dupliqués
tant qu'il vous reste
assez d'espace libre.

Pour cela, touchez
l'icône Copier, puis
l'objet à copier.

Les objets grisés
ne peuvent pas
être sélectionnés.","Die meisten Items
kannst du beliebig
oft kopieren, solange
Platz für sie ist!
Berühre erst das
„Kopieren“-Symbol
und dann das
zu kopierende Item.
Ausgegraute Items
kannst du nicht
kopieren.","Puoi anche copiare
gli oggetti trovati
quante volte vuoi
fintanto che c'è
spazio!
Per farlo, tocca l'icona
Copia e poi l'oggetto
da copiare.
Alcuni oggetti non
sono selezionabili
e non possono
essere copiati.","Mientras quede
espacio, puedes
hacer también
copias de los
objetos que ya
hayas colocado.

Toca el icono de
copiar y luego el
objeto en cuestión.

No podrás copiar
los ensombrecidos.","Puedes copiar la
mayoría de los
objetos todas las
veces que quieras,
mientras tengas
espacio.

Toca el ícono de
copiar y luego el
objeto en cuestión.
No puedes copiar
los objetos que
aparecen en gris.","えらんだ　インテリアを
ふやせるよ

「コピー」アイコンを
タッチしてから
ふやしたい　インテリアを
タッチすると
コピーできるよ

かげになっている
インテリアは　えらべないよ","선택한 인테리어 아이템을
늘릴 수 있다.

｢복사｣ 아이콘을 터치하고
늘릴 인테리어 아이템을
터치하면 복사할 수 있다.

실루엣만 보이는 아이템은
선택할 수 없다.","Envanterindeki çoğu
eşyayı, yerin olduğu
sürece istediğin kadar
kopyalayabilirsin.

Kopyala simgesine,
ardından kopyalamak
istediğin eşyaya
dokun.

Gri görünen eşyaları
kopyalayamazsın.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1657,PlayGuideInfo50005_00,"You can also put
items away.

Tap the Put Away
icon, then select the
items that you want
to put away.

You can't easily undo
this action, except by
placing the furniture
again, so be careful!","You can also put
items away.

Tap the Put Away
icon, then select the
items that you want
to put away.

You can't easily undo
this action, except by
placing the furniture
again, so be careful!","Vous pouvez aussi
retirer des objets
de la pièce.

Pour cela, touchez
l'icône Retirer, puis
l'objet à retirer.

Cette action ne peut
pas être annulée. Si
vous retirez un objet
par erreur, vous devrez
ensuite le replacer.","Vous pouvez aussi
ranger des objets
de la pièce.

Pour cela, touchez
l'icône Ranger, puis
l'objet à ranger.

Cette action ne peut
pas être annulée. Si
vous retirez un objet
par erreur, vous devrez
ensuite le replacer.","Du kannst auch
Items entfernen.
Berühre hierzu das
Symbol „Entfernen“
und dann die zu
entfernenden Items.
Dies kannst du
nur rückgängig
machen, indem
du die Items
neu platzierst.","Puoi anche rimuovere
gli oggetti.

Tocca l'icona Togli
e seleziona quindi
gli oggetti che vuoi
rimuovere.

Questa azione non
può essere annullata.
Tocca Arreda se vuoi
posizionare di nuovo
gli oggetti.","También es
posible quitar
objetos.

Toca el icono
de retirar y elige
los objetos que
quieras descartar.

Esta operación no
puede deshacerse;
tendrás que volver
a colocarlos a mano.","También puedes
quitar objetos.
Primero toca el
ícono de quitar
y luego toca el
objeto que
quieras eliminar.

Esta operación no
puede deshacerse;
tendrás que volver
a colocarlos a mano.","えらんだ　インテリアを
かたづけられるよ

「かたづける」アイコンを
タッチしてから　しまいたい
インテリアを　タッチすると
かたづけることができるよ

かたづけると
もとに　もどすことが
できないから　きをつけてね","선택한 인테리어 아이템을
치울 수 있다.

｢치우기｣ 아이콘을
터치하고 치울
인테리어 아이템을
터치하면
집에서 사라진다.

치운 후에는 취소할 수
없으므로 주의하자.","Eşyaları da
kaldırabilirsin.

Kaldır simgesine
dokun, sonra
kaldıracağın eşyaları
seç.

Bu işlemi kolayca geri
alamazsın; mobilyayı
yeniden yerleştirmen
gerekir. Dikkat!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1658,PlayGuideInfo50006_00,"You can add depth
and colour to your
room by placing
fabric on the walls
or floor!

Tap the Wallpaper
icon, choose the
fabric you want, and
then tap the Back
icon on the bottom-
right.","You can add depth
and color to your
room by placing
fabric on the walls
or floor!

Tap the Wallpaper
icon, choose the
fabric you want, and
then tap the back
icon.","Vous pouvez aussi
changer le revêtement
du sol, et la tapisserie
au mur de la pièce.

Pour cela, touchez
l'icône Mur et sol, puis
sélectionnez le tissu
de votre choix, et
touchez pour finir
l'icône Retour.","Vous pouvez aussi
changer le revêtement
du sol ainsi que la 
tapisserie du mur.

Pour cela, touchez
l'icône Mur et sol, puis
sélectionnez le tissu de
votre choix et pour finir,
touchez l'icône Retour.","Verleihe deiner
Wohnung eine
persönliche Note,
indem du Stoffe als
Tapete oder Fuß-
boden verwendest!
Berühre das Symbol
„Hintergrund“, suche
einen Stoff aus
und berühre dann
das „Zurück“-Symbol.","Decora i muri e il
pavimento con le
stoffe per aggiungere 
un tocco personale
alla stanza!

Tocca l'icona della
carta da parati,
scegli la stoffa che
vuoi usare e poi tocca
la freccia in basso
a destra.","¡Da tu toque
personal a las
paredes y el suelo
con las telas que
hayas conseguido!

Tras tocar el icono
de tapizar la casa,
aplica un tejido
y toca el icono
de volver atrás.","También puedes
colocar las telas
en las paredes
o en el suelo.

Toca el ícono de
papel tapiz, elige
la tela que quieras
y toca la flecha en
la esquina inferior
derecha para
volver.","かべや　ゆかに
ぬのを　はることが
できるよ

「かべがみをかえる」
アイコンをタッチして
すきなぬのを　えらび
「もどる」ボタンで
かえることが　できるよ","벽지나 바닥을 바꿀 수 있다.

｢벽지 바꾸기｣ 아이콘을
터치하고 원하는 천을
선택한 후 오른쪽 아래
아이콘을 누르면 바꿀 수 있다.","Duvarlara veya zemine
kumaş uygulayıp odana
derinlik ve renk kat!

Duvar/Zemin simgesine
dokun, kumaşı seç,
sonra sağ alttaki Geri
simgesine dokun.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1659,PlayGuideInfo50007_00,"Dom Woole needs
your help!

Place the correct
furniture in the
shadowed areas.","Dom Woole needs
your help!

Place the correct
furniture in the
shadowed areas.","Phil de Laine a
besoin de vous !

Disposez les objets
aux emplacements
appropriés !","Logy Beaufil a besoin
de votre aide!

Placez les objets
sur les ombres
correspondantes!","Willi Webstuhl
braucht deine Hilfe!

Platziere die
richtigen Items in
den schattierten
Bereichen.","Phil Palazzi ha
bisogno del tuo
aiuto!

Posiziona gli oggetti
giusti negli spazi
scuri.","¡Botonio Delana necesita
ayuda!

Para decorar los pisos, hay
que colocar el mobiliario
correcto en la sombra
correspondiente.","¡Estambrosio
te necesita!

Coloca muebles en los
lugares adecuados
haciendo que encajen
con las sombras.","ルーム・ウールが
こまってるみたいだよ

かげになっている　ところに
おなじかたちの
インテリアをおいて
へやをつくってあげよう","루움 울에게
고민이 있나 봐요.

그림자로 된 곳에
같은 실루엣의
인테리어를 놓아서
집을 꾸며 주세요.","Dom Woole'un yardımına
ihtiyacı var!

Doğru mobilyaları gölgeli
alanlara yerleştir.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1660,PlayGuideInfo50008_00,"You can now play
with a new in-game
friend!

Press up on the
+Control Pad to
invite them to play
a game!

You can't use Ravel
Abilities while playing
with them, however.","You can now play
with a new in-game
friend!

Press up to invite
them to play a game!

You can't use Ravel
Abilities while playing
with them, however.","Vous pouvez à présent
jouer en compagnie de
votre nouvel ami !

Appuyez sur haut sur
la manette + pour
lancer un jeu !

Attention, vous ne
pouvez pas utiliser de
tricotalents quand Kirby
joue avec ses amis.","Vous pouvez maintenant
jouer avec l'un ou l'autre
de vos nouveaux amis!

Appuyez sur haut sur
la croix directionnelle
pour lancer un jeu!

Attention, vous
ne pouvez pas utiliser de
tricotalents quand Kirby
joue avec ses amis.","Du kannst nun
mit einem neuen
Freund von Kirby
spielen.
Drücke das Steuer-
kreuz nach oben,
um ein Minispiel
zu starten!
Garn-Power-
Verwendung
ist dabei nicht
möglich!","Adesso puoi divertirti
con un amico di Kirby.
Premi in alto sulla
pulsantiera + per
invitarlo a giocare.
Non puoi usare le
abilità d'intreccio
giocando con lui.","¡Ya puedes salir
a jugar con una
nueva amistad!

Pulsa arriba en
la cruz de control
para invitarla
a unirse a ti.

No podrás usar
hilabilidades
mientras juegues
con ellos.","¡Ya puedes salir
a jugar con una
nueva amistad!

Oprime arriba en
la cruz de control
para invitarlos
a unirse a ti.

No podrás usar
hilabilidades
mientras juegues
con ellos.","おともだちと　あそびに
いくことが　できるよ

うえボタンをおすと
おともだちをさそえるよ

あそんでいる　あいだは
さいほうのうりょくが
つかえないよ","친구와 함께
놀러 갈 수 있다.

십자 버튼의 위를 누르면
친구를 부를 수 있다!

플레이하는 동안에는
재봉 능력을
사용할 수 없다.

","Artık oyun içinden yeni
bir arkadaşla
oynayabilirsin!

Onu davet etmek için
+Kontrol Tuşu'nda
yukarıya bas!

Ancak birlikte oynarken
İplik Yeteneklerini
kullanamazsın.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1661,PlayGuideInfo50009_00,"Press the B Button
to throw a patch and
open a new stage!","Press the B Button
to throw a patch and
open a new stage!","Appuyez sur {{CTRL|0001|0001|01CD}} pour
lancer une pièce de
tissu et débloquer
un nouveau stage !","Appuyez sur {{CTRL|0001|0001|01CD}} pour
lancer une pièce de
tissu et déverrouiller
un nouveau niveau!","Drücke den B-Knopf,
um einen Flicken
zu werfen und
einen neuen Level
zu öffnen!","Premi  per lanciare
una toppa e sbloccare
un livello nuovo!","¡Pulsa  para
lanzar el parche
y desbloquear
una nueva fase!","¡Oprime  para
lanzar el parche
y desbloquear
un nuevo nivel!","Bボタンをおして
ステージワッペンをなげると
あたらしいステージが
ひらくよ","B 버튼을 눌러서
스테이지 패치를 던지면
새로운 스테이지가
열린다!","Yeni bölüm açmak için
B'ye bas, yamayı
fırlat!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1662,PlayGuideInfo50010_00,"You can send and
receive rooms
you've created using
StreetPass.

They'll be saved
to the Catalogue of
Model Rooms.","You can send and
receive rooms
you've created using
StreetPass.

They'll be saved
to the Catalog of
Model Rooms.","Vous pouvez envoyer
des pièces que vous
avez créées et recevoir
celles d'autres joueurs
via StreetPass.

Les pièces reçues
sont sauvegardées
dans le catalogue
des pièces témoins.","Vous pouvez envoyer
votre pièce et recevoir
celle d'autres joueurs
via StreetPass.

Les pièces reçues
sont sauvegardées
dans le catalogue
des pièces témoins.","Du kannst über
StreetPass selbst
erstellte Wohnungen
versenden und
empfangen. Sie
werden unter
„Musterwohnung“
im Katalog
gespeichert.","Puoi inviare e ricevere
le stanze create
tramite StreetPass.

Verranno salvate
nel catalogo degli
appartamenti.","A través de
StreetPass puedes
enviar habitaciones
que hayas creado
a otros jugadores
y recibir las suyas.

Las encontrarás
guardadas en el
catálogo de pisos
piloto.","A través de
StreetPass puedes
enviar habitaciones
que hayas creado
a otros jugadores
y recibir las suyas.

Se guardarán en
el catálogo de
habitaciones piloto.","すれちがいつうしんで
つくったへやを　おくったり
うけとったり　できるよ

すれちがいつうしんで
うけとったへやは
モデルルームの　カタログに
とうろく　されるよ","엇갈림 통신을 통해
직접 만든 집을
보내거나 받을 수 있다.

엇갈림 통신으로
받은 집은
모델 하우스의
카탈로그에 등록된다.","StreetPass ile
oluşturduğun odaları
gönderip alabilirsin.

Bunlar Örnek Odalar
Kataloğuna kaydedilir.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1663,PlayGuideInfo50011_00,"Check out all kinds
of model rooms for
inspiration!

Then, you can
exchange beads for
furniture to decorate
your own room.","Check out all kinds
of model rooms for
inspiration!

Then, you can
exchange beads for
furniture to decorate
your own room.","N'hésitez pas
à consulter les
différentes pièces
témoins pour y
trouver l'inspiration !

Vous pouvez aussi y
acheter des meubles
pour décorer votre
pièce, en échange
de vos perles.","N'hésitez pas
à consulter les
différentes pièces
témoins pour y
trouver l'inspiration!

Vous pouvez aussi y
acheter des meubles
pour décorer votre
pièce, en échange
de vos perles.","Brauchst du noch
Inspiration? Dann
sieh dir doch mal
einige Muster-
wohnungen an!
Wenn sie Items
enthalten, die dir
gefallen, kannst du
diese mit Perlen
kaufen.","Guarda i diversi
appartamenti per
trovare l'ispirazione!

Potrai usare le
perline per ottenere
mobili e accessori
con cui arredare la
tua casa!","¡Echa un vistazo
a todos los que
puedas para ver
si te sirven de
inspiración!

Además, podrás
obtener objetos a
cambio de cuentas
y usarlos para
decorar tu propia
habitación.","¡Echa un vistazo
a todas las que
puedas para
inspirarte!

Puedes canjear
tus gemas para
obtener objetos
que te ayudarán
a decorar tu
habitación.","いろんなへやを
けんがくしよう！

おきにいりの　かぐを
ビーズと　こうかんできるよ","다양한 집을 구경해 보자!

마음에 드는 가구는
비즈로 구입할 수 있다.","İlham için türlü türlü
örnek odaya göz at!

Sonra kendi odanı
süslemek için
boncukları
mobilyalarla takas
edebilirsin.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1664,PlayGuideInfo60000,Meta Knight,Meta Knight,Meta Knight,Meta Knight,Meta-Knight,Meta Knight,Meta Knight,Meta Knight,メタナイト,메타 나이트,Meta Knight,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1665,PlayGuideInfo60000_00,"Collect Fuse Beads
and defeat as many
enemies as you can
as you head for the
goal.

Slice through
enemies left and
right with your
famous sword!","Collect Fuse Beads
and defeat as many
enemies as you can
as you head for the
goal.

Slice through
enemies left and
right with your
famous sword!","Tentez de collecter
un maximum de 
perles à repasser
et d'éliminer le plus
d'ennemis possible
avant d'atteindre
la fin du stage.

Taillez vos ennemis
en pièces grâce à
votre célèbre épée !","Tentez de collecter
un maximum de 
perles à repasser
et d'éliminer le plus
d'ennemis possible
avant d'atteindre
la fin du niveau.

Taillez vos ennemis
en pièces grâce à
votre célèbre épée!","Sammle Bügelperlen
ein und besiege auf
dem Weg zum Ziel
so viele Gegner wie
möglich!

Durchtrenne die
Gegner mit deinem
berühmten Schwert!","Raccogli le perline
da stiro e sconfiggi
più nemici possibile
mentre corri verso
il traguardo.

Usa la leggendaria
spada per eliminare
i nemici che cercano
di intralciarti.","¡Reúne cuentas
y avanza hacia la
meta derrotando
enemigos en
tu camino!

¡Golpéalos con tu
legendaria espada!","¡Reúne cuentas
y avanza hacia la
meta derrotando
enemigos en
tu camino!

¡Golpéalos con tu
legendaria espada!","アイロンビーズを
あつめながら
てきを　たくさん　たおして
ゴールをめざそう！

じまんの　ソードで
てきを　きれ！	","컬러 비즈를
모으는 동시에
적을 많이 쓰러뜨리며
골인 지점에 도달하자!

예의 유명한 스워드로
적을 베자!","Hedefe giderken
Ütü Boncukları
topla ve
olabildiğince çok
düşmanı yen.

Ünlü kılıcınla
düşmanları sağlı
sollu biç!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1666,PlayGuideInfo60000_01,Move,Move,Se déplacer,Se déplacer,Bewegen,Spostati,Moverse,Moverse,いどう,이동,Hareket Et,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1667,PlayGuideInfo60000_02,Slash,Slash,Taillade,Taillade,Schwertstreich,Fendente,Estocada,Estocada,きり,베기,Kes,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1668,PlayGuideInfo60000_03,Piercing Slash,Piercing Slash,Estocade Meta,Estocade Meta,Meta-Stich,Meta affondo,Meta embestida,Meta embestida,ドリルスラッシュ,드릴 슬래시,Delici Kesik,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1669,PlayGuideInfo60000_04,Special,Special,Coup spécial,Coup spécial,Spezialtechnik,Speciale,Especial,Especial,ひっさつわざ,필살기,Özel,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1670,PlayGuideInfo60001,King Dedede,King Dedede,Roi DaDiDou,Roi Dadidou,König Dedede,King Dedede,Rey Dedede,Rey Dedede,デデデだいおう,디디디 대왕,Kral Dedede,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1671,PlayGuideInfo60001_00,"Collect Fuse Beads
as you rumble and
stumble your way
to the goal.

Watch out for
Boom Blocks
along the way!","Collect Fuse Beads
as you rumble and
stumble your way
to the goal.

Watch out for
Boom Blocks
along the way!","Tentez de collecter
un maximum de 
perles à repasser,
tout en traversant le
stage à toute allure.

Faites attention
à bien éviter les
blocs Boum !","Tentez de collecter
un maximum de 
perles à repasser,
tout en traversant le
niveau à toute allure.

Faites attention
à bien éviter les
blocs Boum!","Sammle Bügelperlen,
während du so
schnell wie möglich
zum Ziel düst!

Renn aber nicht
in einen der
Krachbumm-Blöcke!","Raccogli le perline
da stiro e sconfiggi
più nemici possibile
mentre corri verso
il traguardo.

Fai attenzione
ai blocchi bum!","Reúne cuentas
mientras avanzas
hacia la meta.

¡Ten mucho
cuidado con los
bloques bum!","Colecciona cuentas
mientras te abres
camino hacia la
meta.

¡Cuidado con los
bloques bum!","アイロンビーズを
あつめながら
いそいで　ゴールを
めざそう！

ドッカンブロックに
きをつけて！","컬러 비즈를 모으면서
재빨리 골인 지점에
도달하자!

폭발 블록에 요주의!","Hedefe doğru
gürültüyle ilerlerken
Ütü Boncukları topla.

Yoldaki Patlama
Bloklarına dikkat et!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1672,PlayGuideInfo60001_01,Dash,Dash,Se ruer,Ruer,Sprinten,Scatta,Acelerar,Acelerar,スピードアップ,대시,Depar At,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1673,PlayGuideInfo60001_02,Jump,Jump,Sauter,Sauter,Springen,Salta,Saltar,Saltar,ジャンプ,점프,Zıpla,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1674,PlayGuideInfo60001_03,Giant Dedede Swing,Giant Dedede Swing,Marteau toupie DaDiDou,Marteau toupie Dadidou,Großer Dedede-Kreisel,Martello rotante Dedede,Gran martillo trompo Dedede,Gran martillazo Dedede,ジャイアントデデデスイング,해머 디디디 스윙,Dev Dedede Savuruşu,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1675,PlayGuideInfo60001_04,Head Slide,Head Slide,Plat-ventre,Plat-ventre,Kopfrutscher,Schianto in scivolata,Lanzamiento en plancha,Lanzamiento en plancha,ヘッドスライディング,헤드 슬라이딩,Kafa Üstü Kayış,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1676,PlayGuideInfo70000_00,"Choose a mat to begin
the crafting process.

If you have enough Fuse
Beads, you can craft a
new item!

What'll it be?","Choose a mat to begin
the crafting process.

If you have enough Fuse
Beads, you can craft a
new item!

What'll it be?","Sélectionnez une base
pour créer un objet
en perles à repasser.

Il vous faut cependant
avoir assez de perles
pour votre création !

Devinerez-vous ce
qui se cache derrière
chaque silhouette ?","Sélectionnez une base
pour créer un objet
en perles à repasser.
Il vous faut cependant
avoir assez de perles
pour votre création!

Devinerez-vous ce
qui se cache derrière
chaque silhouette?","Wähle eine Platte, um
mit der Anfertigung
zu beginnen.
Du musst allerdings
die nötige Anzahl an
Bügelperlen besitzen.

Was bei diesen
Platten wohl so
alles herauskommen
wird?","Scegli una base
per creare degli
oggetti di perline.

Se hai abbastanza
perline da stiro, puoi
realizzare un nuovo
oggetto!

Cosa diventerà?","Elige un patrón
para dar inicio a
la tarea creativa.

Si tienes cuentas
suficientes, ¡no es
difícil crear con
ellas una nueva
figura!

¿Qué será?","Elige un patrón
para dar inicio a
la tarea creativa.

Si tienes cuentas
suficientes,
¡podrás usarlas
para crear un
nuevo objeto!","プレートを　えらんで
インテリアを
かんせいさせよう

ひつような
アイロンビーズが
そろっていれば
つくれるよ！

なにが　できるかな？	","매트를 골라
인테리어를 완성하자.

컬러 비즈가 충분하면
만들 수 있다!

과연 무엇이 완성될까?","Üretime başlamak için
bir plaka seç.

Yeterli Ütü Boncuğun
varsa yeni bir eşya
üretebilirsin!

Ne yapacaksın?",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1677,PlayGuideInfo80000_00,"In this challenging mode,
you'll be hounded by
Devils as you make your
way to the goal. 

Try to finish with as
many Life Pieces as
you can - collect a lot
and you'll unlock
rewards!","In this challenging mode,
you'll be hounded by
Devils as you make your
way to the goal. 

Try to finish with as
many Life Pieces as
you can—collect a lot
and you'll unlock
rewards!","Dans ce mode plus
ardu, des diables vous
poursuivent tout au
long du parcours
pour vous gêner.

Terminez le stage
avec un maximum
de fragments de vie,
pour les accumuler
et débloquer ainsi
des récompenses !","Dans ce mode plus
ardu, des diablotins
vous poursuivent tout
au long du parcours
pour vous gêner.

Terminez le niveau
avec un maximum
de fragments de vie,
pour les accumuler
et déverrouiller ainsi
des récompenses!","In diesem fordernden
Modus wirst du von
Teufelchen gejagt.

Erreiche das Ziel
mit so vielen Energie-
stückchen wie
möglich. Vielleicht
erhältst du ja eine
Belohnung...","In questa modalità,
dovrai cercare di
raggiungere il traguardo
mentre i demoni faranno
di tutto per fermarti.
Termina con più spicchi
di stella possibile e
otterrai moltissimi premi!","En este modo,
diversos diablos
intentarán impedir
que alcances la
meta.

Cuida bien tus
piezas de salud:
¡cuantas más
tengas al acabar,
mejor será
la recompensa!","En este modo,
diversos diablos
intentarán impedir
que alcances la
meta.

Cuida bien tus
piezas de salud:
¡cuantas más
tengas al acabar,
mejor será
el premio!","デビルが　おじゃまする
やりごたえのある
モードだよ

ライフピースを
へらさないように
ゴールをめざそう。

たくさん　あつまると
ごほうびが　もらえるよ！","데빌이 방해하는
험난한 모드.

되도록 라이프 피스를
유지한 채
골인 지점에 도착하자.

많이 남으면
보상을 받을 수 있다!","Bu zorlu modda hedefe
giderken Şeytanlar
peşini bırakmayacak.

Mümkün olduğunca çok
Can Parçasıyla bitir; çok
toplarsan ödüllerin
kilidini açarsın!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1678,SD001_000,"Welcome to Dream Land, a kingdom
famous for peace and quiet.","Welcome to Dream Land, a kingdom
famous for peace and quiet.","Bienvenue à Dream Land, un
royaume où il fait bon vivre.","Bienvenue à Dream Land, un
royaume où il fait bon vivre.","Willkommen in Dream Land, einem
ruhigen und friedlichen Königreich.","Siamo a Dream Land, un regno
famoso per la sua tranquillità.","Érase una vez el reino de Dream Land,","Bienvenido a Dream Land,
un lugar ideal...",ここは　あきれかえるほど　へいわなくに　プププランド。,"이곳은 하품이 나올 만큼 평화로운 나라,
푸푸푸랜드입니다.","Huzuru ve sessizliğiyle ünlü bir krallık
olan Rüya Diyarı'na hoş geldin.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1679,SD001_001,"It's the perfect little land...
If you like that sort of thing.","It's the perfect little land...
If you like that sort of thing.","C'est un endroit idéal...
si on aime ce style de vie.","C'est le pays idéal pour ceux
qui aiment ce style de vie!","Das kleine Land ist perfekt...
wenn man es ruhig mag.","È un posticino perfetto...
se ciò che cerchi è quiete.","un lugar ideal para los amantes
de la paz y la tranquilidad.","Al menos para quienes les gusta
la paz y la tranquilidad.","でも、ちかごろ　きみょうな　うわさが
きこえてきます。","이곳에서는 요즘 해괴한 소문이
돌고 있다고 합니다.","Kusursuz, küçük bir diyar...
Tabii böyle şeyleri seviyorsan.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1680,SD001_002,"Lately there have been rumours
of a caped sorcerer going around ","Lately, there have been rumors
of a caped sorcerer going around ","Mais depuis peu, une étrange rumeur circule.
Un sorcier vêtu d'une cape...","Ces derniers temps, d'étranges rumeurs ont
commencé à circuler selon lesquelles un sorcier...","In letzter Zeit aber häufen sich die Gerüchte,
dass ein Zauberer sein Unwesen treibt,","Ultimamente, però, si dice che
bazzichi uno stregone in palandrana","Últimamente, se han oído rumores
acerca de un malvado hechicero...","Aunque, últimamente, se han oído
rumores acerca de un hechicero...","なんでも、まほうのくつしたを　ぶらさげた
マントすがたの　おとこに　こえを　かけられると、","마법의 양말을 목에 건
망토 입은 남자와 대화를 나누면","Son zamanlarda pelerinli bir büyücünün
ortalıkta dolaştığına dair söylentiler var",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1681,SD001_003,turning people into yarn! That's right... Yarn.,turning people into yarn! That's right... Yarn.,transformerait les gens en fil à coudre !,"...portant une cape transformerait
les gens en fil de tricot!","der Menschen in Garn verwandelt.
Ja, wirklich... Garn!","che trasforma le persone in filo.
Proprio così... filo!","¡que transforma a la gente en hilo!
Sí, ¡en hilo!","que transforma a la gente en estambre.
Sí, ¡en estambre!",あっというまに　けいとに　されてしまうのだとか！,순식간에 털실로 변해 버린다나요?!,"ve insanları ipliğe dönüştürüyormuş! Evet...
İpliğe.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1682,SD001_004,One day...,One day...,Un jour...,Un jour...,Eines Tages sah Kirby,Un bel giorno...,Un día...,Un día como cualquier otro...,そんな　あるひの　ひるさがり。,그러던 어느 날 오후...,Bir gün...,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1683,SD001_005,"Kirby saw his favourite food, a
bright red tomato, on top of a bush.","Kirby saw his favorite food, a
bright red tomato, on top of a bush.","Kirby aperçut une belle tomate très
appétissante sur un buisson.","Alors que Kirby faisait une promenade, il
aperçut son fruit préféré sur un buisson.","auf einem Busch eine rote Tomate.
Seine Lieblingsspeise!","Kirby vide il suo cibo preferito, un
pomodoro, in cima a un cespuglio.","Kirby daba un paseo cuando vio
un enorme tomate sobre un arbusto.","Kirby daba un paseo cuando vio a su
alimento favorito encima de un arbusto.","カービィは　さんぽの　とちゅうで　おいしそうな
トマトを　みつけました。","커비는 산책 도중에
먹음직스러운 토마토를 발견했습니다.","Kirby bir çalının tepesinde en sevdiği
yiyeceği, parlak kırmızı bir domates gördü.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
