Index,Label,EU_Dutch,EU_English,EU_French,EU_German,EU_Italian,EU_Portuguese,EU_Russian,EU_Spanish,JP_Japanese,US_English,US_French,US_Portuguese,US_Spanish,Turkish,Source_Max_Lines,Source_Safe_Line_Units,Turkish_Lines,Turkish_Max_Line_Units,Fit_Status,Placeholder_Check,PUA_Glyph_Check,Translation_Note,Fit_Note
305,StgFace_hint_extra_title,Tip voor extra level,Extra Stage Tip,Stage extra - Astuce,Tipp zum Ausdauer-Modus,Consiglio livello extra,Nível Extra: Conselho,Совет: дополнительный уровень,Consejo fase extra,エクストラステージのコツ,Extra Stage Hint,Niveau extra - Astuce,Dica: Fase extra,Consejo fase extra,Ek Bölüm İpucu,1,21.95,1,12.3,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
306,StgFace_screenshot_ymd,Gemaakt op %02d-%02d-%d,Taken on %02d/%02d/%d,Prise le %02d/%02d/%d,Aufgenommen: %02d.%02d.%d,Scatto del %02d/%02d/%d,Tirada a %02d/%02d/%d,Снято: %02d.%02d.%d,Sacada el %02d-%02d-%d,%d年%d月%d日 に撮影,Taken on %d/%d/%d,Prise le %02d/%02d/%d,Foto tirada: %02d/%02d/%d,Sacada el %02d/%02d/%d,Çekim: %02d.%02d.%d,1,24.55,1,17.9,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
307,StgFace_screenshot_01,Een nieuwe topscore!,Beat the high score!,Meilleur score battu !,Den Highscore geknackt!,Record battuto!,Bata o recorde!,Побит рекорд!,¡Has batido el récord!,ハイスコア更新の瞬間!,Beat the high score!,Battez le record!,Bata o recorde!,¡Bate el récord!,Rekor kırıldı!,1,21.1,1,11.25,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
308,StgFace_screenshot_02,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
309,StgFace_screenshot_03,Je hebt iemand in beeld!,Caught someone on camera!,Un visage a été photographié !,Foto von jemandem gemacht!,Qualcuno è a favore di camera!,Tirou uma foto a alguém!,Камера кого-то поймала!,¡Una foto sorpresa de alguien!,誰かが写りました!,Took a photo of someone!,Un visage a été photographié!,Foto tirada!,¡Has sacado a alguien en la foto!,Birini kameraya yakaladın!,1,28.2,1,22.5,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
310,StgFace_screenshot_04,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
311,StgFace_FaceCollection_pnote_ymd,Gemaakt op %02d-%02d-%d,Taken: %02d/%02d/%d,Prise le : %02d/%02d/%d,Aufgenommen: %02d.%02d.%d,Scatto del %02d/%02d/%d,Tirada a: %02d/%02d/%d,Снято: %02d.%02d.%d,Sacada el %02d-%02d-%d,撮影日　%d年%d月%d日,Taken: %d/%d/%d,Prise le : %02d/%02d/%d,Foto tirada: %02d/%02d/%d,Sacada el %02d/%02d/%d,Çekildi: %02d.%02d.%d,1,24.55,1,18.8,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
312,StgFace_FaceCollection_pnote_crew,Ontvoerde nummer %d,Abductee Number %d,Visage capturé n° %d,Entführungsopfer Nummer %d,Faccia rapita numero %d,Rapto número %d,Похищенный номер %d,Abducido número %d,搭乗順　%d番目,UFO Face Number %d,Visage capturé nº %d,Rapto número %d,Abducidos: %d,Kaçırılan Yüz No. %d,1,25.6,1,16.9,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
313,StgFace_Game_nothit,Let op je omgeving!,Mind your surroundings.,Attention en vous déplaçant.,Achte auf deine Umgebung!,Non far urtare la console.,Atenção ao que o rodeia.,Не стукни систему.,Ten cuidado al moverte.,本体をぶつけないでね。,Be careful moving around!,Attention en vous déplaçant.,Atenção ao mover-se!,Ten cuidado al moverte.,Çevrene dikkat et.,1,25.15,1,16.1,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
314,StgFace_Information_message00,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
315,StgFace_ufo_fukidashi_03,"Welkom bij Sneaky shots! Je kunt
de foto de volgende keer opslaan.","Welcome to Sneaky Snaps!
You can save the photo next time.","Bienvenue ! La prochaine fois,
la photo pourra être sauvegardée.","Willkommen zu SneakySnaps.
Speichere das nächste Foto!","Eccoti Scatto matto. La prossima
volta potrai salvare la foto.","Bem-vindo ao Fotos Furtivas! Da
próxima vez, poderá guardar a foto.","Это Неожиданные снимки!
Впредь фото сохранится.","¡Esta es la Cámara de incógnito! A
partir de ahora podrás guardar fotos.","びっくりシャッターのご紹介!
次回からは保存できます。","Welcome to Surprise Snaps!
You can save the photo next time.","Bienvenue! La prochaine fois,
la photo pourra être sauvegardée.","Este é o modo foto-surpresa! Você
pode salvar a foto na próxima vez!","¡Esta es la Cámara de incógnito!
Podrás guardar la foto más tarde.","Sürpriz Çekim’e hoş geldin!
Bir dahaki fotoğrafı kaydedebilirsin.",2,33.6,2,31.9,OK,OK,OK,"“Sneaky/Surprise Snaps” özelliği, gizli çekim çağrışımını azaltıp işlevi anlatacak şekilde “Sürpriz Çekim” olarak yerelleştirildi.",Shipped Latin localizations suggest this should fit.
316,StgFace_ufo_fukidashi_04,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
317,StgFace_Information_shutter_01,"Wil je Sneaky shots
blijven gebruiken?","Do you want to keep
using Sneaky Snaps?","Continuer à utiliser
la fonction
Photo surprise ?","SneakySnaps
weiter verwenden?","Vuoi continuare a usare
Scatto matto?","Deseja continuar a
utilizar o modo
Fotos Furtivas?","Продолжать исполь-
зовать функцию
Неожиданные снимки?","¿Quieres seguir
usando la Cámara
de incógnito?","びっくりシャッターを
このまま使えるように
しておいていいですか？","Do you want to keep
using Surprise Snaps?","Continuer à utiliser
la fonction
Photo surprise?","Continuar no modo
foto-surpresa?","¿Quieres seguir
usando la Cámara
de incógnito?","Sürpriz Çekim’i
kullanmaya devam
etmek ister misin?",3,20.6,3,16.05,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
318,StgFace_Information_shutter_02,"Sneaky shots is
ingeschakeld.","Sneaky Snaps has
been turned on.","Photo surprise
activée.","SneakySnaps
wurde eingeschaltet.","Scatto matto è stato
attivato.","O modo Fotos Furtivas
foi ligado.","Неожиданные снимки
включены.","Cámara de incógnito
activada.","びっくりシャッターを
ONにしました。",Surprise Snaps is on.,"Photo surprise
activée.","O modo foto-surpresa
foi ativado.","Se ha activado la
Cámara de incógnito.","Sürpriz Çekim
açıldı.",2,19.45,2,11.8,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
319,StgFace_Information_shutter_03,"Sneaky shots is
uitgeschakeld.","Sneaky Snaps has
been turned off.","Photo surprise
désactivée.","Sneaky Snaps
wurde ausgeschaltet.","Scatto matto è stato
disattivato.","O modo Fotos Furtivas
foi desligado.","Неожиданные снимки
выключены.","Cámara de incógnito
desactivada.","びっくりシャッターを
OFFにしました。",Surprise Snaps is off.,"Photo surprise
désactivée.","O modo foto-surpresa
foi desativado.","Se ha desactivado la
Cámara de incógnito.","Sürpriz Çekim
kapatıldı.",2,19.45,2,11.8,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
320,StgFace_Information_shutter_04,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
321,StgFace_Information_shutter_button, Sneaky shots, Sneaky Snaps, Photo surprise, SneakySnaps, Scatto matto, Fotos Furtivas, Неожиданные снимки, Cámara de incógnito,シャッター設定, Surprise Snaps, Photo surprise, Foto-surpresa, Cámara de incógnito, Sürpriz Çekim,1,19.6,1,14.1,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
322,StgFace_hint_stage4_boss_afro,Kijk uit! Schiet niet op het haar!,Danger! Don't shoot the hair.,Ne tirez pas sur la perruque !,Vorsicht! Nicht die Haare treffen!,Pericolo! Non sparare ai capelli!,Cuidado! Não dispare ao cabelo!,Осторожно! Не стреляй в волосы!,¡Peligro! ¡No dispares a la peluca!,うつな、危険。,Danger! Hold your fire!,Danger! Cessez le feu!,Cuidado! Não dispare!,¡Peligro! ¡Alto el fuego!,Tehlike! Saça ateş etme.,1,29.75,1,20.9,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
323,StgFace_asondemorau_bonus_text01,Maak foto's van mensen om je heen!,Try taking photos of people nearby!,Prenez les gens alentour en photo !,Fotografiere Menschen um dich herum!,Scatta una foto a chi ti sta vicino.,Tire fotos a pessoas próximas de si!,Фотографируй людей вокруг тебя!,¡Haz fotos de gente que esté cerca!,近くにいる人を写してみよう!,Try taking photos of people nearby!,Prenez les gens alentour en photo!,Tire fotos de pessoas ao seu redor!,¡Toma fotos de gente que esté cerca!,Yakındaki insanların fotoğrafını çek!,1,33.25,1,31.9,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
324,StgFace_asondemorau_bonus_text02,Laat het gezicht niet vallen!,Don't let the face fall!,Il ne doit pas tomber au fond de l'eau !,Halte das Gesicht in der Luft!,Non far cadere la faccia!,Cuidado para não deixar a cara cair!,"Осторожно, не дай лицу упасть!",¡No dejes que la cara caiga!,落とさないように当てつづけよう!,Be careful not to drop it!,Il ne doit pas tomber au fond de l'eau!,Cuidado para não deixar cair!,¡No dejes que caiga!,Yüzü düşürme!,1,33.0,1,12.25,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
325,StgFace_asondemorau_bonus_text03,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
326,StgFace_asondemorau_delivery_lend,Geef het systeem aan iemand anders.,Pass the system on to someone.,Prêtez la console à quelqu'un.,Gib das System jemand anderem.,Passa la console a qualcuno.,Dê a consola a outra pessoa.,Дай систему кому-нибудь другому.,Pásale la consola a tu amigo.,誰かに渡してください,Pass the system on to someone.,Prêtez la console à quelqu'un.,Empreste o console a outra pessoa.,Pásale la consola a un amigo.,Konsolu başka birine ver.,1,32.0,1,21.7,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
327,StgFace_asondemorau_delivery_lend_button_left,Verzameling,Showing Off,Choix visage,Vorführen,Da Collezione,Exibir,Для показа,Elegir cara,見せたい顔,Choose Face,Choix visage,Escolher cara,Elegir cara,Yüz Seç,1,12.05,1,6.5,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
328,StgFace_asondemorau_delivery_lend_button_right,Ontvangen,Received,C'est fait,Erhalten,Passo,Recebida,Получено,¡La tengo!,受け取った,"OK, Start!",Commencez!,"OK, começar!",¡La tengo!,Aldım,1,11.0,1,4.3,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
329,StgFace_asondemorau_delivery_return,Geef de eigenaar het systeem terug,Return the system to its owner.,Rendez la console à son propriétaire.,Gib das System dem Besitzer zurück.,Ridai la console.,Devolva a consola.,Верни систему владельцу.,Devuélvele la consola a su dueño.,持ち主に返してください,Return the system to its owner.,Rendez la console à son propriétaire.,Devolva o console ao dono.,Devuélvele la consola a su dueño.,Konsolu sahibine geri ver.,1,32.25,1,22.25,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
330,StgFace_asondemorau_delivery_return_button_left,Nog een keer,Play Again,Rejouer,Noch einmal,Ancora,Continuar,Еще раз!,Otra vez,もう一度,Once More,Rejouer,Outra vez,Otra vez,Bir Daha,1,11.0,1,7.05,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
331,StgFace_asondemorau_delivery_return_button_right,Terug,Return,C'est fait,Zurück,Ridai,Devolver,Верни,¡La tengo!,返します,Return,C'est fait,Devolver,Devolver,Geri Ver,1,9.05,1,7.05,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
332,StgFace_hint_bonus_title,Tip voor het bonuslevel,Bonus Stage Hint,Stage bonus - Astuce ,Tipp zur Bonus-Stufe,Consigli livello bonus,Nível de Bónus: Conselho,Совет по бонус-уровню,Consejo fase bonus,ボーナスステージのコツ,Bonus Stage Hint,Niveau bonus - Astuce ,Dica para a fase de bônus,Consejo fase de bonificación,Bonus Bölüm İpucu,1,25.15,1,15.3,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
333,StgFace_hint_bonus,"Probeer 'm om te beginnen
herhaaldelijk te raken!",Start with consecutive hits!,Commencez par tirer sans répit !,Triff sie hintereinander!,Spara di continuo!,Comece por disparar sem parar!,Начни с непрерывной стрельбы!,¡Consigue un combo al principio!,まずは連打!,Start with consecutive hits!,Commencez en tirant sans arrêt!,Comece a disparar sem parar!,¡No pares de disparar!,Önce seri isabetler!,2,28.55,1,17.2,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
334,StgFace_Lower_PadAdjust_pad,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
335,StgFace_Lower_PadAdjust_pad_text,Bewegen,Move,Déplacer,Bewegen,Muovi,Mover,Двигать,Mover,顔をずらす,Move,Déplacer,Mover,Mover,Taşı,1,7.55,1,3.55,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
336,StgFace_Lower_PadAdjust_up,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
337,StgFace_Lower_PadAdjust_up_text,Vergroten,Enlarge,Zoom avant,Vergrößern,Ingrandisci,Expandir,Увеличить,Aumentar,顔を大きくする,Expand,Zoom avant,Expandir,Aumentar,Büyüt,1,10.0,1,5.0,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
338,StgFace_Lower_PadAdjust_down,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
339,StgFace_Lower_PadAdjust_down_text,Verkleinen,Shrink,Zoom arrière,Verkleinern,Rimpicciolisci,Diminuir,Уменьшить,Reducir,顔を小さくする,Shrink,Zoom arrière,Diminuir,Reducir,Küçült,1,11.5,1,5.55,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
340,StgFace_Lower_PadAdjust_side,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
341,StgFace_Lower_PadAdjust_side_text,Draaien,Rotate,Faire pivoter,Rotieren,Ruota,Rodar,Поворачивать,Girar,顔を回転させる,Rotate,Faire pivoter,Girar,Girar,Döndür,1,11.6,1,6.0,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
342,StgFace_hint_stage0_title,Tip,Tip,Astuce,Tipp zum Spiel,Come giocare,Conselho,Совет,Consejo,このゲームのコツ,Hints,Astuces,Dicas,Consejos,İpucu,1,11.85,1,4.55,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
343,StgFace_hint_stage0_title_00,"De brokstukken die op je af
vliegen kun je neerschieten.","You can shoot down the rubble
that comes flying towards you.","Tirez sur les débris qui vous foncent
dessus pour dévier leur trajectoire.","Gegenstände, die sich dir nähern,
kannst du abschießen.","Puoi sparare ai frammenti
che ti vengono contro.","Pode alvejar os destroços que são
lançados contra si.","Ты можешь сбивать обломки,
которые летят на тебя.","Puedes derribar los trozos
de pared que vuelan hacia ti.",飛んでくる破片は、うち落とせる。,"You can shoot any wall fragments
that come flying towards you!","Tirez sur les débris qui vous foncent
dessus pour dévier leur trajectoire.","Você pode rebater os destroços
que vêm voando na sua direção!","Puedes derribar los trozos
de pared que vuelan hacia ti.","Üzerine uçan enkazı
vurarak parçalayabilirsin.",2,32.2,2,22.8,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
344,StgFace_Information_shutter_05,"Wil je Sneaky shots
gebruiken?","Do you want to use
Sneaky Snaps?","Utiliser la fonction
Photo surprise ?","Soll SneakySnaps
aktiviert werden?","Vuoi usare
Scatto matto?","Deseja utilizar o modo
Fotos Furtivas?","Использовать
Неожиданные снимки?","¿Quieres utilizar la
Cámara de incógnito?","びっくりシャッターを
使えるようにしますか？","Do you want to use
Surprise Snaps?","Utiliser la fonction
Photo surprise?","Deseja usar o modo
foto-surpresa?","¿Quieres utilizar la
Cámara de incógnito?","Sürpriz Çekim’i
kullanmak ister misin?",2,19.35,2,19.15,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
345,StgFace_SeqTitle_StageSelect_unlock_asondemorau_st1,"Verzamel twee gezichten
om dit level vrij te spelen.
Probeer eens je familieleden
te fotograferen!","Unlock this by collecting
two faces. Try getting
family members' faces!","Collectionnez deux visages
pour jouer. Et si vous preniez
en photo des membres de
votre famille ?","Hierfür brauchst du zwei Gesichter!

Wie wäre es mit Gesichtern
aus deiner Familie?","Per sbloccare questo gioco
ti servono due facce.
Scatta le foto dei membri
della tua famiglia!","Desbloqueie este nível reunindo
duas caras. Experimente com
caras de familiares!
","Открой этот уровень, собрав два
лица. Попробуй сфотографи-
ровать членов семьи!","Consigue dos caras para
desbloquear esta fase.
¡Prueba con las caras
de tus familiares!","顔が2つ必要です。

家族の顔を集めてみよう!","You need two faces to play this.

Try getting your
family members' faces!","Collectionnez deux visages
pour jouer. Essayez de
photographier les membres
de votre famille!","Você precisa colecionar 2 caras
para jogar esta fase.
Experimente com caras
da sua familia!","Debes conseguir dos caras
para desbloquear esta fase.
¡Prueba con las caras
de tus familiares!","Açmak için iki yüz topla.
Ailenden yüzler
çekmeyi dene!",4,31.4,3,20.5,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
346,StgFace_SeqTitle_StageSelect_unlock_asondemorau_st2,"???
Demonstreer dit spel aan
zoveel mogelijk mensen!","???
Try sharing the fun with
lots of other people!","???
Partagez ce jeu avec le
plus de monde possible !","???
Teile die Freude mit so vielen
Menschen wie möglich!","???
Divertiti con tanti amici!","???
Partilhe a diversão com as
outras pessoas!","???
Поделись впечатлениями
с другими людьми!","(?)
¡Comparte la diversión
con mucha gente!","？？？

たくさんの人に遊んでもらおう!
","???
Try playing Show a Friend!
with lots of other people!","???
Partagez ce jeu avec le
plus de monde possible!","???
Compartilhe a diversão com 
outras pessoas!","(?)
¡Comparte la diversión
con mucha gente!","???
Daha çok kişiye
oynatmayı dene!",4,25.0,3,13.8,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
347,StgFace_SeqTitle_StageSelect_unlock_asondemorau_st3,"Verzamel twee gezichten
om dit level vrij te spelen.
Probeer eens je vrienden
te fotograferen!","Unlock this by collecting
two faces. Try getting
your friends' faces!","Collectionnez deux visages pour
jouer. Profitez-en pour tirer le
portrait de quelques amis !","Hierfür brauchst du zwei Gesichter!

Wie wäre es mit Gesichtern
deiner Freunde?","Per sbloccare questo gioco
ti servono due facce.
Scatta le foto dei tuoi amici!","Desbloqueie este nível reunindo
duas caras. Experimente com
caras de amigos!","Открой этот уровень, собрав два
лица. Попробуй сфотографи-
ровать своих друзей!","Consigue dos caras para
desbloquear esta fase.
¡Prueba con las caras de
tus amigos!","顔が2つ必要です。

友達の顔を集めてみよう!","You need two faces to play this.

Try getting your
friends' faces!","Collectionnez deux visages pour
jouer. Prenez des photos de vos
amis!","Você precisa colecionar 2 caras
para jogar esta fase.
Experimente com caras dos
seus amigos!","Debes conseguir dos caras
para desbloquear esta fase.
¡Prueba con las caras de
tus amigos!","Açmak için iki yüz topla.
Arkadaşlarının
yüzlerini çekmeyi dene!",4,31.4,3,20.5,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
348,StgFace_SeqTitle_passenger_list_button_return,Terug,Back,Retour,Zurück,Indietro,Anterior,Назад,Atrás,もどる,Back,Retour,Voltar,Atrás,Geri,1,7.55,1,3.55,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
349,StgFace_FaceCollection_hatena,???,???,???,???,???,???,???,(?),？？？,???,???,???,(?),???,1,3.0,1,3.0,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
350,StgFace_FaceCollection_gotofind,"De ufo is op zoek gegaan
naar gezichten.","The UFO went looking
for faces.","L'OVNI est parti à la
recherche de visages
à capturer...","Das UFO schaut sich
nach Gesichtern um.","L'UFO è a caccia
di facce...","O OVNI foi à procura de
caras.",НЛО произвело поиск лиц.,"El OVNI se ha ido
en busca de caras.",顔を探しに行きました。,"The UFO went searching
for faces.","L'ovni est parti à la
recherche de visages
à capturer...","O OVNI foi à procura
de caras.","El OVNI se ha ido
en busca de caras.","UFO yüz aramaya
gitti.",3,21.05,2,14.4,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
351,StgFace_FaceCollection_search,"Nintendo 3DS Camera
wordt doorzocht...","Searching through
Nintendo 3DS Camera...","Recherche dans
l'application photo...","Durchsuche
Nintendo 3DS-Kamera...","Ricerca con la Fotocamera
Nintendo 3DS in corso...","A procurar na Câmara
Nintendo 3DS.","Идет поиск в приложении
Камера Nintendo 3DS...","Buscando en la aplicación
Cámara de Nintendo 3DS...",3DSカメラの中を探しています。,"Searching through the
Nintendo 3DS Camera...","Recherche dans
l'application photo...","Procurando pela câmera
Nintendo 3DS...","Buscando en la aplicación
Cámara de Nintendo 3DS...","Nintendo 3DS Kamera’da
yüz aranıyor...",2,22.8,2,20.75,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
352,StgFace_FaceCollection_findhas,"De zoektocht naar
gezichten is gelukt!",Face search successful!,Recherche fructueuse !,Gesichtersuche erfolgreich!,Faccia trovata!,"Pesquisa de caras concluída
com sucesso!",Поиск лиц прошел успешно!,¡Se han encontrado caras!,顔が見つかりました!,Face search successful!,Recherche fructueuse!,A busca foi bem sucedida!,¡Se han encontrado caras!,Yüz bulundu!,2,24.7,1,10.6,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
353,StgFace_Information_shutter_06,"Sneaky shots neemt
soms foto's, zoals
wanneer je een nieuwe
topscore behaalt!","Sneaky Snaps will take
photos at certain times,
like when you beat the
high score!","Photo surprise se
déclenche à certaines
occasions (lorsque
vous battez le meilleur
score, par exemple) !","SneakySnaps macht zu
bestimmten Anlässen
überraschende Fotos!","Scatto matto scatta
foto in certi momenti,
per esempio quando
stabilisci un record.","O Fotos Furtivas tirará
fotos em alturas
importantes, como
quando bater um
recorde!","Функция Неожиданные
снимки будет делать
фото в определенные
моменты.","La Cámara de incógnito
hace fotos sorpresa,
por ejemplo, si se bate
algún récord.","びっくりシャッターを
使うと、ハイスコア更新の
瞬間などが自動記録
できるよ!","Surprise Snaps will take
photos at certain times,
like when you beat a
high score!","Photo surprise se
déclenche si, par
exemple, vous
battez un record!","Foto-surpresa bate
fotos inesperadas,
como quando você 
bate um recorde!","La Cámara de incógnito
toma fotos sorpresa,
por ejemplo, si se bate
algún récord.","Sürpriz Çekim belli
anlarda, örneğin rekor
kırdığında otomatik
fotoğraf çeker!",5,21.35,4,19.65,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
354,StgFace_Information_shutter_07,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
355,StgFace_game_faceget_new,NIEUW,NEW,NOUVEAU,NEU,NUOVO,NOVA,НОВОЕ,¡Nueva!,NEW,NEW,NOUVEAU,Nova,Nueva,YENİ,1,7.2,1,3.55,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
356,StgFace_SeqTitle_StageSelect_final,Laatste level,Final Stage,Dernier stage,Finale Stufe,Livello finale,Nível Final,Последний уровень,Fase final,ファイナルステージ,Final Stage,Dernier niveau,Última fase,Fase final,Final Bölümü,1,12.6,1,10.35,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
357,StgFace_FaceMatching_crown_01,"Het meest gekozen gezicht
ontvangt een kroon.","The face that gets chosen
the most will receive a crown.","Le visage sélectionné le plus
souvent se verra couronné.","Das am meisten verwendete
Gesicht bekommt eine Krone!","La faccia che appare più spesso
riceverà una corona.","A cara escolhida mais vezes
receberá uma coroa.","Лицо, которое выбиралось
чаще всего, получит корону.","La cara más elegida
recibirá una corona.","もっとも多く選ばれた顔には、
王冠があたえられます。","The face that gets chosen
the most will receive a crown.","Le visage sélectionné le plus
souvent se verra couronné.","A cara mais popular 
receberá uma coroa.","La cara más elegida
recibirá una corona.","En çok seçilen yüz
bir taç kazanır.",2,27.6,2,15.6,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
358,StgFace_FaceMatching_crown_02,"In de Verzameling is te zien hoe
vaak een gezicht is gekozen.","The number of times chosen can
be checked in Face Collection.","Vous pouvez vérifier le nombre
de sélections dans la collection.","Die Anzahl der Auftritte wird in
der Gesichtergalerie angezeigt.","Per sapere quante volte appare
una faccia, controlla Collezione.","Veja quantas vezes foi 
escolhida na Coleção.","Посмотри в Коллекции лиц,
как часто выбиралось лицо.","Puedes ver cuántas veces se ha
usado una cara en la colección.","選ばれた回数は、
顔コレクションで確認できます。","Face Collection displays how
often a face has been chosen.","Vous pouvez vérifier le nombre
de sélections dans Collection.","Veja quantas vezes a cara foi
escolhida em ""Galeria de caras"".","Puedes ver cuántas veces se ha
usado una cara en la colección.","Kaç kez seçildiğini
Yüz Koleksiyonu’nda gör.",2,27.95,2,21.65,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
359,StgFace_Information_break,"Wat dacht je van
een korte pauze?","How about taking
a break for a bit?","Et si vous faisiez
une petite pause ?","Wie wäre es mit einer
kleinen Pause?",Vuoi fare una pausa?,"Que tal fazer uma
pausa?","Может сделать
короткий перерыв?","¿Quieres tomarte
un descanso?",すこし休みませんか？,Want to take a break?,"Que diriez-vous d'une
petite pause?",Quer fazer uma pausa?,"¿Quieres tomarte
un descanso?","Biraz mola vermeye
ne dersin?",2,19.9,2,16.5,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
360,StgFace_eyecatch_saving,Bezig met opslaan...,Saving...,Sauvegarde...,Speichervorgang...,Salvataggio in corso...,A guardar...,Идет сохранение...,Guardando...,保存中…,Saving...,Sauvegarde en cours...,Salvando...,Guardando...,Kaydediliyor...,1,19.65,1,12.3,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
361,StgFace_SeqTitle_StageSelect_asondemorau_first,"Kom terug als
je meer gezichten
hebt verzameld.","Come back once
you've collected
more faces.","Revenez quand vous
aurez collectionné
plus de visages.","Komm zurück, sobald
du mehr Gesichter
gesammelt hast.","Torna quando avrai
più facce nella tua
Collezione.","Volte assim que tiver
reunido mais caras.","Возвращайся, когда
соберешь больше лиц.","Vuelve cuando hayas
conseguido caras
nuevas.","顔が集まったら
また来てね。","Come back when
you've collected
more faces!","Revenez quand vous
aurez collectionné
plus de visages.","Volte assim que tiver
reunido mais caras!","Vuelve cuando hayas
conseguido caras
nuevas.","Daha çok yüz
toplayınca
yine gel.",3,18.35,3,11.0,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
362,StgFace_WhichFace_asondemorau_00,Kies een gezicht om te demonstreren.,Select a face to show off.,Choisissez le visage à montrer.,Wähle ein Gesicht zum Vorführen.,Scegli una faccia da mostrare.,Selecione a cara a exibir.,Выбери лицо для показа.,Elige una cara para este modo.,見せたい顔を選んでください,Select the face you want to show off!,Choisissez le visage à montrer.,Selecione a cara a ser exibida.,Elige una cara para este modo.,Göstereceğin yüzü seç.,1,33.0,1,20.1,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
363,StgFace_WhichFace_asondemorau_01,Wil je dit gezicht demonstreren?,Do you want to make this face appear?,Faire apparaître ce visage ?,Dieses Gesicht auftreten lassen?,Vuoi far partecipare questa faccia?,Quer que esta cara seja exibida?,"Хочешь, чтобы это лицо появлялось?",¿Quieres que salga esta cara?,この顔を登場させますか？,Do you want to make this face appear?,Faire apparaître ce visage?,Quer que esta cara apareça?,¿Quieres que salga esta cara?,Bu yüz görünsün mü?,1,33.45,1,17.7,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
