id,offset_hex,body_words,prefix_words,editable_words,text_ratio,crc32,source,translation,notes
4503,0x6B02E,129,0,129,0.961,F633D148,I want to make some clothes{BR}for my children.{BR}Does anyone have material to{BR}lend? I don't have enough on{BR}hand...{BR}Thanks in advance!,Çocuklarıma kıyafet yapmak{BR}istiyorum ama malzemem yetmiyor.{BR}Ödünç verecek biri var mı?{BR}Şimdiden teşekkürler!,
4504,0x6B1F2,115,0,115,0.965,840CBDCE,It's amazing how late my{BR}brother works taking care of{BR}the animals!{BR}Please make something I can{BR}give him for dinner!,Kardeşim hayvanlarla ilgilenirken{BR}geç saate dek çalışıyor! Akşam{BR}ona vereceğim bir şey yapar mısın?,
4505,0x6B2DA,108,0,108,0.935,42814CDB,Howard says girls should{BR}keep themselves{BR}looking pretty.{#206D}{#0052}{#206C}{BR}So I need something for my{BR}skin... Got anything?,"Howard, kızlar güzel görünmeye{BR}özen göstermeli diyor.{#206D}{#0052}{#206C}{BR}Cildim için bir şey lazım...{BR}Elinde var mı?",
4506,0x6B3B4,131,0,131,0.962,A6579BA6,"When I grow up, I'm going to{BR}marry someone sweet and{BR}hardworking.{BR}And Howard told me that I'll{BR}need to dress pretty to get{BR}married.",Büyüyünce tatlı ve çalışkan{BR}biriyle evleneceğim.{BR}Howard da evlenebilmek için güzel{BR}giyinmem gerektiğini söyledi.,
4507,0x6B4BC,103,0,103,0.971,BE2EAC12,My brother is so kind to{BR}everybody that I'm worried a{BR}bad girl will trick him...{BR}I have to protect Ash!,Kardeşim herkese o kadar iyi ki{BR}kötü bir kız onu kandırır diye{BR}korkuyorum... Ash’i korumalıyım!,
4508,0x6B64C,104,0,104,0.962,7FA724CF,I have to go a long way to{BR}do a job.{BR}I'd love it if someone made{BR}me a tasty snack to take{BR}along with me!,Bir iş için uzağa gitmem gerek.{BR}Yanıma alabileceğim lezzetli bir{BR}atıştırmalık yapan olsa harika!,
4509,0x6B71E,100,0,100,0.970,FBEB16FA,"I want some flowers to{BR}decorate my room with.{BR}Anyone who has some they can{BR}share with me, please do!",Odamı süslemek için çiçek{BR}istiyorum. Paylaşabileceği olan{BR}varsa lütfen versin!,
4510,0x6B7E8,114,0,114,0.956,617A421B,I goofed!{BR}I forgot that I had run out{BR}of building supplies!{BR}Could someone give me some{BR}extra ones?{BR}And in a hurry?,Eyvah!{BR}İnşaat malzememin bittiğini{BR}unutmuşum! Fazladan verecek biri{BR}var mı? Hem de acele!,
4511,0x6B8CE,142,0,142,0.965,47397223,"A guest is coming to see{BR}me, and I want to be a good{BR}hostess by serving snacks.{BR}But I'm all out of snacks!{BR}Could someone please share{BR}with me?",Bir misafirim gelecek; iyi ev{BR}sahipliği yapıp atıştırmalık{BR}sunmak istiyorum ama hiç kalmamış!{BR}Biraz paylaşır mısınız?,
4512,0x6BAAC,116,0,116,0.940,AA51C6B6,"Does anyone want to bring a{BR}new recipe to my café?{BR}If it's good, I'll add it to{BR}the menu!{BR}Come on, give it a try!{#206D}{#0052}{#206C}","Kafeme yeni bir tarif getirmek{BR}isteyen var mı? Güzel olursa{BR}menüye eklerim! Hadi, bir dene!{#206D}{#0052}{#206C}",
4513,0x6BB96,138,0,138,0.942,51F91559,"Oh noooo! A leak!{BR}That means I'm going to have{BR}to fix the roof myself!{BR}Can somebody pleeeease give{BR}me the materials?{BR}I'm begging, here!{#206D}{#0052}{#206C}",Ayyy! Çatı akıyor!{BR}Demek kendim tamir edeceğim!{BR}Biri lütfeeen malzeme versin!{BR}Yalvarıyorum burada!{#206D}{#0052}{#206C},
4514,0x6BCAC,78,0,78,0.962,CE2BA940,Of course how you look is{BR}important!{BR}I'm going to custom tailor{BR}my own outfit!,Tabii ki görünüş önemlidir!{BR}Kendi kıyafetimi özel olarak{BR}kendim dikeceğim!,
4515,0x6BD4A,151,0,151,0.947,699FA7B3,"I was trying to make a{BR}secret recipe, but I ran{BR}out of ingredients!{BR}What am I going to doooo?{BR}If only someone could share{BR}with me...I'd be thrilled!{#206D}{#0052}{#206C}",Gizli bir tarif yapıyordum ama{BR}malzemem bitti! Ne yapacağııım?{BR}Biri benimle paylaşsa...{BR}havalara uçarım!{#206D}{#0052}{#206C},
4516,0x6BF3A,126,0,126,0.960,6217265C,I had a quarrel with my{BR}daughter Georgia!{BR}Now she refuses to cook for{BR}me...!{BR}Could someone please cook{BR}up a tasty meal for me?,Kızım Georgia’yla tartıştık!{BR}Şimdi benim için yemek yapmayı{BR}reddediyor...! Birisi lütfen{BR}güzel bir yemek yapar mı?,
4517,0x6C038,127,0,127,0.969,1488D1BA,An acquaintance of mine who{BR}lives far away asked me to{BR}send some delicious crops.{BR}Would someone be so kind as{BR}to share with me?,Uzakta yaşayan bir tanıdığım{BR}lezzetli ürünlerden göndermemi{BR}istedi. Benimle paylaşacak kadar{BR}nazik biri var mı?,
4518,0x6C138,151,0,151,0.967,86186AAC,I mix something into{BR}the feed for my horses to{BR}build up their strength... {BR}but I'm fresh out of it.{BR}Would someone please bring{BR}me some if they have it?,Atlarım güçlensin diye yemlerine{BR}bir şey karıştırırım... ama elimde{BR}hiç kalmadı. Olan varsa birazını{BR}getirebilir mi?,
4519,0x6C268,131,0,131,0.969,F978DAD3,"I want to make a pet treat,{BR}but I've run right out of{BR}the ingredients I need.{BR}Would someone please bring{BR}me some if they have them?",Evcil hayvan ödülü{BR}yapmak istiyorum ama{BR}gereken malzemem{BR}tükendi. Elinde olan{BR}varsa birazını{BR}getirebilir mi?,
4520,0x6C430,114,0,114,0.956,E8ABC03F,I'm going to take offerings{BR}to the Harvest Goddess.{BR}How about you?{BR}Please offer your love to{BR}the Harvest Goddess!{BR},Hasat Tanrıçası’na adak{BR}götüreceğim. Ya sen?{BR}Lütfen sevgini Hasat{BR}Tanrıçası’na sun!{BR},
4521,0x6C516,113,0,113,0.965,0124CF08,"I am making a meal for the{BR}Harvest Goddess, but I've{BR}run out of that crucial{BR}ingredient!{BR}Can anyone give me some?",Hasat Tanrıçası için yemek{BR}yapıyorum ama en önemli{BR}malzemem bitmiş! Birazını{BR}verebilecek biri var mı?,
4522,0x6C5FA,159,0,159,0.969,0A380BBB,"Recently, I've found myself{BR}falling back into anger{BR}trying to find something...{BR}But I am the servant of the{BR}Harvest Goddess, so could{BR}someone go get it for me?",Son günlerde bir şeyi ararken{BR}yine öfkelenmeye başladım...{BR}Ama ben Hasat Tanrıçası’nın{BR}hizmetkarıyım; biri benim{BR}yerime bulabilir mi?,
4523,0x6C73A,125,0,125,0.960,44F35EA5,I'd like to offer a light{BR}snack for those who come to{BR}the church.{BR}I would be so grateful if{BR}someone could provide the{BR}food...,Kiliseye gelenlere hafif bir{BR}atıştırmalık sunmak isterim.{BR}Yiyecek sağlayabilecek birine{BR}çok minnettar olurum...,
4524,0x6C8F6,118,0,118,0.966,BBDFC265,I lose all track of time{BR}when I'm praying...!{BR}Could someone make some food{BR}for me so I can stay{BR}focused on my prayers?,Dua ederken zamanı tamamen{BR}unutuyorum...! Dualarıma{BR}odaklanabilmem için biri bana{BR}yemek yapabilir mi?,
4525,0x6C9E4,148,0,148,0.966,2F746D43,I want to take an offering{BR}meal to the Harvest Goddess.{BR}But I don't have quite{BR}enough. Will someone cook a{BR}meal out of love for the{BR}Harvest Goddess?,Hasat Tanrıçası’na sunmak için{BR}yemek götürmek istiyorum ama{BR}yeterli değil. Tanrıça sevgisiyle{BR}bir yemek pişirecek biri var mı?,
4526,0x6CB0E,127,0,127,0.961,EC3A5440,It is wonderful to grow a{BR}living plant!{BR}I would like to grow{BR}something too...{BR}Does anyone have seeds they{BR}are willing to share?,Canlı bir bitki yetiştirmek ne{BR}güzel! Ben de bir şey yetiştirmek{BR}istiyorum... Paylaşabileceği{BR}tohumu olan var mı?,
4527,0x6CC0E,92,0,92,0.957,CDCB5982,I'd like to serve tea{BR}for those who come to{BR}church.{BR}Could someone provide the{BR}tea leaves...?,Kiliseye gelenlere çay sunmak{BR}istiyorum. Çay yaprağı{BR}sağlayabilecek biri var mı...?,
4528,0x6CD88,130,0,130,0.962,A4D89BDE,"I injured my hand, and I{BR}can't cook at the moment.{BR}It would be a big help if{BR}somebody could cook a meal{BR}for me...{BR}Anybody willing?",Elimi incittim; şu an yemek{BR}yapamıyorum. Biri benim için{BR}yemek yaparsa çok yardımcı olur...{BR}Gönüllü var mı?,
4529,0x6CE8E,112,0,112,0.964,52C4AC8D,The ingredients I was going{BR}to buy sold out before I{BR}could get them.{BR}Could somebody please share{BR}theirs with me?,Alacağım malzeme ben yetişemeden{BR}tükendi. Birazını benimle{BR}paylaşabilecek biri var mı?,
4530,0x6CF70,144,1,143,0.938,D6BE1711,"     DELIVERY REQUEST     {#206C}{BR}I want someone to deliver{BR}the item on the next page{BR}to the {#206D}recipient{#206C}.{BR}And once you've done that,{BR}come and see me.",     TESLİMAT İSTEĞİ     {#206C}{BR}Sonraki sayfadaki eşyayı{BR}{#206D}alıcıya{#206C} teslim etmeni{BR}istiyorum. Bitirince de{BR}yanıma gel.,
4531,0x6D092,144,1,143,0.938,D6BE1711,"     DELIVERY REQUEST     {#206C}{BR}I want someone to deliver{BR}the item on the next page{BR}to the {#206D}recipient{#206C}.{BR}And once you've done that,{BR}come and see me.",     TESLİMAT İSTEĞİ     {#206C}{BR}Sonraki sayfadaki eşyayı{BR}{#206D}alıcıya{#206C} teslim etmeni{BR}istiyorum. Bitirince de{BR}yanıma gel.,
4532,0x6D274,92,0,92,0.967,35312EB1,My mom got hurt!{BR}I don't know how to cook.{BR}Can someone help us out{BR}by cooking a meal for us?,Annem yaralandı!{BR}Ben yemek yapmayı bilmiyorum.{BR}Bize yemek yaparak yardım{BR}edecek biri var mı?,
4533,0x6D32E,118,0,118,0.966,AA23750C,"This request is just from{BR}me, so please don't tell my{BR}mom! If you can keep a{BR}secret, then please get me{BR}the following.",Bu istek sadece benden; anneme{BR}söyleme! Sır tutabiliyorsan{BR}aşağıdakini benim için bul.,
4534,0x6D41C,110,0,110,0.964,7AF266A6,"I feel like eating this{BR}sometimes, but I can't make{BR}it for myself.{BR}Can someone give me some of{BR}theirs, please?",Bazen canım bunu çekiyor ama{BR}kendim yapamıyorum.{BR}Elindekinden biraz verecek{BR}olan var mı?,
4535,0x6D4FA,93,0,93,0.968,8659C77F,I'd like to have some{BR}flowers to decorate the town{BR}hall. Does anyone have any{BR}they can share?,Belediyeyi süslemek için{BR}çiçek istiyorum. Paylaşacak{BR}çiçeği olan var mı?,
4536,0x6D676,151,0,151,0.967,574CB588,"Ah, sometimes this old man{BR}wants to cook a meal, but...{BR}...where's my pot, eh?{BR}I can't be bothered to look{BR}for it. Will someone make{BR}me a new one, hmm?","Eh, bazen bu ihtiyar yemek{BR}yapmak istiyor ama...{BR}tencerem nerede? Aramaya da{BR}üşeniyorum. Bana yenisini{BR}yapacak biri var mı, hı?",
4537,0x6D7A6,108,0,108,0.963,DA2DF7A2,"Rice is yummy all by itself,{BR}but without THAT it's just{BR}not the same, no!{BR}Can someone please get one{BR}for me?",Pilav tek başına güzel ama{BR}O olmadan aynı değil!{BR}Birisi benim için onu bulur mu?,
4538,0x6D880,125,0,125,0.968,BE7A2954,"A song is a beautiful thing!{BR}But to make it into an even{BR}more beautiful performance,{BR}I need THAT thing, hmm?{BR}Don't you agree?","Şarkı güzel bir şeydir!{BR}Ama performansı daha da güzel{BR}yapmak için ŞU şeye ihtiyacım{BR}var, hı? Katılmaz mısın?",
4539,0x6D97C,128,0,128,0.938,77D87ACD,"Ah, they told me I can't eat{BR}because of my blood sugar{BR}level...{BR}But I really, REALLY want to{BR}eat THAT, hmm!!{BR}Don't tell Nori!{#206D}{#0052}{#206C}","Kan şekerim yüzünden yememem{BR}gerektiğini söylediler...{BR}Ama ŞUNU gerçekten, GERÇEKTEN{BR}yemek istiyorum!! Nori’ye{BR}söyleme!{#206D}{#0052}{#206C}",
4540,0x6DB3E,141,0,141,0.965,36030884,"Recently, animals have been{BR}eating my fruit!{BR}I'm going to stay up all{BR}night guarding my orchards.{BR}I need someone to make me a{BR}midnight snack.",Son zamanlarda hayvanlar{BR}meyvelerimi yiyor! Bahçeyi gece{BR}boyu koruyacağım. Bana gece{BR}atıştırmalığı yapacak biri lazım.,
4541,0x6DC5A,116,0,116,0.966,6F15C9C3,There's something I want.{BR}Can anyone give me some?{BR}An acquaintance of mine{BR}requested it...{BR}I'm calling on your help!,İstediğim bir şey var.{BR}Bir tanıdığım rica{BR}etti... Elinde olan biri{BR}birazını verebilir mi?{BR}Yardımınıza muhtacım!,
4542,0x6DD44,105,0,105,0.971,084C60C4,"I tried again recently, but{BR}it still escaped from me!{BR}But if I had one of THOSE,{BR}I'd be able to catch it!",Geçenlerde yine denedim ama{BR}yine elimden kaçtı! Ama ŞUNLARDAN{BR}biri olsa yakalayabilirdim!,
4543,0x6DE18,115,0,115,0.965,1DC41F21,"I've heard there is an{BR}""ultimate"" fertilizer.{BR}I want to try it out!{BR}Could someone share the{BR}ingredients to make it?","""Nihai"" bir gübre olduğunu{BR}duydum. Denemek istiyorum!{BR}Yapımı için gereken malzemeyi{BR}paylaşacak biri var mı?",
4544,0x6DFC0,148,0,148,0.966,D23AE298,"To be a doctor requires{BR}daily research, of course.{BR}But I hate what the stress{BR}does to my skin.{BR}Does anyone have tasty food{BR}that's good for the skin?",Doktor olmak her gün{BR}araştırma gerektirir{BR}elbette. Ama stresin{BR}cildime yaptığından{BR}nefret ediyorum. Cilde{BR}iyi gelen lezzetli{BR}yiyeceği olan var mı?,
4545,0x6E0EA,122,0,122,0.959,3D9C704C,Fizzy drink are great{BR}for kids...{BR}but I prefer tea.{BR}I'd love some of THAT tea{BR}to drink right now.{BR}Can someone get me some?,Gazlı içecekler çocuklara güzel...{BR}ama ben çayı tercih ederim.{BR}ŞU çayı içmek isterim.{BR}Bana biraz bulacak biri var mı?,
4546,0x6E1E0,125,0,125,0.960,39464898,"Do you know the saying,{BR}""Poison quells poison""?{BR}I'm short on ingredients to{BR}mix up medicines.{BR}Can anyone give me what I{BR}need?","""Zehri zehir bastırır"" sözünü{BR}bilir misin? İlaç karıştırmak{BR}için malzemem azaldı.{BR}Gerekeni verecek biri var mı?",
4547,0x6E2DC,108,0,108,0.963,BB4EB48B,Did you know that many herbs{BR}make excellent medicines?{BR}But I'm short on{BR}ingredients.{BR}Can anyone help me out?,Birçok bitkinin harika ilaç{BR}olduğunu biliyor muydun? Ama{BR}malzemem azaldı. Yardım edecek{BR}birisi var mı?,
4548,0x6E476,121,0,121,0.967,D0885D4C,"Would anyone like to come up{BR}with a new dish for the menu{BR}at the tea house?{BR}If anyone has one, I will{BR}add it to the menu!",Çay evinin menüsü için yeni bir{BR}yemek düşünen var mı? Güzel bir{BR}tarif getirirsen menüye eklerim!,
4549,0x6E56A,150,0,150,0.967,719B6705,I'm exploring new dishes to{BR}add to the tea house menu.{BR}But I'm a little short on{BR}ingredients. What a pickle!{BR}Could some kind soul give me{BR}what I need?,Çay evi menüsüne yeni yemekler{BR}arıyorum ama malzemem biraz az.{BR}Ne zor durum! İyi kalpli biri{BR}gerekeni verebilir mi?,
4550,0x6E698,141,0,141,0.965,51C8083E,Sometimes I feel like going{BR}out and picnicking in the{BR}moonlight just like in the{BR}old days...{BR}Does anyone have anything{BR}good for the occasion?,Bazen eskisi gibi ay ışığında{BR}pikniğe çıkmak istiyorum...{BR}Bu ana uygun güzel bir şeyi{BR}olan var mı?,
4551,0x6E7B4,122,0,122,0.967,65006C4E,"I want to make my desserts{BR}even more delicious, so I'd{BR}like to study Bluebell's{BR}desserts. Does anybody have{BR}some to share?",Tatlılarımı daha da lezzetli{BR}yapmak için Bluebell tatlılarını{BR}incelemek istiyorum. Birazını{BR}paylaşacak biri var mı?,
4552,0x6E96A,120,0,120,0.967,06A8F82B,Recently...my grandma's back{BR}has been hurting her...{BR}Could...somebody make dinner{BR}for us....so she can rest{BR}her back...?,Son zamanlarda... büyükannemin{BR}beli ağrıyor... Dinlenebilmesi{BR}için... bize akşam yemeği{BR}yapacak biri var mı...?,
4553,0x6EA5C,118,0,118,0.966,578B6C6F,The stuffing...is coming out{BR}of my panda bear...{BR}I want to fix it...{BR}Can somebody give me some...{BR}cotton for stuffing?,Panda oyuncağımın... içi{BR}çıkıyor... Onu onarmak{BR}istiyorum... Dolgu için{BR}biraz pamuk verebilecek{BR}biri var mı...?,
4554,0x6EB4A,150,0,150,0.967,57126C4B,"My mommy and daddy...are{BR}far, far away and...{BR}I want to put a flower...in{BR}the letter I send them...{BR}If somebody could give me{BR}one...I'd be so happy...",Annemle babam... çok uzakta...{BR}Onlara yolladığım mektuba bir{BR}çiçek koymak istiyorum...{BR}Birisi bana verirse... çok mutlu{BR}olurum...,
4555,0x6EC78,123,0,123,0.967,7590CC42,Sheng...likes to go{BR}picnic in the moonlight...{BR}after he's done working...{BR}I'd like to give him a...{BR}snack...as a present...,Sheng... işten sonra ay ışığında{BR}pikniğe gitmeyi seviyor...{BR}Ona hediye olarak... bir{BR}atıştırmalık vermek istiyorum...,
4556,0x6EE30,141,0,141,0.965,1652B62F,"With my delivery job, I{BR}don't usually have time to{BR}cook meals...{BR}I feel bad asking, but could{BR}somebody cook for me?{BR}I'd really appreciate it!",Teslimat işim yüzünden{BR}genelde yemek yapmaya{BR}vaktim olmuyor... Rica{BR}ediyorum; benim için{BR}pişirebilir misiniz? Çok{BR}sevinirim!,
4557,0x6EF4C,83,0,83,0.964,CE817883,"In order to get to know that{BR}cute girl better, I'm{BR}willing to do whatever it{BR}takes!",O sevimli kızı daha iyi tanımak{BR}için ne gerekirse yapmaya hazırım!,
4558,0x6EFF4,95,0,95,0.968,365C8E92,I want to take a gift to{BR}a delivery customer who{BR}I know from the bazaar.{BR}Could someone help me?,Pazardan tanıdığım bir teslimat{BR}müşterisine hediye götürmek{BR}istiyorum. Yardım eder misiniz?,
4559,0x6F0B4,119,0,119,0.958,FF1C1C6B,"A delivery customer of mine{BR}ordered something, but Raul{BR}said he didn't have it in{BR}stock.{BR}Does anyone have any to{BR}share?",Teslimat müşterim bir{BR}şey istedi ama Raul{BR}stokta olmadığını{BR}söyledi. Elinde olan{BR}biri paylaşabilir mi?,
4560,0x6F264,108,0,108,0.963,0BBB1C65,"I'm so hungry, I can't forge{BR}steel!{BR}I got so caught up, it was{BR}night before I knew it!{BR}Somebody feed me, eh?","O kadar açım ki demir{BR}dövemiyorum! İşe{BR}dalmışım, bir baktım{BR}gece olmuş! Biri beni{BR}doyursun, hı?",
4561,0x6F33E,123,0,123,0.967,39CC2B83,"When I get finished with my{BR}work, I like to relax with{BR}a cup of hot tea!{BR}And to gaze at the moon as{BR}I do it! Can't be beat!",İşim bitince sıcak bir çayla{BR}rahatlamayı severim! Üstelik ayı{BR}seyrederek! Bundan iyisi yok!,
4562,0x6F436,99,0,99,0.970,10FFAD77,"I want to fix up my tools,{BR}but I'm short on materials.{BR}I'm up a creek!{BR}Can someone help me out, eh?","Aletlerimi elden{BR}geçirmek istiyorum ama{BR}malzeme az. Köşeye{BR}sıkıştım! Yardım edecek{BR}biri var mı, hı?",
4563,0x6F4FE,33,0,33,0.970,82793CF4,Don't be nosy! Just hand it{BR}over!,Burnunu sokma!{BR}Sadece ver!,
4564,0x6F602,87,0,87,0.954,C0096EDA,Today it's my turn to cook.{BR}Honestly...it's a big{BR}hassle!{BR}Somebody please do it for{BR}me!,Bugün yemek sırası bende.{BR}Açıkçası... büyük dert!{BR}Birisi benim yerime yapsın!,
4565,0x6F6B2,95,0,95,0.968,20B1C693,"Don't ask questions,{BR}just get me what I need.{BR}I can't believe I ran out{BR}of THAT, of all things!","Soru sorma, gerekeni bul.{BR}Onca şey içinde ŞUNUN bitmesine{BR}inanamıyorum!",
4566,0x6F772,124,0,124,0.960,96B21A77,"To be a salesman, you have{BR}to keep up your research{BR}every day!!{BR}I'm looking for help in{BR}developing a new product!{BR}Bwa-ha-ha!",Satıcı olmak için her{BR}gün araştırma{BR}yapmalısın!! Yeni bir{BR}ürün geliştirmemde{BR}yardım arıyorum!{BR}Bua-ha-ha!,
4567,0x6F86C,92,0,92,0.967,6D1545C5,Only second- or third-rate{BR}salesmen can't find time in{BR}their schedules to relax at{BR}the café!,"Kafede dinlenmeye vakit bulamayan{BR}sadece ikinci, üçüncü sınıf{BR}satıcılardır!",
4568,0x6F9E6,93,0,93,0.957,FD1ADA10,"When I cook...{BR}I'll be honest, it's a{BR}disaster every time.{BR}Would somebody please cook{BR}for me?","Ben yemek yapınca...{BR}dürüst olayım, her{BR}seferinde felaket. Biri{BR}benim için pişirir mi?",
4569,0x6FAA2,151,0,151,0.967,08F3735F,Nowadays men have to focus{BR}on their appearance just as{BR}much as women! Men need{BR}beauty treatments too!{BR}But I don't have the guts{BR}to go to a salon. Help!,Artık erkekler de{BR}görünüşüne kadınlar{BR}kadar dikkat etmeli!{BR}Erkeklere de bakım{BR}lazım! Ama salona{BR}gidecek cesaretim yok.{BR}Yardım!,
4570,0x6FBD2,137,0,137,0.964,69A64EAF,My older brother Diego is a{BR}master of sales techniques!{BR}But I'm researching all{BR}the products so I can match{BR}him.{BR}Can someone help me out?,Ağabeyim Diego satış tekniklerinin{BR}ustası! Ona yetişmek için bütün{BR}ürünleri araştırıyorum. Yardım{BR}edecek biri var mı?,
4571,0x6FCE6,134,0,134,0.963,61D3E363,I want to be taller so I can{BR}be a hunk!{BR}A manly man that people{BR}feel they can count on!{BR}But I need someone to help{BR}me make the change!,Uzayıp yakışıklı olmak istiyorum!{BR}Herkesin güveneceği erkek gibi{BR}erkek! Ama değişmek için yardıma{BR}ihtiyacım var!,
4572,0x6FEB4,135,0,135,0.963,E5360867,"Today it's my older brother{BR}Diego's turn to cook.{BR}But he's really balking at{BR}doing it!{BR}At this rate, I'll get no{BR}meal! Someone feed me!",Bugün ağabeyim Diego’nun{BR}yemek sırası ama{BR}yapmamak için direniyor!{BR}Böyle giderse aç{BR}kalacağım! Biri beni{BR}doyursun!,
4573,0x6FFC4,110,0,110,0.964,D33775C3,"I have a plan, but I need{BR}some help with it.{BR}Don't ask any questions,{BR}just get me the following{BR}thing, please!",Bir planım var ama yardım lazım.{BR}Soru sormadan aşağıdaki şeyi{BR}benim için bul lütfen!,
4574,0x700A2,130,0,130,0.962,6E79BFDD,I need something to trade so{BR}I can obtain some{BR}merchandise.{BR}But I don't have enough of{BR}the goods on hand. Can{BR}anyone give me some?,Mal almak için takas edecek bir{BR}şeye ihtiyacım var ama elimdeki{BR}mal yetmiyor. Birazını verecek{BR}olan var mı?,
4575,0x701A8,164,0,164,0.970,71B6C40D,"In order to get information{BR}about certain merchandise, I{BR}need to trade something else{BR}that I don't have enough of.{BR}Can someone give me some?{BR}There's a reward in it!",Belli bir mal hakkında bilgi almak{BR}için başka bir şeyle takas yapmam{BR}gerek ama elimde yeterince yok.{BR}Birazını verebilir misin?{BR}Ödülü var!,
4576,0x70772,135,0,135,0.963,5A4AFB11,"Hear my words, mortals!{BR}The Harvest Goddess is very{BR}hungry! I haven't been{BR}receiving enough offerings.{BR}Bring me delicious food{BR}at once!","Sözlerimi duyun, ölümlüler!{BR}Hasat Tanrıçası çok aç!{BR}Yeterince adak gelmiyor.{BR}Derhal lezzetli yemek getirin!",
4577,0x70882,136,0,136,0.963,E8CC26F4,There's always room for{BR}dessert!{BR}Nothing makes me happier{BR}that a delicious dessert...{BR}delivered by a handsome{BR}man. That part's optional.,Tatlıya her zaman yer vardır!{BR}Lezzetli bir tatlı beni çok mutlu{BR}eder... hele yakışıklı bir erkek{BR}getirirse. Son kısmı şart değil.,
4578,0x70994,70,0,70,0.957,729F59A1,I'm so thirsty!{BR}I haven't had any milk to{BR}drink in ages!{BR}I want some!!,Çok susadım!{BR}Ne zamandır süt içmedim!{BR}İstiyorum!!,
4579,0x70A22,148,0,148,0.966,33867D7E,"A friend of mine wants{BR}something to drink. Will{BR}you please provide it?{BR}No, of course it's not for{BR}me! A friend asked me to{BR}get it! A friend, I said!","Bir arkadaşım içecek{BR}istiyor. Getirir misin?{BR}Hayır, tabii ki benim{BR}için değil! Arkadaşım{BR}istedi! Arkadaşım dedim!",
4580,0x7138C,100,0,100,0.960,9A4252C1,Word's gotten around that{BR}this village has delicious{BR}food.{BR}I want to try the best you{BR}have to offer!,Bu köyün yemeklerinin lezzeti{BR}her yere yayılmış. Elinizdeki en{BR}iyisini tatmak istiyorum!,
4581,0x71456,121,0,121,0.967,D95C40EB,"What a great village!{BR}Before I go home, I want to{BR}taste the crops that have{BR}been raised in this{BR}pristine natural setting!",Ne güzel köy! Eve{BR}dönmeden önce bu{BR}tertemiz doğada yetişen{BR}ürünleri tatmak{BR}istiyorum!,
4582,0x7154A,142,0,142,0.965,4A0AF5FF,"What a great village!{BR}Before I go home, I want to{BR}taste the tea that has{BR}been made in this{BR}pristine natural setting!{BR}Can someone give me some?",Ne güzel köy! Eve dönmeden önce{BR}bu tertemiz doğada yapılan çayı{BR}tatmak istiyorum! Biraz verecek{BR}biri var mı?,
4583,0x71668,118,0,118,0.966,EF55DA14,"Actually, I am collecting{BR}rocks in order to unravel a{BR}mystery of history.{BR}Does anyone have any rocks{BR}they can give me?",Aslında tarihin bir{BR}gizemini çözmek için taş{BR}topluyorum. Verebileceği{BR}taşı olan var mı?,
4584,0x71816,98,0,98,0.898,3633410E,A customer at my shop told{BR}me that the food here is{BR}delicious!{#206D}{#0052}{#206C}{BR}Now I want to try it!{BR}Please!{#206D}{#0052}{#206C},Dükkanımdaki müşteri buranın{BR}yemeği güzel dedi!{#206D}{#0052}{#206C}{BR}Ben de tatmak istiyorum!{BR}Lütfen!{#206D}{#0052}{#206C},
4585,0x718DC,138,0,138,0.942,D19B5833,What a beautiful village!{BR}Perfume made from flowers{BR}grown here would make a{BR}wonderful gift.{BR}Does anyone have any they{BR}would sell to me?{#206D}{#0052}{#206C},Ne güzel köy! Burada yetişen{BR}çiçeklerden yapılan parfüm harika{BR}hediye olur. Bana satacak biri{BR}var mı?{#206D}{#0052}{#206C},
4586,0x719F2,131,0,131,0.962,7EE814D6,"I want to take a souvenir{BR}back to my friend in the{BR}city. But I couldn't find{BR}the one I wanted...*sob*{BR}For Pete's sake,{BR}help me out!",Şehirdeki arkadaşıma hatıra{BR}götürmek istiyorum ama istediğimi{BR}bulamadım... *hıçkırık*{BR}Ne olur yardım edin!,
4587,0x71AFA,118,0,118,0.941,1049C550,My hobby happens to be{BR}flower arranging!{BR}Isn't that fabulous?{#206D}{#0052}{#206C}{BR}I need some flowers. Does{BR}anyone have any to give me?,Hobim çiçek düzenlemektir!{BR}Muhteşem değil mi?{#206D}{#0052}{#206C}{BR}Çiçeğe ihtiyacım var. Verecek{BR}olan var mı?,
4588,0x71CA8,108,0,108,0.963,CAB27685,I read a book about gourmet{BR}cooking that said this{BR}village has delicious food.{BR}Is that true?{BR}May I try some?,Gurme kitabında bu köyün{BR}yemeklerinin lezzetli{BR}olduğu yazıyor. Doğru{BR}mu? Biraz tadabilir{BR}miyim?,
4589,0x71D82,115,0,115,0.965,06CCE35C,Sometimes I think about my{BR}younger days and how{BR}stylish I tried to be.{BR}A man has to think about{BR}his appearance too!,Bazen gençliğimi ve ne kadar şık{BR}olmaya çalıştığımı düşünüyorum.{BR}Erkek de görünüşünü düşünmeli!,
4590,0x71E6A,139,0,139,0.964,AE35BF07,"No matter how old he gets,{BR}a man always needs to have{BR}fantasies to chase!!{BR}Sometimes that ticks off{BR}my wife...{BR}But I can never change that!",Yaşı kaç olursa olsun bir erkeğin{BR}kovalayacağı hayalleri olmalı!!{BR}Bazen karımı kızdırıyor...{BR}Ama ben değişemem!,
