index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,JP_Japanese,US_English,US_French,US_Spanish,TR_Turkish,QA_Note
110,UnlockDialogCPDoubleCompleteText,"Hearing of your exploits,
⟦MSBT:0E00000003000400FF4B32FF⟧two friends have joined
the team! ⟦MSBT:0E00000003000400000000FF⟧Your team is full!","⟦MSBT:0E00000003000400FF4B32FF⟧Deux alliés ont décidé de
se joindre à vous. ⟦MSBT:0E00000003000400000000FF⟧Votre
équipe est au complet !","Dein Ruhm wächst, und
⟦MSBT:0E00000003000400FF4B32FF⟧zwei Freunde haben sich dir
angeschlossen⟦MSBT:0E00000003000400000000FF⟧! Dein Team
ist jetzt komplett!","Avendo saputo delle tue
gesta, ⟦MSBT:0E00000003000400FF4B32FF⟧due amici si sono uniti
alla squadra⟦MSBT:0E00000003000400000000FF⟧! Sei al completo!","⟦MSBT:0E000000020002005A00⟧Al oír tus hazañas, ⟦MSBT:0E00000003000400FF4B32FF⟧dos aliados⟦MSBT:0E000000020002005A00⟧
han decidido unirse a tu equipo⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400000000FF⟧.
¡Ahora tu equipo está completo!⟦MSBT:0E000000020002006400⟧","かつやくを ききつけて
⟦MSBT:0E00000003000400FF4B32FF⟧おともが ⟦MSBT:0E00000000000A000400060075305F308A30⟧２人 なかまになった！⟦MSBT:0E00000003000400000000FF⟧
⟦MSBT:0E00000000000A000400060088306B309330⟧４人のなかまが そろったぞ！","Hearing of your exploits,
⟦MSBT:0E00000003000400FF4B32FF⟧two friends have joined
the team! ⟦MSBT:0E00000003000400000000FF⟧Your team is full!","⟦MSBT:0E00000003000400FF4B32FF⟧Deux alliés ont décidé de
se joindre à vous. ⟦MSBT:0E00000003000400000000FF⟧Votre
équipe est au complet!","⟦MSBT:0E000000020002005A00⟧Al oír tus hazañas, ⟦MSBT:0E00000003000400FF4B32FF⟧dos aliados⟦MSBT:0E000000020002005A00⟧
han decidido unirse a tu equipo⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400000000FF⟧.
¡Ahora tu equipo está completo!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005F00⟧Başarıların duyuldu!
⟦MSBT:0E00000003000400FF4B32FF⟧İki arkadaş takıma katıldı⟦MSBT:0E00000003000400000000FF⟧!
Takımın artık dolu!⟦MSBT:0E000000020002006400⟧",
111,UnlockDialogOKBtnText,Next,Suite,Weiter,Avanti,Seguir,つぎへ,Next,Suite,Seguir,İleri,
112,ClientWaitText,"Waiting for teammates...
(Press ⟦MSBT:0E00010001000000⟧ to go back)","En attente d'équipiers...
(Appuyez sur ⟦MSBT:0E00010001000000⟧
pour annuler.)","Auf Mitspieler warten...
(Zurück: ⟦MSBT:0E00010001000000⟧ drücken)","In attesa di compagni...
(Premi ⟦MSBT:0E00010001000000⟧ per annullare.)","Esperando a los aliados...
(Pulsa ⟦MSBT:0E00010001000000⟧ para volver.)","ほかの⟦MSBT:0E000000000008000200040072306830⟧人を まっています
(⟦MSBT:0E00010001000000⟧ボタンで もどる)","Waiting for teammates...
(Press ⟦MSBT:0E00010001000000⟧ to go back.)","En attente d'équipiers...
(Appuyez sur ⟦MSBT:0E00010001000000⟧
pour annuler.)","Esperando a los aliados...
(Oprime ⟦MSBT:0E00010001000000⟧ para volver).","Takım arkadaşları
bekleniyor...
(Geri dön: ⟦MSBT:0E00010001000000⟧)",
113,ClientWaitQSelText,⟦MSBT:0E000000020002005A00⟧Waiting for quest selection...⟦MSBT:0E000000020002006400⟧,L'hôte choisit une quête...,⟦MSBT:0E000000020002005500⟧Auf Missionsauswahl warten...⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Scelta della missione in corso...⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Tu aliado está eligiendo misión.⟦MSBT:0E000000020002006400⟧,クエストけっていを まっています,⟦MSBT:0E000000020002005A00⟧Waiting for quest selection...⟦MSBT:0E000000020002006400⟧,L'hôte choisit une quête...,⟦MSBT:0E000000020002005500⟧Tu aliado está eligiendo misión.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Görev seçimi bekleniyor...⟦MSBT:0E000000020002006400⟧,
114,NetHeaderUpText,Wireless Quest,Mode sans fil,⟦MSBT:0E000000020002005500⟧DRAHTLOS-MISSION⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Modalità wireless⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Misión inalámbrica⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E00000000000C00040008006430463057309330⟧通信でクエスト,Wireless Quest,Mode sans fil,⟦MSBT:0E000000020002005A00⟧Misión inalámbrica⟦MSBT:0E000000020002006400⟧,Kablosuz Görev,
115,NetGroupSearchTitle,Please join a team.,Choix de l'équipe,⟦MSBT:0E000000020002006200⟧Bitte tritt einer Gruppe bei.⟦MSBT:0E000000020002006400⟧,Unisciti a una squadra.,Equipos,グループを えらんでください,Please join a team.,Choix de l'équipe,Equipos,Bir takıma katıl.,
116,NetGroupSearchExplain,"Select ⟦MSBT:0E00000003000400FF4B32FF⟧Create Team⟦MSBT:0E00000003000400000000FF⟧ to
create a new team.","Sélectionnez ⟦MSBT:0E00000003000400FF4B32FF⟧Nouv. équipe ⟦MSBT:0E00000003000400000000FF⟧pour
créer une nouvelle équipe.","Wähle ⟦MSBT:0E00000003000400FF4B32FF⟧Gruppe erstellen⟦MSBT:0E00000003000400000000FF⟧, um eine
neue Gruppe zu erstellen.","Seleziona ⟦MSBT:0E00000003000400FF4B32FF⟧Crea squadra⟦MSBT:0E00000003000400000000FF⟧ per
creare una nuova squadra.","Selecciona ⟦MSBT:0E00000003000400FF4B32FF⟧Crear equipo ⟦MSBT:0E00000003000400000000FF⟧para
crear un equipo nuevo.","グループが １つもないときや
あたらしく つくりたいときは
⟦MSBT:0E00000003000400FF4B32FF⟧「グループをつくる」⟦MSBT:0E00000003000400000000FF⟧を えらんでください","Select ⟦MSBT:0E00000003000400FF4B32FF⟧Create Team⟦MSBT:0E00000003000400000000FF⟧ to
create a new team.","Sélectionnez ⟦MSBT:0E00000003000400FF4B32FF⟧Nouv. équipe ⟦MSBT:0E00000003000400000000FF⟧pour
créer une nouvelle équipe.","Selecciona ⟦MSBT:0E00000003000400FF4B32FF⟧Crear equipo ⟦MSBT:0E00000003000400000000FF⟧para
crear un equipo nuevo.","Yeni bir takım kurmak için
⟦MSBT:0E00000003000400FF4B32FF⟧Takım Kur⟦MSBT:0E00000003000400000000FF⟧'u seç.",
117,NetGroupWaitEntryTitle,Searching for teammates!,Recherche d'équipiers...,Suche Mitspieler!,Ricerca di compagni...,Buscando aliados...,なかまを ぼしゅう⟦MSBT:0E00000000000A0002000600613085304630⟧中！,Searching for teammates!,Recherche d'équipiers...,Buscando aliados...,Takım arkadaşları aranıyor!,
118,NetGroupWaitEntryExplain,"Players without the software
can play via ⟦MSBT:0E00000003000400FF4B32FF⟧Download Play
⟦MSBT:0E00000003000400000000FF⟧from the HOME Menu.","⟦MSBT:0E000000020002005000⟧Les joueurs ne possédant pas le
logiciel peuvent jouer via le ⟦MSBT:0E00000003000400FF4B32FF⟧mode
téléchargement ⟦MSBT:0E00000003000400000000FF⟧dans le menu HOME.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Spieler ohne eigene Version
der Software können  über das
HOME-Menü via ⟦MSBT:0E00000003000400FF4B32FF⟧Download-Spiel
⟦MSBT:0E00000003000400000000FF⟧beitreten!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧I giocatori non in possesso del
software possono unirsi tramite la
⟦MSBT:0E00000003000400FF4B32FF⟧modalità download ⟦MSBT:0E00000003000400000000FF⟧nel menu HOME.⟦MSBT:0E000000020002006400⟧","Los usuarios que no tengan
el programa pueden unirse
mediante el ⟦MSBT:0E00000003000400FF4B32FF⟧modo descarga
⟦MSBT:0E00000003000400000000FF⟧desde el menú HOME.","ソフトを もっていない⟦MSBT:0E000000000008000200040072306830⟧人も
HOMEメニューの
⟦MSBT:0E00000003000400FF4B32FF⟧ダウンロードプレイ⟦MSBT:0E00000003000400000000FF⟧で さんか できます","Players without the software
can play via ⟦MSBT:0E00000003000400FF4B32FF⟧Download Play
⟦MSBT:0E00000003000400000000FF⟧from the HOME Menu.","⟦MSBT:0E000000020002005000⟧Les joueurs ne possédant pas le
logiciel peuvent jouer via le ⟦MSBT:0E00000003000400FF4B32FF⟧mode
téléchargement ⟦MSBT:0E00000003000400000000FF⟧dans le menu HOME.⟦MSBT:0E000000020002006400⟧","Los usuarios que no tengan
el programa pueden unirse
mediante el ⟦MSBT:0E00000003000400FF4B32FF⟧modo descarga
⟦MSBT:0E00000003000400000000FF⟧desde el menú HOME.","⟦MSBT:0E000000020002005000⟧Yazılımı olmayanlar
HOME Menüsündeki ⟦MSBT:0E00000003000400FF4B32FF⟧İndirme Oyunu⟦MSBT:0E00000003000400000000FF⟧ ile
katılabilir.⟦MSBT:0E000000020002006400⟧",
119,NetGroupWaitEntryExplainDLApp,"You must ⟦MSBT:0E00000003000400FF4B32FF⟧update your
system⟦MSBT:0E00000003000400000000FF⟧ before using the
Download Play feature.","Une ⟦MSBT:0E00000003000400FF4B32FF⟧mise à jour de la console
⟦MSBT:0E00000003000400000000FF⟧est nécessaire pour utiliser
le mode téléchargement.","⟦MSBT:0E000000020002005A00⟧Du musst dein System ⟦MSBT:0E00000003000400FF4B32FF⟧aktuali- 
sieren⟦MSBT:0E00000003000400000000FF⟧, bevor du ein ⟦MSBT:0E00000003000400FF4B32FF⟧Download- 
Spiel⟦MSBT:0E00000003000400000000FF⟧ beginnen kannst.⟦MSBT:0E000000020002006400⟧","Per poter attivare
la modalità download devi
⟦MSBT:0E00000003000400FF4B32FF⟧aggiornare la tua console⟦MSBT:0E00000003000400000000FF⟧.","Es necesario ⟦MSBT:0E00000003000400FF4B32FF⟧actualizar la
consola ⟦MSBT:0E00000003000400000000FF⟧antes de usar el
modo descarga.","⟦MSBT:0E00000003000400FF4B32FF⟧システムバージョンが ⟦MSBT:0E000000000008000200040075308B30⟧古い⟦MSBT:0E00000000000C00040008007B3093305F304430⟧本体⟦MSBT:0E00000003000400000000FF⟧とは
ダウンロードプレイ できません","You must ⟦MSBT:0E00000003000400FF4B32FF⟧update⟦MSBT:0E00000003000400000000FF⟧ your 
system before using the 
Download Play feature.","Une ⟦MSBT:0E00000003000400FF4B32FF⟧mise à jour de la console
⟦MSBT:0E00000003000400000000FF⟧est nécessaire pour utiliser
le mode téléchargement.","Es necesario ⟦MSBT:0E00000003000400FF4B32FF⟧actualizar la
consola ⟦MSBT:0E00000003000400000000FF⟧antes de usar el
modo descarga.","⟦MSBT:0E00000003000400FF4B32FF⟧İndirme Oyunu⟦MSBT:0E00000003000400000000FF⟧'nu
kullanmadan önce sistemini
güncellemelisin.",
120,NetGroupWaitCommonLo,Please wait...,Veuillez patienter...,Bitte warten...,Attendi...,Espera un momento...,しばらく おまちください,Please wait...,Veuillez patienter...,Espera un momento...,Lütfen bekle...,
121,NetGroupWaitWithCancelLo,"Please wait...
(Press ⟦MSBT:0E00010001000000⟧ to go back.)","Veuillez patienter...
(Appuyez sur ⟦MSBT:0E00010001000000⟧
pour annuler.)",Bitte warten...,"Attendi...
(Premi ⟦MSBT:0E00010001000000⟧ per annullare.)","Espera un momento...
(Pulsa ⟦MSBT:0E00010001000000⟧ para volver.)","しばらく おまちください
(⟦MSBT:0E00010001000000⟧ボタンで もどる)","Please wait...
(Press ⟦MSBT:0E00010001000000⟧ to go back.)","Veuillez patienter...
(Appuyez sur ⟦MSBT:0E00010001000000⟧
pour annuler.)","Espera un momento...
(Oprime ⟦MSBT:0E00010001000000⟧ para volver).","Lütfen bekle...
(Geri dönmek için ⟦MSBT:0E00010001000000⟧'ye bas.)",
122,NetGroupNumText,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,
123,NetGroupSlashText,/,/,/,/,⟦MSBT:0E000000020002005A00⟧/⟦MSBT:0E000000020002006400⟧,/,/,/,⟦MSBT:0E000000020002005A00⟧/⟦MSBT:0E000000020002006400⟧,/,
124,NetGroupAllNumText,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,
125,NetGroupMakeGroupText,Create Team,Nouv. équipe,⟦MSBT:0E000000020002005000⟧Gruppe erstellen⟦MSBT:0E000000020002006400⟧,Crea squadra,Crear equipo,グループをつくる,Create Team,Nouv. équipe,Crear equipo,Takım Kur,
126,NetGroupCloseGroupText,Confirm,⟦MSBT:0E000000020002005A00⟧Confirmer⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Start⟦MSBT:0E000000020002006400⟧,Inizia,⟦MSBT:0E000000020002005A00⟧Confirmar⟦MSBT:0E000000020002006400⟧,しめきる,Confirm,⟦MSBT:0E000000020002005A00⟧Confirmer⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Confirmar⟦MSBT:0E000000020002006400⟧,Onayla,
127,NetErrorDefaultText,"A ⟦MSBT:0E00000003000400FF4B32FF⟧network error⟦MSBT:0E00000003000400000000FF⟧ occurred.
Returning to title screen.","Une ⟦MSBT:0E00000003000400FF4B32FF⟧erreur réseau⟦MSBT:0E00000003000400000000FF⟧ est
survenue. Vous allez
retourner à l'écran titre.","⟦MSBT:0E00000003000400FF4B32FF⟧Fehler bei der Daten-
übertragung.⟦MSBT:0E00000003000400000000FF⟧ Der Titel-
bildschirm wird aufgerufen.","⟦MSBT:0E00000003000400FF4B32FF⟧Errore di comunicazione⟦MSBT:0E00000003000400000000FF⟧.
Tornerai allo schermo
del titolo.","⟦MSBT:0E000000020002005500⟧⟦MSBT:0E000000020002005500⟧Se ha producido un ⟦MSBT:0E00000003000400FF4B32FF⟧error
de conexión⟦MSBT:0E00000003000400000000FF⟧. Vas a regresar
a la pantalla del título.⟦MSBT:0E000000020002005500⟧⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FF4B32FF⟧⟦MSBT:0E00000000000C00040008006430463057309330⟧通信エラー⟦MSBT:0E00000003000400000000FF⟧が
はっせいしました。
タイトルへ もどります。","A ⟦MSBT:0E00000003000400FF4B32FF⟧communication error
⟦MSBT:0E00000003000400000000FF⟧occurred. Returning
to the title screen.","Une ⟦MSBT:0E00000003000400FF4B32FF⟧erreur de communication
⟦MSBT:0E00000003000400000000FF⟧est survenue. Vous allez
retourner à l'écran titre.","⟦MSBT:0E000000020002005500⟧⟦MSBT:0E000000020002005500⟧Se ha producido un ⟦MSBT:0E00000003000400FF4B32FF⟧error
de conexión⟦MSBT:0E00000003000400000000FF⟧. Vas a regresar
a la pantalla del título.⟦MSBT:0E000000020002005500⟧⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FF4B32FF⟧Ağ hatası⟦MSBT:0E00000003000400000000FF⟧ oluştu.
Başlık ekranına dönülüyor.",
128,NetErrorDefaultTextDLP,"A network error occurred.
Press ⟦MSBT:0E0001000F000000⟧HOME to return
to the HOME Menu.","Une erreur réseau est
survenue. Appuyez
sur ⟦MSBT:0E0001000F000000⟧ pour retourner
au menu HOME.","Netzwerkfehler!
Drücke ⟦MSBT:0E0001000F000000⟧, um zum HOME-
Menü zurückzukehren.","Errore di comunicazione.
Premi ⟦MSBT:0E0001000F000000⟧ per tornare
al menu HOME.","Se ha producido un error
de conexión. Pulsa ⟦MSBT:0E0001000F000000⟧ para
volver al menú HOME.","⟦MSBT:0E00000000000C00040008006430463057309330⟧通信エラーが はっせいしました。
⟦MSBT:0E0001000F000000⟧HOMEを おすと
HOMEメニューに もどります。","A communication error
occurred. Press ⟦MSBT:0E0001000F000000⟧HOME to
return to the HOME Menu.","Une erreur de communication 
est survenue. Appuyez
sur ⟦MSBT:0E0001000F000000⟧ pour retourner
au menu HOME.","Se ha producido un error
de conexión. Oprime ⟦MSBT:0E0001000F000000⟧
para volver al menú HOME.","Ağ hatası oluştu.
HOME Menüsüne dönmek için
⟦MSBT:0E0001000F000000⟧'a bas.",
129,NetErrorWirelessOffText,"⟦MSBT:0E00000003000400FF4B32FF⟧Wireless communication⟦MSBT:0E00000003000400000000FF⟧ must
be ⟦MSBT:0E00000003000400FF4B32FF⟧enabled⟦MSBT:0E00000003000400000000FF⟧.","Avant de continuer, vérifiez
que ⟦MSBT:0E00000003000400FF4B32FF⟧la communication sans
fil⟦MSBT:0E00000003000400000000FF⟧ est bien ⟦MSBT:0E00000003000400FF4B32FF⟧activée⟦MSBT:0E00000003000400000000FF⟧.","Betätige den ⟦MSBT:0E00000003000400FF4B32FF⟧WLAN-Schalter⟦MSBT:0E00000003000400000000FF⟧,
um die drahtlose Verbindung
zu ⟦MSBT:0E00000003000400FF4B32FF⟧aktivieren⟦MSBT:0E00000003000400000000FF⟧.","La ⟦MSBT:0E00000003000400FF4B32FF⟧comunicazione wireless⟦MSBT:0E00000003000400000000FF⟧
deve essere ⟦MSBT:0E00000003000400FF4B32FF⟧attivata⟦MSBT:0E00000003000400000000FF⟧.","⟦MSBT:0E000000020002005A00⟧Activa la ⟦MSBT:0E00000003000400FF4B32FF⟧comunicación⟦MSBT:0E000000020002005A00⟧
inalámbrica ⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400000000FF⟧antes de continuar.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000000000C00040008007B3093305F304430⟧本体の ⟦MSBT:0E00000003000400FF4B32FF⟧むせん⟦MSBT:0E00000000000C00040008006430463057309330⟧通信きのう⟦MSBT:0E00000003000400000000FF⟧を
⟦MSBT:0E00000003000400FF4B32FF⟧ON⟦MSBT:0E00000003000400000000FF⟧に してください。","⟦MSBT:0E00000003000400FF4B32FF⟧Wireless communication⟦MSBT:0E00000003000400000000FF⟧ must
be ⟦MSBT:0E00000003000400FF4B32FF⟧enabled⟦MSBT:0E00000003000400000000FF⟧.","Avant de continuer, vérifiez
que ⟦MSBT:0E00000003000400FF4B32FF⟧la communication sans
fil⟦MSBT:0E00000003000400000000FF⟧ est bien ⟦MSBT:0E00000003000400FF4B32FF⟧activée⟦MSBT:0E00000003000400000000FF⟧.","⟦MSBT:0E000000020002005A00⟧Activa la ⟦MSBT:0E00000003000400FF4B32FF⟧comunicación⟦MSBT:0E000000020002005A00⟧
inalámbrica ⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400000000FF⟧antes de continuar.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FF4B32FF⟧Kablosuz iletişim⟦MSBT:0E00000003000400000000FF⟧
⟦MSBT:0E00000003000400FF4B32FF⟧açık⟦MSBT:0E00000003000400000000FF⟧ olmalı.",
130,NetEndConfirmDialogWindowText,"⟦MSBT:0E00000003000400FF4B32FF⟧Quit the game ⟦MSBT:0E00000003000400000000FF⟧and return
to the title screen?
(The team will be disbanded.)","⟦MSBT:0E00000003000400FF4B32FF⟧Quitter la partie⟦MSBT:0E00000003000400000000FF⟧ et retourner
à l'écran titre ?
(L'équipe sera dissoute.)","⟦MSBT:0E000000020002005F00⟧⟦MSBT:0E00000003000400FF4B32FF⟧Spiel beenden ⟦MSBT:0E00000003000400000000FF⟧und zurück zum
Titelbildschirm? (Die aktuelle
Gruppensitzung wird beendet.)⟦MSBT:0E000000020002006400⟧","Vuoi ⟦MSBT:0E00000003000400FF4B32FF⟧uscire dal gioco⟦MSBT:0E00000003000400000000FF⟧ e
tornare allo schermo del
titolo? (La squadra verrà
sciolta.)","⟦MSBT:0E000000020002005A00⟧¿Quieres ⟦MSBT:0E00000003000400FF4B32FF⟧abandonar la partida ⟦MSBT:0E00000003000400000000FF⟧y
volver a la pantalla del título?
(Se disolverá el equipo.)⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FF4B32FF⟧ゲームを やめて⟦MSBT:0E00000003000400000000FF⟧
タイトルへ もどりますか？
(グループは かいさんされます)","⟦MSBT:0E00000003000400FF4B32FF⟧Quit the game ⟦MSBT:0E00000003000400000000FF⟧and return
to the title screen?
(The team will be disbanded.)","⟦MSBT:0E00000003000400FF4B32FF⟧Quitter la partie⟦MSBT:0E00000003000400000000FF⟧ et retourner
à l'écran titre?
(L'équipe sera dissoute.)","⟦MSBT:0E000000020002005A00⟧¿Quieres ⟦MSBT:0E00000003000400FF4B32FF⟧abandonar la partida ⟦MSBT:0E00000003000400000000FF⟧y
volver a la pantalla del título?
(Se disolverá el equipo).⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FF4B32FF⟧Oyundan çık⟦MSBT:0E00000003000400000000FF⟧ ve
başlık ekranına dön?
(Takım dağılacak.)",
131,NetQuestDecideConfirmDialogWindowText,"Do you want to challenge
⟦MSBT:0E00000003000400FF4B32FF⟧⟦MSBT:0E00020002000000⟧⟦MSBT:0E00000003000400000000FF⟧?","Ce choix vous convient-il ?
⟦MSBT:0E00000003000400FF4B32FF⟧⟦MSBT:0E00020002000000⟧⟦MSBT:0E00000003000400000000FF⟧","Willst du dich
⟦MSBT:0E00000003000400FF4B32FF⟧⟦MSBT:0E00020002000000⟧⟦MSBT:0E00000003000400000000FF⟧ stellen?","Vuoi affrontare la
⟦MSBT:0E00000003000400FF4B32FF⟧⟦MSBT:0E00020002000000⟧⟦MSBT:0E00000003000400000000FF⟧?","¿Quieres elegir la
⟦MSBT:0E00000003000400FF4B32FF⟧⟦MSBT:0E00020002000000⟧⟦MSBT:0E00000003000400000000FF⟧?","⟦MSBT:0E00000003000400FF4B32FF⟧⟦MSBT:0E00020002000000⟧ ⟦MSBT:0E00000003000400000000FF⟧に
ちょうせん しますか？","Do you want to challenge
⟦MSBT:0E00000003000400FF4B32FF⟧⟦MSBT:0E00020002000000⟧⟦MSBT:0E00000003000400000000FF⟧?","Ce choix vous convient-il?
⟦MSBT:0E00000003000400FF4B32FF⟧⟦MSBT:0E00020002000000⟧⟦MSBT:0E00000003000400000000FF⟧","¿Quieres elegir la
⟦MSBT:0E00000003000400FF4B32FF⟧⟦MSBT:0E00020002000000⟧⟦MSBT:0E00000003000400000000FF⟧?","⟦MSBT:0E00000003000400FF4B32FF⟧⟦MSBT:0E00020002000000⟧⟦MSBT:0E00000003000400000000FF⟧
seçilsin mi?",
132,NetQuestCancelledText,The quest has ended.,La quête est terminée.,⟦MSBT:0E000000020002005A00⟧Mission wurde abgebrochen.⟦MSBT:0E000000020002006400⟧,La missione è stata annullata.,La misión ha terminado.,クエストを やめました,The quest has ended.,La quête est terminée.,La misión ha terminado.,Görev sona erdi.,
