"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"Record03_text2","Aşkı toplayıp üzerime giyerim\nrüyaları dokuyup dolanırım\nBu yaralı, parçalanmış kalp bir daha asla eski hâline dönmez\nDayansam da dayansam da yarın uzak\nsallanır sallanır, bulanıklaşan gözyaşı\nAkar gider; saklı düşüncelerim kumun üstünde yüzüp durur\nKeşke bu dünya, gecede yolunu şaşıran bir pişmanlık oyunu olsa","Ai tsumuide mi ni matoi\nyume tsudzutte samayou\nKono kizutsuki wareta kokoro nido towa modorimasenu\n\nTaete taetemo ashita wa tooku\nyurare yurarete nijimu namida\nNagare nagasare shinobu omoi suna ni ukabemasuu\n\nIsso kono yo wa yoru ni tomadou miren-game","Ai tsumuide mi ni matoi\nyume tsudzutte samayou\nKono kizutsuki wareta kokoro nido towa modorimasenu\n\nTaete taetemo ashita wa tooku\nyurare yurarete nijimu namida\nNagare nagasare shinobu omoi suna ni ukabemasuu\n\nIsso kono yo wa yoru ni tomadou miren-game","Ai tsumuide mi ni matoi\nyume tsudzutte samayou\nKono kizutsuki wareta kokoro nido towa modorimasenu\n\nTaete taetemo ashita wa tooku\nyurare yurarete nijimu namida\nNagare nagasare shinobu omoi suna ni ukabemasuu\n\nIsso kono yo wa yoru ni tomadou miren-game","Ai tsumuide mi ni matoi\nyume tsudzutte samayou\nKono kizutsuki wareta kokoro nido towa modorimasenu\n\nTaete taetemo ashita wa tooku\nyurare yurarete nijimu namida\nNagare nagasare shinobu omoi suna ni ukabemasuu\n\nIsso kono yo wa yoru ni tomadou miren-game","Ai tsumuide mi ni matoi\nyume tsudzutte samayou\nKono kizutsuki wareta kokoro nido towa modorimasenu\n\nTaete taetemo ashita wa tooku\nyurare yurarete nijimu namida\nNagare nagasare shinobu omoi suna ni ukabemasuu\n\nIsso kono yo wa yoru ni tomadou miren-game","Ai tsumuide mi ni matoi\nyume tsudzutte samayou\nKono kizutsuki wareta kokoro nido towa modorimasenu\n\nTaete taetemo ashita wa tooku\nyurare yurarete nijimu namida\nNagare nagasare shinobu omoi suna ni ukabemasuu\n\nIsso kono yo wa yoru ni tomadou miren-game","Ai tsumuide mi ni matoi\nyume tsudzutte samayou\nKono kizutsuki wareta kokoro nido towa modorimasenu\n\nTaete taetemo ashita wa tooku\nyurare yurarete nijimu namida\nNagare nagasare shinobu omoi suna ni ukabemasuu\n\nIsso kono yo wa yoru ni tomadou miren-game","Ai tsumuide mi ni matoi\nyume tsudzutte samayou\nKono kizutsuki wareta kokoro nido towa modorimasenu\n\nTaete taetemo ashita wa tooku\nyurare yurarete nijimu namida\nNagare nagasare shinobu omoi suna ni ukabemasuu\n\nIsso kono yo wa yoru ni tomadou miren-game","あい つむいで みに まとい\nゆめ つづって さまよう\nこの きずつき われた こころ　にどとは もどりませぬ\n\nたえて たえても あしたは とおく\nゆられ ゆられて にじむ なみだ\nながれ ながされ しのぶ おもい すなに うかべますう\n\nいっそ このよは よるに とまどう みれんがめ"
"Record04","Mona Pizza (Japonca sürüm)","Mona Pizza (Japanese version)","Mona Pizza (Japanese version)","Mona Pizza (version jap.)","Mona Pizza (version jap.)","Mona Pizza (Japanische Version)","Mona Pizza (versione giapponese)","Mona Pizza (versión japonesa)","Mona Pizza (versión japonesa)","こちら☆モナピザ"
"Record04_text1","Burası MONA PIZZA\nsıcacık, taptaze\nsevgi katarak\nteslim ederiiiz (HAYDİ! HAYDİ! HAYDİ! HAYDİ!)\nBurası MONA PIZZA (GÜNAYDIN!)\nbol bol PEYNİR (NEFİS!)\nçıtır çıtır PİZZA hamuru (ÇOK NEFİS!)\nyanakların düşer (AMAN TANRIM!)","Kochira MONA PIZZA\natsu atsu dekitate\nAijou wo komete\nOtodoke shimasuu (GO! GO! GO! GO!)\n\nKochira MONA PIZZA (BUONGIORNO!)\ntappuri CHEESE ni (BUONO!)\nKarikari PIZZA kiji (MOLTO BUONO!)\nhoppe ga ochiru wa (MAMMA MIA!)","Kochira MONA PIZZA\natsu atsu dekitate\nAijou wo komete\nOtodoke shimasuu (GO! GO! GO! GO!)\n\nKochira MONA PIZZA (BUONGIORNO!)\ntappuri CHEESE ni (BUONO!)\nKarikari PIZZA kiji (MOLTO BUONO!)\nhoppe ga ochiru wa (MAMMA MIA!)","Kochira MONA PIZZA\natsu atsu dekitate\nAijou wo komete\nOtodoke shimasuu (GO! GO! GO! GO!)\n\nKochira MONA PIZZA (BUONGIORNO!)\ntappuri CHEESE ni (BUONO!)\nKarikari PIZZA kiji (MOLTO BUONO!)\nhoppe ga ochiru wa (MAMMA MIA!)","Kochira MONA PIZZA\natsu atsu dekitate\nAijou wo komete\nOtodoke shimasuu (GO! GO! GO! GO!)\n\nKochira MONA PIZZA (BUONGIORNO!)\ntappuri CHEESE ni (BUONO!)\nKarikari PIZZA kiji (MOLTO BUONO!)\nhoppe ga ochiru wa (MAMMA MIA!)","Kochira MONA PIZZA\natsu atsu dekitate\nAijou wo komete\nOtodoke shimasuu (GO! GO! GO! GO!)\n\nKochira MONA PIZZA (BUONGIORNO!)\ntappuri CHEESE ni (BUONO!)\nKarikari PIZZA kiji (MOLTO BUONO!)\nhoppe ga ochiru wa (MAMMA MIA!)","Kochira MONA PIZZA\natsu atsu dekitate\nAijou wo komete\nOtodoke shimasuu (GO! GO! GO! GO!)\n\nKochira MONA PIZZA (BUONGIORNO!)\ntappuri CHEESE ni (BUONO!)\nKarikari PIZZA kiji (MOLTO BUONO!)\nhoppe ga ochiru wa (MAMMA MIA!)","Kochira MONA PIZZA\natsu atsu dekitate\nAijou wo komete\nOtodoke shimasuu (GO! GO! GO! GO!)\n\nKochira MONA PIZZA (BUONGIORNO!)\ntappuri CHEESE ni (BUONO!)\nKarikari PIZZA kiji (MOLTO BUONO!)\nhoppe ga ochiru wa (MAMMA MIA!)","Kochira MONA PIZZA\natsu atsu dekitate\nAijou wo komete\nOtodoke shimasuu (GO! GO! GO! GO!)\n\nKochira MONA PIZZA (BUONGIORNO!)\ntappuri CHEESE ni (BUONO!)\nKarikari PIZZA kiji (MOLTO BUONO!)\nhoppe ga ochiru wa (MAMMA MIA!)","こちら モナピザ\nアツアツ できたて\nあいじょうを こめて\nおとどけしますぅ（ゴー！ ゴー！ ゴー！ ゴー！）\n　\nこちら モナピザ（ボンジョールノ！）\nたっぷり チーズに（ボーノ！）\nカリカリ ピザきじ（モ、モルトボーノ！）\nほっぺが おちるわ（マンマミーヤ！）"
"Record04_text2","Bir lokma yedin mi\nartık duramazsın\n(BİR, İKİ, ÜÇ, HAYDİ!)\nMONA PIZZA (Ben bu mekânın müdürüyüm)\nMONA PIZZA (Adım Joe)\nMONA PIZZA (Çok lezzetli diyorum!)\nMONA PIZZA (Lezzetli diyorum ya! Gufufufu!)","Hitokuchi tabeta nara\ndou nimo tomaranai\n(ONE, TWO, THREE, GO!)\n\nMONA PIZZA (Watashi ga tenchou no)\nMONA PIZZA (JOE de gozaimasu)\nMONA PIZZA (Umain da JOE)\nMONA PIZZA (Umain da JOE, datte! Gufufufu!)","Hitokuchi tabeta nara\ndou nimo tomaranai\n(ONE, TWO, THREE, GO!)\n\nMONA PIZZA (Watashi ga tenchou no)\nMONA PIZZA (JOE de gozaimasu)\nMONA PIZZA (Umain da JOE)\nMONA PIZZA (Umain da JOE, datte! Gufufufu!)","Hitokuchi tabeta nara\ndou nimo tomaranai\n(ONE, TWO, THREE, GO!)\n\nMONA PIZZA (Watashi ga tenchou no)\nMONA PIZZA (JOE de gozaimasu)\nMONA PIZZA (Umain da JOE)\nMONA PIZZA (Umain da JOE, datte! Gufufufu!)","Hitokuchi tabeta nara\ndou nimo tomaranai\n(ONE, TWO, THREE, GO!)\n\nMONA PIZZA (Watashi ga tenchou no)\nMONA PIZZA (JOE de gozaimasu)\nMONA PIZZA (Umain da JOE)\nMONA PIZZA (Umain da JOE, datte! Gufufufu!)","Hitokuchi tabeta nara\ndou nimo tomaranai\n(ONE, TWO, THREE, GO!)\n\nMONA PIZZA (Watashi ga tenchou no)\nMONA PIZZA (JOE de gozaimasu)\nMONA PIZZA (Umain da JOE)\nMONA PIZZA (Umain da JOE, datte! Gufufufu!)","Hitokuchi tabeta nara\ndou nimo tomaranai\n(ONE, TWO, THREE, GO!)\n\nMONA PIZZA (Watashi ga tenchou no)\nMONA PIZZA (JOE de gozaimasu)\nMONA PIZZA (Umain da JOE)\nMONA PIZZA (Umain da JOE, datte! Gufufufu!)","Hitokuchi tabeta nara\ndou nimo tomaranai\n(ONE, TWO, THREE, GO!)\n\nMONA PIZZA (Watashi ga tenchou no)\nMONA PIZZA (JOE de gozaimasu)\nMONA PIZZA (Umain da JOE)\nMONA PIZZA (Umain da JOE, datte! Gufufufu!)","Hitokuchi tabeta nara\ndou nimo tomaranai\n(ONE, TWO, THREE, GO!)\n\nMONA PIZZA (Watashi ga tenchou no)\nMONA PIZZA (JOE de gozaimasu)\nMONA PIZZA (Umain da JOE)\nMONA PIZZA (Umain da JOE, datte! Gufufufu!)","ひとくち たべたなら\nどうにも とまらない（ワン、トゥ、スリー、ゴー！）\nモナピザ（わたしが てんちょうの）\nモナピザ（ジョーで ございます）\nモナピザ（うまいんだジョー）\nモナピザ（うまいんだジョー、だって！ グフフフ）"
"Record04_text3","Biz PIZZA DINOSAUR'uz\nbizim pizzamız dünyada bir numara\nGüçlü, sert ve ÇOK GÜÇLÜ (Harika!)\nHızlı ve sıcak; başın döner (Yandın mı!)\nMONA PIZZA tırt kalır\nen iyisi biziz (Hadi!)\nDINOSAUR! PIZZA DINOSAUR!\n(Vahahahaha! Vahahahaha!)","Oretachi wa PIZZA DINOSAUR\noretachi no PIZZA sekai ichi\nTsuyokute katakute POWERFUL de (Subarashii!)\nhayakute atsukute me ga mawaru (Maitta ka!)\n\nMONA PIZZA henachoko sa\noretachi ga saikyou (Iku ze!)\nDINOSAUR! PIZZA DINOSAUR!\n(Wahahahaha! Wahahahaha!)","Oretachi wa PIZZA DINOSAUR\noretachi no PIZZA sekai ichi\nTsuyokute katakute POWERFUL de (Subarashii!)\nhayakute atsukute me ga mawaru (Maitta ka!)\n\nMONA PIZZA henachoko sa\noretachi ga saikyou (Iku ze!)\nDINOSAUR! PIZZA DINOSAUR!\n(Wahahahaha! Wahahahaha!)","Oretachi wa PIZZA DINOSAUR\noretachi no PIZZA sekai ichi\nTsuyokute katakute POWERFUL de (Subarashii!)\nhayakute atsukute me ga mawaru (Maitta ka!)\n\nMONA PIZZA henachoko sa\noretachi ga saikyou (Iku ze!)\nDINOSAUR! PIZZA DINOSAUR!\n(Wahahahaha! Wahahahaha!)","Oretachi wa PIZZA DINOSAUR\noretachi no PIZZA sekai ichi\nTsuyokute katakute POWERFUL de (Subarashii!)\nhayakute atsukute me ga mawaru (Maitta ka!)\n\nMONA PIZZA henachoko sa\noretachi ga saikyou (Iku ze!)\nDINOSAUR! PIZZA DINOSAUR!\n(Wahahahaha! Wahahahaha!)","Oretachi wa PIZZA DINOSAUR\noretachi no PIZZA sekai ichi\nTsuyokute katakute POWERFUL de (Subarashii!)\nhayakute atsukute me ga mawaru (Maitta ka!)\n\nMONA PIZZA henachoko sa\noretachi ga saikyou (Iku ze!)\nDINOSAUR! PIZZA DINOSAUR!\n(Wahahahaha! Wahahahaha!)","Oretachi wa PIZZA DINOSAUR\noretachi no PIZZA sekai ichi\nTsuyokute katakute POWERFUL de (Subarashii!)\nhayakute atsukute me ga mawaru (Maitta ka!)\n\nMONA PIZZA henachoko sa\noretachi ga saikyou (Iku ze!)\nDINOSAUR! PIZZA DINOSAUR!\n(Wahahahaha! Wahahahaha!)","Oretachi wa PIZZA DINOSAUR\noretachi no PIZZA sekai ichi\nTsuyokute katakute POWERFUL de (Subarashii!)\nhayakute atsukute me ga mawaru (Maitta ka!)\n\nMONA PIZZA henachoko sa\noretachi ga saikyou (Iku ze!)\nDINOSAUR! PIZZA DINOSAUR!\n(Wahahahaha! Wahahahaha!)","Oretachi wa PIZZA DINOSAUR\noretachi no PIZZA sekai ichi\nTsuyokute katakute POWERFUL de (Subarashii!)\nhayakute atsukute me ga mawaru (Maitta ka!)\n\nMONA PIZZA henachoko sa\noretachi ga saikyou (Iku ze!)\nDINOSAUR! PIZZA DINOSAUR!\n(Wahahahaha! Wahahahaha!)","オレたちは ピザダイナソー\nオレたちの ピザ せかいいち\nつよくて かたくて パワフルで（すばらしい！）\nはやくて あつくて めがまわる（まいったか！）\n\nモナピザ へなちょこさ\nおれたちが さいきょう（いくぜ！）\nダイナソー ピザダイナソー\n（わーはっはっはっは！ わーはっはっはっはっは！）"
"Record05","Mona Pizza","Mona Pizza","Mona Pizza","Mona Pizza","Mona Pizza (version anglaise)","Mona Pizza","Mona Pizza","Mona Pizza (versión inglesa)","Mona Pizza (versión inglesa)","こちら☆モナピザ　～えいごバージョン"
"Record05_text1","Burası Mona Pizza\nDünyanın en iyi yemeklerini yapar\nTaptaze sos, bol bol peynir\nDoğruca kapına gelir\n(Nham! Nham! Nham! Nham!)\nBurası Mona Pizza (Günaydın!)\nHer tür leziz şeyi yapar (Nefis!)\nPizzamızın çıtır çıtır hamuru (Harika!)\nötekileri geride bırakır (Aman Tanrım!)","This here is Mona Pizza\nMakers of the world's best eats-a\nFresh sauce and cheese galore\nBrought straight to your front door\n(Yum! Yum! Yum! Yum!)\nThis here is Mona Pizza (Buongiorno!)\nMakers of all tasty treats-a (Buono!)\nOur pies' crispy, crunchy crust (Bellissima!)\nleaves others in the dust (Mamma mia!)","This here is Mona Pizza\nMakers of the world's best eats-a\nFresh sauce and cheese galore\nBrought straight to your front door\n(Yum! Yum! Yum! Yum!)\nThis here is Mona Pizza (Buongiorno!)\nMakers of all tasty treats-a (Buono!)\nOur pies' crispy, crunchy crust (Bellissima!)\nleaves others in the dust (Mamma mia!)","This here is Mona Pizza\nMakers of the world's best eats-a\nFresh sauce and cheese galore\nBrought straight to your front door\n(Yum! Yum! Yum! Yum!)\nThis here is Mona Pizza (Buongiorno!)\nMakers of all tasty treats-a (Buono!)\nOur pies' crispy, crunchy crust (Bellissima!)\nleaves others in the dust (Mamma mia!)","This here is Mona Pizza\nMakers of the world's best eats-a\nFresh sauce and cheese galore\nBrought straight to your front door\n(Yum! Yum! Yum! Yum!)\nThis here is Mona Pizza (Buongiorno!)\nMakers of all tasty treats-a (Buono!)\nOur pies' crispy, crunchy crust (Bellissima!)\nleaves others in the dust (Mamma mia!)","This here is Mona Pizza\nMakers of the world's best eats-a\nFresh sauce and cheese galore\nBrought straight to your front door\n(Yum! Yum! Yum! Yum!)\nThis here is Mona Pizza (Buongiorno!)\nMakers of all tasty treats-a (Buono!)\nOur pies' crispy, crunchy crust (Bellissima!)\nleaves others in the dust (Mamma mia!)","This here is Mona Pizza\nMakers of the world's best eats-a\nFresh sauce and cheese galore\nBrought straight to your front door\n(Yum! Yum! Yum! Yum!)\nThis here is Mona Pizza (Buongiorno!)\nMakers of all tasty treats-a (Buono!)\nOur pies' crispy, crunchy crust (Bellissima!)\nleaves others in the dust (Mamma mia!)","This here is Mona Pizza\nMakers of the world's best eats-a\nFresh sauce and cheese galore\nBrought straight to your front door\n(Yum! Yum! Yum! Yum!)\nThis here is Mona Pizza (Buongiorno!)\nMakers of all tasty treats-a (Buono!)\nOur pies' crispy, crunchy crust (Bellissima!)\nleaves others in the dust (Mamma mia!)","This here is Mona Pizza\nMakers of the world's best eats-a\nFresh sauce and cheese galore\nBrought straight to your front door\n(Yum! Yum! Yum! Yum!)\nThis here is Mona Pizza (Buongiorno!)\nMakers of all tasty treats-a (Buono!)\nOur pies' crispy, crunchy crust (Bellissima!)\nleaves others in the dust (Mamma mia!)","This here is Mona Pizza \nMakers of the world's best eats-a\nFresh sauce and cheese gal-ore\nBrought straight to your front do-or\n(Yum! Yum! Yum! Yum!)\nThis here is Mona Pizza (Buon giorno!)\nMakers of all tasty treats-a (Buono!)\nOur pies' crispy crunchy cru-st (Bellissima!)\nLeaves others in the d-ust (Mamma mia!)"
"Record05_text2","Sıcak bir dilim kap ve kocaman bir ısırık al\nO kadar lezzetli ki daha fazlası için\nkavga bile edersin!\nMona Pizza (Ben bu mekânın müdürüyüm)\nMona Pizza (Adım Joe)\nMona Pizza (Bu bir pizza sanatı)\nMona Pizza (Ben ""pizza sanatı"" dedim, hahaha!)","Grab a hot slice and take a big bite\nIt's so good that you'll start a fight\nfor more!\nMona Pizza (I'm the manager of this joint)\nMona Pizza (My name is Joe)\nMona Pizza (It's-a pizza art)\nMona Pizza (I said-a ""pizza art,"" hahaha!)","Grab a hot slice and take a big bite\nIt's so good that you'll start a fight\nfor more!\nMona Pizza (I'm the manager of this joint)\nMona Pizza (My name is Joe)\nMona Pizza (It's-a pizza art)\nMona Pizza (I said-a ""pizza art,"" hahaha!)","Grab a hot slice and take a big bite\nIt's so good that you'll start a fight\nfor more!\nMona Pizza (I'm the manager of this joint)\nMona Pizza (My name is Joe)\nMona Pizza (It's-a pizza art)\nMona Pizza (I said-a ""pizza art,"" hahaha!)","Grab a hot slice and take a big bite\nIt's so good that you'll start a fight\nfor more!\nMona Pizza (I'm the manager of this joint)\nMona Pizza (My name is Joe)\nMona Pizza (It's-a pizza art)\nMona Pizza (I said-a ""pizza art,"" hahaha!)","Grab a hot slice and take a big bite\nIt's so good that you'll start a fight\nfor more!\nMona Pizza (I'm the manager of this joint)\nMona Pizza (My name is Joe)\nMona Pizza (It's-a pizza art)\nMona Pizza (I said-a ""pizza art,"" hahaha!)","Grab a hot slice and take a big bite\nIt's so good that you'll start a fight\nfor more!\nMona Pizza (I'm the manager of this joint)\nMona Pizza (My name is Joe)\nMona Pizza (It's-a pizza art)\nMona Pizza (I said-a ""pizza art,"" hahaha!)","Grab a hot slice and take a big bite\nIt's so good that you'll start a fight\nfor more!\nMona Pizza (I'm the manager of this joint)\nMona Pizza (My name is Joe)\nMona Pizza (It's-a pizza art)\nMona Pizza (I said-a ""pizza art,"" hahaha!)","Grab a hot slice and take a big bite\nIt's so good that you'll start a fight\nfor more!\nMona Pizza (I'm the manager of this joint)\nMona Pizza (My name is Joe)\nMona Pizza (It's-a pizza art)\nMona Pizza (I said-a ""pizza art,"" hahaha!)","Grab a hot slice and take a big bite\nIt's so good that\nyou'll start a fight for more\nMona Pizza (I'm the manager of this joint.)\nMona Pizza (My name is Joe)\nMona Pizza (It's a pizza art!)\nMona Pizza (I said a ""pizza art"")"
"Record05_text3","Biz Pizza Dinosaur'u temsil ediyoruz\nDünyada en çok şubesi olan biziz\nHamurumuz sert, sosumuz ince\nAma her yerdeyiz, yani mecburen kabullenirsin\nMona Pizza bize yaklaşamaz bile\nÇünkü 6 binden fazla şubemiz var\nPizza Dinosaur\nPizza Dinosaur\n(Vahahaha! Vahahaha!)","We represent Pizza Dinosaur\nWe got the most stores in the world\nOur crust is tough and our sauce is thin\nBut we're everywhere, so you gotta give in\nMona Pizza's got nothing on us\n'Cause we've got six thousand stores plus\nPizza Dinosaur\nPizza Dinosaur\n(Wahahaha! Wahahaha!)","We represent Pizza Dinosaur\nWe got the most stores in the world\nOur crust is tough and our sauce is thin\nBut we're everywhere, so you gotta give in\nMona Pizza's got nothing on us\n'Cause we've got six thousand stores plus\nPizza Dinosaur\nPizza Dinosaur\n(Wahahaha! Wahahaha!)","We represent Pizza Dinosaur\nWe got the most stores in the world\nOur crust is tough and our sauce is thin\nBut we're everywhere, so you gotta give in\nMona Pizza's got nothing on us\n'Cause we've got six thousand stores plus\nPizza Dinosaur\nPizza Dinosaur\n(Wahahaha! Wahahaha!)","We represent Pizza Dinosaur\nWe got the most stores in the world\nOur crust is tough and our sauce is thin\nBut we're everywhere, so you gotta give in\nMona Pizza's got nothing on us\n'Cause we've got six thousand stores plus\nPizza Dinosaur\nPizza Dinosaur\n(Wahahaha! Wahahaha!)","We represent Pizza Dinosaur\nWe got the most stores in the world\nOur crust is tough and our sauce is thin\nBut we're everywhere, so you gotta give in\nMona Pizza's got nothing on us\n'Cause we've got six thousand stores plus\nPizza Dinosaur\nPizza Dinosaur\n(Wahahaha! Wahahaha!)","We represent Pizza Dinosaur\nWe got the most stores in the world\nOur crust is tough and our sauce is thin\nBut we're everywhere, so you gotta give in\nMona Pizza's got nothing on us\n'Cause we've got six thousand stores plus\nPizza Dinosaur\nPizza Dinosaur\n(Wahahaha! Wahahaha!)","We represent Pizza Dinosaur\nWe got the most stores in the world\nOur crust is tough and our sauce is thin\nBut we're everywhere, so you gotta give in\nMona Pizza's got nothing on us\n'Cause we've got six thousand stores plus\nPizza Dinosaur\nPizza Dinosaur\n(Wahahaha! Wahahaha!)","We represent Pizza Dinosaur\nWe got the most stores in the world\nOur crust is tough and our sauce is thin\nBut we're everywhere, so you gotta give in\nMona Pizza's got nothing on us\n'Cause we've got six thousand stores plus\nPizza Dinosaur\nPizza Dinosaur\n(Wahahaha! Wahahaha!)","We represent Pizza Dinosaur\nWe got the most stores in the world\nOur crust is tough and our sauce is thin\nBut we're everywhere,so you gotta give in\nMona Pizza's got nothing on us\nCause we've got six thousand stores plus\nPizza  Dinosaur\nPizza  Dinosaur\n(Wahahaha, Wahahaha!)"
"Record06","Wario'yla Mambo","Wario de Mambo","Wario de Mambo","Wario de Mambo","Wario de Mambo","Wario-Mambo","Wario de Mambo","Wario mambo","Wario mambo","ワリオ de マンボ"
"Record06_text1","HANIMLAR VE BEYLER\nWario'yla... MAMBO!\nWario'yla MAMBO, Wario'yla MAMBO\nWario'yla MAMBO, Wario'yla MAMBO\nWario'yla MAMBO, Wario'yla MAMBO\nWario'yla MAMBO, nya nya nya nyaaa\nWario'yla MAMBO, Wario kaç para?\nWario'yla MAMBO, MA-M-BO!","LADIES AND GENTLEMEN\nWario de...MAMBO!\nWario de MAMBO, Wario de MAMBO\nWario de MAMBO, Wario de MAMBO\n\nWario de MAMBO, Wario de MAMBO\nWario de MAMBO, nya nya nya nyaaa\nWario de MAMBO, Wario de nanbo?\nWario de MAMBO, MA-M-BO!","LADIES AND GENTLEMEN\nWario de...MAMBO!\nWario de MAMBO, Wario de MAMBO\nWario de MAMBO, Wario de MAMBO\n\nWario de MAMBO, Wario de MAMBO\nWario de MAMBO, nya nya nya nyaaa\nWario de MAMBO, Wario de nanbo?\nWario de MAMBO, MA-M-BO!","LADIES AND GENTLEMEN\nWario de...MAMBO!\nWario de MAMBO, Wario de MAMBO\nWario de MAMBO, Wario de MAMBO\n\nWario de MAMBO, Wario de MAMBO\nWario de MAMBO, nya nya nya nyaaa\nWario de MAMBO, Wario de nanbo?\nWario de MAMBO, MA-M-BO!","LADIES AND GENTLEMEN\nWario de...MAMBO!\nWario de MAMBO, Wario de MAMBO\nWario de MAMBO, Wario de MAMBO\n\nWario de MAMBO, Wario de MAMBO\nWario de MAMBO, nya nya nya nyaaa\nWario de MAMBO, Wario de nanbo?\nWario de MAMBO, MA-M-BO!","LADIES AND GENTLEMEN\nWario de...MAMBO!\nWario de MAMBO, Wario de MAMBO\nWario de MAMBO, Wario de MAMBO\n\nWario de MAMBO, Wario de MAMBO\nWario de MAMBO, nya nya nya nyaaa\nWario de MAMBO, Wario de nanbo?\nWario de MAMBO, MA-M-BO!","LADIES AND GENTLEMEN\nWario de...MAMBO!\nWario de MAMBO, Wario de MAMBO\nWario de MAMBO, Wario de MAMBO\n\nWario de MAMBO, Wario de MAMBO\nWario de MAMBO, nya nya nya nyaaa\nWario de MAMBO, Wario de nanbo?\nWario de MAMBO, MA-M-BO!","LADIES AND GENTLEMEN\nWario de...MAMBO!\nWario de MAMBO, Wario de MAMBO\nWario de MAMBO, Wario de MAMBO\n\nWario de MAMBO, Wario de MAMBO\nWario de MAMBO, nya nya nya nyaaa\nWario de MAMBO, Wario de nanbo?\nWario de MAMBO, MA-M-BO!","LADIES AND GENTLEMEN\nWario de...MAMBO!\nWario de MAMBO, Wario de MAMBO\nWario de MAMBO, Wario de MAMBO\n\nWario de MAMBO, Wario de MAMBO\nWario de MAMBO, nya nya nya nyaaa\nWario de MAMBO, Wario de nanbo?\nWario de MAMBO, MA-M-BO!","レディース アンド ジェントルメン\nワリオでー…マンボ！\nワリオ de マンボ　ワリオ de マンボ\nワリオ de マンボ　ワリオ de マンボ\n\nワリオ de マンボ　ワリオ de マンボ\nワリオ de マンボ　ニャニャニャニャー\nワリオ de マンボ　ワリオでなんぼ？\nワリオ de マンボ　マ・ン・ボ！"
