index,key,F,G,I,S,U,TR
429,MID_H_SORTIE_通信,Accéder aux fonctions et contenus additionnels.,Auf Drahtlosfunktionen und Extras zugreifen.,Accedi a funzionalità e bonus wireless.,Acceder a bonificaciones inalámbricas.,Access wireless features and bonuses.,Kablosuz özelliklere ve bonuslara eriş.
430,MID_SORTIE_環境設定,Options,Opt.,Opzioni,Opciones,Options,Seçenekler
431,MID_H_SORTIE_環境設定,Modifier les options de jeu.,Spieleinstellungen vornehmen.,Modifica le opzioni di gioco.,Cambiar las opciones de juego.,Adjust game options.,Oyun ayarlarını değiştir.
432,MID_SORTIE_記録,Sauvegarder,Speichern,Salva,Guardar,Save,Kaydet
433,MID_H_SORTIE_記録,Sauvegarder votre progression.,Speichere deinen Fortschritt.,Salva i tuoi progressi.,Guardar la partida.,Save your progress.,İlerlemeni kaydet.
434,MID_SORTIE_戻る,Quitter,Verlassen,Esci,Volver,Exit,Çıkış
435,MID_H_SORTIE_戻る,Revenir à la carte du monde.,Zur Weltkarte zurückkehren.,Torna al mappamondo.,Volver al mapa.,Return to the World Map.,Dünya Haritasına dön.
436,MID_SORTIE_戻る確認,Revenir à la carte du monde ?,Zur Weltkarte zurückkehren?,Torni al mappamondo?,¿Volver al mapa?,Return to the World Map?,Dünya Haritasına dönülsün mü?
437,MID_SORTIE_編成終了,Combat,Kämpf.,Combat.,Luchar,Fight,Savaş
438,MID_H_SORTIE_編成終了,Terminer les préparatifs et débuter le combat.,Vorbereitungen beenden und Schlacht beginnen.,Termina i preparativi e dai inizio alla battaglia.,Finalizar los preparativos y comenzar la batalla.,End preparations and start the battle.,Hazırlıkları bitir ve savaşa başla.
439,MID_SORTIE_編成終了確認,Débuter le combat ?,Schlacht beginnen?,Dai inizio alla battaglia?,¿Comenzar la batalla?,Start the battle?,Savaşa başlamak mı istiyorsunuz?
440,MID_SORTIE_持ち物整理_持ち物,Objets,Items,Strumenti,Objetos,Items,Eşyalar
441,MID_SORTIE_持ち物整理_リスト,Tous les objets,Alle Items,Tutti gli strum.,Carro,All Items,Tüm Ürünler
442,MID_SORTIE_スキル着脱_外す,Enlever,Entfernen,Disat.,Quitar,Remove,Çıkar
443,MID_H_SORTIE_スキル着脱_外す,Enlever,Entfernen,Disat.,Quitar,Remove,Çıkar
444,MID_SORTIE_スキル着脱_並替え,Ranger,Sortieren,Su,Ordenar,Reorder,Yeniden sırala
445,MID_H_SORTIE_スキル着脱_並替え,Ranger,Neu sortieren,Su,Ordenar,Reorder,Yeniden sırala
446,MID_SORTIE_スキル着脱_装備,Équiper,Ausrüst.,Attiva,Equipar,Equip,Donat
447,MID_H_SORTIE_スキル着脱_装備,Équiper,Ausrüsten,Attiva,Equipar,Equip,Donat
448,MID_SORTIE_スキル着脱_交換,Échanger,Austau.,Scambia,Interc.,Swap,Takas
449,MID_H_SORTIE_スキル着脱_交換,Échanger,Austauschen,Scambia,Intercambiar,Swap,Takas
450,MID_SORTIE_スキル着脱_習得済みスキル,Techniques dispo,Verfügbare Fähigkeiten,Abilità disponibili,Habilidades disp.,Available Skills,Mevcut Beceriler
451,MID_SORTIE_スキル着脱_無し,(aucune équipée),Keine ausgerüstet,Nessuna attivata,Ninguna equipada,(No skills equipped),(Donatılacak beceri yok)
452,MID_SORTIE_スキル着脱_無し２,(toutes équipées),Alle ausgerüstet,Tutte attivate,Todas equipadas,(All skills equipped),(Tüm beceriler donatılmış)
453,MID_SORTIE_一括整理,Gérer,Verwalten,Gestisci,Gest.,Manage,Yönet
454,MID_SORTIE_一括整理_おまかせ整理,Optimiser,Optimieren,Ottimizza,Optimizar,Optimise,Optimize et
455,MID_H_SORTIE_一括整理_おまかせ整理,Optimiser l'équipement de vos unités déployées.,Optimiere die Ausrüstung der Kampfeinheiten.,Ottimizza l'equipaggiamento delle unità.,Optimizar el equipo de tus unidades.,Optimise your fighting units' equipment.,Savaşan birimlerin ekipmanını iyileştir.
456,MID_SORTIE_一括整理_おまかせ整理確認,"Optimiser l'équipement de vos
unités déployées ? (Les objets
équipés sur d'autres unités seront
envoyés dans le convoi.)","Die Ausrüstung deiner
Kampfeinheiten optimieren?
(Items anderer Einheiten werden
zum Vorrat geschickt.)","Ottimizzi l'equipaggiamento delle
unità schierate? (Gli strumenti in
mano ad altre unità finiranno nei
rifornimenti.)","¿Quieres optimizar el equipo
de tus unidades combatientes?
(Los objetos que tengan otras
unidades se enviarán al carro.)","Optimise your fighting units'
equipment? (Items held by other
units will be returned to the
convoy.)","Savaş birimlerinin ekipmanı optimize
edilsin mi? (Diğer birimlerin eşyaları
konvoya gönderilir.)"
457,MID_SORTIE_一括整理_おまかせ整理警告,"Le convoi ne contient pas assez
d'objets pour équiper
complètement les unités déployées.","Du hast nicht genügend Items im
Vorrat, um alle Kampfeinheiten
ordentlich auszurüsten.","Tra i rifornimenti non ci sono
strumenti a sufficienza per
equipaggiare tutte le unità.","No hay objetos suficientes en el
carro para equipar a tus unidades
adecuadamente.","There were not enough items in
the convoy to properly equip all
fighting units.","Konvoyda tüm savaş birimlerini
uygun şekilde donatmaya yetecek
kadar eşya yoktu."
458,MID_SORTIE_一括整理_全預け,Stocker tout,Alle lagern,Svuota,Depos. todo,Store All,Tümünü Sakla
459,MID_H_SORTIE_一括整理_全預け,Stocker tous les objets dans le convoi.,Die Items aller Einheiten im Vorrat lagern.,Invia tutti gli strumenti ai rifornimenti.,Enviar todos los objetos al carro.,Store all units' items with the convoy.,Tüm birimlerin eşyalarını konvoyda depola.
460,MID_SORTIE_一括整理_全預け確認,Stocker tous les objets ?,Alle Items im Vorrat lagern?,"Invii tutti gli strumenti
ai rifornimenti?","¿Enviar todos los objetos
al carro?",Store all items with the convoy?,Tüm eşyalar konvoya gönderilsin mi?
461,MID_SORTIE_一括整理_全補充,Recharger tout,Alle aufladen,Ripara tutto,Rep. todo,Restock All,Tümünü Yeniden Stokla
462,MID_H_SORTIE_一括整理_全補充,Recharger tous les objets grâce au convoi.,"Vorrat verwenden, um alle Items aufzuladen.",Ripara strumenti esauriti usando i rifornimenti.,Usar el carro para reponer todos los objetos.,Use the convoy to restock all items.,Tüm eşyaları konvoydan tamamla.
463,MID_SORTIE_一括整理_全補充確認,"Utiliser le stock du convoi pour
recharger tous les objets ?","Vorratsüberschuss nutzen, um
verbrauchte Items aufzuladen?","Ripari gli strumenti usando le
eccedenze nei rifornimenti?","¿Usar los excedentes del carro
para reponer objetos usados?","Use surplus in the convoy to
restock depleted items?","Tükenen eşyaları yenilemek için
konvoydaki fazlalık kullanılsın mı?"
464,MID_SORTIE_個人一括_おまかせ整理,Optimiser,Optimieren,Ottimizza,Optimizar,Optimise,Optimize et
465,MID_H_SORTIE_個人一括_おまかせ整理,Optimiser l'équipement de cette unité.,Die Ausrüstung dieser Einheit optimieren.,Ottimizza l'equipaggiamento di quest'unità.,Optimizar el equipo de esta unidad.,Optimise this unit's equipment.,Bu birimin ekipmanını optimize et.
466,MID_SORTIE_個人一括_おまかせ整理警告,"Le convoi ne contient pas assez
d'objets pour équiper cette unité.","Nicht genügend Items im
Vorrat, um diese Einheit
ordentlich auszurüsten.","Rifornimenti insufficienti per
equipaggiare quest'unità.","No hay objetos suficientes en el
carro para equipar a la unidad.","There were not enough items
in the convoy to properly equip
this unit.","Konvoyda bu birimin uygun
şekilde donatılmasına yetecek
kadar eşya yoktu."
467,MID_SORTIE_個人一括_全預け,Stocker tout,Alle lagern,Svuota,Depos. todo,Store All,Tümünü Sakla
468,MID_H_SORTIE_個人一括_全預け,Stocker tous les objets de l'unité dans le convoi.,Die Items dieser Einheit im Vorrat lagern.,Invia tutti gli strumenti dell'unità ai rifornimenti.,Enviar todos los objetos al carro.,Store this unit's items with the convoy.,Bu birimin eşyalarını konvoyda depola.
469,MID_SORTIE_個人一括_全補充,Recharger tout,Alle aufladen,Ripara tutto,Rep. todo,Restock All,Tümünü Yeniden Stokla
470,MID_H_SORTIE_個人一括_全補充,Recharger tous les objets de l'unité grâce au convoi.,"Vorrat nutzen, um Items der Einheit aufzuladen.",Usa i rifornimenti e ripara gli strum. dell'unità.,Usar el carro para reponer todos los objetos.,Use the convoy to restock this unit's items.,Bu birimin eşyalarını konvoydan tamamla.
471,MID_H_SORTIE_出撃人数,$aVous pouvez encore en sélectionner $a0.,$aDu kannst noch $a0 auswählen.,$aPuoi selezionarne ancora $a0.,$aPuedes elegir $a0 más.,$aYou can select $a0 more.,$a$a0 birim daha seçebilirsin.
472,MID_B_SORTIE_部隊表,Plus,+,Più,Info.,More,Daha
473,MID_B_SORTIE_一覧,Moins,-,Meno,Atrás,Less,Az
474,MID_B_SORTIE_おまかせ,Gérer,Verwalten,Gestisci,Gest.,Manage,Yönet
475,MID_B_SORTIE_切り替え,Permuter,Wechs.,Cambia,Cambiar,Switch,Değiştir
476,MID_RELIANCE_会話相手選択,Choisir un interlocuteur.,Wähle einen Gesprächspartner.,Scegli un compagno con cui parlare.,¿Con quién va a conversar?,Choose a conversation partner.,Bir konuşma ortağı seç.
477,MID_RELIANCE_名前不明,? ? ?,???,? ? ?,(?),? ? ?,? ? ?
478,MID_MYROOM_占い,Vieux Baba,Rasputamus,Affinità,Abuelo Picaruelo,Old Hubba,İhtiyar Hubba
479,MID_H_MYROOM_占い,Aide,Rasputamus-Hilfe,Affinità di coppia,Ayuda,Old Hubba Help,İhtiyar Hubba Yardımı
480,MID_H_MYROOM_占いトップ,"Si vous voulez savoir ce que deux
de vos soldats ressentent l'un pour
l'autre, sélectionnez-les et le vieux
Baba sondera leurs émotions.

$c30,130,0,255|(Seulement pour s'amuser !)","Fragst du dich, wie deine Einheiten
wirklich zueinander stehen? Wähle
zwei Charaktere, damit Rasputamus
ihre wahren Emotionen aufdeckt.

$c30,130,0,255|(Nur zum Vergnügen!)","Vuoi scoprire cosa provano i tuoi
guerrieri gli uni per gli altri?
Scegli due unità e il vecchio Laidus
sonderà i loro cuori.

$c30,130,0,255|(Solo per divertimento!)","¿Qué piensan tus unidades de sus
camaradas? Elige a dos y el Abuelo
Picaruelo averiguará cuáles son sus
verdaderos sentimientos...

$c30,130,0,255|(¡Solo si quieres divertirte!)","Wonder how your soldiers really feel
about each other? Pick two units,
and Old Hubba will read the vibes to
give his take on their true emotions.

$c30,130,0,255|(For entertainment purposes only!)","İki askerin birbirine ne hissettiğini
merak ediyor musun? İkisini seç;
İhtiyar Hubba gerçek duygularını
yorumlasın.

$c30,130,0,255|(Sadece eğlence amaçlı!)"
481,MID_MYROOM_データ,Données,Daten,Dati,Datos,Data,Veri
482,MID_H_MYROOM_データ,Aide,Hilfe,Info,Ayuda,Help,Yardım
483,MID_MYROOM_いろいろデータ,Autres données,Versch. Daten,Altri dati,Otros datos,Various Data,Çeşitli Veriler
484,MID_MYROOM_模様替え,Image de fond,Hintergrund,Sfondo,Fondo,Backdrop,Arka plan
485,MID_H_MYROOM_模様替え,,,,,,
486,MID_MYROOM_模様替え選択,Choisir une nouvelle image de fond.,Neuen Hintergrund wählen.,Seleziona un nuovo sfondo.,Elige un fondo nuevo.,Select a new backdrop.,Yeni bir arka plan seç.
487,MID_MYROOM_様子を見る,Observer,Anhören,Ascolta,Ver,Listen In,Dinle
488,MID_H_MYROOM_様子を見る,,,,,,
489,MID_MYROOM_キャラ名鑑,Liste,Liste,Lista,Biografías,Roster,Kadro
490,MID_H_MYROOM_キャラ名鑑,"Choisir un personnage pour
lire sa biographie.","Einen Charakter wählen, um
die Biographie anzusehen.","Scegli un personaggio qui
sopra e leggi la sua storia.","Elige a un personaje para
ver su biografía.","Choose a story character above
to view his or her bio here.","Biyografisini burada görüntülemek için
yukarıdan bir hikâye karakteri seçin."
491,MID_H_MYROOM_キャラ名鑑_死亡ロスト,Mort :,Gestorben:,Morte:,Mte.:,Died:,Ölü:
492,MID_H_MYROOM_キャラ名鑑_同行ロスト,Repli :,Ausgeschieden:,Fuga:,Ret.:,Retired:,Emekli:
493,MID_MYROOM_マイユニ名鑑,Journal,Avatar-Logbuch,Registro,Registro,Avatar Logbook,Kayıt Defteri
494,MID_H_MYROOM_マイユニ名鑑,"Voir les avatars et les fiches
des joueurs rencontrés grâce
à StreetPass.","Avatare und Visitenkarten von
Einheiten ansehen, denen du
über StreetPass begegnet bist.","Visualizza i personaggi e le
carte delle unità collezionate
con StreetPass.","Ver los avatares y las fichas
de las unidades que has ido
encontrando con StreetPass.","View the avatars and profile
cards of units you have
encountered via StreetPass.","StreetPass aracılığıyla karşılaştığınız
birimlerin avatarlarını ve profil
kartlarını görüntüle."
495,MID_MYROOM_恋愛事情,Statut amoureux,Liebesleben,Vita amorosa,Relaciones,Avatar Love Life,Aşk Hayatı
496,MID_H_MYROOM_恋愛事情,"Voir le statut amoureux des
avatars de joueurs rencontrés.","Sieh dir den Beziehungsstatus
von Spielern an, denen du über
StreetPass begegnet bist.","Scopri di più sui giocatori
incontrati via StreetPass.","Ver relaciones con jugadores
encontrados con StreetPass.","View the romantic status of
players you met via StreetPass.","StreetPass aracılığıyla tanıştığınız
oyuncuların romantik durumlarını
görüntüle."
497,MID_MYROOM_カード編集,Mod. fiche,Karte bearbeiten,Mod. carta,Editar ficha,Edit Card,Kartı Düzenle
498,MID_MYROOM_見渡す,Voir,Ansehen,Guarda,Examinar,Look,Bak
499,MID_H_MYROOM_見渡す,Utiliser le pad circulaire pour bouger la caméra.,Bewege die Kamera mit dem Schiebepad.,Usa il pad scorrevole per cambiare visuale.,Usa el botón deslizante para mover la cámara.,Use the Circle Pad to move the camera.,Kamerayı Dairesel Ped ile hareket ettir.
500,MID_MYROOM_カメラ操作,Caméra,Kamera,Visuale,Cámara,Camera,Kamera
501,MID_H_MYROOM_カード編集,Modifier votre fiche.,Bearbeite deine Visitenkarte.,Fai delle modifiche alla tua carta.,Edita tu ficha.,Edit your profile card.,Profil kartını düzenle.
502,MID_MYROOM_個性,Attribut,Eigenschaft,Caratteristica,Personalidad,Trait,Özellik
503,MID_H_MYROOM_個性,Choisir un adjectif qui vous définit.,"Wähle eine Eigenschaft, die dich beschreibt.",Scegli un aggettivo che ti descriva.,Elige un adjetivo para definirte.,Select an adjective to describe yourself.,Kendini tanımlamak için bir sıfat seç.
504,MID_MYROOM_表情,Expression,Gesicht,Espressione,Expresión,Expression,İfade
505,MID_H_MYROOM_表情,Choisir une expression du visage.,Wähle einen Gesichtsausdruck.,Seleziona un'espressione del volto.,Elige una expresión facial.,Select a facial expression.,Bir yüz ifadesi seç.
506,MID_MYROOM_表情_普通,Normale,Normal,Normale,Normal,Normal,Normal
507,MID_MYROOM_表情_キメ,Prétentieuse,Eingebildet,Arrogante,Fanfarrona,Cocky,Kendini Beğenmiş
508,MID_MYROOM_表情_怒,Renfrognée,Wütend,Imbronciata,Hosca,Angry,Sinirli
509,MID_MYROOM_表情_笑,Joyeuse,Fröhlich,Allegra,Alegre,Cheerful,Neşeli
510,MID_MYROOM_表情_苦,Énervée,Bedrückt,Corrucciata,Preocupada,Distressed,Sıkıntılı
511,MID_MYROOM_出身地,Origine,Heimat,Origini,País,Home,Memleket
512,MID_H_MYROOM_出身地,Indiquer votre lieu d'origine.,"Sag anderen, wo du herkommst.",Fai sapere agli altri da dove vieni.,Indica de dónde eres.,Tell others where you are from.,Başkalarına nereli olduğunu söyle.
513,MID_MYROOM_普段の姿,Identité,Identität,Identità,Rasgo,Identity,Kimlik
514,MID_H_MYROOM_普段の姿,Renseigner votre véritable identité.,"Sag anderen, was du wirklich bist.",Fai sapere agli altri chi sei davvero.,Indica qué rasgo te define mejor.,Tell others what you really are.,Başkalarına gerçekte ne olduğunu söyle.
515,MID_MYROOM_大事なもの,Valeurs,Werte,Valori,Intereses,Values,Değerler
516,MID_H_MYROOM_大事なもの,Renseigner les valeurs importantes pour vous.,"Sag anderen, was du am meisten wertschätzt.",Fai sapere agli altri cosa reputi importante.,Indica qué es más importante para ti.,Tell others what you value most.,En çok neye değer verdiğini söyle.
517,MID_MYROOM_メッセージ,Message,Nachricht,Messaggio,Mensaje,Message,Mesaj
518,MID_H_MYROOM_メッセージ,Modifier votre message.,Deine Nachricht bearbeiten.,Modifica il tuo messaggio.,Edita tu mensaje.,Edit your message.,Mesajını düzenle.
519,MID_MYROOM_難易度公開,Difficulté,Schwierigkeit,Difficoltà,Dificultad,Difficulty,Zorluk
520,MID_H_MYROOM_難易度公開,Renseigner votre difficulté et votre mode de jeu.,Teile Spielmodus und Schwierigkeitsgrad.,Condividi liv. di difficoltà e modalità di gioco.,Indica tu nivel de dificultad y tu modo de juego.,Share your difficulty and game mode.,Zorluk seviyeni ve oyun modunu paylaş.
521,MID_MYROOM_難易度公開_公開,Rendre public,Teilen,Condividi,Compartir,Share,Paylaş
522,MID_MYROOM_難易度公開_非公開,Garder privé,Nicht teilen,Non condividere,No compartir,Don't Share,Paylaşma
523,MID_MYROOM_紹介,Bonjour.,Guten Tag!,Piacere!,Es un placer.,Nice to meet you.,Tanıştığımıza memnun oldum.
524,MID_MYROOM_挨拶,Salut !,Hallo.,Ciao.,Hola.,Hello.,Merhaba.
525,MID_MYROOM_戦闘,C'est parti !,Abgemacht!,In guardia!,¡Muy bien!,You're on!,Hadi başlayalım!
526,MID_MYROOM_仲間,Formidable !,Auf geht's!,Mi farò valere.,Me esforzaré.,I'll do my best.,Elimden geleni yaparım.
527,MID_MYROOM_スラッシュ,$a$a0/$a2 $a1,"$a$a0/$a2, $a1",$a$a0/$a2 $a1,$a$a0/$a2 $a1,$a$a0/$a1 $a2,$a$a0/$a1 $a2
528,MID_MYROOM_並び替え,Classer,Sortieren,Disponi,Ordenar,Arrange,Düzenle
529,MID_MYROOM_番号順,Par n°,Nummer,Per num.,Número,By Number,Numaraya Göre
530,MID_MYROOM_５０音順,Par nom,Name,Per nome,Nombre,By Name,İsme Göre
531,MID_MYROOM_イベント発生,Nouveaux événements !,Neue Ereignisse!,Ci sono nuovi eventi!,¡Hay novedades!,New events have occurred!,Yeni olaylar yaşandı!
532,MID_MYROOM_誕生日発生,Nouvel anniversaire !,Jemand hatte Geburtstag!,C'è stato un compleanno!,¡Hay un cumpleaños!,A birthday event has occurred!,Bir doğum günü etkinliği gerçekleşti!
533,MID_MYROOM_誕生日終了,"Une autre journée d'anniversaire
se termine... Dommage !","Wieder ein Geburtstag vorbei...
Wäre nur jeder Tag so schön!","Un altro compleanno è passato.
Se tutti i giorni fossero così!","Se acabó el cumpleaños...
¡Ojalá todos los días fueran así!","Another birthday ended...
If only every day were like this!","Bir doğum günü daha
bitti... Keşke her gün böyle olsa!"
534,MID_SHOP_購入,Acheter,Kaufen,Compra,Comprar,Buy,Satın Al
535,MID_SHOP_購入確認,$aAcheter pour $a0 écus ?,$aFür $a0 Gold kaufen?,$aCompri per $a0 monete?,$a¿Comprar por $a0 monedas?,$aBuy for $a0 gold?,$a$a0 altın karşılığında mı satın alınsın?
536,MID_SHOP_売却,Vendre,Verkaufen,Vendi,Vender,Sell,Sat
537,MID_SHOP_売却確認,$aVendre pour $a0 écus ?,$aFür $a0 Gold verkaufen?,$aVendi per $a0 monete?,$a¿Vender por $a0 monedas?,$aSell for $a0 gold?,$a$a0 altın karşılığında mı satılsın?
538,MID_SHOP_売却不可,N/A,n. v.,Non puoi,No disp.,N/A,Yok
539,MID_SHOP_錬成,Forger,Schmieden,Forgia,Forjar,Forge,Döv
540,MID_SHOP_錬成確認,$aForger pour $a0 écus ?,$aFür $a0 Gold schmieden?,$aForgi per $a0 monete?,$a¿Forjar por $a0 monedas?,$aForge for $a0 gold?,$a$a0 altın karşılığında dövülsün mü?
541,MID_SHOP_錬成可,Oui,J,Sì,Sí,Y,E
542,MID_SHOP_錬成不可,Non,N,No,No,N,H
543,MID_SHOP_輸送隊,Convoi,Vorrat,Rifornimenti,Carro,Convoy,Konvoy
544,MID_SHOP_値段,Prix,Preis,Prz,Prc,Price,Fiyat
545,MID_SHOP_限界,Max,Max,Max,Máx,Max,Maks.
546,MID_H_SHOP_錬成_威力,Dmg,Kft.,Pot,Atc,Mt,Güç
547,MID_H_SHOP_錬成_命中,Prc,Trf.,Clp,Gol,Hit,İsabet
548,MID_H_SHOP_錬成_必殺,Crit,Krt.,Trpl,Crí,Crit,Krit
549,MID_SHOP_終了確認,Quitter le magasin ?,Den Laden verlassen?,Esci dall'emporio?,¿Salir de la tienda?,Exit the shop?,Dükkândan çıkılsın mı?
550,MID_SHOP_アイテム名,Objet,Item,Strumento,Objeto,Item,Eşya
551,MID_SHOP_回数,Util,Anwendungen,Usi,Usos,Uses,Kullanım
552,MID_SHOP_装備,Équip,Ausrüsten,Attiva,Equipar,Equip,Donat
553,MID_SHOP_在庫数,Stock,Lagern,Riforn.,Cant.,Stock,Stok
554,MID_SHOP_売却数,Qté,Anzahl,Qnt,Cant.,Qty,Adet
555,MID_SHOP_価格,Prix,Preis,Prezzo,Precio,Price,Fiyat
556,MID_SHOP_売却価格,Prix,Preis,Prezzo,Precio,Price,Fiyat
557,MID_SHOP_錬成可否,Forger,Schmieden,Forgia,Forjar,Forge,Döv
558,MID_SHOP_確認_買う,Acheter,Kaufen,Compra,Comprar,Buy,Satın Al
559,MID_SHOP_確認_売る,Vendre,Verkaufen,Vendi,Vender,Sell,Sat
560,MID_SHOP_確認_やめる,Annuler,Abbrechen,Annulla,Cancelar,Cancel,İptal et
561,MID_SHOP_記号_装備中,Équip,A,Attiv.,E,E,E
562,MID_SHOP_記号_装備可,Oui,J,Sì,Sí,Y,E
563,MID_SHOP_記号_装備不可,Non,N,No,No,N,H
564,MID_SHOP_名前_武器屋,Armurerie,Waffenmeister,Mercante,Armería,Armourer,Silahçı
565,MID_SHOP_名前_行商人,Marchand,Händler,Mercante,Mercader,Merchant,Tüccar
566,MID_SHOP_名前_持ち物を買う,Acheter,Items kaufen,Compra,Comprar,Buy Items,Eşya Al
567,MID_SHOP_錬成強化残り回数,Nbr,Übrig,Rim.,Disp.,Left,Kalan
568,MID_SHOP_費用,Prix,Preis,Prz,Son,Cost,Maliyet
569,MID_SHOP_交渉終了確認,Avez-vous terminé vos achats ?,Den Einkauf beenden?,Hai finito di fare acquisti?,¿Has acabado de comprar?,Are you finished buying?,Alışverişiniz bitti mi?
570,MID_SHOP_MESS_入店,"Bonjour.
En quoi puis-je vous aider ?","Guten Tag.
Was kann ich für dich tun?","Ehilà.
Come posso aiutarvi?","¡Buenas!
¿Qué puedo hacer por ti?","G'day!
What can I fix you with?","İyi
günler! Seni nasıl bir tamir sunarım?"
571,MID_SHOP_MESS_入店_行商人,"Bonjour et bienvenue ! J'ai des
objets spéciaux, aujourd'hui !","Hallo! Schau dich ruhig um. Ich
habe besondere Items dabei.","Salve! Accomodati pure.
Oggi ho delle merci speciali.","¡Hola! Hoy tengo artículos
especiales en venta. ¡Sírvete!","Hi! Make yourself at home.
I've got special items in today.","MERHABA! Rahatınıza bakın.
Bugün özel eşyalarım var."
572,MID_SHOP_MESS_錬成数最大です,"Vous avez forgé trop d'armes
uniques. Usez-les ou vendez-les.","Ausgeschmiedet! Verkaufe eine
Waffe oder brauche eine auf.","Non potete forgiare altre armi
uniche. Sbarazzatevi di alcune.","¡Usa o vende alguna de tus
armas únicas para forjar más!","Ya can't forge any more unique
weapons. Clear a few out!","Daha fazla benzersiz silah
üretemezsiniz. Birkaçını temizleyin!"
573,MID_SHOP_MESS_錬成数最大です_行商人,"Vous avez forgé trop d'armes
uniques. Usez-les ou vendez-les.","Ausgeschmiedet! Verkaufe eine
Waffe oder brauche eine auf.","Non puoi forgiare altre armi
uniche. Vendine o usane alcune.","¡Cuantas armas únicas! ¡Usa o
vende algunas para forjar más!","You can't forge any more unique
weapons. Clear some out!","Daha fazla benzersiz silah dövemezsin.
Önce birkaçını kaldır!"
574,MID_SHOP_MESS_誰が買う,Et pour qui faites-vous cet achat ?,Für wen ist dieser Einkauf bestimmt?,Per chi è la merce?,¿Y para quién es?,And who's the purchase for?,Peki satın alma kimin için?
575,MID_SHOP_MESS_誰が買う_行商人,Pour qui faites-vous cet achat ?,Für wen ist dieser Einkauf bestimmt?,Per chi acquisti la merce?,¿Para quién es?,Who's the purchase for?,Satın alma kimin için?
576,MID_SHOP_MESS_誰が売る,Et qui a quelque chose à vendre ?,Und wer ist der Verkäufer?,Chi vende la merce?,¿Y quién quiere vender algo?,And who's doin' the sellin'?,Peki satışı kim yapıyor?
577,MID_SHOP_MESS_誰が売る_行商人,Qui a quelque chose à vendre ?,Wer ist der Verkäufer?,Chi vuole vendere la merce?,¿Quién quiere vender algo?,Who's doing the selling?,Satışı kim yapıyor?
578,MID_SHOP_MESS_誰のを錬成,Qui veut forger une arme ?,Für wen soll ich schmieden?,Per chi devo forgiare l'arma?,¿Para quién voy a forjar el arma?,Whose weapon needs forgin'?,Kimin silahının dövülmesi gerekiyor?
579,MID_SHOP_MESS_誰のを錬成_行商人,Qui veut forger une arme ?,Für wen soll ich schmieden?,Per chi devo forgiare l'arma?,¿Para quién voy a forjar el arma?,Whose weapon needs forging?,Kimin silahının dövülmesi gerekiyor?
580,MID_SHOP_MESS_何を買う,Jetez un œil à nos marchandises !,Hier! Wirf einen Blick auf die Waren.,"Prego, date pure un'occhiata.","Mira, échale un vistazo al material.","Here, take a look at our wares.","Buyurun, ürünlerimize bir göz atın."
581,MID_SHOP_MESS_何を買う_行商人,Jetez un œil à mes marchandises !,Sieh dich ruhig um.,Ecco le merci in assortimento.,Esto es lo que hay disponible.,Here's what I've got in.,Elimde bunlar var.
582,MID_SHOP_MESS_何を買う_交渉,Voilà ce que j'ai à vous proposer...,"Sieh mal, was ich im Angebot habe.",Questo è quanto ho da offrirvi.,Esto es lo que te puedo ofrecer.,Here's what I have to offer.,Sunduklarım bunlar.
583,MID_SHOP_MESS_何を売る,"Alors, qu'avez-vous à offrir ?",Was hast du zu verkaufen?,Cosa avete da offrirmi?,¿Qué tienes a la venta?,What have ya got to offer?,Sunabileceğin ne var?
584,MID_SHOP_MESS_何を売る_行商人,Qu'avez-vous à me proposer ?,Was hast du anzubieten?,Cos'hai da darmi?,¿Qué me puedes ofrecer?,What do you have to offer?,Ne sunabilirsin?
585,MID_SHOP_MESS_何を鍛える,Quelle arme voulez-vous forger ?,Was soll ich zur Schmiede bringen?,Cosa dovrei portare alla fucina?,¿Qué quieres que forje?,What should I take to the forge?,Hangisini döveyim?
586,MID_SHOP_MESS_何を鍛える_行商人,Que souhaitez-vous forger ?,Was soll ich dir schmieden?,Cosa posso forgiare per te?,¿Qué arma quieres que te forje?,What should I forge for you?,Senin için hangisini döveyim?
587,MID_SHOP_MESS_いくつ売る,Combien voulez-vous en vendre ?,Wie viele möchtest du verkaufen?,Quanti pezzi ne volete vendere?,¿Qué cantidad quieres vender?,How many do you wanna sell?,Kaç tane satmak istiyorsun?
588,MID_SHOP_MESS_いくつ売る_行商人,Quelle quantité voulez-vous vendre ?,Wie viele verkaufst du?,Quanti pezzi ne vendi?,¿Qué cantidad tienes a la venta?,How many are you selling?,Kaç tane satıyorsun?
589,MID_SHOP_MESS_購入確認,$aÇa fera $a0 écus. Ça vous va ?,$aDas macht dann $a0 Gold.,$aFanno $a0 monete. Affare fatto?,"$aPor ser tú, son solo $a0 monedas.",$aThat'll be $a0 gold. Sound good?,$aToplam $a0 altın. Uygun mu?
590,MID_SHOP_MESS_購入確認_行商人,$aÇa fera $a0 écus. Affaire conclue ?,$aDas kostet dich $a0 Gold.,$aFanno $a0 monete. Che ne dici?,"$aSon $a0 monedas. Está bien, ¿no?",$aThat's $a0 gold. Sound fair?,$a$a0 altın. Anlaştık mı?
591,MID_SHOP_MESS_購入確認_交渉,$aÇa fera $a0 écus.,$aDas wird dich $a0 Gold kosten.,$aIl prezzo è di $a0 monete.,$aSon $a0 monedas.,$aThat will be $a0 gold.,$aBu $a0 altın tutar.
