file,label,index,English,French,German,Spanish,Italian,Dutch,Turkish,Notes,ObservedMaxLines,ObservedMaxLineChars,ObservedMinTotalChars,ObservedMaxTotalChars
hundred_mgm_descr.msbt,mgh429_opmsg,556,"Bang along with the guide,
then add your own button!","Répétez la séquence, puis
ajoutez-y un bouton !","Schlage die gleichen Trommeln
wie vorgegeben und füge dann
selbst einen Ton hinzu!","Toca la secuencia,
¡y añade un botón más!","Suona nell'ordine indicato,
poi aggiungi un pulsante!","Volg het drumpatroon
en voeg een slag toe!","Gösterilen ritmi
çal, sonra bir
vuruş da sen ekle!",,3,29,41,82
hundred_mgm_descr.msbt,mgh452_opmsg,557,"Keep poking your head out
without letting a  hit you!","Sortez la tête le plus longtemps
possible en évitant les coups
de marteau des  !","Strecke deinen Kopf hinaus,
aber lass dich nicht von 
treffen!","¡Asoma la cabeza tanto como
puedas sin dejar que los 
te golpeen!","Tieni la testa fuori dalle buche
senza farti colpire dalle !","Steek zo lang mogelijk je hoofd
omhoog zonder gemept te
worden door een !"," sana vurmadan kafanı
olabildiğince uzun
süre dışarıda tut!",,3,32,54,81
hundred_mgm_descr.msbt,ps_mgh455c,558,Stylus: Touch and drag pieces,Stylet : déplacer une pièce,Touchpen: Teile ziehen,Tocar y mover las piezas: lápiz,Stilo: tocca e trascina i tasselli,Stylus: stukjes kiezen en slepen,Kalem: Parçalara dokunup sürükle,,1,34,22,34
hundred_mgm_descr.msbt,mgh_note_110,559,Send your rivals flying!,"Faites tomber vos
adversaires !","Schleudere deine Gegner
davon!","¡Lanza por los aires
a tus rivales!",Fai cadere i tuoi rivali!,Lanceer je tegenspelers!,Rakiplerini havaya uçur!,,2,25,24,35
hundred_mgm_descr.msbt,mgh803_opmsg_2,560,"Clear  combos to drop
unwelcome  onto your
rival's field!","Faites disparaître des  en
série pour en envoyer à votre
adversaire et le gêner !","Entferne mehrere -Serien, um
störende  auf dem Spielfeld
deines Rivalen abzusetzen!","¡Elimina grupos de  para
soltar  en el campo
de tu rival!","Realizza catene di  per
mettere in difficoltà il tuo
rivale con altre !","Ruim  op met combo's om
extra  bij je tegenspeler
te dumpen!"," komboları yapıp rakibinin
alanına fazladan  gönder!",,3,29,59,85
hundred_mgm_descr.msbt,ps_mgh409c,561,[bsl]: Move,[bsl] : se déplacer,[bsl]: Bewegen,Moverse: [bsl],[bsl]: muoviti,[bsl]: bewegen,[bsl]: Hareket,,1,19,11,19
hundred_mgm_descr.msbt,mgh415c_div,562,"[ba]: Accelerate, [br]: Shift gears","[ba] : accélérer, [br] : passer une vitesse","[ba]: Beschleunigen, [br]: Gang wechseln",Acelerar: [ba]        Cambiar de marcha: [br],"[ba]: accelera, [br]: sali di marcia","[ba]: optrekken, [br]: schakelen","[ba]: Hızlan, [br]: Vites değiştir",,1,45,32,45
hundred_mgm_descr.msbt,mgh_note_423,563,"Ride on the ball and slam into
your rivals to knock them off!","Sur votre balle, tamponnez
vos adversaires pour les
faire tomber !","Laufe auf dem Ball und
versuche, deine Gegner
über den Rand zu schubsen!","¡Deslízate con la pelota y
empuja a los rivales para
sacarlos de la plataforma!","Muoviti sulla palla e colpisci
i rivali per farli precipitare!","Ram met je bal
je tegenspelers
van het platform!","Topun üzerinde ilerleyip
rakiplerine çarparak
onları aşağı at!",,3,31,48,79
hundred_mgm_descr.msbt,mgh462_opmsg,564,"Aim your throw to knock out
lots of !","Renversez le plus de 
possible avec votre carapace !","Ziele gut und kegele so viele
 aus dem Weg, wie du kannst!","¡Apunta y lanza para derribar
tantos  como puedas!","Prendi la mira e abbatti
più  che puoi!","Richt en raak zo
veel mogelijk !","Atışını ayarlayıp
çok sayıda  devir!",,2,30,33,59
hundred_mgm_descr.msbt,mgh_105_note_m,565,"The chase is on as 3 players
give Petey Piranha the
water he needs to stalk
the fourth!","3 joueurs arrosent la Flora
Piranha pour l'aider à
rattraper le 4e joueur !","Das Rennen beginnt!
3 Spieler geben Mutant-
Tyranha Wasser, damit er
einen vierten verfolgt!","¡Tres jugadores le dan
a Floro Piraña el agua
que necesita para cazar
al cuarto jugador!","3 giocatori innaffiano
Pipino Piranha, mentre
il quarto... scappa a
gambe levate!","Drie spelers geven Petey
Piranha het water dat hij
nodig heeft om de vierde
speler te kunnen vangen!","Üç oyuncu Petey
Piranha’yı sulayıp
dördüncü oyuncunun
peşine takıyor!",,4,28,75,100
hundred_mgm_descr.msbt,mgh105c,566,"Mash [bb]: Skate
[ba]: Jump","[bb] rapidement : accélérer
[ba] : sauter","Schnell [bb] drücken: Schneller
[ba]: Springen","Acelerar: [bb] (repetidamente)
Saltar: [ba]","Premi rapidamente [bb]: corri
[ba]: salta","Snel op [bb] drukken: rijden
[ba]: springen","Art arda [bb]: Kay
[ba]: Zıpla",,2,31,27,46
hundred_mgm_descr.msbt,mgh_note_111,567,"Hit your rivals with
Spiny Shells!","Touchez vos adversaires
avec les carapaces
à épines !","Triff deine Gegner mit
Stachi-Panzern!","¡Golpea a tus rivales con
caparazones de pinchos!
","Colpisci i tuoi rivali con
i gusci spinosi!","Raak je tegenspelers
met Spiny-schilden!","Rakiplerine Dikenli
Kabuk fırlat!",,3,26,34,53
hundred_mgm_descr.msbt,mgh210c,568,"[bsl]: Move
[ba]: Open box","[bsl] : se déplacer
[ba] : ouvrir une boîte","[bsl]: Bewegen
[ba]: Verpackung öffnen","Moverse: [bsl]
Abrir caja: [ba]","[bsl]: muoviti
[ba]: apri il pacchetto","[bsl]: bewegen
[ba]: doos optillen","[bsl]: Hareket
[ba]: Kutuyu aç",,2,23,26,43
hundred_mgm_descr.msbt,mgh803c,569,"[bsl]: Move, [bb]/[ba]: Rotate
[bl]+[br] + Shake system:
Shake field (when ☆ are full)","[bsl] : déplacer [bb]/[ba] : tourner
[bl]+[br] + secouer la console :
secouer le plateau
(quand vous avez 3 ☆)","[bsl]: Bewegen
[bb]/[ba]: Rotieren
[bl]+[br] + System schütteln:
Spielfeld schütteln (bei vollen ☆)","Mover: [bsl]
Girar: [bb]/[ba]
Agitar tablero: [bl]+[br] + agitar
la consola (con ☆ llenas)","[bsl]: muovi
[bb]/[ba]: ruota
[bl]+[br] + scuoti la console:
scuoti l'area
(quando le ☆ sono piene)","[bsl]: bewegen, [bb]/[ba]: draaien
[bl]+[br] + systeem schudden:
de kist schudden
(als de ☆ vol zijn)","[bsl]: Hareket [bb]/[ba]: Döndür [bl]+[br]
+ sistemi salla: Alanı salla (☆ doluyken)",,5,36,86,110
hundred_mgm_descr.msbt,mgh_402_note_m,570,"Take a slot car out for 4
laps! Going too fast around
the curves will make you
spin out.","Faites 4 tours de circuit
à bord de votre bolide !
Ralentissez dans les virages
pour ne pas déraper.","Drehe 4 Runden mit einem
Modellauto! Nimmst du die
Kurven zu schnell, gerätst
du ins Schleudern.","Móntate en un coche
y completa 4 vueltas.
¡Si pillas las curvas muy
rápido, perderás el control!","Guida una macchinina per
4 giri, ma non accelerare
troppo nelle curve o finirai
in testacoda.","Rijd 4 rondjes in een
racewagentje! Maar
als je te snel gaat in
de bochten, slip je.","Slot arabayla 4 tur at! Virajlara
fazla hızlı girersen savrulursun.",,4,28,84,100
hundred_mgm_descr.msbt,mgh_note_424,571,"Bounce and slam into your
rivals to knock them off!","Rebondissez et percutez vos
adversaires pour les éjecter !","Hüpfe und rempele deine
Gegner an, um sie über den
Rand zu schubsen!","¡Muévete dando botes
y empuja a tus rivales
para sacarlos fuera!","Salta e colpisci i tuoi rivali
per farli precipitare!","Stuiter en ram je
tegenspelers om
ze te laten vallen!","Sekerek rakiplerine
çarp ve onları aşağı at!",,3,30,51,68
hundred_mgm_descr.msbt,ps_mgh424c,572,"[bsl]: Move
[ba]: Jump
[bb] in the air: Spin attack","[bsl] : se déplacer
[ba] : sauter
[bb] dans les airs : attaque tournoyante","[bsl]: Bewegen
[ba]: Springen
[bb] im Sprung: Wirbelangriff","Moverse: [bsl]
Saltar: [ba]
Ataque giratorio: [bb] (en el aire)","[bsl]: muoviti
[ba]: salta
[bb] a mezz'aria: attacco rotante","[bsl]: bewegen
[ba]: springen
[bb] in de lucht: draaiaanval","[bsl]: Hareket
[ba]: Zıpla
Havadayken [bb]: Dönüş saldırısı",,3,40,51,74
hundred_mgm_descr.msbt,mgh_106_note_m,573,"One against 3 is hardly
fair—unless that one wears
a super-strong Bowser suit!","Tir à la corde à 1 contre 3,
mais le joueur seul porte
un costume Bowser qui
lui donne de la force !","Einer gegen 3 ist nicht
fair – außer, der eine trägt
einen Bowser-Anzug, der
ihn superstark macht!","Tres contra uno es un poco
injusto, ¡excepto si quien
va solo lleva un traje de
Bowser!","1 contro 3? Non vale!
Per fortuna il concorrente
rimasto solo indossa il
devastante abito di Bowser!","Eén tegen drie is niet
eerlijk... tenzij die ene
een supersterk
Bowser-pak draagt!","Üçe karşı bir hiç adil
değil—tabii o bir kişi
süper güçlü Bowser
kostümü giymiyorsa!",,4,28,78,100
hundred_mgm_descr.msbt,mgh_note_112,574,"Don't let your rivals make
10 goals!","Empêchez vos adversaires
de marquer 10 buts !","Verhindere, dass deine
Gegner 10 Tore schießen!","¡No dejes que tus rivales
marquen 10 goles!","Cerca di non incassare
10 gol!","Voorkom dat je 10 doelpunten
tegen krijgt!","Rakiplerinin 10 gol
atmasına izin verme!",,2,28,30,47
hundred_mgm_descr.msbt,ps_mgh206c,575,Mash [ba]: Hit switch,[ba] rapidement : frapper,Schnell [ba] drücken: Hämmern,"Golpear interruptor:
[ba] (repetidamente)",Premi rapidamente [ba]: martella,Snel [ba] indrukken: slaan,Art arda [ba]: Düğmeye vur,,2,32,21,41
hundred_mgm_descr.msbt,mgh207_opmsg,576,"Work with your teammate to
stomp out the air!","Synchronisez vos sauts
avec votre partenaire
pour dégonfler le bloc !","Arbeitet als Team, um die
Luft abzulassen!","¡Trabaja con tu pareja para
sacar el aire!","Coordinate i vostri movimenti
per far uscire tutta l'aria!","Werk samen om de lucht uit
het luchtkussen te stampen!","Takım arkadaşınla
birlikte Yere Vuruş
yapıp havayı boşalt!",,3,29,42,69
hundred_mgm_descr.msbt,ps_mgh803_rls,577,"Connect 4 or more same-colored jewels
to clear them!","Connectez 4 gemmes de la même couleur
ou plus pour les faire disparaître !","Verbinde 4 oder mehr Juwelen der
gleichen Farbe, um sie zu entfernen!","¡Alinea 4 o más gemas del mismo
color para eliminarlas!","Collega 4 o più gemme dello stesso
colore per eliminarle!","Verbind 4 of meer kristallen met
dezelfde kleur om ze op te ruimen!","Aynı renkten 4 veya daha fazla
mücevheri birleştirip temizle!",,2,37,52,74
hundred_mgm_descr.msbt,mgh_403_note_m,578,"Move to the same colored
panel as shown on Toad's
sign! Last one left wins!","Montez sur la plateforme
correspondant au panneau
de Toad ! Le dernier joueur
en lice l'emporte.","Bewege dich zur Plattform,
die auf dem Schild des
Toads gezeigt wird.
Wer übrig bleibt, gewinnt!","¡Súbete al panel que
indica el Toad con su señal!
¡Quien aguante hasta
el final, gana!","Sali sul pannello indicato
dal cartello di Toad. Vince
chi resiste più a lungo!","Ga op het platform staan
met dezelfde kleur als het
bordje van de Toad! Wie
als laatste overblijft, wint.","Toad’un tabelasındaki
renkle aynı panele
geç! Ayakta kalan
son oyuncu kazanır!",,4,29,75,105
hundred_mgm_descr.msbt,mgh_note_425,579,Dodge the Spiny Shells!,"Esquivez les carapaces
à épines !","Weiche den Stachi-Panzern
aus!","¡Esquiva los caparazones
de pinchos!",Schiva i gusci spinosi!,Ontwijk de Spiny-schilden!,Dikenli Kabuklardan sıyrıl!,,2,26,23,36
hundred_mgm_descr.msbt,mgh_436_note_m,580,"Fight through the dizziness
to grab the  hovering
above the record!","Luttez contre le tournis
et attrapez les  en
suspens au-dessus
du disque !","Schnapp dir den über der
Schallplatte schwebenden
, auch, wenn dir
schwindelig ist!","¡Lucha contra el mareo
y coge la  que flota
sobre el disco!","Resisti allo stordimento e
cerca di acchiappare le 
che cadono sopra al disco.","Grijp de muzieksleutels die
boven de plaat draaien,
terwijl je draaierig bent!","Başın dönerken
plağın üstünde
süzülen ’ı kap!",,4,27,60,84
hundred_mgm_descr.msbt,mgh455c,581,Stylus: Touch and drag pieces,Stylet : déplacer une pièce,Touchpen: Teile ziehen,Tocar y mover las piezas: lápiz,Stilo: tocca e trascina i tasselli,Stylus: stukjes kiezen en slepen,Kalem: Parçalara dokunup sürükle,,1,34,22,34
hundred_mgm_descr.msbt,ps_mgh112_rls_2,582,Make 10 goals!,Marquez 10 buts !,Erziele 10 Tore!,¡Marcad 10 goles!,Segnate 10 gol!,Maak 10 doelpunten!,10 gol at!,,1,19,14,19
hundred_mgm_descr.msbt,mgh_note_113,583,"Dodge the defensive line
and score a touchdown!","Esquivez les défenseurs
et marquez un essai !","Weiche den Verteidigern
aus und erziele einen
Touchdown!","¡Evita a los defensas
y anota un tanto!","Supera i difensori e segna
un touchdown!","Ontwijk de verdediging en
scoor een touchdown!",Savunmayı aş ve touchdown yap!,,3,26,39,56
hundred_mgm_descr.msbt,ps_mgh701c,584,[ba]: Jump,[ba] : sauter,[ba]: Springen,Saltar: [ba],[ba]: salta,[ba]: springen,[ba]: Zıpla,,1,14,10,14
hundred_mgm_descr.msbt,mgh_404_note_m,585,"Collect fruits and think
ahead to avoid catching the
honeycomb on your turn.","Récoltez les fruits et
réfléchissez afin d'éviter
d'attraper un nid d'abeilles
lorsque c'est votre tour !","Sammle Früchte und
handele vorausschauend,
damit du nicht die
Bienenwabe erwischst.","Recoge frutas y calcula
cómo evitar que te toque
el panal en tu turno.","Raccogli la frutta e fai in
modo che non ti capiti
l'alveare!","Verzamel fruit en plan
vooruit, zodat je de
bijenkorf niet vangt.","Meyveleri topla ve sıran
geldiğinde peteğin sana
kalmaması için birkaç
hamle sonrasını düşün.",,4,28,61,105
hundred_mgm_descr.msbt,mgh409c,586,[bsl]: Move,[bsl] : se déplacer,[bsl]: Bewegen,Moverse: [bsl],[bsl]: muoviti,[bsl]: bewegen,[bsl]: Hareket,,1,19,11,19
hundred_mgm_descr.msbt,mgh_note_426,587,"Go as far as you can in
3 jumps!","Parcourez la distance la
plus longue en 3 sauts !","Lege mit 3 Sprüngen eine
möglichst weite Strecke
zurück!","¡Llega tan lejos como puedas
en 3 saltos!","Esegui 3 salti consecutivi per
arrivare più lontano che puoi!","Spring zo ver als je
kunt in 3 sprongen!","3 zıplayışta
olabildiğince
uzağa git!",,3,30,32,61
hundred_mgm_descr.msbt,mgh_437_note_m,588,"Wind up as fast as you can
so your Mecha Fly Guy flies
the farthest!","Remontez votre robot
pour qu'il vole le plus
loin possible !","Ziehe deinen Robo-Fly Guy
auf, so schnell es geht, da-
mit er am weitesten fliegt!","¡Dale cuerda a tu Helicoguy
tan rápido como puedas
para que llegue más lejos!","Carica rapidamente il tuo
Tipo Timidottero per farlo
volare più lontano di quelli
dei tuoi rivali!","Wind je Mecha Fly Guy zo
snel mogelijk op, zodat hij
het verste vliegt!","Mecha Fly Guy’ını olabildiğince
hızlı kur; en uzağa o uçsun!",,4,28,60,98
hundred_mgm_descr.msbt,mgh_450_note_m,589,"Punch and kick your rivals
to knock them off, but don't
get caught on a panel when
it counts down to 0!","Battez-vous pour faire
tomber vos adversaires,
mais attention aux panneaux
qui s'ouvrent à 0 !","Schlage und trete, um deine
Gegner hinunterzuschub-
sen, aber meide Platten,
die eine „0“ zeigen!","Empuja a tus rivales con
pies y puños, ¡y no te
quedes en un panel cuando
su cuenta atrás llegue a 0!","Colpisci i tuoi rivali per
farli precipitare, ma occhio
ai pannelli che raggiungono
lo 0 o cadrai anche tu!","Mep en trap je tegenspelers
om ze te laten vallen!
De valluiken gaan open
als ze op 0 staan.","Rakiplerini yumruk ve tekmeyle
düşür ama sayaç 0’a inerken
bir panelin üstünde kalma!",,4,28,92,107
hundred_mgm_descr.msbt,mgh_note_114,590,"Get your rivals to fall
through!","Faites tomber vos
adversaires dans
les trous !","Lasse deine Gegner
durchfallen!",¡Haz caer a tus rivales!,Fai precipitare i tuoi rivali!,Laat je tegenspelers vallen!,Rakiplerini deliklerden düşür!,,3,30,24,46
hundred_mgm_descr.msbt,ps_mgh208_rls,591,Pair up to make lots of cakes!,"Coopérez avec votre partenaire pour
faire le plus de gâteaux possible !","Arbeitet als Team, um möglichst viele
Kuchen zu dekorieren!","¡Trabaja en equipo para
hacer muchas tartas!","Lavora con il tuo compagno di squadra
e preparate più torte che potete!",Maak samen zo veel mogelijk taarten!,"Eşinle birlikte
olabildiğince çok pasta yap!",,2,37,30,71
hundred_mgm_descr.msbt,ps_mgh801_rls,592,"Connect 5 or more same-colored
blocks to clear every ☆block!","Connectez 5 blocs de la même couleur
ou plus pour faire disparaître tous les
blocs marqués d'une ☆ !","Verbinde 5 oder mehr Blöcke der
gleichen Farbe, um alle ☆-Blöcke
zu entfernen!","¡Alinea 5 o más bloques del mismo
color para eliminar todos los bloques ☆!","Collega 5 o più blocchi dello stesso
colore per eliminare ogni blocco ☆!","Verbind 5 of meer blokjes
met dezelfde kleur om
alle ☆-blokjes op te ruimen!","Aynı renkten 5 veya daha fazla bloğu
birleştirip bütün ☆ bloklarını temizle!",,3,40,60,100
hundred_mgm_descr.msbt,mgh413_opmsg,593,"Hit 5  and aim for a
high score!","Touchez 5  et faites
le meilleur score !","Triff 5  und versuche,
die höchste Punktzahl
zu erreichen!","¡Aciértale a 5  y suma
la mejor puntuación!","Colpisci 5  e ottieni
il punteggio più alto!","Raak 5  en probeer een zo
hoog mogelijke score te halen!",5  vur ve yüksek puanı hedefle!,,3,30,33,59
hundred_mgm_descr.msbt,mgh424c,594,"[bsl]: Move
[ba]: Jump
[bb] in the air: Spin attack","[bsl] : se déplacer
[ba] : sauter
[bb] dans les airs :
attaque tournoyante","[bsl]: Bewegen
[ba]: Springen
[bb] im Sprung: Wirbelangriff","Moverse: [bsl]
Saltar: [ba]
Ataque giratorio: [bb] (en el aire)","[bsl]: muoviti
[ba]: salta
[bb] a mezz'aria: attacco rotante","[bsl]: bewegen
[ba]: springen
[bb] in de lucht: draaiaanval","[bsl]: Hareket
[ba]: Zıpla
Havadayken [bb]: Dönüş saldırısı",,4,35,51,74
hundred_mgm_descr.msbt,mgh_note_427,595,Hammer away at Pokey!,Envoyez valser les Pokeys !,"Schwinge den Hammer und
mache Pokey ein Segment
kürzer!",¡Dale con el martillo al Pokey!,"Prendi il Marghibruco
a martellate!",Mep de Pokey met je hamer!,Pokey’ye durmadan çekiçle vur!,,3,31,21,55
hundred_mgm_descr.msbt,mgh_438_note_m,596,"Find the Mega Mushroom
hidden in a block and ram
into your rivals!","Trouvez le méga
champignon caché dans
un bloc puis envoyez
valser vos adversaires !","Finde den in einem Block
versteckten Mega-Pilz und
ramme deine Gegner!","¡Busca el megachampiñón
escondido en un bloque
y carga contra tus rivales!","Trova il megafungo
nascosto in un blocco
e travolgi i tuoi rivali!","Vind de megapaddenstoel
die in een blok verstopt
zit, en ram je tegenspelers!","Bir blokta saklı
Mega Mantar’ı bulup
rakiplerine çarp!",,4,28,66,83
hundred_mgm_descr.msbt,mgh_451_note_m,597,"Blow into the mic to fire a
blowgun dart at the moving
targets! You get 5 chances!","Soufflez dans le micro pour
tirer vos fléchettes sur les
cibles mouvantes ! Chaque
joueur peut tirer 5 fois.","Puste in das Mikrofon,
um einen von 5 Pfeilen
auf die sich bewegenden
Zielscheiben abzufeuern!","¡Sopla sobre el micrófono
para disparar un dardo
a las dianas móviles!
¡Tienes 5 intentos!","Soffia nel microfono
per lanciare le freccette
verso i bersagli! Hai a
disposizione 5 freccette!","Blaas in de microfoon om
een blaaspijltje op de
bewegende doelwitten af te
vuren! Je hebt 5 pijltjes.","Mikrofona üfleyip
hareketli hedeflere
üfleme oku fırlat!
5 hakkın var!",,4,28,82,108
hundred_mgm_descr.msbt,mgh106_opmsg_2,598,"Pull the rope and drag your
rival off the cliff!","Tirez la corde pour faire tomber
votre adversaire dans le ravin !","Ziehe am Seil und lasse deinen
Gegner von der Klippe purzeln!","¡Tira de la cuerda y arrastra
a tu rival al acantilado!","Tirate la fune e fate precipitare
il vostro rivale!","Trek aan het touw en sleep
je tegenspelers de afgrond in!","Halatı çekip rakibini
uçurumdan aşağı sürükle!",,2,33,48,65
hundred_mgm_descr.msbt,mgh206c,599,Mash [ba]: Hit switch,[ba] rapidement : frapper,Schnell [ba] drücken: Hämmern,"Golpear interruptor:
[ba] (repetidamente)",Premi rapidamente [ba]: martella,Snel [ba] indrukken: slaan,Art arda [ba]: Düğmeye vur,,2,32,21,41
hundred_mgm_descr.msbt,mgh_207_note_m,600,"Together with your
teammate, Ground Pound
to deflate the block!","Synchronisez vos charges
au sol avec votre partenaire
pour dégonfler le bloc !","Führe gemeinsam mit
deinem Partner Stampf-
attacken durch, um die Luft
abzulassen!","¡Haz Saltos Bomba con
tu pareja para desinflar
el bloque!","Esegui schianti a terra con
il tuo compagno di squadra
per sgonfiare il blocco!","Maak samen met je
teamgenoot stampsprongen
om de lucht uit het
luchtkussen te stampen!","Takım arkadaşınla
birlikte Yere
Vuruş yapıp bloğun
havasını indir!",,4,28,57,86
hundred_mgm_descr.msbt,mgh423_opmsg,601,"Ride on the ball and slam into
your rivals to knock them off!","Sur votre balle, tamponnez
vos adversaires pour les
faire tomber !","Laufe auf dem Ball und
versuche, deine Gegner
über den Rand zu schubsen!","¡Deslízate con la pelota y
empuja a los rivales para
sacarlos de la plataforma!","Muoviti sulla palla e colpisci
i rivali per farli precipitare!","Ram met je bal je tegenspelers
van het platform!","Topun üzerinde ilerleyip
rakiplerine çarparak
onları aşağı at!",,3,31,48,79
hundred_mgm_descr.msbt,mgh_426_note_d,602,"Mash the buttons in order
to jump as far as you can!","Appuyez rapidement sur le
bouton indiqué pour sauter
le plus loin possible.","Drücke möglichst schnell
die richtigen Knöpfe, um
so weit zu springen, wie
du kannst!","¡Pulsa los botones en orden
para saltar tan lejos como
puedas!","Premi rapidamente
i pulsanti per saltare
più lontano che puoi!","Druk snel op de knoppen in
de juiste volgorde om zo
ver mogelijk te springen!","Olabildiğince uzağa
zıplamak için düğmelere
sırayla hızla bas!",,4,27,52,85
hundred_mgm_descr.msbt,mgh_note_428,603,"Reel in the fishing pole
that looks like it has a
Cheep Cheep!","Choisissez une canne
à pêche pour attraper
un Cheep Cheep !","Hole die Angel ein, an der ein
Cheep-Cheep angebissen
haben könnte!","¡Tira de la caña que parezca
tener un Cheep Cheep!","Tira su la canna a cui
pensi abbia abboccato
un Pesce Smack!","Kies de hengel waar
een Cheep Cheep
aan lijkt te zitten!","Cheep Cheep takılmış
gibi duran oltayı çek!",,3,30,50,67
hundred_mgm_descr.msbt,mgh_452_note_m,604,"Poke your head out the
longest to win, but beware
of Monty Moles with mallets!","Sortez la tête le plus
longtemps possible, mais
évitez les coups de marteau
des Topi Taupes !","Wer den Kopf am längsten
hinausstreckt, gewinnt!
Aber nimm dich vor Monty
Maulwurfs Hämmern in acht!","¡Asoma la cabeza tanto
como puedas sin que te
peguen los Topos Monty!","Vince chi tiene la testa
fuori per più tempo.
Occhio alle Tantatalpe!","Steek je hoofd zo lang
mogelijk boven de grond,
maar pas op de Monty
Moles met hamers!","Kafasını en uzun süre dışarıda
tutan kazanır; tokmaklı
Monty Mole’lara dikkat!",,4,28,69,100
hundred_mgm_descr.msbt,ps_mgh206_rls,605,Hammer at the switches!,"Frappez sur les boutons
avec vos marteaux !",Hämmere auf den Schalter!,"¡Golpea los interruptores
con el martillo!",Prendete a martellate gli interruttori!,Timmer op de knop!,Düğmelere çekiçle vur!,,2,39,18,43
hundred_mgm_descr.msbt,mgh_208_note_m,606,"Work as a pair and top
cakes with strawberries
to finish them!","Coopérez avec votre
partenaire pour faire le
plus de gâteaux à la fraise
possible !","Arbeitet als Team, um
möglichst viele Kuchen
mit einer Erdbeere zu
dekorieren!","¡Trabaja en equipo para
ponerle a las tartas
la fresa final!","Lavorate di squadra e date
il tocco finale a ogni torta
con una bella fragola!","Werk samen en plaats
de aardbeien op de
taarten om ze helemaal
af te maken!","Eşinle çalış; pastaları
çilekle süsleyip tamamla!",,4,28,60,83
hundred_mgm_descr.msbt,mgh701c,607,[ba]: Jump,[ba] : sauter,[ba]: Springen,Saltar: [ba],[ba]: salta,[ba]: springen,[ba]: Zıpla,,1,14,10,14
hundred_mgm_descr.msbt,mgh_note_429,608,"Bang along with the guide,
then add your own button!","Répétez la séquence, puis
ajoutez-y un bouton !","Schlage die Trommeln wie
vorgegeben und füge dann
selbst einen Ton hinzu!","Toca la secuencia,
¡y añade un botón más!","Suona nell'ordine indicato,
poi aggiungi un pulsante!","Volg het drumpatroon
en voeg een slag toe!","Gösterilen ritmi
çal, sonra bir
vuruş da sen ekle!",,3,27,41,73
hundred_mgm_descr.msbt,ps_mgh435c,609,[bc]/[ba]/[bb]/[bx]/[by]: Climb,[bc]/[ba]/[bb]/[bx]/[by] : grimper,[bc]/[ba]/[bb]/[bx]/[by]: Klettern,Escalar: [bc]/[ba]/[bb]/[bx]/[by],[bc]/[ba]/[bb]/[bx]/[by]: arrampicati,[bc]/[ba]/[bb]/[bx]/[by]: klimmen,[bc]/[ba]/[bb]/[bx]/[by]: Tırman,,1,37,31,37
hundred_mgm_descr.msbt,mgh456_opmsg,610,Be the first to chop 3 logs!,"Soyez le premier à
couper 3 bûches !",Spalte als Erster 3 Holzscheite!,¡Parte 3 leños antes que nadie!,"Spacca 3 pezzi di legno
prima dei tuoi rivali!",Hak als eerste 3 houtblokken!,3 kütüğü ilk sen kes!,,2,32,28,46
hundred_mgm_descr.msbt,mgh_209_note_m,611,"Work the handcar in tandem
to reach the goal! Pump the
lever to speed up!","Faites avancer la draisine
en tandem pour atteindre
l'arrivée, mais attention
à ne pas basculer !","Arbeitet als Team, um das
Ziel zu erreichen! Bedient
den Hebel, um schneller
zu werden!","¡Conducid la dresina
en pareja para llegar
a la meta! ¡Empujad la
manivela para acelerar!","Guidate il carrello fino al
traguardo prima della
squadra rivale! Forza
con quella leva!","Beweeg samen het karretje
voort om de finish te
bereiken! Duw op de hendel
om snelheid te maken.","El vagonunu eşinle
sürüp bitişe ulaş!
Hızlanmak için
kolu pompala!",,4,27,73,97
hundred_mgm_descr.msbt,ps_mgh802c,612,"[bsl] Left / Right: Rotate field
[ba]: Drop ball
(The game will end 2 seconds after 10 balls
spill over.)","[bsl] gauche/droite : tourner le plateau
[ba] : faire tomber une bille
La partie se termine si 10 billes
débordent pendant 2 secondes !","[bsl] links/rechts: Rotieren
[ba]: Kugel fallenlassen
(Das Spiel endet 2 Sekunden, nachdem
10 Kugeln über den Rand ragen.)","Girar ruleta: [bsl] (izda./dcha.)
Soltar bola: [ba]
(La partida terminará 2 segundos
después de que caiga la décima bola.)","[bsl] sinistra/destra: ruota il pannello
[ba]: fai cadere una sfera
(Il gioco finirà se 10 sfere vanno oltre
il pannello per 2 secondi.)","[bsl] links/rechts: veld draaien
[ba]: bal laten vallen
Het spel eindigt na 2 seconden
als er 10 ballen over de rand uitsteken.","[bsl] Sol / Sağ: Alanı döndür
[ba]: Topu bırak
(10 top taşınca oyun 2 saniye sonra biter.)",,4,43,105,136
