index,key,English,French,German,Italian,Spanish,Turkish,prefix_hex
666,title_screen_nunchuk:0:*,Press \b0013bc9 to play,APPUYEZ SUR \b0013bc9|POUR JOUER.,"Drücke \b0013bc9, um|das Spiel zu starten.",PREMI \b0013bc9|PER INIZIARE,Pulsa \b0013bc9|para jugar,Oynamak için \b0013bc9|tuşuna bas,01
667,title_screen_unsupported:0:*,Please remove the unsupported external extension controller,DEBRANCHEZ LA MANETTE D'EXTENSION INCOMPATIBLE.,Bitte entferne nicht unterstützte Zusatz-Controller.,SCOLLEGA IL CONTROLLER NON COMPATIBILE,Desconecta el mando complementario no compatible,Desteklenmeyen ek kumandayı çıkar,01
668,w00_trophy_blast:0:*,<squish=0.87>5-K Blast 'n' Bounce,<squish=0.87>5-K REBONDS & EXPLOSIONS,<squish=0.87>5-K Furioser Fässerflug,<squish=0.87>5-K STANZA COLBOTTO,<squish=0.87>5-K Bota... ¡y boom!,<squish=0.87>5-K Patla ve Zıpla,01
669,w00_trophy_challenge:0:*,<squish=0.87>8-K Five Monkey Trial,<squish=0.87>8-K TESTS EN SÉRIE,<squish=0.87>8-K Fünf-Affen-Prüfung,<squish=0.87>8-K COLONNA QUADRUMANE,<squish=0.87>8-K Prueba de los 5 monos,<squish=0.87>8-K Beş Maymun Sınavı,01
670,w00_trophy_collapse:0:*,<squish=0.87>2-K Tumblin' Temple,<squish=0.87>2-K TEMPLE PLONGEANT,<squish=0.87>2-K Trümmertempel,<squish=0.87>2-K TEMPIO SPROFONDO,<squish=0.87>2-K Templo tambaleante,<squish=0.87>2-K Çöken Tapınak,01
671,w00_trophy_equalizer:0:*,<squish=0.87>1-K Platform Panic,<squish=0.87>1-K SOL INSOLENT,<squish=0.87>1-K Plattform-Panik,<squish=0.87>1-K TRATTO TREMATUTTO,<squish=0.87>1-K Plataformas pérfidas,<squish=0.87>1-K Platform Paniği,01
672,w00_trophy_ride:0:*,<squish=0.87>7-K Treacherous Track,<squish=0.87>7-K LUMIÈRES FERROVIAIRES,<squish=0.87>7-K Tückische Schienen,<squish=0.87>7-K CUNICOLO BUIOPESTO,<squish=0.87>7-K Trayecto traicionero,<squish=0.87>7-K Hain Raylar,01
673,w00_trophy_shift:0:*,<squish=0.87>3-K Shifty Smashers,<squish=0.87>3-K BLOCS DE CHOC,<squish=0.87>3-K Schiebestampfer,<squish=0.87>3-K SALA SCHIACCIATUTTO,<squish=0.87>3-K Mecanismo machacamonos,<squish=0.87>3-K Kayan Eziciler,01
674,w00_trophy_shift_inlevelhac:0:*,<squish=0.87>3-K Shifty Smashers,<squish=0.87>3-K BLOCS DE CHOC,<squish=0.87>3-K Schiebestampfer,<squish=0.87>3-K SALA SCHIACCIATUTTO,<squish=0.87>3-K Mecanismo machacamonos,<squish=0.87>3-K Kayan Eziciler,01
675,w00_trophy_spikes:0:*,<squish=0.87>4-K Jagged Jewels,<squish=0.87>4-K PICS ÉPIQUES,<squish=0.87>4-K Pieksende Preziosen,<squish=0.87>4-K ANTRO GEMMAGUZZA,<squish=0.87>4-K Joyas en los juanetes,<squish=0.87>4-K Sivri Mücevherler,01
676,w00_trophy_temple:0:*,Golden Temple,TEMPLE D'OR,Goldener Tempel,Piramide scintillante,Templo dorado,Altın Tapınak,01
677,w00_trophy_vertical:0:*,<squish=0.87>6-K Perilous Passage,<squish=0.87>6-K MAGMA MIA,<squish=0.87>6-K Gefährliche Passage,<squish=0.87>6-K PASSAGGIO DIFRETTA,<squish=0.87>6-K Pasaje peligroso,<squish=0.87>6-K Tehlikeli Geçit,01
678,w01_areaname_jungle:0:*,Jungle,JUNGLE,Dschungel,GIUNGLA,Jungla,Cangıl,01
679,w01_l01_jungle:0:*,<squish=0.87>1-1 Jungle Hijinxs,<squish=0.87>1-1 JUNGLE DÉJANTÉE,<squish=0.87>1-1 Dschungel-Fieber,<squish=0.87>1-1 GIUNGLA SELVAGGIA,<squish=0.87>1-1 Jungla escandalosa,<squish=0.87>1-1 Cangıl Curcunası,01
680,w01_l02_jungle:0:*,<squish=0.87>1-2 King of Cling,<squish=0.87>1-2 ROI DES PAROIS,<squish=0.87>1-2 Kletterkönig,<squish=0.87>1-2 REAME ARRAMPICATO,<squish=0.87>1-2 Rey del agarre,<squish=0.87>1-2 Tırmanış Kralı,01
681,w01_l03_jungle:0:*,<squish=0.87>1-3 Tree Top Bop,<squish=0.87>1-3 PALMIERS À BASCULE,<squish=0.87>1-3 Wipfelboogie,<squish=0.87>1-3 FRONDA PENDENTE,<squish=0.87>1-3 Vaivenes vegetales,<squish=0.87>1-3 Ağaç Tepesi Dansı,01
682,w01_l04_jungle:0:*,<squish=0.87>1-4 Sunset Shore,<squish=0.87>1-4 RIVE DU COUCHANT,<squish=0.87>1-4 Küste im Dämmerlicht,<squish=0.87>1-4 SPONDA DORATA,<squish=0.87>1-4 Costa crepuscular,<squish=0.87>1-4 Gün Batımı Sahili,01
683,w01_l05_jungle:0:*,<squish=0.87>1-5 Canopy Cannons,<squish=0.87>1-5 CANONS DE LA CANOPÉE,<squish=0.87>1-5 Baumkronen-Kanonen,<squish=0.87>1-5 CHIOMA CANNONE,<squish=0.87>1-5 Cañones y columnas,<squish=0.87>1-5 Ağaç Tepesi Topları,01
684,w01_l06_jungle:0:*,<squish=0.87>1-6 Crazy Cart,<squish=0.87>1-6 RAILS AÏE AÏE,<squish=0.87>1-6 Lustiger Loren-Limbo,<squish=0.87>1-6 BINARIO EQUATORIALE,<squish=0.87>1-6 Vagoneta veloz,<squish=0.87>1-6 Çılgın Vagon,01
685,w01_l07_jungle:0:*,<squish=0.87>1-B Mugly’s Mound,<squish=0.87>1-B GLOUTON GROGNON,<squish=0.87>1-B Grässlis Erdloch,<squish=0.87>1-B COLLE BRUTTOMUSO,<squish=0.87>1-J El foso de Mufeo,<squish=0.87>1-B Çirko'nun Tepesi,01
686,w01_shop_jungle:0:*,<squish=0.87>1-S Cranky Kong's Shop,<squish=0.87>1-C CABANE DE CRANKY KONG,<squish=0.87>1-L Cranky Kongs Laden,<squish=0.87>1-C BAZAR CRANKY,<squish=0.87>1-T Tienda de Cranky Kong,<squish=0.87>1-D Cranky Kong'un Dükkânı,01
687,w02_areaname_beach:0:*,Beach,PLAGE,Strand,SPIAGGIA,Playa,Sahil,01
688,w02_l01_beach:0:*,<squish=0.87>2-1 Poppin' Planks,<squish=0.87>2-1 VAGUES À LAMES,<squish=0.87>2-1 Planken-Parcours,<squish=0.87>2-1 SCALO DONDOLO,<squish=0.87>2-1 Postes y plataformas,<squish=0.87>2-1 Zıplayan Kalaslar,01
689,w02_l02_beach:0:*,<squish=0.87>2-2 Sloppy Sands,<squish=0.87>2-2 SABLES SOURNOIS,<squish=0.87>2-2 Sandiger Strandsand,<squish=0.87>2-2 LIDO SCOMPIGLIO,<squish=0.87>2-2 Chaparrón de chipirones,<squish=0.87>2-2 Kaygan Kumlar,01
690,w02_l03_beach:0:*,<squish=0.87>2-3 Peaceful Pier,<squish=0.87>2-3 JETÉE DE LA FUSÉE,<squish=0.87>2-3 Unter Beschuss,<squish=0.87>2-3 MOLO MARECALMO,<squish=0.87>2-3 Persecución en el muelle,<squish=0.87>2-3 Sakin İskele,01
691,w02_l04_beach:0:*,<squish=0.87>2-4 Cannon Cluster,<squish=0.87>2-4 BAIE BOMBARDÉE,<squish=0.87>2-4 Volles Rohr!,<squish=0.87>2-4 PORTO BOMBARDA,<squish=0.87>2-4 Cañones en la costa,<squish=0.87>2-4 Top Yağmuru,01
692,w02_l05_beach:0:*,<squish=0.87>2-5 Stormy Shore,<squish=0.87>2-5 MER TENTACULAIRE,<squish=0.87>2-5 Stürmische See,<squish=0.87>2-5 RIVA TEMPESTA,<squish=0.87>2-5 Pulpo peleón,<squish=0.87>2-5 Fırtınalı Sahil,01
693,w02_l06_beach:0:*,<squish=0.87>2-6 Blowhole Bound,<squish=0.87>2-6 À DOS DE CACHALOT,<squish=0.87>2-6 Wal-Fahrt,<squish=0.87>2-6 CROCIERA CETACEO,<squish=0.87>2-6 Cetáceos cerúleos,<squish=0.87>2-6 Balina Yolculuğu,01
694,w02_l07_beach:0:*,<squish=0.87>2-7 Tidal Terror,<squish=0.87>2-7 INFINI TSUNAMI,<squish=0.87><squish=0.88>2-7 Wellenbrecher-Wahnsinn,<squish=0.87>2-7 RISACCA RISUCCHIO,<squish=0.87>2-7 Olas hostiles,<squish=0.87>2-7 Azgın Dalgalar,01
695,w02_l08_beach:0:*,<squish=0.87>2-B Pinchin' Pirates,<squish=0.87>2-B PIRATES PINCE-SANS-RIRE,<squish=0.87>2-B Kneifende Korsaren,<squish=0.87>2-B BAIA BARBACHELE,<squish=0.87>2-J Piratas pinzones,<squish=0.87>2-B Kıskaçlı Korsanlar,01
696,w02_shop_beach:0:*,<squish=0.87>2-S Cranky Kong's Shop,<squish=0.87>2-C CABANE DE CRANKY KONG,<squish=0.87>2-L Cranky Kongs Laden,<squish=0.87>2-C BAZAR CRANKY,<squish=0.87>2-T Tienda de Cranky Kong,<squish=0.87>2-D Cranky Kong'un Dükkânı,01
697,w03_areaname_ruins:0:*,Ruins,RUINES,Ruinen,ROVINE,Ruinas,Harabeler,01
698,w03_l01_ruins:0:*,<squish=0.87>3-1 Wonky Waterway,<squish=0.87>3-1 VESTIGES VÉTUSTES,<squish=0.87>3-1 Wackeliger Wasserweg,<squish=0.87>3-1 ACQUEDOTTO ROMPICOLLO,<squish=0.87>3-1 Acueducto agobiante,<squish=0.87>3-1 Çarpık Su Yolu,01
699,w03_l02_ruins:0:*,<squish=0.87>3-2 Button Bash,<squish=0.87>3-2 TIMING TENDU,<squish=0.87>3-2 Knopf-Knüppelei,<squish=0.87>3-2 ATTACCO DIROCCATO,<squish=0.87>3-2 Botones voluminosos,<squish=0.87>3-2 Düğme Patırtısı,01
700,w03_l03_ruins:0:*,<squish=0.87>3-3 Mast Blast,<squish=0.87>3-3 GALIONS & CANONS,<squish=0.87>3-3 Mastenschiesserei,<squish=0.87>3-3 NAVE BOCCADAFUOCO,<squish=0.87>3-3 Veleros plataneros,<squish=0.87>3-3 Yelkenler ve Toplar,01
701,w03_l04_ruins:0:*,<squish=0.87>3-4 Damp Dungeon,<squish=0.87>3-4 DANGEREUX DONJON,<squish=0.87>3-4 Feuchtes Verlies,<squish=0.87>3-4 SOTTERRANEO ACQUAFRESCA,<squish=0.87>3-4 Mazmorra mohosa,<squish=0.87>3-4 Nemli Zindan,01
702,w03_l04_ruins_inlevelhack:0:*,<squish=0.87>3-4 Damp Dungeon,<squish=0.87>3-4 DANGEREUX DONJON,<squish=0.87>3-4 Feuchtes Verlies,<squish=0.87>3-4 SOTTERRANEO ACQUAFRESCA,<squish=0.87>3-4 Mazmorra mohosa,<squish=0.87>3-4 Nemli Zindan,01
703,w03_l05_ruins:0:*,<squish=0.87>3-6 Temple Topple,<squish=0.87>3-6 PIERRES PRÉCAIRES,<squish=0.87>3-6 Wackeltempel,<squish=0.87>3-6 ARCATA SFRACELLO,<squish=0.87>3-6 Tirando templos,<squish=0.87>3-6 Devrilen Tapınak,01
704,w03_l06_ruins:0:*,<squish=0.87>3-5 Itty Bitty Biters,<squish=0.87>3-5 MORDEURS FARCEURS,<squish=0.87>3-5 Bissige Beerchen,<squish=0.87>3-5 RUDERE PUNGENTE,<squish=0.87>3-5 Bocados bicheros,<squish=0.87>3-5 Minik Isırıkçılar,01
705,w03_l07_ruins:0:*,<squish=0.87>3-B Ruined Roost,<squish=0.87>3-B PIAF EXPLOSIF,<squish=0.87>3-B Bombige Brutstätte,<squish=0.87>3-B COVO BOMBADINO,<squish=0.87>3-J Bombardeo aviario,<squish=0.87>3-B Harabe Yuvası,01
706,w03_shop_ruins_:0:*,<squish=0.87>3-S Cranky Kong's Shop,<squish=0.87>3-C CABANE DE CRANKY KONG,<squish=0.87>3-L Cranky Kongs Laden,<squish=0.87>3-C BAZAR CRANKY,<squish=0.87>3-T Tienda de Cranky Kong,<squish=0.87>3-D Cranky Kong'un Dükkânı,01
707,w04_areaname_cave:0:*,Cave,CAVERNE,Höhle,CAVERNE,Caverna,Mağara,01
708,w04_l01_cave:0:*,<squish=0.87>4-1 Rickety Rails,<squish=0.87>4-1 TRAJET TRAGIQUE,<squish=0.87>4-1 Klapperschienen,<squish=0.87>4-1 SPELONCA ROTAIA,<squish=0.87>4-1 Raíles ruinosos,<squish=0.87>4-1 Gıcırdayan Raylar,01
709,w04_l02_cave:0:*,<squish=0.87>4-5 Crowded Cavern,<squish=0.87>4-5 CHAUVE QUI PEUT,<squish=0.87>4-5 Höhlenhatz,<squish=0.87>4-5 CAVA AFFOLLATA,<squish=0.87>4-5 Cueva concurrida,<squish=0.87>4-5 Kalabalık Mağara,01
710,w04_l03_cave:0:*,<squish=0.87>4-4 Mole Patrol,<squish=0.87>4-4 BIGLEUX BELLIQUEUX,<squish=0.87>4-4 Maulwurfpatrouille,<squish=0.87>4-4 GROTTA PICCONE,<squish=0.87>4-4 Topos terribles,<squish=0.87>4-4 Köstebek Devriyesi,01
711,w04_l04_cave:0:*,<squish=0.87>4-2 Grip 'n' Trip,<squish=0.87>4-2 WAGONS & GAZON,<squish=0.87>4-2 Klammeraffenfahrt,<squish=0.87>4-2 POZZO BALZO,<squish=0.87>4-2 Rodando y agarrando,<squish=0.87>4-2 Tutun ve Yuvarlan,01
712,w04_l05_cave:0:*,<squish=0.87>4-3 Bombs Away,<squish=0.87>4-3 VOIE DE L'EFFROI,<squish=0.87>4-3 Eine bombige Fahrt,<squish=0.87>4-3 GALLERIA SALTINARIA,<squish=0.87>4-3 Bombas fuera,<squish=0.87>4-3 Bombalar Geliyor!,01
713,w04_l06_cave_:0:*,<squish=0.87>4-B The Mole Train,<squish=0.87>4-B TRAIN DES TAUPES,<squish=0.87>4-B Maulwurfzug,<squish=0.87>4-B CONVOGLIO GROTTALPA,<squish=0.87>4-J Tras el tren topo,<squish=0.87>4-B Köstebek Treni,01
714,w04_shop_cave:0:*,<squish=0.87>4-S Cranky Kong's Shop,<squish=0.87>4-C CABANE DE CRANKY KONG,<squish=0.87>4-L Cranky Kongs Laden,<squish=0.87>4-C BAZAR CRANKY,<squish=0.87>4-T Tienda de Cranky Kong,<squish=0.87>4-D Cranky Kong'un Dükkânı,01
715,w05_areaname_forest_:0:*,Forest,FORÊT,Wald,FORESTA,Bosque,Orman,01
716,w05_l01_forest:0:*,<squish=0.87>5-1 Vine Valley,<squish=0.87>5-1 VALLÉE DES LIANES,<squish=0.87>5-1 Lianen-Tal,<squish=0.87>5-1 VERDE VALLATA,<squish=0.87>5-1 Valle Liana,<squish=0.87>5-1 Sarmaşık Vadisi,01
717,w05_l02_forest:0:*,<squish=0.87>5-3 Flutter Flyaway,<squish=0.87>5-3 PLATEFORMES AILÉES,<squish=0.87>5-3 Flotter Freiflug,<squish=0.87>5-3 RADURA VOLAVOLA,<squish=0.87>5-3 Plataformas voladoras,<squish=0.87>5-3 Uçan Platformlar,01
718,w05_l03_forest:0:*,<squish=0.87>5-6 Springy Spores,<squish=0.87>5-6 FLORE À RESSORTS,<squish=0.87>5-6 Sporentrampolin,<squish=0.87>5-6 SELVA SALTAFUNGO,<squish=0.87>5-6 Fungitrampolines,<squish=0.87>5-6 Zıplayan Sporlar,01
719,w05_l04_forest:0:*,<squish=0.87>5-5 Longshot Launch,<squish=0.87>5-5 SINGES-CANONS,<squish=0.87>5-5 Fetzige Fassschleuder,<squish=0.87>5-5 BOSCO PERDIFIATO,<squish=0.87>5-5 Cañones al quinto pino,<squish=0.87>5-5 Uzak Atış,01
720,w05_l05_forest:0:*,<squish=0.87>5-7 Wigglevine Wonders,<squish=0.87>5-7 LIANES ALIÉNANTES,<squish=0.87>5-7 Lianengehangel,<squish=0.87>5-7 LIANA MERAVIGLIA,<squish=0.87>5-7 Lío de lianas,<squish=0.87>5-7 Kıvrak Sarmaşıklar,01
721,w05_l06_forest:0:*,<squish=0.87>5-8 Muncher Marathon,<squish=0.87>5-8 RAPIDES ARACHNIDES,<squish=0.87>5-8 Mampfermarathon,<squish=0.87>5-8 CONCA OTTOZAMPE,<squish=0.87>5-8 Maratón bichero,<squish=0.87>5-8 Oburlar Maratonu,01
722,w05_l07_forest:0:*,<squish=0.87>5-2 Clingy Swingy,<squish=0.87>5-2 PRIMATES ACROBATES,<squish=0.87>5-2 Kletterschaukel,<squish=0.87>5-2 GOLA MEZZARIA,<squish=0.87>5-2 Agarrado y columpiado,<squish=0.87>5-2 Tutun ve Sallan,01
723,w05_l08_forest:0:*,<squish=0.87>5-4 Tippin' Totems,<squish=0.87>5-4 TOTEMS TITUBANTS,<squish=0.87>5-4 Totemtaumel,<squish=0.87>5-4 FOSSO PUNTADIPIEDI,<squish=0.87>5-4 Totem revolutum,<squish=0.87>5-4 Devrilen Totemler,01
724,w05_l09_forest:0:*,<squish=0.87>5-B Mangoruby Run,<squish=0.87>5-B CHENILLE EN VRILLE,<squish=0.87>5-B Flucht vor Mangoruby,<squish=0.87>5-B FUGA DRAGRUCO,<squish=0.87>5-J Huida de Lombrillante,<squish=0.87>5-B Işıltırtıl'dan Kaçış,01
725,w05_shop_forest:0:*,<squish=0.87>5-S Cranky Kong's Shop,<squish=0.87>5-C CABANE DE CRANKY KONG,<squish=0.87>5-L Cranky Kongs Laden,<squish=0.87>5-C BAZAR CRANKY,<squish=0.87>5-T Tienda de Cranky Kong,<squish=0.87>5-D Cranky Kong'un Dükkânı,01
726,w06_areaname_cliff_:0:*,Cliff,FALAISE,Klippen,SCOGLIERA,Acantilado,Uçurum,01
727,w06_l01_cliff:0:*,<squish=0.87>6-1 Sticky Situation,<squish=0.87>6-1 GOUDRON GLUANT,<squish=0.87>6-1 In klebriger Mission,<squish=0.87>6-1 ROCCIA APPICCICOSA,<squish=0.87>6-1 Paseo pegajoso,<squish=0.87>6-1 Yapışkan Durum,01
728,w06_l02_cliff:0:*,<squish=0.87>6-2 Prehistoric Path,<squish=0.87>6-2 TRAFIC PRÉHISTORIQUE,<squish=0.87>6-2 Auf antiken Pfaden,<squish=0.87>6-2 PASSO CRETACEO,<squish=0.87>6-2 Ruta prehistórica,<squish=0.87>6-2 Tarih Öncesi Patika,01
729,w06_l03_cliff:0:*,<squish=0.87>6-4 Boulder Roller,<squish=0.87>6-4 BOUM BADA BOULES,<squish=0.87>6-4 Geröllgerumpel,<squish=0.87>6-4 MASSO CAPITOMBOLO,<squish=0.87>6-4 Rocas rodantes,<squish=0.87>6-4 Yuvarlanan Kayalar,01
730,w06_l04_cliff:0:*,<squish=0.87>6-3 Weighty Way,<squish=0.87>6-3 DANSE DES BALANCES,<squish=0.87>6-3 In der Schwebe,<squish=0.87>6-3 PUNTA INBILICO,<squish=0.87>6-3 Pesos pesados,<squish=0.87>6-3 Ağır Dengeler,01
731,w06_l05_cliff:0:*,<squish=0.87>6-5 Precarious Plateau,<squish=0.87>6-5 PLATEAU DU RHINO,<squish=0.87>6-5 Gefahr auf dem Plateau,<squish=0.87>6-5 ALTOPIANO VIADIQUA,<squish=0.87>6-5 Péndulos precarios,<squish=0.87>6-5 Tehlikeli Plato,01
732,w06_l07_cliff:0:*,<squish=0.87>6-6 Crumble Canyon,<squish=0.87>6-6 CANYON CHAOTIQUE,<squish=0.87>6-6 Bröselschlucht,<squish=0.87>6-6 ABISSO CASCATERRA,<squish=0.87>6-6 Cañón caído,<squish=0.87>6-6 Dağılan Kanyon,01
733,w06_l08_cliff:0:*,<squish=0.87>6-7 Tippy Shippy,<squish=0.87>6-7 CRÊTE DES CRUSTACÉS,<squish=0.87>6-7 Schiffsschaukel,<squish=0.87>6-7 SCOGLIO GALEONE,<squish=0.87>6-7 Barco zozobrante,<squish=0.87>6-7 Sallanan Gemi,01
734,w06_l09_cliff:0:*,<squish=0.87>6-8 Clifftop Climb,<squish=0.87>6-8 ASCENSION À SENSATION,<squish=0.87>6-8 Klippenkletterei,<squish=0.87>6-8 VETTA SUINCIMA,<squish=0.87>6-8 Escalando el acantilado,<squish=0.87>6-8 Uçurum Tırmanışı,01
735,w06_l10_cliff:0:*,<squish=0.87>6-B Thugly's Highrise,<squish=0.87>6-B RHINODINO D'ASSAUT,<squish=0.87>6-B Garstlis Hochhaus,<squish=0.87>6-B ALTURA TRUCEBRONCIO,<squish=0.87>6-J La guarida de Mumalo,<squish=0.87>6-B Zorbo'nun Kulesi,01
736,w06_shop_cliff:0:*,<squish=0.87>6-S Cranky Kong's Shop,<squish=0.87>6-C CABANE DE CRANKY KONG,<squish=0.87>6-L Cranky Kongs Laden,<squish=0.87>6-C BAZAR CRANKY,<squish=0.87>6-T Tienda de Cranky Kong,<squish=0.87>6-D Cranky Kong'un Dükkânı,01
737,w07_areaname_factory:0:*,Factory,USINE,Fabrik,FABBRICA,Fábrica,Fabrika,01
738,w07_l01_factory:0:*,<squish=0.87>7-1 Foggy Fumes,<squish=0.87>7-1 FUMEUSE FABRIQUE,<squish=0.87>7-1 Räucher-Werk,<squish=0.87>7-1 CUPA CIMINIERA,<squish=0.87>7-1 Nieblas nocivas,<squish=0.87>7-1 Zehirli Dumanlar,01
739,w07_l02_factory:0:*,<squish=0.87>7-2 Slammin' Steel,<squish=0.87>7-2 ACIER ASSOMMANT,<squish=0.87>7-2 Stahlpressenstampfer,<squish=0.87>7-2 FUCINA SOTTOPRESSA,<squish=0.87>7-2 Acero aplastante,<squish=0.87>7-2 Ezici Çelik,01
740,w07_l03_factory:0:*,<squish=0.87>7-3 Handy Hazards,<squish=0.87>7-3 POINGS PILONS,<squish=0.87>7-3 Hand in Hand,<squish=0.87>7-3 MONTAGGIO MANESCO,<squish=0.87>7-3 Peligros como puños,<squish=0.87>7-3 Tehlikeli Eller,01
741,w07_l04_factory:0:*,<squish=0.87>7-4 Gear Getaway,<squish=0.87>7-4 ÉCHAPPÉE INDUSTRIELLE,<squish=0.87>7-4 Getriebsausflug,<squish=0.87>7-4 CONGEGNO MALIGNO,<squish=0.87>7-4 Engranajes a granel,<squish=0.87>7-4 Dişlilerden Kaçış,01
742,w07_l05_factory:0:*,<squish=0.87>7-5 Cog Jog,<squish=0.87>7-5 RONDE DES ROUAGES,<squish=0.87>7-5 Zahnradjogging,<squish=0.87>7-5 ROTELLA MALFERMA,<squish=0.87>7-5 Maquinaria maléfica,<squish=0.87>7-5 Dişli Koşusu,01
743,w07_l06_factory:0:*,<squish=0.87>7-6 Switcheroo,<squish=0.87>7-6 TACTIQUE CHROMATIQUE,<squish=0.87>7-6 Schalterverwalter,<squish=0.87>7-6 OFFICINA PULSANTE,<squish=0.87>7-6 Interruptores infames,<squish=0.87>7-6 Şalter Oyunu,01
744,w07_l07_factory:0:*,<squish=0.87>7-7 Music Madness,<squish=0.87>7-7 PISTONS & PERCUSSIONS,<squish=0.87>7-7 Wahnsinnsmusik,<squish=0.87>7-7 BACCANO MECCANICO,<squish=0.87>7-7 Martillos musicales,<squish=0.87>7-7 Müzik Çılgınlığı,01
745,w07_l08_factory:0:*,<squish=0.87>7-R Lift-off Launch,<squish=0.87>7-F VIRÉE EN FUSÉE,<squish=0.87>7-R Zum Abheben bereit,<squish=0.87>7-R BASE LANCIORAPIDO,<squish=0.87>7-C Despegue definitivo,<squish=0.87>7-R Roket Kalkışı,01
746,w07_l10_factory:0:*,<squish=0.87>7-B Feather Fiend,<squish=0.87>7-B VOLAILLE EN FERRAILLE,<squish=0.87>7-B Gefiederter Feind,<squish=0.87>7-B FONDERIA ROBOPIUMA,<squish=0.87>7-J Peligro con plumas,<squish=0.87>7-B Tüylü Bela,01
747,w07_shop_factory:0:*,<squish=0.87>7-S Cranky Kong's Shop,<squish=0.87>7-C CABANE DE CRANKY KONG,<squish=0.87>7-L Cranky Kongs Laden,<squish=0.87>7-C BAZAR CRANKY,<squish=0.87>7-T Tienda de Cranky Kong,<squish=0.87>7-D Cranky Kong'un Dükkânı,01
748,w08_areaname_volcano_:0:*,Volcano,VOLCAN,Vulkan,VULCANO,Volcán,Volkan,01
749,w08_l01_volcano:0:*,<squish=0.87>8-1 Furious Fire,<squish=0.87>8-1 FEUX FURIEUX,<squish=0.87>8-1 Feuer und Flamme,<squish=0.87>8-1 FURORE FIAMMANTE,<squish=0.87>8-1 Fuego furioso,<squish=0.87>8-1 Öfkeli Alevler,01
750,w08_l02_volcano:0:*,<squish=0.87>8-3 Roasting Rails,<squish=0.87>8-3 TRAIN D'ENFER,<squish=0.87>8-3 Schienen-Barbecue,<squish=0.87>8-3 CARRELLO ROVENTE,<squish=0.87>8-3 Raíles al rojo vivo,<squish=0.87>8-3 Kızgın Raylar,01
751,w08_l03_volcano:0:*,<squish=0.87>8-5 Bobbing Basalt,<squish=0.87>8-5 BASALTE BOUILLANT,<squish=0.87>8-5 Steiniges Auf und Ab,<squish=0.87>8-5 BASALTO VAGANTE,<squish=0.87><squish=0.86>8-5 Sobre el basalto vas alto,<squish=0.87>8-5 Sallanan Bazalt,01
752,w08_l03_volcano_inlevelhack:0:*,<squish=0.87>8-5 Bobbing Basalt,<squish=0.87>8-5 BASALTE BOUILLANT,<squish=0.87>8-5 Steiniges Auf und Ab,<squish=0.87>8-5 BASALTO VAGANTE,<squish=0.87><squish=0.86>8-5 Sobre el basalto vas alto,<squish=0.87>8-5 Sallanan Bazalt,01
753,w08_l04_volcano:0:*,<squish=0.87>8-2 Hot Rocket,<squish=0.87>8-2 FOUGUEUSE FUSÉE,<squish=0.87>8-2 Raketenraserei,<squish=0.87>8-2 RAZZO LAPILLO,<squish=0.87>8-2 Cohete caluroso,<squish=0.87>8-2 Ateşli Roket,01
754,w08_l05_volcano:0:*,<squish=0.87>8-6 Moving Melters,<squish=0.87>8-6 MER DE MAGMA,<squish=0.87>8-6 Schmelztiegelhöhle,<squish=0.87>8-6 ZATTERA FONDENTE,<squish=0.87>8-6 Tectónica de trampas,<squish=0.87>8-6 Eriyen Platformlar,01
755,w08_l06_volcano:0:*,<squish=0.87>8-4 Smokey Peak,<squish=0.87>8-4 VAPEURS VOLCANIQUES,<squish=0.87>8-4 Rauchgipfel,<squish=0.87>8-4 PICCO CINERINO,<squish=0.87>8-4 Fragua fogosa,<squish=0.87>8-4 Dumanlı Zirve,01
756,w08_l07_volcano:0:*,<squish=0.87>8-7 Red Red Rising,<squish=0.87>8-7 ÉRUPTION IMMINENTE,<squish=0.87>8-7 Glutrote Gezeiten,<squish=0.87>8-7 ALTA MAGMAMAREA,<squish=0.87>8-7 Amanecer rojísimo,<squish=0.87>8-7 Yükselen Kızıl Lav,01
757,w08_l08_volcano:0:*,<squish=0.87>8-B Tiki Tong Terror,<squish=0.87>8-B TERREUR DE TIKI TONG,<squish=0.87>8-B Grosser Tiki macht Terror,<squish=0.87>8-B CRATERE TIKI TONG,<squish=0.87>8-J El terrorífico Tiki Tong,<squish=0.87>8-B Tiki Tong Dehşeti,01
758,w08_shop_volcano:0:*,<squish=0.87>8-S Cranky Kong's Shop,<squish=0.87>8-C CABANE DE CRANKY KONG,<squish=0.87>8-L Cranky Kongs Laden,<squish=0.87>8-C BAZAR CRANKY,<squish=0.87>8-T Tienda de Cranky Kong,<squish=0.87>8-D Cranky Kong'un Dükkânı,01
759,w09_areaname_secret_:0:*,Golden Temple,TEMPLE D'OR,Goldener Tempel,PIRAMIDE SCINTILLANTE,Templo dorado,Altın Tapınak,01
760,w10_areaname_cloud:0:*,Cloud,NUAGES,Wolken,Nuvola,Nube,Bulut,01
761,w10_l01_cloud:0:*,<squish=0.87>9-1 Crushin' Columns,<squish=0.87>9-1 COLONNES EN ROGNE,<squish=0.87>9-1 Säulengetöse,<squish=0.87>9-1 COLONNE CADENTI,<squish=0.87>9-1 Pilares disciplinares,<squish=0.87>9-1 Ezici Sütunlar,01
