file,index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,KR_Korean,TR_Turkish
PauseMenu.msbt,511,AblParasolWaterDivingBtn,"⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ while
swimming⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002006100⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ en nageant⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ beim
Schwimmen⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ nuotando⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ en el agua⟦MSBT:0E000000020002006400⟧,물속에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010007000000⟧⟦MSBT:0E000000020002006400⟧＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ yüzerken⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,512,#AblHammer,,,,,,,
PauseMenu.msbt,513,AblHammerNormal,Hammer,Marteau,Hammerschlag,Martellata,Martillazo,해머 내려치기,Çekiç
PauseMenu.msbt,514,AblHammerGiantSwing,Hammer Swing,Marteau toupie,Hammerkreisel,Piroetta martello,Trompo martillo,해머 스윙,Çekiç Savuruşu
PauseMenu.msbt,515,AblHammerRoll,Giant Swing,⟦MSBT:0E000000020002006300⟧Pirouette marteau⟦MSBT:0E000000020002006400⟧,Riesenschwung,Martello rotante,Giro martillo,자이언트 스윙,Dev Savurma
PauseMenu.msbt,516,AblHammerRoolHyper,Ultra-Giant Swing,Pirouette ultra,Gigantenschwung,Turbine martello,⟦MSBT:0E000000020002006300⟧Supergiro martillo⟦MSBT:0E000000020002006400⟧,울트라 자이언트 스윙,Ultra Dev Savurma
PauseMenu.msbt,517,AblHammerUnder,Hammer Twirl,⟦MSBT:0E000000020002006100⟧Marteau tourbillon⟦MSBT:0E000000020002006400⟧,Hammerzwirbel,Trivella,Aspa martillo,빙글빙글 해머,Çekiç Fırıldağı
PauseMenu.msbt,518,AblHammerFire,Hammer Flip,⟦MSBT:0E000000020002006400⟧Marteau ardent⟦MSBT:0E000000020002006400⟧,Feuerzorn,⟦MSBT:0E000000020002005500⟧Iper martellata⟦MSBT:0E000000020002006400⟧,Martillo ígneo,화염 해머,Çekiç Taklası
PauseMenu.msbt,519,AblHammerBombThrow,Hammer Throw,"⟦MSBT:0E000000020002006400⟧Lancer du
marteau⟦MSBT:0E000000020002006400⟧",Hammerwurf,⟦MSBT:0E000000020002005500⟧Lancio martello⟦MSBT:0E000000020002006400⟧,Lanzar martillo,해머 날리기,Çekiç Atışı
PauseMenu.msbt,520,AblHammerWaterRoll,⟦MSBT:0E000000020002006300⟧Underwater Wheel⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006100⟧Pirouette marteau
(sous-marine)⟦MSBT:0E000000020002006400⟧",Unterwasser-Rad,⟦MSBT:0E000000020002005500⟧Martello rotante sub⟦MSBT:0E000000020002006400⟧,Giro submarino,수중 자이언트 스윙,⟦MSBT:0E000000020002006300⟧Su Altı Tekerleği⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,521,#AblHammerBtn,,,,,,,
PauseMenu.msbt,522,AblHammerNormalBtn,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,523,AblHammerGiantSwingBtn,⟦MSBT:0E000000020002006400⟧Dash + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Course + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Spurten + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Scatto + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Correr + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,대시＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Koş + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,524,AblHammerRollBtn,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ in mid-air⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ (en l'air)⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ in der Luft⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ in aria⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ en el aire⟦MSBT:0E000000020002006400⟧,공중에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ havada⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,525,AblHammerRoolHyperBtn,⟦MSBT:0E000000020002006400⟧Dash + ⟦MSBT:0E00010001000000⟧ in mid-air⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Course + ⟦MSBT:0E00010001000000⟧ (en l'air)⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006400⟧Spurten + ⟦MSBT:0E00010001000000⟧ in
der Luft⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002006400⟧Scatto + ⟦MSBT:0E00010001000000⟧ in aria⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Correr + ⟦MSBT:0E00010001000000⟧ en el aire⟦MSBT:0E000000020002006400⟧,대시＋공중에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Koş + ⟦MSBT:0E00010001000000⟧ havada⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,526,AblHammerFireBtn,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010006000000⟧⟦MSBT:0E000000020002006400⟧＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,527,AblHammerUnderBtn,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010007000000⟧⟦MSBT:0E000000020002006400⟧＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,528,AblHammerBombThrowBtn,⟦MSBT:0E000000020002006400⟧Dash + ⟦MSBT:0E00010002000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Course + ⟦MSBT:0E00010002000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Spurten + ⟦MSBT:0E00010002000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Scatto + ⟦MSBT:0E00010002000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Correr + ⟦MSBT:0E00010002000000⟧⟦MSBT:0E000000020002006400⟧,대시＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010002000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Koş + ⟦MSBT:0E00010002000000⟧⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,529,AblHammerWaterRollBtn,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ while swimming⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ en nageant⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ beim Schwimmen⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ nuotando⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ en el agua⟦MSBT:0E000000020002006400⟧,물속에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ yüzerken⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,530,#AblBeam,,,,,,,
PauseMenu.msbt,531,AblBeamWhip,Beam Whip,Rayon fouet,Peitschen-Beam,Raggio frusta,Látigo de luz,채찍 빔,Işın Kırbaç
PauseMenu.msbt,532,AblBeamCicle,Cycle Beam,Rayon large,Kreisel-Beam,Raggio rotante,Látigo espiral,사이클 빔,Döngü Işını
PauseMenu.msbt,533,AblBeamMachinegun,Beam Blast,Rayon avalanche,Sturz-Beam,Raggio esplosivo,Ráfaga de luz,빔 머신건,Işın Patlaması
PauseMenu.msbt,534,AblBeamCannon,Wave Beam,Rayon concentré,Kugel-Beam,Onda d'energia,Onda de luz,웨이브 빔,Dalga Işını
PauseMenu.msbt,535,AblBeamCaptuer,Capture Beam,Rayon tracteur,Fang-Beam,Raggio traente,Rayo capturador,캡처 빔,Yakalama Işını
PauseMenu.msbt,536,#AblBeamBtn,,,,,,,
PauseMenu.msbt,537,AblBeamWhipBtn,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧떼기,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,538,AblBeamCicleBtn,⟦MSBT:0E000000020002006400⟧Dash + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Course + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Spurten + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Scatto + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Correr + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,대시＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Koş + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,539,AblBeamMachinegunBtn,⟦MSBT:0E000000020002006400⟧Dash + ⟦MSBT:0E00010001000000⟧ in mid-air⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Course + ⟦MSBT:0E00010001000000⟧ (en l'air)⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006400⟧Spurten + ⟦MSBT:0E00010001000000⟧ in
der Luft⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002006400⟧Scatto + ⟦MSBT:0E00010001000000⟧ in aria⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Correr + ⟦MSBT:0E00010001000000⟧ en el aire⟦MSBT:0E000000020002006400⟧,대시＋공중에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Koş + ⟦MSBT:0E00010001000000⟧ havada⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,540,AblBeamCannonBtn,"⟦MSBT:0E000000020002006400⟧Press and hold ⟦MSBT:0E00010001000000⟧,
and then release⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Maintenez puis
relâchez ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ gedrückt halten,
dann loslassen⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Tieni premuto ⟦MSBT:0E00010001000000⟧
e poi rilascia⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Mantén pulsado ⟦MSBT:0E00010001000000⟧
y luego suéltalo⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧길게 누르기～떼기,"⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧'yi basılı tut,
sonra bırak⟦MSBT:0E000000020002006400⟧"
PauseMenu.msbt,541,AblBeamCaptuerBtn,"Either of ⟦MSBT:0E0001000B000000⟧ + ⟦MSBT:0E00010001000000⟧
near an enemy","⟦MSBT:0E0001000B000000⟧ au choix + ⟦MSBT:0E00010001000000⟧
près d'un ennemi","Nahe einem Gegner
⟦MSBT:0E0001000B000000⟧ oder ⟦MSBT:0E00010001000000⟧ drücken","Uno di ⟦MSBT:0E0001000B000000⟧ + ⟦MSBT:0E00010001000000⟧
vicino a un nemico","Elige entre ⟦MSBT:0E0001000B000000⟧ + ⟦MSBT:0E00010001000000⟧
cerca del enemigo","적 옆에서
⟦MSBT:0E0001000B000000⟧ 아무거나＋⟦MSBT:0E00010001000000⟧","Düşman yakınında
⟦MSBT:0E0001000B000000⟧ + ⟦MSBT:0E00010001000000⟧"
PauseMenu.msbt,542,#AblFire,,,,,,,
PauseMenu.msbt,543,AblFireNormal,Fire Breath,⟦MSBT:0E000000020002006400⟧Souffle de feu⟦MSBT:0E000000020002006400⟧,Feuerhauch,⟦MSBT:0E000000020002005500⟧Soffio di fuoco⟦MSBT:0E000000020002006400⟧,Aliento de fuego,불꽃 뿜기,Ateş Nefesi
PauseMenu.msbt,544,AblFireDirecrtion,Target Fire,⟦MSBT:0E000000020002005700⟧Direction de souffle⟦MSBT:0E000000020002006400⟧,Gezielt feuern,⟦MSBT:0E000000020002005500⟧Direziona fiammata⟦MSBT:0E000000020002006400⟧,Dirigir fuego,뿜는 방향 바꾸기,Ateşi Yönlendir
PauseMenu.msbt,545,AblFireBall,Fireball Inferno,⟦MSBT:0E000000020002006400⟧Conflagration⟦MSBT:0E000000020002006400⟧,Feuersbrunst,⟦MSBT:0E000000020002005500⟧Tempesta infuocata⟦MSBT:0E000000020002006400⟧,Llama infernal,불덩이 지옥,Alev Cehennemi
PauseMenu.msbt,546,AblFireBurningAttack,Burn,Missile ardent,Flugbrand,Cometa di fuoco,Bola de fuego,버닝 어택,Yak
PauseMenu.msbt,547,AblFireBurningBurn,Searing Burn,Morsure de feu,Sengende Glut,Cometa sferzante,Ataque abrasador,버닝 번,Kavurucu Yanma
PauseMenu.msbt,548,AblFireSpin,Fireball Spin,Pirouette de feu,Wirbelbrand,Vortice di fuoco,Giro de fuego,회전 불덩이,Ateş Topu Dönüşü
PauseMenu.msbt,549,AblFireRollingAttack,Fireball Roll,⟦MSBT:0E000000020002006400⟧Roulé-brûlé⟦MSBT:0E000000020002006400⟧,Rollbrand,⟦MSBT:0E000000020002005A00⟧Ruota di fuoco⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Rodillo de fuego⟦MSBT:0E000000020002006400⟧,데굴데굴 불덩이,⟦MSBT:0E000000020002005F00⟧Ateş Yuvarlanışı⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,550,AblFireRollingJump,Fireball Jump,⟦MSBT:0E000000020002006400⟧Saut brûlant⟦MSBT:0E000000020002006400⟧,Feuersprung,⟦MSBT:0E000000020002005A00⟧Balzo di fuoco⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Salto de fuego⟦MSBT:0E000000020002006400⟧,점프 불덩이,Ateş Zıplayışı
PauseMenu.msbt,551,AblFireRollingClimb,Fireball Climb,"⟦MSBT:0E000000020002006400⟧Ascension
brûlante⟦MSBT:0E000000020002006400⟧",Kletterbrand,Scalata di fuoco,Ascenso ardiente,상승 불덩이,Ateş Tırmanışı
PauseMenu.msbt,552,#AblFireBtn,,,,,,,
PauseMenu.msbt,553,AblFireNormalBtn,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E00010001000000⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,554,AblFireDirecrtionBtn,⟦MSBT:0E000000020002006400⟧Fire Breath + ⟦MSBT:0E0001000E000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Souffle de feu + ⟦MSBT:0E0001000E000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Feuerhauch + ⟦MSBT:0E0001000E000000⟧⟦MSBT:0E000000020002006400⟧,Soffio di fuoco + ⟦MSBT:0E0001000E000000⟧,⟦MSBT:0E000000020002005A00⟧Aliento de fuego + ⟦MSBT:0E0001000E000000⟧⟦MSBT:0E000000020002006400⟧,불꽃 뿜기＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E0001000E000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Ateş Nefesi + ⟦MSBT:0E0001000E000000⟧⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,555,AblFireBallBtn,"Press and hold ⟦MSBT:0E00010008000000⟧
during Fire Breath","⟦MSBT:0E000000020002006100⟧Maintenez ⟦MSBT:0E00010008000000⟧ pendant
Souffle de feu⟦MSBT:0E000000020002006400⟧","Feuerhauch + ⟦MSBT:0E00010008000000⟧
gedrückt halten","⟦MSBT:0E000000020002005A00⟧Tieni premuto ⟦MSBT:0E00010008000000⟧
durante Soffio di fuoco⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Mantén pulsado ⟦MSBT:0E00010008000000⟧
al usar aliento de fuego⟦MSBT:0E000000020002006400⟧","불꽃 뿜기
＋⟦MSBT:0E00010008000000⟧ 길게 누르기","Ateş Nefesi sırasında
⟦MSBT:0E00010008000000⟧'yi basılı tut"
PauseMenu.msbt,556,AblFireBurningAttackBtn,⟦MSBT:0E000000020002006400⟧Dash + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Course + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Spurten + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,Scatto + ⟦MSBT:0E00010001000000⟧,⟦MSBT:0E000000020002006400⟧Correr + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,대시＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Koş + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,557,AblFireBurningBurnBtn,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010000000000⟧ during Burn⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010000000000⟧⟦MSBT:0E000000020002006400⟧ ⟦MSBT:0E000000020002006400⟧pendant
Missile ardent⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002006400⟧Flugbrand + ⟦MSBT:0E00010000000000⟧⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E00010000000000⟧ durante
Cometa di fuoco",Bola de fuego + ⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010000000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧버닝 어택 중에 ⟦MSBT:0E00010000000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010000000000⟧ yanarken⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,558,AblFireRollBtn,,,,,,,
PauseMenu.msbt,559,AblFireSpinBtn,"⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧
in mid-air⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ (en l'air)⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧
in der Luft","⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧
in aria","⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧
en el aire⟦MSBT:0E000000020002006400⟧",공중에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010007000000⟧＋⟦MSBT:0E000000020002006400⟧⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006400⟧Havada
⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧"
PauseMenu.msbt,560,AblFireRollingAttackBtn,"Touch the ground
during Fireball Spin","⟦MSBT:0E000000020002005C00⟧Touchez le sol pendant⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005C00⟧Pirouette de feu⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005000⟧Führe Wirbelbrand aus und⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005000⟧berühre dabei den Boden⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005900⟧Tocca il terreno durante⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005900⟧Vortice di fuoco⟦MSBT:0E000000020002006400⟧","Durante el giro de
fuego, toca el suelo","회전 불덩이 중에
착지","Ateş Topu Dönüşünde
yere dokun"
PauseMenu.msbt,561,AblFireRollingJumpBtn,"Press ⟦MSBT:0E00010000000000⟧ during
Fireball Roll","Appuyez sur ⟦MSBT:0E00010000000000⟧
pendant Roulé-brûlé",Rollbrand + ⟦MSBT:0E00010000000000⟧,"⟦MSBT:0E000000020002005A00⟧Premi ⟦MSBT:0E00010000000000⟧ durante⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005A00⟧Ruota di fuoco⟦MSBT:0E000000020002006400⟧","Pulsa ⟦MSBT:0E00010000000000⟧ durante
el rodillo de fuego","데굴데굴 불덩이
중에 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010000000000⟧⟦MSBT:0E000000020002006400⟧","Ateş Yuvarlanışında
⟦MSBT:0E00010000000000⟧'ya bas"
