index,id,en,fr,de,it,es,tr
362,0xC130EE58,#0xF50E0EFF#{{0x2605}}#PREVIOUS# Rune Edge,Lame runique #0xF50E0EFF#{{0x2605}}#PREVIOUS#,#0xF50E0EFF#{{0x2605}}#PREVIOUS# Runenklinge,Lama runica #0xF50E0EFF#{{0x2605}}#PREVIOUS#,Espada rúnica #0xF50E0EFF#{{0x2605}}#PREVIOUS#,#0xF50E0EFF#{{0x2605}}#PREVIOUS# Rün Ağzı
363,0xC19A549F,Sharpshooter's Dusters,Gantelets du tireur d'élite,Klappen des Scharfschützen,Abiti del tiratore scelto,Guantes de tirador,Keskin Nişancı Eldivenleri
364,0xC1D6FE02,Voodoo,vaudou,Voodooistische,vudù,vudú,Vudu
365,0xC1E5FA96,Ornate,ornée,Verzierte,con ornamenti,ornamentada,Süslü
366,0xC308177B,Soldier's,de soldat,Soldatische,del soldato,del soldado,Asker
367,0xC38A3022,#0xAA35B5FF#{{0x25CF}}#PREVIOUS# Gauntlets of the Darklord,Manicles du seigneur du Mal #0xAA35B5FF#{{0x25CF}}#PREVIOUS#,#0xAA35B5FF#{{0x25CF}}#PREVIOUS# Stulpen des dunklen Lords,Guanti d'arme del signore oscuro #0xAA35B5FF#{{0x25CF}}#PREVIOUS#,Guanteletes de señor oscuro #0xAA35B5FF#{{0x25CF}}#PREVIOUS#,#0xAA35B5FF#{{0x25CF}}#PREVIOUS# Karanlık Lordun Zırh Eldivenleri
368,0xC48FD88F,#0x1EA922FF#{{0x25CF}}#PREVIOUS# Sandals of the Umbra,Sandales de l'Ombre #0x1EA922FF#{{0x25CF}}#PREVIOUS#,#0x1EA922FF#{{0x25CF}}#PREVIOUS# Sandalen der Umbra,Sandali dell'ombra #0x1EA922FF#{{0x25CF}}#PREVIOUS#,Sandalias de la Umbra #0x1EA922FF#{{0x25CF}}#PREVIOUS#,#0x1EA922FF#{{0x25CF}}#PREVIOUS# Umbra Sandaletleri
369,0xC52D36F0,#0xF5F325FF#{{0x2605}}#PREVIOUS# The Bandit King's Pistols,Pistolets du Roi brigand #0xF5F325FF#{{0x2605}}#PREVIOUS#,#0xF5F325FF#{{0x2605}}#PREVIOUS# Pistolen des Banditenkönigs,Pistole del Re dei banditi #0xF5F325FF#{{0x2605}}#PREVIOUS#,Pistolas del Rey Bandido #0xF5F325FF#{{0x2605}}#PREVIOUS#,#0xF5F325FF#{{0x2605}}#PREVIOUS# Haydut Kralın Tabancaları
370,0xC5C21169,Calvary,crucifiants,Reittaugliche,del calvario,de caballería,Süvari
371,0xC7182BB8,Travelworn,bosselées,Abgenutztes,del consumo,gastadas,Yıpranmış
372,0xC785F105,Tribal,tribal,Stämmischer,tribale,tribal,Kabile
373,0xC7A76CDA,Pathfinder's Armguards,Brassards du baroudeur,Armschienen des Pfadfinders,Parabraccia del ricognitore,Guardabrazos de rastreador,İz Bulucu Kolçakları
374,0xC7CB66A3,#0xFFFFFFFF#{{0x25CF}}#PREVIOUS# Druidlord's Raiment,Habits du grand druide #0xFFFFFFFF#{{0x25CF}}#PREVIOUS#,#0xFFFFFFFF#{{0x25CF}}#PREVIOUS# Kleidung des Druidenfürsten,Veste del signore dei druidi #0xFFFFFFFF#{{0x25CF}}#PREVIOUS#,Vestimenta de señor druida #0xFFFFFFFF#{{0x25CF}}#PREVIOUS#,#0xFFFFFFFF#{{0x25CF}}#PREVIOUS# Druid Lordu Giysisi
375,0xC8329877,Leviathan-Scale Cincture,Ceinture d'écailles de Léviathan,Leviathanschuppen-Zingulum,Cintura di scaglie di leviatano,Ceñidor de escama de leviatán,Leviathan Pulu Bel Bağı
376,0xC84C5E7F,Warrior's,de guerrier,Krieger-,del guerriero,del guerrero,Savaşçı
377,0xC8BF46C0,#0x121FCBFF#{{0x2605}}#PREVIOUS# Woodland Blazers,Flambeurs des bois #0x121FCBFF#{{0x2605}}#PREVIOUS#,#0x121FCBFF#{{0x2605}}#PREVIOUS# Waldland-Blazer,Inceneritrici dei boschi #0x121FCBFF#{{0x2605}}#PREVIOUS#,Fulminadoras del bosque #0x121FCBFF#{{0x2605}}#PREVIOUS#,#0x121FCBFF#{{0x2605}}#PREVIOUS# Orman Patlatıcıları
378,0xC93AC9A4,Warrior's,de guerrier,Krieger-,del guerriero,del guerrero,Savaşçı
379,0xC93CDE5D,Plated,cuirassée,Plattierte,con piastre,acorazada,Zırhlı
380,0xC93F16C3,Apprentice's Mantle,Cape de l'apprenti,Mantel des Lehrlings,Mantello dell'apprendista,Manto de aprendiz,Çırak Pelerini
381,0xCA1D2794,"#0xFFFFFFFF#{{0x2605}}#PREVIOUS# Vigil, the Ocean's Shield","Vigile, le bouclier de l'océan #0xFFFFFFFF#{{0x2605}}#PREVIOUS#","#0xFFFFFFFF#{{0x2605}}#PREVIOUS# Vigil, der Schild des Ozeans","Vigil, lo scudo dell'oceano #0xFFFFFFFF#{{0x2605}}#PREVIOUS#","Vigil, el escudo del océano #0xFFFFFFFF#{{0x2605}}#PREVIOUS#","#0xFFFFFFFF#{{0x2605}}#PREVIOUS# Vigil, Okyanusun Kalkanı"
382,0xCA6DF7D6,Spiked,à pointes,Stachelige,a punta,espinosa,Dikenli
383,0xCAA04F96,Durable,résistants,Haltbares,della resistenza,resistentes,Dayanıklı
384,0xCAEFA243,Voodoo,vaudou,Voodooistischer,vudù,vudú,Vudu
385,0xCB069C23,Paladin's Shinguards,Solerets du paladin,Schienbeinschoner des Paladins,Schinieri del paladino,Espinilleras de paladín,Paladin Baldırlıkları
386,0xCB4537A6,Plated,cuirassées,Plattierte,con piastre,acorazadas,Zırhlı
387,0xCC044E55,Paladin's Breastplate,Plastron du paladin,Brustplatte des Paladins,Corazza del paladino,Peto de paladín,Paladin Göğüslüğü
388,0xCCA47AE2,Hunter's,de chasseur,Jäger-,del cacciatore,del cazador,Avcı
389,0xCCF68C76,Templar's Pauldrons,Espauliers du templier,Schulterplatten des Templers,Paraspalle del templare,Cubrehombros de templario,Tapınakçı Omuz Plakası
390,0xCCFF678F,#0x121FCBFF#{{0x2605}}#PREVIOUS#,#0x121FCBFF#{{0x2605}}#PREVIOUS#,#0x121FCBFF#{{0x2605}}#PREVIOUS#,#0x121FCBFF#{{0x2605}}#PREVIOUS#,#0x121FCBFF#{{0x2605}}#PREVIOUS#,#0x121FCBFF#{{0x2605}}#PREVIOUS#
391,0xCD19F049,Lawman's,de carabinier,Sheriff-,dell'uomo di legge,del agente,Kanun Adamı
392,0xCD241B1C,Champion's,de protecteur,Champion-,del campione,del campeón,Şampiyon
393,0xCD6CA05B,#0xEAA319FF#{{0x25CF}}#PREVIOUS# Pauldrons of the North,Espauliers du nord #0xEAA319FF#{{0x25CF}}#PREVIOUS#,#0xEAA319FF#{{0x25CF}}#PREVIOUS# Schulterplatten des Nordens,Paraspalle del nord #0xEAA319FF#{{0x25CF}}#PREVIOUS#,Cubrehombros del norte #0xEAA319FF#{{0x25CF}}#PREVIOUS#,#0xEAA319FF#{{0x25CF}}#PREVIOUS# Kuzeyin Omuz Plakası
394,0xCDDAFD0F,#0xFFFFFFFF#{{0x25CF}}#PREVIOUS# Ursine Harness,Harnais de l'ours #0xFFFFFFFF#{{0x25CF}}#PREVIOUS#,#0xFFFFFFFF#{{0x25CF}}#PREVIOUS# Bären-Harnisch,Finimenti dell'orso #0xFFFFFFFF#{{0x25CF}}#PREVIOUS#,Arnés de oso #0xFFFFFFFF#{{0x25CF}}#PREVIOUS#,#0xFFFFFFFF#{{0x25CF}}#PREVIOUS# Ayı Göğüslüğü
395,0xCE49E47A,#0x0EDDF5FF#{{0x2605}}#PREVIOUS# Crystal Talons,Griffes de cristal #0x0EDDF5FF#{{0x2605}}#PREVIOUS#,#0x0EDDF5FF#{{0x2605}}#PREVIOUS# Kristallkrallen,Artigli di cristallo #0x0EDDF5FF#{{0x2605}}#PREVIOUS#,Garras de cristal #0x0EDDF5FF#{{0x2605}}#PREVIOUS#,#0x0EDDF5FF#{{0x2605}}#PREVIOUS# Kristal Pençeler
396,0xCE595381,Wilder's,de vandale,Ungebärdiger,del selvaggio,de Wilder,Yabanıl
397,0xCF591239,Gladiator's Armguards,Brassards du gladiateur,Armschienen des Gladiators,Parabraccia del gladiatore,Guardabrazos de gladiador,Gladyatör Kolçakları
398,0xD00E2C20,Reinforced,renforcé,Verstärkter,del rinforzo,reforzado,Takviyeli
399,0xD1C304BF,Barbarian's,de barbare,Barbarischer,del barbaro,del bárbaro,Barbar
400,0xD262B27B,#0xF5F325FF#{{0x25CF}}#PREVIOUS# Science Shoulders,Épaulières scientifiques #0xF5F325FF#{{0x25CF}}#PREVIOUS#,#0xF5F325FF#{{0x25CF}}#PREVIOUS# Schulterschutz des Wissenschaftlers,Spallacci della scienza #0xF5F325FF#{{0x25CF}}#PREVIOUS#,Hombreras de ciencia #0xF5F325FF#{{0x25CF}}#PREVIOUS#,#0xF5F325FF#{{0x25CF}}#PREVIOUS# Bilim Omuzlukları
401,0xD377DD5E,Plated,cuirassé,Plattierter,con piastre,acorazado,Zırhlı
402,0xD3E92758,Bandit Lord's Signet,Chevalière du seigneur de brigands,Siegel des Banditenlords,Sigillo del signore dei banditi,Sello de señor bandido,Haydut Lordu Mührü
403,0xD48DC2CC,"#0xEAA319FF#{{0x2605}}#PREVIOUS# Vision, the Seer's Guide","Vision, le guide du clairvoyant #0xEAA319FF#{{0x2605}}#PREVIOUS#","#0xEAA319FF#{{0x2605}}#PREVIOUS# Vision, der Führer des Sehers","Vision, la guida del veggente #0xEAA319FF#{{0x2605}}#PREVIOUS#","Visión, la guía del vidente #0xEAA319FF#{{0x2605}}#PREVIOUS#","#0xEAA319FF#{{0x2605}}#PREVIOUS# Vision, Kâhinin Rehberi"
404,0xD513755A,"#0xFFFFFFFF#{{0x2605}}Battlemend#PREVIOUS#
Chance on hit to remove all your negative status effects","#0xFFFFFFFF#{{0x2605}}Parure de guerre#PREVIOUS#
Possibilité d'annuler toutes vos altérations d'état négatives lorsque vous touchez un ennemi.","#0xFFFFFFFF#{{0x2605}}Kampferprobt#PREVIOUS#
Chance, im Falle eines Treffers, alle negativen Statuseffekte zu entfernen.","#0xFFFFFFFF#{{0x2605}}Salvabattaglia#PREVIOUS#
Possibilità di rimuovere tutti gli effetti negativi con colpo a segno.","#0xFFFFFFFF#{{0x2605}}Batalla zurcida#PREVIOUS#
Probabilidad al golpear de eliminar todos los efectos de estado negativos.","#0xFFFFFFFF#{{0x2605}}Savaş Şifası#PREVIOUS#
Vuruşta tüm olumsuz durum etkilerini kaldırma ihtimali."
405,0xD517F154,#0xFFFFFFFF#{{0x2605}}Battlemend#PREVIOUS#,#0xFFFFFFFF#{{0x2605}}Parure de guerre#PREVIOUS#,#0xFFFFFFFF#{{0x2605}}Kampferprobt#PREVIOUS#,#0xFFFFFFFF#{{0x2605}}Salvabattaglia#PREVIOUS#,#0xFFFFFFFF#{{0x2605}}Batalla zurcida#PREVIOUS#,#0xFFFFFFFF#{{0x2605}}#PREVIOUS# Savaş Şifası
406,0xD52CB5FD,Juju,de magie noire,Juju-beseelter,Juju,Juju,Juju
407,0xD5C035E6,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Treasure Hunter's Grips,Poignets du chasseur de trésors #0x121FCBFF#{{0x25CF}}#PREVIOUS#,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Grifflinge des Schatzsuchers,Guanti del cacciatore di tesori #0x121FCBFF#{{0x25CF}}#PREVIOUS#,Mitones de cazador de tesoros #0x121FCBFF#{{0x25CF}}#PREVIOUS#,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Hazine Avcısı Eldivenleri
408,0xD6D15586,Warlock's Mantle,Cape du sorcier,Mantel des Hexers,Mantello dello stregone,Manto de brujo,Kara Büyücü Pelerini
409,0xD6F8DD21,#0xAA35B5FF#{{0x2605}}#PREVIOUS# Staff of the Seventh Circle,Bâton du septième cercle #0xAA35B5FF#{{0x2605}}#PREVIOUS#,#0xAA35B5FF#{{0x2605}}#PREVIOUS# Stab des siebten Zirkels,Verga del settimo cerchio #0xAA35B5FF#{{0x2605}}#PREVIOUS#,Bastón del séptimo círculo #0xAA35B5FF#{{0x2605}}#PREVIOUS#,#0xAA35B5FF#{{0x2605}}#PREVIOUS# Yedinci Çember Asası
410,0xD70AB798,Outlander's Armguards,Brassards de l'étranger,Armschienen des Ausländers,Parabraccia dello straniero,Guardabrazos de extranjero,Yabancı Kolçakları
411,0xD73F0AE8,Lawman's,de carabinier,Sheriff-,dell'uomo di legge,del agente,Kanun Adamı
412,0xD7E12E5B,Outlaw's Razorshots,Francs-tireurs du hors-la-loi,Messerblaster des Gesetzlosen,Rasoi letali del fuorilegge,Tiranavajas de forajido,Kanun Kaçağı Ustura Atışları
413,0xD9C957FE,Tribal,tribaux,Stämmische,tribali,tribales,Kabile
414,0xD9CEB78F,Wizard's,de magicien,Zauberer-,del mago,del mago,Büyücü
415,0xDA62D95A,#0x0EDDF5FF#{{0x2605}}#PREVIOUS# Ice,Glace #0x0EDDF5FF#{{0x2605}}#PREVIOUS#,#0x0EDDF5FF#{{0x2605}}#PREVIOUS# Eis,Ghiaccio #0x0EDDF5FF#{{0x2605}}#PREVIOUS#,Hielo #0x0EDDF5FF#{{0x2605}}#PREVIOUS#,#0x0EDDF5FF#{{0x2605}}#PREVIOUS# Buz
416,0xDAAC2F0C,Scoped,de précision,Zielfernrohr-,con mirino,con mira,Dürbünlü
417,0xDAF2762D,Fencer's,d'escrime,Fechtende,dello schermitore,del espadachín,Eskrimci
418,0xDBF0C159,Gambler's Sabatons,Jambières du franc-tireur,Sabatons des Spielers,Calzari del giocatore,Escarpes de jugador,Kumarbaz Zırh Çizmeleri
419,0xDC1D4915,Magister's,de magistère,Magister-,del maestro,del maestre,Üstat
420,0xDC5D28AF,Icelord's Emblem,Emblème du seigneur des glaces,Emblem des Eislords,Emblema del signore dei ghiacci,Emblema de señor del hielo,Buz Lordu Amblemi
421,0xDCEE738B,Gambler's Hauberk,Haubert du franc-tireur,Kettenhemd des Spielers,Usbergo del giocatore,Cota de jugador,Kumarbaz Zincir Zırhı
422,0xDD3A9B20,#0x0EDDF5FF#{{0x2605}}#PREVIOUS#,#0x0EDDF5FF#{{0x2605}}#PREVIOUS#,#0x0EDDF5FF#{{0x2605}}#PREVIOUS#,#0x0EDDF5FF#{{0x2605}}#PREVIOUS#,#0x0EDDF5FF#{{0x2605}}#PREVIOUS#,#0x0EDDF5FF#{{0x2605}}#PREVIOUS#
423,0xDDFBC37D,Champion's,de protecteur,Champion-,del campione,del campeón,Şampiyon
424,0xDEBC5CF7,Predator's Armguards,Brassards du prédateur,Armschienen des Räubers,Parabraccia del predatore,Guardabrazos de depredador,Avcı Kolçakları
425,0xDF9FB639,Hellmouth-Tooth Amulet,Amulette en croc de Dévorace,Höllenmundzahn-Amulett,Amuleto del dente infernale,Amuleto diente de boca infernal,Cehennemağzı Dişi Tılsımı
426,0xE222DF54,#0xAA35B5FF#{{0x2605}}#PREVIOUS# Hellblazers,Canons d'enfer #0xAA35B5FF#{{0x2605}}#PREVIOUS#,#0xAA35B5FF#{{0x2605}}#PREVIOUS# Höllenblazer,Hellblazer #0xAA35B5FF#{{0x2605}}#PREVIOUS#,Fulminadoras infernales #0xAA35B5FF#{{0x2605}}#PREVIOUS#,#0xAA35B5FF#{{0x2605}}#PREVIOUS# Cehennem Patlatıcıları
427,0xE296EAA4,#0xAA35B5FF#{{0x25CF}}#PREVIOUS# Druidlord's Gloves,Gants du grand druide #0xAA35B5FF#{{0x25CF}}#PREVIOUS#,#0xAA35B5FF#{{0x25CF}}#PREVIOUS# Handschuhe des Druidenfürsten,Guanti del signore dei druidi #0xAA35B5FF#{{0x25CF}}#PREVIOUS#,Guantes de señor druida #0xAA35B5FF#{{0x25CF}}#PREVIOUS#,#0xAA35B5FF#{{0x25CF}}#PREVIOUS# Druid Lordu Eldivenleri
428,0xE2C44C46,Grim,sinistres,Grimmige,lugubri,lúgubres,Kasvetli
429,0xE2DB210E,#0xFFFFFFFF#{{0x25CF}}#PREVIOUS# Brigadine of the Elven Kings,Brigandine des Rois elfes #0xFFFFFFFF#{{0x25CF}}#PREVIOUS#,#0xFFFFFFFF#{{0x25CF}}#PREVIOUS# Brigantine der Elfenkönige,Brigantina dei re degli Elfi #0xFFFFFFFF#{{0x25CF}}#PREVIOUS#,Brigandina de los reyes elfos #0xFFFFFFFF#{{0x25CF}}#PREVIOUS#,#0xFFFFFFFF#{{0x25CF}}#PREVIOUS# Elf Krallarının Brigantini
430,0xE3879A60,Hookblade,Hallebarde,Hakenklinge,Lama uncinata,Hojagancho,Kancakılıç
431,0xE3879A61,Backbiter,Faux,Rückbeißer,Retrocolpo,Mordedora,Sırtısıran
432,0xE3879A62,Barb,Pique,Stachel,Barbiglio,Púa,Diken
433,0xE3879A63,Stinger,Épieu,Stecher,Pungiglione,Aguijón,İğne
434,0xE3879A64,Dragontail,Dragonnette,Drachenschwanz,Coda di drago,Cola de dragón,Ejder Kuyruğu
435,0xE3879A65,Glaive,Vouge,Gleve,Daga,Guja,Glaive
436,0xE3879A66,Wyvernfang,Guivron,Wyvernzahn,Zanna di viverna,Colmillo de wivern,Wyvern Dişi
437,0xE3879A67,Crescent,Demi-lune,Sichel,Falce,Media luna,Hilal
438,0xE3879A68,Ranseur,Chauve-souris,Ranseur,Brandistocco,Ranseur,Ranseur
439,0xE3879A7E,Halbred,Roncone,Hellebarde,Alabarda,Alabarda,Teber
440,0xE3879A7F,Edgewing,Grand-serpe,Klingenschwinge,Ali affilate,Alafilosa,Ağızkanat
441,0xE3879A80,Partisan,Pertuisane,Partisane,Partigiana,Partisana,Partizan
442,0xE3879A81,Bardiche,Bardiche,Bardiche,Bardica,Archa,Bardiş
443,0xE3879A82,Maultooth,Esponton,Nagelkeule,Mazzuolatore,Porradiente,Tokmakdiş
444,0xE3879A83,Wildblade,Vouge-folle,Wildklinge,Lama selvaggia,Lanzasalvaje,Yabankılıç
445,0xE3879A84,Guisarme,Guisarme,Guisarme,Roncone,Bisarma,Gizarma
446,0xE3879A85,Arcspear,Fauchard,Bogenspeer,Lancia arcuata,Arcolanza,Yaymızrak
447,0xE3879A86,Crossawl,Croisade,Kreuzahle,Impalatore,Cruzapunzón,Çapraz Biz
448,0xE3879A87,Awlpike,Godendard,Ahlenpike,Picca mortale,Picapunzón,Bizmızrak
449,0xE3879A9D,Twinhook,Corsèque,Doppelhaken,Doppio uncino,Bigancho,Çift Kanca
450,0xE3B04072,Apprentice's,d'apprenti,Lehrling-,dell'apprendista,del aprendiz,Çırak
451,0xE6F82036,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Robes of the Exile,Robe de l'exil #0x121FCBFF#{{0x25CF}}#PREVIOUS#,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Roben des Vertriebenen,Abiti dell'esiliato #0x121FCBFF#{{0x25CF}}#PREVIOUS#,Túnica del exilio #0x121FCBFF#{{0x25CF}}#PREVIOUS#,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Sürgün Cübbesi
452,0xE77C3DE7,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Wildlord's Armguards,Brassards du seigneur du désert #0x121FCBFF#{{0x25CF}}#PREVIOUS#,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Armschienen des Fürsten der Wildnis,Parabraccia del signore selvaggio #0x121FCBFF#{{0x25CF}}#PREVIOUS#,Guardabrazos de señor salvaje #0x121FCBFF#{{0x25CF}}#PREVIOUS#,#0x121FCBFF#{{0x25CF}}#PREVIOUS# Yaban Lordu Kolçakları
453,0xE813B790,Champion's Belt,Ceinture de protecteur,Gürtel des Champions,Cintura del campione,Cinturón de campeón,Şampiyon Kemeri
454,0xE8BC0467,Duelist's,de duelliste,Duellierende,del duellante,del duelista,Düellocu
455,0xE8C45226,Jungleblades,Fauvettes,Dschungelklingen,Lame della giungla,Selvacuchillas,Orman Kılıçları
456,0xE8C45227,Maulers,Vandales,Schläger,Magli,Aporreadoras,Eziciler
457,0xE8C45228,Crossblades,Lunes,Kreuzklingen,Lame incrociate,Hojas cruzadas,Çapraz Kılıçlar
458,0xE8C45229,Razors,Rasettes,Messer,Rasoi,Navajas,Usturalar
459,0xE8C4522A,Fleshrippers,Écorcheuses,Fleischripper,Strappacarne,Desgarradoras,Et Parçalayıcılar
460,0xE8C4522B,Hawkclaws,Rapaces,Falkenklauen,Artigli di falco,Falcogarras,Şahin Pençeleri
461,0xE8C4522C,Tusks,Ivoirines,Hauer,Zanne,Colmillos,Fildişleri
462,0xE8C4522D,Preycarvers,Braconnières,Opferschlitzer,Straziapreda,Cortapresas,Av Yarıcılar
463,0xE8C4522E,Manglers,Mutilantes,Mangler,Mutilatrici,Destrozadoras,Parçalayıcılar
464,0xE8C45244,Warhorns,Cornerixes,Kriegshörner,Corni da guerra,Cuernos de guerra,Savaş Boynuzları
465,0xE8C45245,Grinders,Perforeuses,Mahlzähne,Maciullatori,Machacadoras,Öğütücüler
466,0xE8C45246,Furytalons,Furiantes,Zornkrallen,Artigli furiosi,Garrafuriosas,Öfke Pençeleri
467,0xE8C45247,Rageclaws,Griffines,Wutklauen,Artigli furibondi,Garracoléricas,Hiddet Pençeleri
468,0xE8C45248,Thrashers,Alumelles,Drescher,Frantumatori,Zurradoras,Hırpalayıcılar
469,0xE8C45249,Waveblades,Baïonnettes,Wellenklingen,Lame dell'onda,Osciladoras,Dalga Kılıçları
470,0xE8C4524A,Scythers,Faucheuses,Senser,Falciatrici,Guadañas,Tırpancılar
471,0xE8C4524B,Falconblades,Fauconnières,Falkenklingen,Lame del falco,Falcocuchillas,Doğan Kılıçları
472,0xE8C4524C,Ravagers,Guillotines,Verwüster,Straziatori,Violadoras,Yıkıcılar
473,0xE8C4524D,Bearpaws,Ursines,Bärentatzen,Artigli dell'orso,Osogarras,Ayı Pençeleri
474,0xE8C45263,Wrathblades,Pugilames,Grimmklingen,Lame della collera,Furiocuchillas,Gazap Kılıçları
475,0xE9AA3063,Sojouner's Boots,Bottes du pérégrin,Stiefel des Gastes,Stivali del girovago,Botas de visitante,Yolcu Çizmeleri
476,0xEA7A5B33,"#0xF50E0EFF#{{0x2605}}Gorestrike#PREVIOUS#
Chance on hit to wound enemy","#0xF50E0EFF#{{0x2605}}Coup sanglant#PREVIOUS#
Possiblilité de blesser un ennemi lorsque vous le touchez.","#0xF50E0EFF#{{0x2605}}Bluthieb#PREVIOUS#
Chance, den Gegner im Falle eines Treffers zu verwunden.","#0xF50E0EFF#{{0x2605}}Colpoletale#PREVIOUS#
Possibilità di ferire il nemico colpito.","#0xF50E0EFF#{{0x2605}}Golpe sangriento#PREVIOUS#
Probabilidad al golpear de herir al enemigo.","#0xF50E0EFF#{{0x2605}}Kanlı Darbe#PREVIOUS#
Vuruşta düşmanı yaralama ihtimali."
477,0xEA7ED72D,#0xF50E0EFF#{{0x2605}}Gorestrike#PREVIOUS#,#0xF50E0EFF#{{0x2605}}Coup sanglant#PREVIOUS#,#0xF50E0EFF#{{0x2605}}Bluthieb#PREVIOUS#,#0xF50E0EFF#{{0x2605}}Colpoletale#PREVIOUS#,#0xF50E0EFF#{{0x2605}}Golpe sangriento#PREVIOUS#,#0xF50E0EFF#{{0x2605}}#PREVIOUS# Kanlı Darbe
478,0xEAA7E295,Sojourner's Robes,Robe du pérégrin,Roben des Gastes,Abiti del girovago,Túnica de visitante,Yolcu Cübbesi
479,0xEABDC07D,Wanderer's,de vagabond,Wanderer-,del viandante,del vagabundo,Gezgin
480,0xEABFFFAA,#0x1EA922FF#{{0x2605}}#PREVIOUS#,#0x1EA922FF#{{0x2605}}#PREVIOUS#,#0x1EA922FF#{{0x2605}}#PREVIOUS#,#0x1EA922FF#{{0x2605}}#PREVIOUS#,#0x1EA922FF#{{0x2605}}#PREVIOUS#,#0x1EA922FF#{{0x2605}}#PREVIOUS#
481,0xEB1620CD,Magister's,de magistère,Magister-,del maestro,del maestre,Üstat
482,0xEB56451A,Ickthid Totem,Totem de Poissard,Ickthid-Totem,Totem Ickthide,Tótem ickthid,Ickthid Totemi
483,0xEC6F6FAC,Spiked,à pointes,Stachelige,a punta,espinosos,Dikenli
484,0xED9A4294,Lancer's,de lancier,Lanzenträger-,del lanciere,del lancero,Mızrakçı
485,0xEDA500C2,Gladiator's Greaves,Grèves du gladiateur,Beinschienen des Gladiators,Gambali del gladiatore,Grebas de gladiador,Gladyatör Baldır Zırhı
486,0xEE98CE55,#0xAA35B5FF#{{0x2605}}#PREVIOUS# Knuckles of Hatred,Châtaignes de la haine #0xAA35B5FF#{{0x2605}}#PREVIOUS#,#0xAA35B5FF#{{0x2605}}#PREVIOUS# Schlagring des Hasses,Pugni dell'odio #0xAA35B5FF#{{0x2605}}#PREVIOUS#,Nudillos de odio #0xAA35B5FF#{{0x2605}}#PREVIOUS#,#0xAA35B5FF#{{0x2605}}#PREVIOUS# Nefret Muştaları
487,0xEEA2B2F4,Gladiator's Harness,Harnais du gladiateur,Harnisch des Gladiators,Finimenti del gladiatore,Arnés de gladiador,Gladyatör Göğüslüğü
488,0xF03AE271,#0xAA35B5FF#{{0x2605}}#PREVIOUS# The Darkener,La Ténébreuse #0xAA35B5FF#{{0x2605}}#PREVIOUS#,#0xAA35B5FF#{{0x2605}}#PREVIOUS# Der Verdunkler,L'Oscuratore #0xAA35B5FF#{{0x2605}}#PREVIOUS#,El oscurecedor #0xAA35B5FF#{{0x2605}}#PREVIOUS#,#0xAA35B5FF#{{0x2605}}#PREVIOUS# Karartıcı
489,0xF0568B09,Footman's,de valet,Dienstbare,del fante,del lacayo,Piyade
490,0xF10FC79D,#0xAA35B5FF#{{0x2605}}#PREVIOUS# Rod of Abyssal Power,Baguette du pouvoir abyssal #0xAA35B5FF#{{0x2605}}#PREVIOUS#,#0xAA35B5FF#{{0x2605}}#PREVIOUS# Stab der Höllenmacht,Verga del potere abissale #0xAA35B5FF#{{0x2605}}#PREVIOUS#,Báculo de poder abismal #0xAA35B5FF#{{0x2605}}#PREVIOUS#,#0xAA35B5FF#{{0x2605}}#PREVIOUS# Uçurum Gücü Asası
491,0xF1A11A47,Tribal,tribal,Stämmisches,tribale,tribal,Kabile
492,0xF1A11A48,Warrior's,de guerrier,Krieger-,del guerriero,del guerrero,Savaşçı
493,0xF1A11A49,Voodoo,vaudou,Voodooistisches,vudù,vudú,Vudu
494,0xF1A11A4A,Hunter's,de chasseur,Jäger-,del cacciatore,del cazador,Avcı
495,0xF1A11A4B,Wilder's,de vandale,Ungebärdiges,del selvaggio,de Wilder,Yabanıl
496,0xF1A11A4C,Reinforced,renforcé,Verstärktes,del rinforzo,reforzado,Takviyeli
497,0xF1A11A4D,Barbarian's,de barbare,Barbarisches,del barbaro,del bárbaro,Barbar
498,0xF1A11A4E,Plated,cuirassé,Plattiertes,con piastre,acorazado,Zırhlı
499,0xF1A11A4F,Juju,de magie noire,Juju-beseeltes,Juju,Juju,Juju
500,0xF1A11A65,Champion's,de protecteur,Champion-,del campione,del campeón,Şampiyon
501,0xF214A444,Tribal,tribale,Stämmische,tribale,tribal,Kabile
502,0xF223A0D8,Reworked,refaçonnée,Bearbeitete,con elaborazione,remozada,Yenilenmiş
503,0xF345BDBD,Grim,sinistre,Grimmige,lugubre,lúgubre,Kasvetli
504,0xF3CA4671,Ashthrone Amulet,Amulette de Cendreval,Aschenthron-Amulett,Amuleto di Ashthrone,Amuleto de Tronoceniza,Kültaht Tılsımı
