"Index","Label","StyleIndex","RegionWidth","StyleLineLimit","FontIndex","English","Dutch","French","German","Italian","Portuguese","Russian","Spanish","Turkish","SoftMaxChars","SoftMaxLineChars","MaxExistingLines","TurkishChars","TurkishMaxLineChars","LengthStatus","TranslatorNote"
"288","main_chara_photo_size","187","65","1","0","Size","Formaat","Taille","Größe","Dimensione","Tamanho","Размер","Tamaño","Boyut","10","10","1","5","5","OK",""
"289","main_chara_photo_reset_1","11","260","5","0","Reset the characters'
poses, size and position?","De pose, positie en grootte
van personages herstellen?","Réinitialiser taille, pose et
position des personnages ?","Pose, Größe und Position des
Charakters zurücksetzen?","Ripristina pose, grandezza e
posizione dei personaggi?","Restaurar a pose, tamanho e
posição da personagem?","Сбросить позы, размер
и положения героев?","¿Restaurar la pose, tamaño
y posición del personaje?","Karakterlerin poz, boyut
ve konumu sıfırlansın mı?","55","29","2","49","25","OK",""
"290","main_chara_photp_reset_yes","182","135","1","0","Reset","Herstellen","Par défaut","Zurücksetzen","Ripristina","Restaurar","Сброс","Restaurar","Sıfırla","12","12","1","7","7","OK",""
"291","main_chara_photo_reset_no","182","135","1","0","Cancel","Annuleren","Annuler","Abbrechen","Annulla","Cancelar","Отмена","Cancelar","İptal","9","9","1","5","5","OK",""
"292","main_shoot2_","","","","","","","","","","","","","","0","0","1","0","0","BOŞ",""
"293","main_shoot2_start_1","32","232","1","0","Hole in the middle!","Middelste gat","Trou central","Mittelloch","Foro centrale","Buraco central","Отверстие в центре","Agujero central","Ortada bir delik!","19","19","1","17","17","OK",""
"294","main_shoot2_start_2","32","232","1","0","Peek in and fire!","Kijk erin en schiet!","Dans le trou !","Halte dich bereit!","Mira e colpisci!","Espreite e dispare!","Загляни и стреляй!","¡Ojo al blanco!","İçeri bak, ateş et!","20","20","1","19","19","OK",""
"295","main_shoot2_start_3","32","232","1","0","Hit the button!","Raak de knop!","Visez le bouton !","Triff den Knopf!","Premi il pulsante!","Acerte no botão! ","Ударь по кнопке!","¡Dale al botón!","Düğmeyi vur!","18","18","1","12","12","OK",""
"296","main_shoot2_start_4","32","232","1","0","Flying targets!","Raak de doelen!","Cibles volantes !","Triff fliegende Ziele!","Bersagli volanti!","Alvos voadores!","Мишени летают!","¡A por las volantes!","Uçan hedefler!","22","22","1","14","14","OK",""
"297","main_shoot2_start_5","32","232","1","0","Rolling targets!","Raak de doelen!","Cibles roulantes !","Triff rollende Ziele!","Bersagli rotolanti!","Alvos giratórios!","Мишени вертятся!","¡A por las rodantes!","Yuvarlanan hedefler!","21","21","1","20","20","OK",""
"298","main_shoot2_start_6","32","232","1","0","Defeat them all!","Versla ze allemaal!","Éliminez-les tous !","Mach sie fertig!","Sconfiggili tutti!","Derrote-os todos!","Победи их всех!","¡Acaba con todos!","Hepsini yen!","19","19","1","12","12","OK",""
"299","main_shoot2_start_7","32","232","1","0","Hidden targets...","Verborgen doelen...","Cibles cachées...","Versteckte Ziele...","Bersaglio nascosto","Alvos ocultos...","Мишени спрятаны...","Dianas ocultas...","Gizli hedefler...","19","19","1","17","17","OK",""
"300","main_moko_","","","","","","","","","","","","","","0","0","1","0","0","BOŞ",""
"301","main_moko_start","223","295","3","0","Take out the stylus and
try drawing something!","Teken iets met
de stylus!","Dessinez quelque
chose avec le stylet !","Zeichne etwas mit
dem Touchpen!","Prendi lo stilo e prova
a disegnare qualcosa.","Retire o stylus e
desenhe o que quiser!","Достань стилус
и нарисуй здесь
что-нибудь!","¡Saca el lápiz y dibuja
lo que quieras!","Kalemi çıkar,
bir şeyler çizmeyi
dene!","45","23","3","36","18","OK",""
"302","main_moko_pen","224","297","1","0","Select a pen thickness.","Kies de dikte van de pen.","Choisissez l'épaisseur du crayon.","Wähle die Stärke des Stiftes.","Scegli la dimensione della punta.","Escolha a espessura da caneta.","Выбери толщину карандаша.","Elige el grosor del lápiz.","Kalem kalınlığını seç.","33","33","1","22","22","OK",""
"303","main_moko_deko","221","297","1","0","Select a 3D tool type.","Kies een 3D-functie.","Choisissez un type d'outil 3D.","Wähle die Art des 3D-Utensils.","Scegli uno strumento 3D.","Escolha o tipo de ferramenta 3D.","Выбери тип средств 3D.","Elige una herramienta.","3B araç türünü seç.","32","32","1","19","19","OK",""
"304","main_moko_del","222","297","1","0","Clear all 3D tool art?","Wil je alle 3D-effecten wissen?","Effacer les effets des outils 3D ?","3D-Effekte entfernen?","Vuoi cancellare gli effetti 3D?","Apagar todos os desenhos em 3D?","Стереть эффект средств 3D?","¿Borrar todos los cambios en 3D?","Tüm 3B çizimler silinsin mi?","34","34","1","28","28","OK",""
"305","main_moko_yes_bt","44","109","1","0","Yes","Ja","Oui","Ja","Sì","Sim","Да","Sí","Evet","3","3","1","4","4","OK",""
"306","main_moko_no_bt","234","94","1","0","No","Nee","Non","Nein","No","Não","Нет","No","Hayır","4","4","1","5","5","OK",""
"307","main_moko_end","227","302","1","0","Quit 3D Tools?","Wil je stoppen met 3D-functies?","Quitter Outils 3D ?","3D-Utensilien beenden?","Vuoi uscire da Strumenti 3D?","Sair de Ferramentas 3D?","Выйти из Средств 3D?","¿Quieres salir de Relieves 3D?","3B Araçlar'dan çıkılsın mı?","31","31","1","27","27","OK",""
"308","main_moko_a","130","174","1","0","Press  to fire!","Schiet met !","Tirez avec  !","Mit  schießen!","Spara con !","Dispare com !"," — выстрел!","¡Dispara con !"," ile ateş et!","16","16","1","14","14","OK",""
"309","main_earth_","","","","","","","","","","","","","","0","0","1","0","0","BOŞ",""
"310","main_earth_hint","112","259","1","0","Try holding the AR Card!","Houd de AR-kaart vast!","Soulevez la carte RA !","Nimm die ?-Karte in die Hand!","Tieni la carta RA sul palmo!","Agarre o Cartão RA!","Возьми карту AR!","Pon la tarjeta RA en la mano...","AR Kartını eline almayı dene!","31","31","1","29","29","OK",""
"311","main_earth_hint_1","112","259","1","0","Might make a cool photo!","Dat wordt een coole foto!","Ça ferait une belle photo !","Das wird ein cooles Foto!","Verrà una bella foto!","Dará uma foto fantástica!","Фото будет классным!","¡y verás qué fotos más chulas!","Harika bir fotoğraf çıkabilir!","30","30","1","30","30","OK",""
"312","main_earth_hint_2","112","259","1","0","Look after our planet.","Zorg voor onze planeet.","Préservez notre planète...","Sei lieb zu unserer Erde!","Non distruggere la Terra!","Cuide do planeta.","Позаботься о планете.","Cuida tu planeta...","Dünyamıza iyi bak.","26","26","1","18","18","OK","“Look after our planet.” doğal Türkçe için “Dünyamıza iyi bak.” olarak uyarlandı."
"313","main_earth_hint_3","143","169","1","0","[[C:0001:0001:]]","[[C:0001:0001:]]","[[C:0001:0001:]]","[[C:0001:0001:]]","[[C:0001:0001:]]","[[C:0001:0001:]]","[[C:0001:0001:]]","[[C:0001:0001:]]","[[C:0001:0001:]]","0","0","1","0","0","OK",""
"314","main_clock","","","","","","","","","","","","","","0","0","1","0","0","BOŞ",""
"315","main_clock_hint_1","125","126","1","0","Control time","Beheers de tijd","Contrôler le temps","Zeit beeinflussen","Controlla il tempo","Controle o tempo","Управляй временем","Controla el tiempo","Zamanı kontrol et","18","18","1","17","17","OK",""
"316","help_","","","","","","","","","","","","","","0","0","1","0","0","BOŞ",""
"317","help_a_theme","39","229","1","0","AR Card can't be read","De AR-kaart is niet leesbaar","Problèmes de détection","AR-Karte nicht lesbar.","Carta RA non rilevata","Cartão RA não encontrado","Не считывается карта AR","No se detecta la tarjeta RA","AR Kartı okunamıyor","28","28","1","19","19","OK",""
"318","help_1_1","81","188","3","0","Is the AR Card [[C:0000:0003:0000]]bent[[C:0000:0003:FFFF]]?
 (Make sure you never
  bend or fold it!)","Is hij [[C:0000:0003:0000]]verbogen[[C:0000:0003:FFFF]]?
(Probeer AR-kaarten
niet te buigen.)","La carte RA est-elle
[[C:0000:0003:0000]]abîmée[[C:0000:0003:FFFF]] ? (Évitez de la
plier ou de la courber.)","    Ist sie [[C:0000:0003:0000]]verbogen[[C:0000:0003:FFFF]]?
 (AR-Karten dürfen nicht
      verbogen sein.)","La carta RA è [[C:0000:0003:0000]]piegata[[C:0000:0003:FFFF]]?
 (Cerca di non piegare
  le carte se possibile)","O Cartão RA está
[[C:0000:0003:0000]]dobrado[[C:0000:0003:FFFF]]? (Tente não 
dobrá-lo.)","Карта AR [[C:0000:0003:0000]]помята[[C:0000:0003:FFFF]]?
 (Старайся не мять
  карту.)","¿Está [[C:0000:0003:0000]]doblada [[C:0000:0003:FFFF]]la tarjeta
RA? (Intenta que esté lo
más recta posible.)","AR Kartı [[C:0000:0003:0000]]bükülmüş[[C:0000:0003:FFFF]] mü?
 (Kartı asla
  bükme veya katlama!)","68","24","3","55","22","OK",""
"319","help_1_2","80","188","3","0","Are the cameras [[C:0000:0003:0000]]clean[[C:0000:0003:FFFF]]?","Zit er geen [[C:0000:0003:0000]]vuil [[C:0000:0003:FFFF]]op
de camera's?","Les objectifs sont-ils
[[C:0000:0003:0000]]propres[[C:0000:0003:FFFF]] ?","Sind die Außenkameras
  [[C:0000:0003:0000]]nicht [[C:0000:0003:FFFF]][[C:0000:0003:0000]]verschmutzt[[C:0000:0003:FFFF]]?","Gli obiettivi sono [[C:0000:0003:0000]]puliti[[C:0000:0003:FFFF]]?","As câmaras estão
[[C:0000:0003:0000]]limpas[[C:0000:0003:FFFF]]?","Камеры [[C:0000:0003:0000]]чистые[[C:0000:0003:FFFF]]?","¿Están las cámaras
[[C:0000:0003:0000]]limpias[[C:0000:0003:FFFF]]?","Kameralar [[C:0000:0003:0000]]temiz[[C:0000:0003:FFFF]] mi?","41","26","2","19","19","OK",""
"320","help_2_1","81","188","3","0","Is the AR Card [[C:0000:0003:0000]]visible[[C:0000:0003:FFFF]]?
 (Avoid even the
  slightest overlap.)","Is hij [[C:0000:0003:0000]]goed te zien[[C:0000:0003:FFFF]]?
(Zorg dat de AR-kaart
volledig zichtbaar is.)","La carte RA est-elle
[[C:0000:0003:0000]]entièrement visible[[C:0000:0003:FFFF]] ?
(Pas de chevauchement.)","Ist die AR-Karte [[C:0000:0003:0000]]komplett
zu sehen[[C:0000:0003:FFFF]]? (Sie sollte
nicht verdeckt sein.)","La carta RA è [[C:0000:0003:0000]]ben visibile[[C:0000:0003:FFFF]]?
 (Assicurati che la carta
  non sia coperta)","O Cartão RA está
[[C:0000:0003:0000]]completamente visível[[C:0000:0003:FFFF]]?
(Evite sobreposições.)","Карта AR[[C:0000:0003:0000]][[C:0000:0003:0000]] видна
[[C:0000:0003:0000]]целиком[[C:0000:0003:FFFF]]?
 (Избегай наложения.)","¿Se puede [[C:0000:0003:0000]]ver totalmente[[C:0000:0003:FFFF]]
la tarjeta RA? (Evita todo
tipo de obstrucción.)","AR Kartı [[C:0000:0003:0000]]tam görünüyor[[C:0000:0003:FFFF]] mu?
 (Üstü hiçbir şekilde
  kapanmasın.)","71","27","3","61","26","OK",""
"321","help_2_2","80","188","3","0","Do you have the right
[[C:0000:0003:0000]]distance [[C:0000:0003:FFFF]]and [[C:0000:0003:0000]]angle[[C:0000:0003:FFFF]]?","Houd je wel de
juiste [[C:0000:0003:0000]]afstand
[[C:0000:0003:FFFF]]en [[C:0000:0003:0000]]hoek [[C:0000:0003:FFFF]]aan?","La [[C:0000:0003:0000]]distance [[C:0000:0003:FFFF]]et l'[[C:0000:0003:0000]]angle
[[C:0000:0003:FFFF]]sont-ils corrects ?","Stimmen [[C:0000:0003:0000]]Winkel[[C:0000:0003:FFFF]]
und[[C:0000:0003:0000]] Abstand[[C:0000:0003:FFFF]]?","Sei alla giusta [[C:0000:0003:0000]]distanza
[[C:0000:0003:FFFF]]e [[C:0000:0003:0000]]angolazione[[C:0000:0003:FFFF]]?","A distância e ângulo
estão corretos?","[[C:0000:0003:0000]]Расстояние [[C:0000:0003:FFFF]]и [[C:0000:0003:0000]]угол
[[C:0000:0003:FFFF]]правильные?","¿La [[C:0000:0003:0000]]distancia[[C:0000:0003:FFFF]] y el [[C:0000:0003:0000]]ángulo[[C:0000:0003:FFFF]]
son correctos?","Doğru [[C:0000:0003:0000]]mesafe[[C:0000:0003:FFFF]] ve
[[C:0000:0003:0000]]açı[[C:0000:0003:FFFF]] ayarlandı mı?","41","25","3","32","17","OK",""
"322","help_3_1","79","189","6","0","Use in a [[C:0000:0003:0000]]well-lit area[[C:0000:0003:FFFF]].
 (But avoid reflections!)

Put it on a [[C:0000:0003:0000]]flat surface[[C:0000:0003:FFFF]].","Is er genoeg [[C:0000:0003:0000]]licht[[C:0000:0003:FFFF]]?
(Zorg dat er geen
weerspiegelingen zijn.)

Leg de AR-kaart op een
[[C:0000:0003:0000]]vlakke ondergrond[[C:0000:0003:FFFF]].","L'[[C:0000:0003:0000]]éclairage[[C:0000:0003:FFFF]] est-il
[[C:0000:0003:0000]]suffisant[[C:0000:0003:FFFF]] ? (Évitez les
réverbérations !) La
[[C:0000:0003:0000]]surface[[C:0000:0003:FFFF]] est-elle [[C:0000:0003:0000]]plane[[C:0000:0003:FFFF]] ?"," Die Umgebung sollte
[[C:0000:0003:0000]]gut ausgeleuchtet [[C:0000:0003:FFFF]]sein.
 (Reflektionen stören!)

Verwende eine
[[C:0000:0003:0000]]ebene Unterlage[[C:0000:0003:FFFF]].","Usa le carte RA in una
[[C:0000:0003:0000]]zona ben illuminata[[C:0000:0003:FFFF]], ma
evita i riflessi. Poggiale
su una [[C:0000:0003:0000]]superficie piatta[[C:0000:0003:FFFF]].","Utilize-o numa [[C:0000:0003:0000]]área bem 
iluminada[[C:0000:0003:FFFF]]. (Evite
reflexos!)
Coloque-o numa
[[C:0000:0003:0000]]superfície plana[[C:0000:0003:FFFF]].[[C:0000:0003:0000]] [[C:0000:0003:FFFF]]","Поверхность должна
быть [[C:0000:0003:0000]]хорошо освещена[[C:0000:0003:FFFF]].
 (Но без бликов!)

Поверхность должна
быть [[C:0000:0003:0000]]ровной[[C:0000:0003:FFFF]].","Busca una zona [[C:0000:0003:0000]]bien[[C:0000:0003:FFFF]]
[[C:0000:0003:0000]]iluminada[[C:0000:0003:FFFF]]. (Sin reflejos.)

Coloca la tarjeta RA en
una [[C:0000:0003:0000]]superficie plana[[C:0000:0003:FFFF]].","[[C:0000:0003:0000]]İyi aydınlatılmış[[C:0000:0003:FFFF]]
bir yerde kullan.
(Yansımadan kaçın!)

[[C:0000:0003:0000]]Düz bir zemine[[C:0000:0003:FFFF]]
koy.","99","26","6","71","19","OK",""
"323","help_b_theme","88","211","1","0","AR Card Photo Tips","Fototips voor AR-kaarten","Photos avec une carte RA","Foto-Tipps für AR-Karten","Consigli per super foto!","Dicas para Fotos","Фото карты AR — советы","Consejos para sacar fotos","AR Fotoğraf İpuçları","25","25","1","20","20","OK",""
"324","help_b_1_1","87","246","1","0","When holding an AR Card,","Als je de AR-kaart vasthoudt...","En tenant une carte RA...","Wenn du die AR-Karte hältst...","Se tieni la carta in mano...","Ao segurar um Cartão RA,","Когда ты держишь карту AR,","Al sujetar una tarjeta RA...","AR Kartını elinde tutarken,","31","31","1","27","27","OK",""
"325","help_b_2_1","87","246","1","0","when including someone,","...als je iemand fotografeert...","en ajoutant quelqu'un...","Wenn jemand aufs Foto soll...","Se scatti foto con qualcuno...","se estiver a fotografar alguém,","добавляешь кого-нибудь,","si fotografías a alguien...","birini kadraja alırken,","32","32","1","23","23","OK",""
"326","help_b_3_1","87","246","1","0","or when using props...","...of bij foto's met voorwerpen...","ou en utilisant des objets...","Bei Fotos mit Objekten...","Se inquadri altri oggetti...","ou quando utilizar adereços...","ставишь что-нибудь рядом,","o usas objetos escénicos...","veya aksesuar kullanırken...","34","34","1","28","28","OK",""
"327","help_b_4_1","87","246","1","0","...don't cover the white border!","...laat de witte rand onbedekt!","ne couvrez pas le bord !","Lass den weißen Rand frei!","Non coprire il margine bianco!","...não tape a margem branca!","не закрывай белый край!","¡nunca tapes el borde blanco!","...beyaz kenarı kapatma!","32","32","1","24","24","OK",""
"328","help_c_theme","1","180","1","0","What's an AR Card?","Wat is een AR-kaart?","Cartes RA","Über AR-Karten","Cos'è una carta RA?","O que é um Cartão RA?","Что такое «карта AR»?","Las tarjetas RA","AR Kartı nedir?","21","21","1","15","15","OK",""
"329","help_c_1_1","0","246","2","0","The [[C:0000:0003:0000]]six AR Cards [[C:0000:0003:FFFF]]above are
included with the system.","Deze [[C:0000:0003:0000]]zes AR-kaarten [[C:0000:0003:FFFF]]zijn
met het systeem geleverd.","Les [[C:0000:0003:0000]]six cartes RA[[C:0000:0003:FFFF]] ci-dessus
sont fournies avec la console.","Diese [[C:0000:0003:0000]]sechs AR-Karten[[C:0000:0003:FFFF]]
liegen dem System bei.","Le [[C:0000:0003:0000]]sei carte RA [[C:0000:0003:FFFF]]qui sopra
sono incluse nella console.","Estes [[C:0000:0003:0000]]seis Cartões RA [[C:0000:0003:FFFF]]estão
incluídos na consola.","К системе прилагаются [[C:0000:0003:0000]]шесть
карт AR[[C:0000:0003:FFFF]], показанных выше.","Estas [[C:0000:0003:0000]]seis [[C:0000:0003:FFFF]][[C:0000:0003:0000]]tarjetas RA [[C:0000:0003:FFFF]]se
incluyen con la consola.","Yukarıdaki [[C:0000:0003:0000]]altı AR Kartı[[C:0000:0003:FFFF]]
sistemle birlikte gelir.","57","30","2","48","24","OK",""
"330","help_c_2_1","0","246","2","0","To start playing, aim the
camera at the [[C:0000:0003:0000]]? Card only[[C:0000:0003:FFFF]]!","Om van start te gaan richt je de
camera op de [[C:0000:0003:0000]]?-kaart[[C:0000:0003:FFFF]].","Cadrez [[C:0000:0003:0000]]uniquement la carte ?
[[C:0000:0003:FFFF]]pour commencer à jouer.","Richte das System auf die
[[C:0000:0003:0000]]?-Karte[[C:0000:0003:FFFF]], um loszulegen!","Per cominciare a giocare,
inquadra la [[C:0000:0003:0000]]carta RA ? da sola[[C:0000:0003:FFFF]].","Para começar a jogar, aponte
a câmara [[C:0000:0003:0000]]apenas ao Cartão ?[[C:0000:0003:FFFF]].","Чтобы начать, нацеливай
камеры только на [[C:0000:0003:0000]]карту «?»[[C:0000:0003:FFFF]]!","¡Apunta [[C:0000:0003:0000]]solo a la tarjeta ?
[[C:0000:0003:FFFF]]para empezar a jugar!","Başlamak için kamerayı
yalnızca [[C:0000:0003:0000]]? Kartına[[C:0000:0003:FFFF]] doğrult!","56","32","2","49","27","OK",""
"331","help_c_3_1","0","246","2","0","The [[C:0000:0003:0000]]character cards [[C:0000:0003:FFFF]]are
used in Star Pics.","De [[C:0000:0003:0000]]personagekaarten [[C:0000:0003:FFFF]]worden
gebruikt voor sterrenfoto's.","Les [[C:0000:0003:0000]]cartes personnage[[C:0000:0003:FFFF]] sont
utilisées dans Objectif Stars.","Die [[C:0000:0003:0000]]Charakterkarten [[C:0000:0003:FFFF]]werden
für Star-Bilder verwendet.","Le [[C:0000:0003:0000]]carte RA personaggio [[C:0000:0003:FFFF]]si
usano in Foto di stelle.","Os [[C:0000:0003:0000]]C[[C:0000:0003:FFFF]][[C:0000:0003:0000]]artões de Personagem[[C:0000:0003:FFFF]]
são usados em Fotos-Estrela.","[[C:0000:0003:0000]]Карты героев[[C:0000:0003:FFFF]] используются
только для Фото звезд.","En ¡Paparazzi! se utilizan
las [[C:0000:0003:0000]]tarjetas de personaje[[C:0000:0003:FFFF]].","[[C:0000:0003:0000]]Karakter kartları[[C:0000:0003:FFFF]],
Yıldız Pozları'nda kullanılır.","56","30","2","48","30","OK",""
"332","help_d_theme","173","180","1","0","Caution","Veilig spelen","Avertissements","Hinweise","Avviso!","Precauções","Предупреждение","Advertencias","Dikkat","14","14","1","6","6","OK",""
"333","help_d_2_1","172","237","2","0","Make sure to take breaks so
your eyes don't get tired!","Geef je ogen af toe rust, zodat
ze niet vermoeid raken.","Faites des pauses pour éviter
de fatiguer vos yeux !","Lege ab und zu eine Pause ein,
um die Augen zu entspannen.","Assicurati di far riposare gli
occhi per non stancarti troppo.","Faça pausas regulares para
descansar a vista!","Делай перерывы, чтобы
глаза не уставали!","¡No olvides tomarte un
descanso de vez en cuando!","Gözlerin yorulmasın diye
mutlaka ara ver!","61","31","2","40","24","OK",""
"334","marker_error_","","","","","","","","","","","","","","0","0","1","0","0","BOŞ",""
"335","marker_error_far","29","395","1","0","Move a bit closer.","Kom iets dichterbij.","Vous êtes trop loin.","Bewege das System näher an die Karte heran!","Avvicinati un po'.","Aproxime-se um pouco.","Подойди немного ближе.","Acércate un poco.","Biraz yaklaş.","43","43","1","13","13","OK",""
"336","marker_error_near","29","395","1","0","Move a bit farther away.","Neem iets meer afstand.","Vous êtes trop près.","Zu geringer Abstand zwischen Karte und System!","Allontanati un po'.","Afaste-se um pouco.","Отойди немного дальше.","Aléjate un poco.","Biraz uzaklaş.","46","46","1","14","14","OK",""
"337","marker_error_lost_card","29","395","1","0","Can't find the AR Card!","Geen AR-kaart gevonden!","La carte RA ne peut pas être détectée.","Keine AR-Karte gefunden!","Non trovo la carta RA!","Não foi possível detetar o Cartão RA!","Карта AR не обнаружена!","¡No se encuentra la tarjeta RA!","AR Kartı bulunamıyor!","38","38","1","21","21","OK",""
"338","marker_error_look_card","29","395","1","0","Look at the ? Card.","Kijk naar de ?-kaart.","Cadrez la carte ?.","Schau auf die ?-Karte.","Inquadra la carta RA ? con la console.","Aponte a câmara ao Cartão ?.","Смотри на карту «?».","Apunta hacia la tarjeta ? con la consola.","? Kartına bak.","41","41","1","14","14","OK",""
"339","marker_error_look_card_2","29","395","1","0","Look at the AR Card.","Kijk naar de AR-kaart.","Cadrez la carte RA.","Schau auf die AR-Karte.","Inquadra la carta RA con la console.","Aponte a câmara ao Cartão RA.","Смотри на карту AR.","Apunta con la consola hacia la tarjeta RA.","AR Kartına bak.","42","42","1","15","15","OK",""
"340","ready_look_card_D_2","73","246","2","0","Look at the AR Card.","Kijk naar de AR-kaart.","Cadrez la carte RA.","Schau auf die AR-Karte.","Inquadra la carta RA.","Aponte a câmara ao Cartão RA.","Смотри на карту AR.","Apunta hacia la tarjeta RA.","AR Kartına bak.","29","29","1","15","15","OK",""
"341","marker_error_help","29","395","1","0","Look at the Touch Screen.","Kijk op het onderste scherm.","Regardez l'écran tactile.","Siehe den unteren Bildschirm für Tipps an.","Controlla lo schermo inferiore.","Verifique o ecrã inferior.","Проверь нижний экран.","Lee la información de la pantalla inferior.","Dokunmatik Ekrana bak.","43","43","1","22","22","OK",""
"342","error_","","","","","","","","","","","","","","0","0","1","0","0","BOŞ",""
"343","error_savedata","11","260","5","0","The AR Games save
data was corrupted
and has been reset.","De opgeslagen gegevens
van AR Games waren
beschadigd en zijn gewist.","Les données de sauve-
garde de Jeux en RA
étaient corrompues et
ont été réinitialisées.","Die Speicherdaten
von AR Games
waren fehlerhaft
und wurden gelöscht.","I dati di salvataggio
di Giochi RA sono
danneggiati e sono
stati cancellati.","Os dados de gravação 
dos Jogos RA estavam
danificados e foram 
restaurados.","Сохраненные данные
AR Games были
повреждены
и сброшены.","Los datos de guardado
de Juegos RA estaban
dañados y se han borrado.","AR Oyunları kayıt
verisi bozuldu ve
sıfırlandı.","84","26","4","45","17","OK",""
"344","error_savedata_mii","10","256","2","0","The Mii Maker save data was
corrupted and has been reset.","De opgeslagen gegevens
van Mii-maker waren
beschadigd en zijn hersteld.","Les données de l'éditeur Mii
étaient corrompues et ont été
réinitialisées.","Die Daten des Mii-Makers
waren fehlerhaft und
wurden zurückgesetzt.","I dati salvati del Centro di
creazione Mii erano danneggiati
e sono stati ripristinati.","Os dados de gravação do
Editor Mii estavam danificados e
foram restaurados.","Сохраненные данные
Редактора Mii были повреждены
и сброшены.","Los datos de guardado
del editor de Mii estaban
dañados y se han borrado.","Mii Oluşturucu kayıt verisi
bozuldu ve sıfırlandı.","85","32","3","49","27","OK",""
"345","saveclear_","","","","","","","","","","","","","","0","0","1","0","0","BOŞ",""
"346","saveclear_1","10","256","2","0","Delete save data
for AR Games?","Wil je de opgeslagen
gegevens van
AR Games wissen?","Effacer les données de
sauvegarde de Jeux en RA ?","Alle Speicherdaten für
AR Games löschen?","Vuoi cancellare i dati
salvati in Giochi RA?","Apagar os dados de gravação
dos Jogos RA?","Удалить сохраненные
данные AR Games?","¿Quieres borrar los datos
de guardado de Juegos RA?","AR Oyunları kayıt
verisi silinsin mi?","50","27","3","36","19","OK",""
"347","saveclear_2","10","256","2","0","Save data cannot be
recovered once deleted.
Really delete save data?","Gewiste gegevens kunnen
niet worden hersteld.
Weet je het zeker?","Les données effacées
ne peuvent pas être
récupérées. Voulez-vous
vraiment les effacer ?","Einmal gelöschte Speicher-
daten gehen unwiderruflich
verloren! Wirklich löschen?","Una volta cancellati, non
potrai recuperare i dati.
Vuoi davvero cancellarli?","Não é possível restaurar
os dados de gravação
depois de eliminados.
Deseja mesmo 
eliminá-los?","После удаления данные
нельзя восстановить.
Действительно удалить?","Una vez borrados, no
los podrás recuperar.
¿Quieres continuar?","Kayıt verisi silinince
geri getirilemez.
Gerçekten silinsin mi?","90","27","5","61","22","OK",""
"348","saveclear_3","10","256","2","0","Deleted save data.","De opgeslagen gegevens
zijn gewist.","Les données de sauve-
garde ont été effacées.","Speicherdaten gelöscht.","I dati sono stati cancellati.","Dados de gravação
eliminados.","Сохраненные данные
удалены.","Se han borrado los datos
de guardado.","Kayıt verisi silindi.","44","29","2","21","21","OK",""
"349","add","","","","","","","","","","","","","","0","0","1","0","0","BOŞ",""
"350","main_photo_sd_err_6","100","356","1","0","","","","","","","","","","0","0","1","0","0","BOŞ",""
"351","main_fish_hint_3","130","174","1","0","Lift the system gently!","Rustig iets omhoog!","Levez doucement la console !","System behutsam anheben!","Alza la console con attenzione!","Suba a consola com cuidado!","Слегка подними систему!","¡Sube la consola con cuidado!","Sistemi yavaşça kaldır!","31","31","1","23","23","OK",""
"352","main_fish_over","67","106","1","0","Pull up gently!","Rustig
binnenhalen!","Tirez doucement !","Behutsam
hochziehen!","Tira con attenzione!","Suba-a com cuidado!","Осторожно
подсекай!","¡Tira con cuidado!","Yavaşça yukarı çek!","20","20","2","19","19","OK",""
"353","marker_error_dark","29","395","1","0","Try playing in a more well-lit area.","Ga ergens heen waar meer licht is.","Jouez dans un environnement mieux éclairé.","Spiele in besser beleuchteter Umgebung.","Prova a giocare in una zona ben illuminata.","Tente jogar num local mais bem iluminado.","Найди более освещенное место для игры.","Juega en un lugar mejor iluminado.","Daha aydınlık bir yerde oynamayı dene.","43","43","1","38","38","OK",""
