index	label	English	French	German	Italian	Spanish	Turkish	status	qa_status	qa_note
1035	map_room_01_intro_02	My ancient tribe o' gearheads has\nalways taken care of this place.	Ma tribu a toujours fait en sorte\nque tout roule dans cet endroit.	Mein Stamm bewacht diesen\nTurm schon sehr lange.	La mia tribù la custodisce\nda tempo immemorabile.	Mi tribu siempre se ha dedicado\na proteger este lugar.	Biz dişli kafalar, nesillerdir\nbu yere göz kulak oluruz.	V21_MANUAL_FIXED	V21_MANUAL_FIXED	Karakterin hafif kaba/usta ağzı korundu; 'ancient tribe o’ gearheads' mekanik bir cümle yerine doğal Türkçeye taşındı.
1036	map_room_01_intro_03	But the tower's gotten rusty\nlately...	[[TAG:0002:0004:03CD]]Mais le mécanisme qui régit le\nbâtiment est complètement grippé...	[[TAG:0002:0004:03CD]]Aber leider ist er mit den\nJahren etwas eingerostet...	[[TAG:0002:0004:03CD]]Ma ultimamente la torre si\nè arrugginita un bel po'.	[[TAG:0002:0004:03CD]]Pero últimamente lo tenemos\nalgo oxidado.	[[TAG:0002:0004:03CD]]Ama kule son zamanlarda\npaslandı...	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1037	map_room_01_intro_04	It's definitely time for some\nmaintenance, ya know?	[[TAG:0002:0004:00CD]]C'est tout rouillé. Ça doit\nêtre remis à neuf !	[[TAG:0002:0004:00CD]]Er müsste dringend mal\nwieder gewartet werden!	[[TAG:0002:0004:00CD]]Avrebbe proprio bisogno di\nuna bella revisione, sai?	[[TAG:0002:0004:00CD]]Va siendo hora de darle una mano\nde chapa y pintura, ¿no os parece?	[[TAG:0002:0004:00CD]]Bakım vakti çoktan\ngelmiş, değil mi?		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1038	map_room_01_intro_05	Tell you what--you guys get\nthe flow goin' around here...	[[TAG:0002:0004:01CD]]Vous savez quoi ? Vous vous chargez\ndu contrôle technique de ma tour...	[[TAG:0002:0004:01CD]]Helft ihr mir, den Turm\nrhythmusmäßig aufzupolieren?	[[TAG:0002:0004:01CD]]Facciamo così... Tu le dai una\nsistemata alla cinghia del ritmo...	[[TAG:0002:0004:01CD]]Si conseguís que este sitio\nrecupere el ritmo...	[[TAG:0002:0004:01CD]]Şöyle yapalım—siz burada\nAkış'ı geri getirin...	LONG_TR_LINE	OK_AUTO;V18_MANUAL_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V18: Hikâyedeki özel Flow/Akış kavramı sıradan küçük harfli 'akış'tan ayrıldı.
1039	map_room_01_intro_06	and I'll help you get back\nto Heaven World. Deal?	[[TAG:0002:0004:02CD]]... et je vous aide à accéder\nau monde paradis. Pouêêêt !	[[TAG:0002:0004:02CD]]Dann helfe ich euch, in\ndie Himmelswelt zu kommen.\nAlso, was meint ihr?	[[TAG:0002:0004:02CD]]... e io ti aiuterò a ritornare\nal mondo celeste. Ci stai?	[[TAG:0002:0004:02CD]]os ayudaré a volver\na Paradisia. ¿Trato hecho?	[[TAG:0002:0004:02CD]]ben de Cennet Diyarı'na\ndönmene yardım ederim. Anlaştık?	LONG_TR_LINE	V4_MANUAL_FIXED	VOICE/LAYOUT: Keeps the deal-making tone while shortening the second line.
1040	map_room_01_intro_07	 Why would I say no\nthis time?	[[TAG:0002:0003:0E00]] J'ai l'impression que si je dis « non »,\nje vais déclencher un paradoxe narratif...	[[TAG:0002:0003:0E00]] Wer könnte dazu\nschon „Nein“ sagen?	[[TAG:0002:0003:0E00]] Non vedo perché\ndovrei rifiutare...	[[TAG:0002:0003:0E00]] No sé ni para qué pregunta...	[[TAG:0002:0003:0E00]] Bu sefer niye\nhayır diyeyim ki?	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1041	map_room_01_clear_00	̃ You did it! It's flowin' like\ncrazy all over Machine Tower!	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0100]] Vous êtes des génies ! La [[TAG:0000:0003:18919FFF]]tour vroum[[TAG:0000:0003:000000FF]]\nvrombit comme au premier jour !	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0100]] Der [[TAG:0000:0003:18919FFF]]Maschinchenturm[[TAG:0000:0003:000000FF]] ist\nwieder intakt! Vielen Dank!	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0100]] Hai fatto un pieno di ritmo\nalla [[TAG:0000:0003:18919FFF]]torre auto[[TAG:0000:0003:000000FF]]! Grande!	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0100]] ¡Lo habéis logrado! ¡El ritmo\nha invadido la [[TAG:0000:0003:18919FFF]]Torre del Automóvil[[TAG:0000:0003:000000FF]]!	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0100]] Başardın! [[TAG:0000:0003:18919FFF]]Makine Kulesi[[TAG:0000:0003:000000FF]]'nin\nher yanı Akış'la coşuyor!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1042	map_room_01_clear_01	Good work, pal! Now it's my\nturn to help you.	[[TAG:0002:0004:01CD]]C'est du beau boulot, je vous tire\nmon capot. Et... hop ! Promesse tenue !	[[TAG:0002:0004:01CD]]Das war tolle Arbeit!\nEndlich hat der Turm\nwieder Benzin im Blut.	[[TAG:0002:0004:01CD]]Ottimo lavoro! Adesso\ntocca a me aiutarti.	[[TAG:0002:0004:01CD]]¡Buen trabajo, amigos! Ahora\nme toca a mí echaros un cable.	[[TAG:0002:0004:01CD]]İyi iş çıkardın dostum! Şimdi\nsana yardım etme sırası bende.	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1043	map_room_01_clear_02	Let's wake up the secret\npower of the place!	[[TAG:0002:0004:02CD]]Révélons le [[TAG:0000:0003:0E49B3FF]]pouvoir[[TAG:0000:0003:000000FF]]\nsecret de cet endroit.	[[TAG:0002:0004:02CD]]Höchste Zeit, mit Vollgas die\n[[TAG:0000:0003:0E49B3FF]]Kraft[[TAG:0000:0003:000000FF]] des Turms zu erwecken.	[[TAG:0002:0004:02CD]]Risvegliamo il [[TAG:0000:0003:0E49B3FF]]potere\n[[TAG:0000:0003:000000FF]]segreto di questo luogo!	[[TAG:0002:0004:02CD]]¡Que despierte el\n[[TAG:0000:0003:0E49B3FF]]poder[[TAG:0000:0003:000000FF]] de la torre!	[[TAG:0002:0004:02CD]]Buranın gizli\n[[TAG:0000:0003:0E49B3FF]]gücünü[[TAG:0000:0003:000000FF]] uyandıralım!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1044	map_room_02_intro_00	̃Ȃ Welcome! A table for two?	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0202]] Bienvenue, bienvenue ! Une table\npour deux ? En salle ou en terrasse ?	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0202]] Willkommen! Einen Tisch\nfür zwei Personen?	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0202]] Oh, benvenuto!\nVolevi un tavolo?	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0202]] ¡Muy buenas!	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0202]] Hoş geldin! İki kişilik masa mı?	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1045	map_room_02_intro_01	Do you have a reservation\nhere at Citrus Tower?	[[TAG:0002:0004:00CD]]Vous savez qu'à la [[TAG:0000:0003:D75F00FF]]tour orange[[TAG:0000:0003:000000FF]],\nla réservation est recommandée.	[[TAG:0002:0004:00CD]]Haben Sie eine Reservierung\nhier im [[TAG:0000:0003:D75F00FF]]Zitrusturm[[TAG:0000:0003:000000FF]]?	[[TAG:0002:0004:00CD]]Hai prenotato qui\nalla [[TAG:0000:0003:D75F00FF]]torre agrumi[[TAG:0000:0003:000000FF]]?	[[TAG:0002:0004:00CD]]¿Habéis reservado mesa\nen [[TAG:0000:0003:D75F00FF]]Torre Cítrica[[TAG:0000:0003:000000FF]]?	[[TAG:0002:0004:00CD]][[TAG:0000:0003:D75F00FF]]Narenciye Kulesi[[TAG:0000:0003:000000FF]]'nde\nrezervasyonun var mı?	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1046	map_room_02_intro_02	Wait, what am I thinking?	Mais... Où ai-je donc la tête ?	Moment... Was habe ich\nmir nur dabei gedacht?	Aspetta, ma che\nsto dicendo?	Pero ¿qué digo?	Dur, ben ne\ndiyorum ki?		OK_AUTO;V15_MANUAL_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V15: Sonraki replik restoranın çoktan kapandığını açıklıyor; bağlamda karakter düşüncesini değil kendi söylediğini geri alıyor. IT/ES aynı işlevi açıkça veriyor.
1047	map_room_02_intro_03	My tribe's restaurant went\nout of business ages ago!	[[TAG:0002:0004:01CD]]Ce restaurant était tenu par ma tribu, mais\nil a dû mettre la clé sous la porte...	[[TAG:0002:0004:01CD]]Das Restaurant meines Stamms\nist schon lange geschlossen!	[[TAG:0002:0004:01CD]]Il ristorante della mia\ntribù è fallito tempo fa!	[[TAG:0002:0004:01CD]]¡Si este restaurante lleva\ndécadas cerrado!	[[TAG:0002:0004:01CD]]Kabilemin lokantası\nçoktan batmıştı!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1048	map_room_02_intro_04	Restoring our ancestral bistro\nwas always my dream.	[[TAG:0002:0004:00CD]]Le relancer... C'est le\nrêve de toute une vie.	[[TAG:0002:0004:00CD]]Aber ich würde dieses alte\nTraditionslokal gern neu beleben.	[[TAG:0002:0004:00CD]]Riaprirne i battenti è sempre\nstato il mio sogno...	[[TAG:0002:0004:00CD]]Reabrirlo ha sido siempre\nmi sueño...	[[TAG:0002:0004:00CD]]Atalarımızın bistrosunu\nyeniden açmak hep hayalimdi.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1049	map_room_02_intro_05	...And of course the dream of\nmy dear mentor, rest his soul.	[[TAG:0002:0004:03CD]]Mon défunt mentor y\npensait chaque jour.	[[TAG:0002:0004:03CD]]Das war auch immer der\nTraum meines Mentors!	[[TAG:0002:0004:03CD]]E anche quello del mio\nmaestro, naturalmente.	[[TAG:0002:0004:03CD]]pero hasta ahora\nno ha habido suerte.	[[TAG:0002:0004:03CD]]... Ve tabii sevgili ustamın da\nhayaliydi; mekânı cennet olsun.	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1050	map_room_02_intro_06	Wait, if you two can restore\nthis place's flow...	[[TAG:0002:0004:05CD]]Votre sens du rythme légendaire\nest mon dernier espoir !	[[TAG:0002:0004:05CD]]Vielleicht könnt ihr beiden\nhier ja mal aufräumen...	[[TAG:0002:0004:05CD]]Un momento! Se tu riportassi\nil ritmo in questo posto...	[[TAG:0002:0004:05CD]]Oíd, si conseguís devolverle\nel ritmo a este sitio...	[[TAG:0002:0004:05CD]]Dur, siz ikiniz buranın\nakışını geri getirebilirseniz...	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1051	map_room_02_intro_07	maybe customers will come\nback and want to eat here!	[[TAG:0002:0004:02CD]]Vous allez rendre à cet endroit sa\nsplendeur et faire revenir les clients !	[[TAG:0002:0004:02CD]]Dann kommen sicher\nbald wieder Gäste hierher!	[[TAG:0002:0004:02CD]]... forse i clienti tornerebbero\na gustare i nostri piatti!	[[TAG:0002:0004:02CD]]¡seguro que los clientes\nvuelven en masa a comer aquí!	[[TAG:0002:0004:02CD]]belki müşteriler geri gelir ve\nburada yemek ister!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1052	map_room_02_intro_08	You'll do it, right?\nTell me you'll do it!	[[TAG:0002:0004:06CD]]Vous allez le faire, hein ?\nPour moi et les miens... Dites oui !	[[TAG:0002:0004:06CD]]Das werdet ihr doch sicher\ngern tun, oder? Oder?	[[TAG:0002:0004:06CD]]Mi aiuterai, vero?\nTi prego!	[[TAG:0002:0004:06CD]]¿Qué me decís?	[[TAG:0002:0004:06CD]]Yapacaksın, değil mi?\nSöyle, yapacaksın!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1053	map_room_02_intro_09	Naturally, I'll help you on your\nway back to Heaven World.	Et bien sûr, je vous aiderai\nà atteindre votre monde.	Dafür helfe ich euch dann,\nzur Himmelswelt zu kommen.	Naturalmente, io ti aiuterò a\ntornare nel mondo celeste.	Si lo hacéis, yo os echaré una mano\npara que podáis llegar a Paradisia.	Elbette Cennet Diyarı'na\ndönmene yardım edeceğim.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1054	map_room_02_intro_10	Ď Yeah, I guess if it was \nsomebody's dream or whatever...	[[TAG:0002:0003:0E01]]Rêve exaucé contre rêve\nexaucé. Voilà qui tombe bien !	[[TAG:0002:0003:0E01]] Na gut, wenn das schon\ndein Mentor so gewollt hat...	[[TAG:0002:0003:0E01]] E va bene, se era il\nsogno del tuo maestro...	[[TAG:0002:0003:0E01]] Siempre con lo mismo...	[[TAG:0002:0003:0E01]] Evet, sanırım bu\nbirinin rüyası falansa...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1055	map_room_02_clear_00	̃ You've done it! You have\nrestored flow to Citrus Tower!	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0200]] Bravo ! Votre sens du rythme\na réveillé la [[TAG:0000:0003:D75F00FF]]tour orange [[TAG:0000:0003:000000FF]]!	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0200]] Hurra! Der [[TAG:0000:0003:D75F00FF]]Zitrusturm[[TAG:0000:0003:000000FF]]\nerstrahlt in altem Glanz!	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0200]] Ce l'hai fatta! La [[TAG:0000:0003:D75F00FF]]torre agrumi\n[[TAG:0000:0003:000000FF]]ha riacquistato il ritmo!	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0200]] ¡Lo habéis hecho! ¡Le habéis\ndevuelto el ritmo a [[TAG:0000:0003:D75F00FF]]Torre Cítrica[[TAG:0000:0003:000000FF]]!	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0200]] Başardın! Akışı\n[[TAG:0000:0003:D75F00FF]]Narenciye Kulesi[[TAG:0000:0003:000000FF]]'ne geri getirdin!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1056	map_room_02_clear_01	My mentor would be so pleased\nif he could see this place!	[[TAG:0002:0004:01CD]]Mon mentor aurait été ravi\net fier de voir cet endroit ! 	[[TAG:0002:0004:01CD]]Mein Mentor wäre stolz,\nwenn er das sehen könnte.	[[TAG:0002:0004:01CD]]Se il mio maestro fosse\nqui, scoppierebbe di gioia!	[[TAG:0002:0004:01CD]]Mi exjefe se pondría tan contento\nsi pudiera ver este lugar...	[[TAG:0002:0004:01CD]]Mentorum burayı görseydi\nçok sevinirdi!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1057	map_room_02_clear_02	As promised, I will awaken the\nsecret power of the tower!	[[TAG:0002:0004:02CD]]Comme promis, je vais révéler le\n[[TAG:0000:0003:0E49B3FF]]pouvoir[[TAG:0000:0003:000000FF]] secret de cet endroit.	[[TAG:0002:0004:02CD]]Also gut, wecken wir nun\ndie geheime [[TAG:0000:0003:0E49B3FF]]Kraft[[TAG:0000:0003:000000FF]] des Turms.	[[TAG:0002:0004:02CD]]Come promesso, risveglierò\nil [[TAG:0000:0003:0E49B3FF]]potere [[TAG:0000:0003:000000FF]]segreto della torre!	[[TAG:0002:0004:02CD]]Ahora, tal como os había prometido,\n¡despertaré el [[TAG:0000:0003:0E49B3FF]]poder [[TAG:0000:0003:000000FF]]de la torre!	[[TAG:0002:0004:02CD]]Söz verdiğim gibi, kulenin gizli\n[[TAG:0000:0003:0E49B3FF]]gücünü[[TAG:0000:0003:000000FF]] uyandıracağım!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1058	map_room_03_intro_00	̃ă Nuts to you! Donuts,\nthat is!	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0301]] Des do...[[TAG:0003:0002:0F00]] Des nuts...[[TAG:0003:0002:0F00]]\nDes do... donuts !	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0301]] Mo, Di, Mi, Do... Do![[TAG:0003:0002:0F00]]Nuts!\nDonuts! Das ist, was zählt!	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0301]] Oh, sei tu![[TAG:0003:0002:0F00]] Ma che\nciam...bella combinazione!	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0301]] Ah, ¡sois vosotros!\n¡Cómo me alegro de veros!	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0301]] Donutuna gitmesin![[TAG:0003:0002:0F00]]\nŞey... donutlar yani!	CONTROL_DIFF_EN_TR,LONG_TR_LINE	V4_MANUAL_FIXED	WORDPLAY/VOICE: Rebuilds the deliberately groan-worthy nuts/donuts opening using the recurring Turkish donut-wordplay style.
1059	map_room_03_intro_01	Welcome to Donut Tower.	[[TAG:0002:0004:00CD]]Voici la [[TAG:0000:0003:0E49B3FF]]tour donut [[TAG:0000:0003:000000FF]]!	[[TAG:0002:0004:00CD]]Willkommen im [[TAG:0000:0003:0E49B3FF]]Donutturm[[TAG:0000:0003:000000FF]]!	[[TAG:0002:0004:00CD]]Ti do il benvenuto\nalla [[TAG:0000:0003:0E49B3FF]]torre ciambella[[TAG:0000:0003:000000FF]].	[[TAG:0002:0004:00CD]]Esta es la [[TAG:0000:0003:0E49B3FF]]Torre de la Rosquilla[[TAG:0000:0003:000000FF]].	[[TAG:0002:0004:00CD]][[TAG:0000:0003:0E49B3FF]]Donut Kulesi[[TAG:0000:0003:000000FF]]'ne hoş geldin.	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1060	map_room_03_intro_02	My tribe has been watching\nthe fryers here forever.	[[TAG:0002:0004:01CD]]Notre tribu en a la charge\ndepuis des temps immémoriaux.	[[TAG:0002:0004:01CD]]Mein Stamm betreut schon\nseit Ewigkeiten die Fritteusen\nhier im Turm.	[[TAG:0002:0004:01CD]]La mia tribù vigila sul suo\naroma e la sua fragranza\nda sempre.	[[TAG:0002:0004:01CD]]Mi tribu lleva custodiándola\nmuchos muchos años.	[[TAG:0002:0004:01CD]]Kabilem burada fritözleri\nezelden beri izliyor.	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1061	map_room_03_intro_03	You used to be able to see the\ntower's handsome, donutty face.	[[TAG:0002:0004:03CD]]Elle a manifestement besoin\nd'un bon coup de ménage !	[[TAG:0002:0004:03CD]]Früher konnte man auch die\nSpitze des Turms sehen. Und\ndie sah echt lecker aus!	[[TAG:0002:0004:03CD]]Fino a poco tempo fa, era ancora\npossibile ammirarne la cima così\nciambellosamente seducente.	[[TAG:0002:0004:03CD]]¿Sabéis? Antes era un lugar\nmarchoso ¡y repleto de rosquillas!	[[TAG:0002:0004:03CD]]Eskiden kulenin yakışıklı,\ndonut gibi yüzünü görebilirdin.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1062	map_room_03_intro_04	...Which is why I'd like to\nask a favor.	J'aimerais vous\ndemander votre aide.	Darum würde ich euch\nauch gern um etwas bitten...	Ed è proprio per questo\nmotivo che vorrei chiederti\nun favore...	Pero ahora está mustio y revenido.\nPor eso quiero pediros un favor...	... Bu yüzden senden bir\niyilik isteyeceğim.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1063	map_room_03_intro_05	Give the tower its handsome\nface again!	[[TAG:0002:0004:02CD]]Rendez à cette tour toute\nsa splendide donitude !	[[TAG:0002:0004:02CD]]Macht, dass die Spitze des\nTurms wieder zu sehen ist!	[[TAG:0002:0004:02CD]]Restituisci alla torre il suo\naffascinante aspetto!	[[TAG:0002:0004:02CD]]¡Devolvedle el ritmo para que\nvuelva a ser como antes!	[[TAG:0002:0004:02CD]]Kulenin yakışıklı donut\nyüzünü geri getir!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1064	map_room_03_intro_06	If you can restore the tower's\nflow, it'll show its face again!	[[TAG:0002:0004:01CD]]Si vous restaurez\nle sens du rythme...	[[TAG:0002:0004:01CD]]Gebt ihm seinen Rhythmus zurück,\ndann ist er bald wieder so attraktiv\nwie früher.	[[TAG:0002:0004:01CD]]Se riuscirai a ripristinare il\nsuo ritmo, tornerà a brillare\nin tutto il suo splendore!	[[TAG:0002:0004:01CD]]Si lo hacéis...	[[TAG:0002:0004:01CD]]Kulenin akışını geri getirirsen,\nyüzünü yine gösterecek!	LONG_TR_LINE	V4_MANUAL_FIXED	SEMANTIC/LAYOUT: Preserves the tower-flow meaning without a 52-character second line.
1065	map_room_03_intro_07	...And I'll be happy to help\nyou get back to Heaven World!	[[TAG:0002:0004:02CD]]... je vous aiderai à rejoindre le monde\nparadis. Et pas en radeau... nut !	[[TAG:0002:0004:02CD]]Dann helfe ich euch gern,\ndie Himmelswelt zu erreichen.	[[TAG:0002:0004:02CD]]E io sarò ben felice di\naiutarti a fare ritorno nel\nmondo celeste!	[[TAG:0002:0004:02CD]]yo os ayudaré a regresar a\nParadisia. ¡Palabra de rosquilla!	[[TAG:0002:0004:02CD]]... Ve Cennet Diyarı'na geri dönmene\nyardım etmekten memnun olurum!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1066	map_room_03_intro_08	̎ I guess it's good that you\nknow what you like...	[[TAG:0002:0003:0E03]] Faites-nous confiance, nous allons\nrestaurer votre tour rapido... nut ! Hi hi !	[[TAG:0002:0003:0E03]] Ist schon toll, wenn\nman weiß, was man will...	[[TAG:0002:0003:0E03]] Hai le idee chiare, non\nc'è che dire...	[[TAG:0002:0003:0E03]] Esto es el cuento\nde nunca acabar...	[[TAG:0002:0003:0E03]] Sanırım neyi sevdiğini\nbilmen iyi...	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1067	map_room_03_clear_00	̃ You did it! You restored\nthe flow to Donut Tower!	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0300]] Je lève le rideau... nut sur\nma jolie [[TAG:0000:0003:0E49B3FF]]tour do... nut [[TAG:0000:0003:000000FF]]! 	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0300]] Mjam! Der [[TAG:0000:0003:0E49B3FF]]Donutturm[[TAG:0000:0003:000000FF]]\nerstrahlt in altem Glanz!	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0300]] Ce l'hai fatta! La [[TAG:0000:0003:0E49B3FF]]torre\nciambella[[TAG:0000:0003:000000FF]] ha recuperato\ntutto il suo ritmo!	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0300]] ¡Muchas gracias! ¡Le habéis devuelto\nel ritmo a la [[TAG:0000:0003:0E49B3FF]]Torre de la Rosquilla[[TAG:0000:0003:000000FF]]!	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0300]] Başardın! Akışı\n[[TAG:0000:0003:0E49B3FF]]Donut Kulesi[[TAG:0000:0003:000000FF]]'ne geri getirdin!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1068	map_room_03_clear_01	The tower looks so tall and\nrugged...	[[TAG:0002:0004:03CD]]Pour vous remercier, je vais invoquer tout\nl'amour que je porte aux donuts...	[[TAG:0002:0004:03CD]]Er sieht so groß und\nso robust aus...	[[TAG:0002:0004:03CD]]Ha un aspetto così fragrante\ne appetitoso, adesso...	[[TAG:0002:0004:03CD]]Fijaos en lo bonita que ha quedado.\n¡Está para darle un mordisco!	[[TAG:0002:0004:03CD]]Kule çok uzun\nve heybetli görünüyor...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1069	map_room_03_clear_02	Oh! Let me awaken its power\nlike I promised!	[[TAG:0002:0004:02CD]]Et je vais m'en servir pour réveiller\nle [[TAG:0000:0003:0E49B3FF]]pouvoir [[TAG:0000:0003:000000FF]]de la tour !	[[TAG:0002:0004:02CD]]Jetzt kann ich auch\nseine [[TAG:0000:0003:0E49B3FF]]Kräfte[[TAG:0000:0003:000000FF]] wecken...	[[TAG:0002:0004:02CD]]Bene! Come promesso, ora\nrisveglierò il suo [[TAG:0000:0003:0E49B3FF]]potere[[TAG:0000:0003:000000FF]]!	[[TAG:0002:0004:02CD]]Bueno, llega el momento de que despierte\nsu [[TAG:0000:0003:0E49B3FF]]poder[[TAG:0000:0003:000000FF]], como os había prometido.	[[TAG:0002:0004:02CD]]Aa! Söz verdiğim gibi kulenin [[TAG:0000:0003:0E49B3FF]]gücünü\n[[TAG:0000:0003:000000FF]]uyandırayım!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1070	map_room_04_intro_00	̃Ȅ Take that! Snip! And that! Snip! \nWhoops! Snipped too much.	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0402]] Prends ça ! Tchic ![[TAG:0003:0002:0F00]] Et ça ! Tchic ![[TAG:0003:0002:0F00]]\nOups. Encore coupé trop court...	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0402]] Ha! Schnipp! [[TAG:0003:0002:0F00]]Und schnapp![[TAG:0003:0002:0F00]]\nUps! Zu viel geschnitten...	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0402]] Tieni! Zic! [[TAG:0003:0002:0F00]]Prendi! Zac! [[TAG:0003:0002:0F00]]\nOpsss! Ho tagliato troppo.	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0402]] ¡Toma esto! ¡Tris! [[TAG:0003:0002:0F00]]¡Y esto! ¡Tras! [[TAG:0003:0002:0F00]]\n¡Ahí va! ¡Me he pasado con la tijera!	[[TAG:0003:0001:03030000]][[TAG:0002:0003:0402]] Al sana! Şak! [[TAG:0003:0002:0F00]] Al sana! Şak! [[TAG:0003:0002:0F00]]\nHoppala! Fazla kestim.	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1071	map_room_04_intro_01	Oh, hey. Welcome to\nBarbershop Tower.	[[TAG:0002:0004:00CD]]Bienvenue à la [[TAG:0000:0003:E40000FF]]tour coup'tif[[TAG:0000:0003:000000FF]].	[[TAG:0002:0004:00CD]]Hallo! Und willkommen im\n[[TAG:0000:0003:E40000FF]]Barbierturm[[TAG:0000:0003:000000FF]].	[[TAG:0002:0004:00CD]]Ehilà! Benvenuto alla\n[[TAG:0000:0003:E40000FF]]torre barbiere[[TAG:0000:0003:000000FF]].	[[TAG:0002:0004:00CD]]Ah, ¡hola! Bienvenidos\na la [[TAG:0000:0003:E40000FF]]Torre del Peluquero[[TAG:0000:0003:000000FF]].	[[TAG:0002:0004:00CD]]Aa, selam. Hoş geldin\n[[TAG:0000:0003:E40000FF]]Berber Kulesi[[TAG:0000:0003:000000FF]]'ne.	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
