file,index,hash,language_hint,original,translation_tr
Item.ttb,3826,F0910424,latin,PIXELSTICKERNR. 143,
Item.ttb,3827,F1BAE009,latin,PIXEL STICKER N°102,
Item.ttb,3828,F1BA8AAA,latin,PIXELSTICKER Nr. 102,
Item.ttb,3829,F0923FBD,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.143,
Item.ttb,3830,F1BADD48,latin,PIXEL STICKER No.102,
Item.ttb,3831,F1BC173A,latin,STICKER PIXEL N. 102,
Item.ttb,3832,F1BB2D25,latin,AUTOCOLLANT PIXEL N°102,
Item.ttb,3833,F1BC5A6C,ja/mixed,ピクセルシール No.102,
Item.ttb,3834,F22F6B56,latin,PIXEL STICKER N°093,
Item.ttb,3835,F1D58DA0,empty,,
Item.ttb,3836,F1BE36D9,latin,SELO DE PIXEL No.102,
Item.ttb,3837,F1BD971F,latin,PIXELSTICKERNR. 102,
Item.ttb,3838,F1BED2B8,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.102,
Item.ttb,3839,F22F15F7,latin,PIXELSTICKER Nr. 093,
Item.ttb,3840,F1DABACE,empty,,
Item.ttb,3841,F22F6895,latin,PIXEL STICKER No.093,
Item.ttb,3842,F2313B18,empty,,
Item.ttb,3843,F230A287,latin,STICKER PIXEL N. 093,
Item.ttb,3844,F22FB872,latin,AUTOCOLLANT PIXEL N°093,
Item.ttb,3845,F230E5B9,ja/mixed,ピクセルシール No.093,
Item.ttb,3846,F232C226,latin,SELO DE PIXEL No.093,
Item.ttb,3847,F232226C,latin,PIXELSTICKERNR. 093,
Item.ttb,3848,F2335E05,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.093,
Item.ttb,3849,F3523E82,latin,STICKER PIXEL N. 201,
Item.ttb,3850,F24A5083,empty,,
Item.ttb,3851,F24880C1,latin,LB-F ALNAIR,
Item.ttb,3852,F2482B62,latin,LB-F ALNAIR,
Item.ttb,3853,F23A06DC,empty,,
Item.ttb,3854,F2487E00,latin,LB-F ALNAIR,
Item.ttb,3855,F249B7F2,latin,LB-F ALNAIR,
Item.ttb,3856,F248CDDD,latin,LB-F ALNAIR,
Item.ttb,3857,F249FB24,ja/mixed,LB-F アルナイル,
Item.ttb,3858,F350B1F2,latin,PIXELSTICKER Nr. 227,
Item.ttb,3859,F24BD791,latin,LB-F ALNAIR,
Item.ttb,3860,F24B37D7,latin,LB-F ALNAIR,
Item.ttb,3861,F24C7370,latin,LB-F ALNAIR,
Item.ttb,3862,F3510751,latin,PIXEL STICKER N°227,
Item.ttb,3863,F3510490,latin,PIXEL STICKER No.227,
Item.ttb,3864,F351546D,latin,AUTOCOLLANT PIXEL N°227,
Item.ttb,3865,F35BFE51,latin,PIXEL STICKER N°052,
Item.ttb,3866,F3545E21,latin,SELO DE PIXEL No.227,
Item.ttb,3867,F352D713,empty,,
Item.ttb,3868,F35281B4,ja/mixed,ピクセルシール No.227,
Item.ttb,3869,F353BE67,latin,PIXELSTICKERNR. 227,
Item.ttb,3870,F35BA8F2,latin,PIXELSTICKER Nr. 052,
Item.ttb,3871,F354FA00,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.227,
Item.ttb,3872,F35BFB90,latin,PIXEL STICKER No.052,
Item.ttb,3873,F35DCE13,empty,,
Item.ttb,3874,F35D3582,latin,STICKER PIXEL N. 052,
Item.ttb,3875,F35C4B6D,latin,AUTOCOLLANT PIXEL N°052,
Item.ttb,3876,F35D78B4,ja/mixed,ピクセルシール No.052,
Item.ttb,3877,F35F5521,latin,SELO DE PIXEL No.052,
Item.ttb,3878,F35EB567,latin,PIXELSTICKERNR. 052,
Item.ttb,3879,F35FF100,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.052,
Item.ttb,3880,F6BE6F62,latin,STICKER PIXEL N. 133,
Item.ttb,3881,F590A536,latin,PIXEL STICKER N°174,
Item.ttb,3882,F489C87D,latin,STICKER PIXEL N. 011,
Item.ttb,3883,F4883BED,latin,PIXELSTICKER Nr. 011,
Item.ttb,3884,F436832C,empty,,
Item.ttb,3885,F3DB9E25,empty,,
Item.ttb,3886,F43BB05A,empty,,
Item.ttb,3887,F488914C,latin,PIXEL STICKER N°011,
Item.ttb,3888,F4888E8B,latin,PIXEL STICKER No.011,
Item.ttb,3889,F488DE68,latin,AUTOCOLLANT PIXEL N°011,
Item.ttb,3890,F48BE81C,latin,SELO DE PIXEL No.011,
Item.ttb,3891,F48A610E,empty,,
Item.ttb,3892,F48A0BAF,ja/mixed,ピクセルシール No.011,
Item.ttb,3893,F48B4862,latin,PIXELSTICKERNR. 011,
Item.ttb,3894,F5904FD7,latin,PIXELSTICKER Nr. 174,
Item.ttb,3895,F48C83FB,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.011,
Item.ttb,3896,F590A275,latin,PIXEL STICKER No.174,
Item.ttb,3897,F5C6B3F7,empty,,
Item.ttb,3898,F59274F8,empty,,
Item.ttb,3899,F591DC67,latin,STICKER PIXEL N. 174,
Item.ttb,3900,F590F252,latin,AUTOCOLLANT PIXEL N°174,
Item.ttb,3901,F5921F99,ja/mixed,ピクセルシール No.174,
Item.ttb,3902,F593FC06,latin,SELO DE PIXEL No.174,
Item.ttb,3903,F5935C4C,latin,PIXELSTICKERNR. 174,
Item.ttb,3904,F59497E5,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.174,
Item.ttb,3905,F6BCE2D2,latin,PIXELSTICKER Nr. 133,
Item.ttb,3906,F6260005,empty,,
Item.ttb,3907,F5CBE125,empty,,
Item.ttb,3908,F62B2D33,empty,,
Item.ttb,3909,F6BD3831,latin,PIXEL STICKER N°133,
Item.ttb,3910,F6BD3570,latin,PIXEL STICKER No.133,
Item.ttb,3911,F6BD854D,latin,AUTOCOLLANT PIXEL N°133,
Item.ttb,3912,F85F8DAA,latin,STICKER PIXEL N. 083,
Item.ttb,3913,F79512EB,empty,,
Item.ttb,3914,F6C08F01,latin,SELO DE PIXEL No.133,
Item.ttb,3915,F6BF07F3,empty,,
Item.ttb,3916,F6BEB294,ja/mixed,ピクセルシール No.133,
Item.ttb,3917,F6BFEF47,latin,PIXELSTICKERNR. 133,
Item.ttb,3918,F72C6DCC,empty,,
Item.ttb,3919,F6C12AE0,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.133,
Item.ttb,3920,F7319AFA,empty,,
Item.ttb,3921,F85E011A,latin,PIXELSTICKER Nr. 083,
Item.ttb,3922,F7C7974E,empty,,
Item.ttb,3923,F79A4019,empty,,
Item.ttb,3924,F7CCC47C,empty,,
Item.ttb,3925,F85E5679,latin,PIXEL STICKER N°083,
Item.ttb,3926,F85E53B8,latin,PIXEL STICKER No.083,
Item.ttb,3927,F85EA395,latin,AUTOCOLLANT PIXEL N°083,
Item.ttb,3928,F97FF274,latin,PIXEL STICKER N°217,
Item.ttb,3929,F861AD49,latin,SELO DE PIXEL No.083,
Item.ttb,3930,F860263B,empty,,
Item.ttb,3931,F85FD0DC,ja/mixed,ピクセルシール No.083,
Item.ttb,3932,F8610D8F,latin,PIXELSTICKERNR. 083,
Item.ttb,3933,F97F9D15,latin,PIXELSTICKER Nr. 217,
Item.ttb,3934,F8624928,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.083,
Item.ttb,3935,F97FEFB3,latin,PIXEL STICKER No.217,
Item.ttb,3936,F981C236,empty,,
Item.ttb,3937,F98129A5,latin,STICKER PIXEL N. 201,
Item.ttb,3938,F9803F90,latin,AUTOCOLLANT PIXEL N°217,
Item.ttb,3939,F9816CD7,ja/mixed,ピクセルシール No.217,
Item.ttb,3940,F9834944,latin,SELO DE PIXEL No.217,
Item.ttb,3941,F982A98A,latin,PIXELSTICKERNR. 217,
Item.ttb,3942,FCED9DB7,ja/mixed,ピクセルシール No.123,
Item.ttb,3943,FB2233B7,ja/mixed,さくらんぼ,
Item.ttb,3944,FA4CAFA4,empty,,
Item.ttb,3945,F98DA08A,latin,PIXELSTICKERNR. 042,
Item.ttb,3946,F98B3690,latin,AUTOCOLLANT PIXEL N°042,
Item.ttb,3947,F98AE6B3,latin,PIXEL STICKER No.042,
Item.ttb,3948,F98A9415,latin,PIXELSTICKER Nr. 042,
Item.ttb,3949,F98AE974,latin,PIXEL STICKER N°042,
Item.ttb,3950,F98C63D7,ja/mixed,ピクセルシール No.042,
Item.ttb,3951,F98C20A5,latin,STICKER PIXEL N. 042,
Item.ttb,3952,F98CB936,empty,,
Item.ttb,3953,F9B7DA4E,empty,,
Item.ttb,3954,F98EDC23,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.042,
Item.ttb,3955,F98E4044,latin,SELO DE PIXEL No.042,
Item.ttb,3956,F9B71427,empty,,
Item.ttb,3957,F9BD077C,empty,,
Item.ttb,3958,F9BC4155,empty,,
Item.ttb,3959,FA478276,empty,,
Item.ttb,3960,FABA3385,latin,PIXELSTICKERNR. 001,
Item.ttb,3961,FAB7C98B,latin,AUTOCOLLANT PIXEL N°001,
Item.ttb,3962,FAB779AE,latin,PIXEL STICKER No.001,
Item.ttb,3963,FAB72710,latin,PIXELSTICKER Nr. 001,
Item.ttb,3964,FAB77C6F,latin,PIXEL STICKER N°001,
Item.ttb,3965,FAB8F6D2,ja/mixed,ピクセルシール No.001,
Item.ttb,3966,FAB8B3A0,latin,STICKER PIXEL N. 001,
Item.ttb,3967,FAB94C31,empty,,
Item.ttb,3968,FB20B693,latin,CHERRIES,
Item.ttb,3969,FABB6F1E,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.001,
Item.ttb,3970,FABAD33F,latin,SELO DE PIXEL No.001,
Item.ttb,3971,FB2063F5,latin,KIRSCHEN,
Item.ttb,3972,FB210670,latin,CERISES,
Item.ttb,3973,FB20B954,latin,CEREZAS,
Item.ttb,3974,FB21F085,latin,CILIEGIE,
Item.ttb,3975,FC57E629,empty,,
Item.ttb,3976,FBBFDD75,latin,AUTOCOLLANT PIXEL N°164,
Item.ttb,3977,FB24AC03,other,ВИШНЯ,
Item.ttb,3978,FB23706A,latin,KERSEN,
Item.ttb,3979,FB228916,empty,,
Item.ttb,3980,FB241024,latin,CEREJAS,
Item.ttb,3981,FBBF8D98,latin,PIXEL STICKER No.164,
Item.ttb,3982,FBBF3AFA,latin,PIXELSTICKER Nr. 164,
Item.ttb,3983,FBBF9059,latin,PIXEL STICKER N°164,
Item.ttb,3984,FBC2476F,latin,PIXELSTICKERNR. 164,
Item.ttb,3985,FBC10ABC,ja/mixed,ピクセルシール No.164,
Item.ttb,3986,FBC0C78A,latin,STICKER PIXEL N. 164,
Item.ttb,3987,FBC1601B,empty,,
Item.ttb,3988,FBC38308,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.164,
Item.ttb,3989,FBC2E729,latin,SELO DE PIXEL No.164,
Item.ttb,3990,FC52B8FB,empty,,
Item.ttb,3991,FCDE242F,latin,P-PB NUNKI,
Item.ttb,3992,FCDBBA35,latin,P-PB NUNKI,
Item.ttb,3993,FCDB6A58,latin,P-PB NUNKI,
Item.ttb,3994,FCDB17BA,latin,P-PB NUNKI,
Item.ttb,3995,FCDB6D19,latin,P-PB NUNKI,
Item.ttb,3996,FCDCE77C,ja/mixed,P-PB ヌンキ,
Item.ttb,3997,FCDCA44A,latin,P-PB NUNKI,
Item.ttb,3998,FCDD3CDB,empty,,
Item.ttb,3999,FCEC2093,latin,PIXEL STICKER No.123,
Item.ttb,4000,FCDF5FC8,latin,P-PB NUNKI,
Item.ttb,4001,FCDEC3E9,latin,P-PB NUNKI,
Item.ttb,4002,FCEBCDF5,latin,PIXELSTICKER Nr. 123,
Item.ttb,4003,FCEC7070,latin,AUTOCOLLANT PIXEL N°123,
Item.ttb,4004,FCEC2354,latin,PIXEL STICKER N°123,
Item.ttb,4005,FCED5A85,latin,STICKER PIXEL N. 123,
Item.ttb,4006,FF064606,latin,MAX CP UP (M),
Item.ttb,4007,FD4E1B9E,empty,,
Item.ttb,4008,FD283016,latin,P-CS ALDEBARAN,
Item.ttb,4009,FCF01603,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.123,
Item.ttb,4010,FCEEDA6A,latin,PIXELSTICKERNR. 123,
Item.ttb,4011,FCEDF316,empty,,
Item.ttb,4012,FCEF7A24,latin,SELO DE PIXEL No.123,
Item.ttb,4013,FD27E039,latin,P-CS ALDEBARAN,
Item.ttb,4014,FD278D9B,latin,P-CS ALDEBARAN,
Item.ttb,4015,FD27E2FA,latin,P-CS ALDEBARAN,
Item.ttb,4016,FD2A9A10,latin,P-CS ALDEBARAN,
Item.ttb,4017,FD295D5D,ja/mixed,P-CS アルデバラン,
Item.ttb,4018,FD291A2B,latin,P-CS ALDEBARAN,
Item.ttb,4019,FD29B2BC,empty,,
Item.ttb,4020,FD2BD5A9,latin,P-CS ALDEBARAN,
Item.ttb,4021,FD2B39CA,latin,P-CS ALDEBARAN,
Item.ttb,4022,FD48EE70,empty,,
Item.ttb,4023,FE8D8EB8,latin,AUTOCOLLANT PIXEL N°073,
Item.ttb,4024,FDAE2DD3,empty,,
Item.ttb,4025,FDA900A5,empty,,
Item.ttb,4026,FDA83A7E,empty,,
Item.ttb,4027,FDAD67AC,empty,,
Item.ttb,4028,FE8D3EDB,latin,PIXEL STICKER No.073,
Item.ttb,4029,FE8CEC3D,latin,PIXELSTICKER Nr. 073,
Item.ttb,4030,FE8D419C,latin,PIXEL STICKER N°073,
Item.ttb,4031,FE8FF8B2,latin,PIXELSTICKERNR. 073,
Item.ttb,4032,FE8EBBFF,ja/mixed,ピクセルシール No.073,
Item.ttb,4033,FE8E78CD,latin,STICKER PIXEL N. 073,
Item.ttb,4034,FE8F115E,empty,,
Item.ttb,4035,FE91344B,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.073,
Item.ttb,4036,FE90986C,latin,SELO DE PIXEL No.073,
Item.ttb,4037,FF05F368,latin,MAX. KP ERHÖHT (M),
Item.ttb,4038,FFB057FA,ja/mixed,ピクセルシール No.207,
Item.ttb,4039,FF0A3B76,latin,MAX ОС+ (M),
Item.ttb,4040,FF07C32A,ja/mixed,CPMAXアップ(M),
Item.ttb,4041,FF0695E3,latin,AUG. PP MAX (M),
Item.ttb,4042,FF0648C7,latin,MAX PC PLUS (M),
Item.ttb,4043,FF077FF8,latin,+ CP MAX (M),
Item.ttb,4044,FF08FFDD,latin,MAX CP OMHOOG (M),
Item.ttb,4045,FF081889,empty,,
Item.ttb,4046,FF099F97,latin,PC MÁX. + (M),
Item.ttb,4047,FFAEDAD6,latin,PIXEL STICKER No.207,
Item.ttb,4048,FF4F4DF1,empty,,
Item.ttb,4049,FF4A20C3,empty,,
Item.ttb,4050,FFAE8838,latin,PIXELSTICKER Nr. 207,
Item.ttb,4051,FFAF2AB3,latin,AUTOCOLLANT PIXEL N°207,
Item.ttb,4052,FFAEDD97,latin,PIXEL STICKER N°207,
Item.ttb,4053,FFB014C8,latin,STICKER PIXEL N. 201,
Item.ttb,4054,FFBA21B3,latin,AUTOCOLLANT PIXEL N°032,
Item.ttb,4055,FFB2D046,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.207,
Item.ttb,4056,FFB194AD,latin,PIXELSTICKERNR. 207,
Item.ttb,4057,FFB0AD59,empty,,
Item.ttb,4058,FFB23467,latin,SELO DE PIXEL No.207,
Item.ttb,4059,FFB9D1D6,latin,PIXEL STICKER No.032,
Item.ttb,4060,FFB97F38,latin,PIXELSTICKER Nr. 032,
Item.ttb,4061,FFB9D497,latin,PIXEL STICKER N°032,
Item.ttb,4062,FFBC8BAD,latin,PIXELSTICKERNR. 032,
Item.ttb,4063,FFBB4EFA,ja/mixed,ピクセルシール No.032,
Item.ttb,4064,FFBB0BC8,latin,STICKER PIXEL N. 032,
Item.ttb,4065,FFBBA459,empty,,
Item.ttb,4066,FFBDC746,latin,ПИКСЕЛЬНЫЙ СТИКЕР No.032,
Item.ttb,4067,FFBD2B67,latin,SELO DE PIXEL No.032,
MapCommon.ttb,0,845A53E8,latin,APRIMORAMENTO!,
MapCommon.ttb,1,33CED55E,empty,,
MapCommon.ttb,2,05F09249,latin,"Joule: ""¡Aguanta, Gunvolt!""",
MapCommon.ttb,3,0503FBE6,empty,,
MapCommon.ttb,4,05027940,latin,"LOLA : ""TU PEUX Y ARRIVER, COPEN !""",
MapCommon.ttb,5,05022963,latin,"LOLA: ""YOU CAN DO IT, COPEN!""",
MapCommon.ttb,6,0501D6C5,latin,"LOLA: „DU SCHAFFST ES, COPEN!“",
MapCommon.ttb,7,05022C24,latin,"LOLA: ¡TÚ PUEDES, COPEN!",
MapCommon.ttb,8,0503A687,ja/mixed,ロロ「がんばれ！ アキュラくん！」,
MapCommon.ttb,9,05036355,latin,"LOLA: ""PUOI FARCELA, COPEN!""",
MapCommon.ttb,10,05061ED3,other,"ЛОЛА: ""ТЫ СМОЖЕШЬ, КОПЕН!""",
MapCommon.ttb,11,050582F4,latin,"LOLA: “VOCÊ CONSEGUE, COPEN!”",
MapCommon.ttb,12,0504E33A,latin,"LOLA: ""JE KUNT DIT, COPEN!""",
MapCommon.ttb,13,05F08F88,latin,"JOULE: ""Hang in there, GV!""",
MapCommon.ttb,14,05F03CEA,latin,"JOULE: „Halte durch, GV!“",
MapCommon.ttb,15,05F3E919,latin,"JOULE: “Força, GV!”",
MapCommon.ttb,16,05F20CAC,ja/mixed,シアン「ＧＶ、負けないで！」,
MapCommon.ttb,17,05F1C97A,latin,"JOULE: ""Tieni duro, GV!""",
MapCommon.ttb,18,05F0DF65,latin,"JOULE : ""Accroche-toi, GV !""",
MapCommon.ttb,19,05F3495F,latin,"JOULE: ""Hou vol, GV!""",
MapCommon.ttb,20,05F2620B,empty,,
MapCommon.ttb,21,108356B3,empty,,
MapCommon.ttb,22,107E2985,empty,,
MapCommon.ttb,23,05F484F8,other,"Джоуль:""Держись, Ганвольт!""",
MapCommon.ttb,24,2B7C33AE,empty,,
MapCommon.ttb,25,2B770680,empty,,
MapCommon.ttb,26,6B834C4F,latin,SEM LIMITES DE PC! EQUIPE QUALQUER COISA!,
MapCommon.ttb,27,6B7FF57F,latin,¡NO HAY LÍMITES DE PC!,
MapCommon.ttb,28,4903BE1C,empty,,
MapCommon.ttb,29,48FE90EE,empty,,
MapCommon.ttb,30,33D4028C,empty,,
MapCommon.ttb,31,6B7FF2BE,latin,CP LIMITS OFF! EQUIP ANYTHING!,
MapCommon.ttb,32,6B7FA020,latin,KP-BEGRENZUNG DEAKTIV.! ALLES ANLEGEN!,
MapCommon.ttb,33,6B816FE2,ja/mixed,CPの制約から 解き放たれた！,
MapCommon.ttb,34,6B812CB0,latin,CP SENZA LIMITI! USA QUEL CHE VUOI!,
MapCommon.ttb,35,6B80429B,latin,PP SANS LIMITE ! PRENEZ TOUT !,
MapCommon.ttb,36,6B82AC95,latin,CP-LIMIETEN UIT! JE KUNT ALLES UITRUSTEN!,
MapCommon.ttb,37,6B81C541,empty,,
MapCommon.ttb,38,8456FD18,latin,¡MEJORA!,
MapCommon.ttb,39,6FE09027,empty,,
MapCommon.ttb,40,6FDB62F9,empty,,
MapCommon.ttb,41,6B83E82E,other,БЕЗ ЛИМИТА ОС!,
MapCommon.ttb,42,8456FA57,latin,POWER-UP!,
MapCommon.ttb,43,8456A7B9,latin,POWER-UP!,
MapCommon.ttb,44,8458777B,ja/mixed,一定時間 バレット強化!!,
MapCommon.ttb,45,84583449,latin,POTENZIAMENTO!,
MapCommon.ttb,46,84574A34,latin,BONUS !,
MapCommon.ttb,47,8459B42E,latin,POWER-UP!,
MapCommon.ttb,48,8458CCDA,empty,,
MapCommon.ttb,49,CC48B4DD,empty,,
MapCommon.ttb,50,A0D9EDBD,latin,INVENCIBILIDADE!,
MapCommon.ttb,51,A0D696ED,latin,¡INVENCIBILIDAD!,
MapCommon.ttb,52,92DE3E21,empty,,
MapCommon.ttb,53,92D910F3,empty,,
MapCommon.ttb,54,845AEFC7,other,УЛУЧШЕНИЕ!,
MapCommon.ttb,55,A0D6942C,latin,INVINCIBILITY!,
MapCommon.ttb,56,A0D6418E,latin,UNBESIEGBARKEIT!,
MapCommon.ttb,57,A0D81150,ja/mixed,一定時間 無敵モード!!,
MapCommon.ttb,58,A0D7CE1E,latin,INVINCIBILITÀ!,
MapCommon.ttb,59,A0D6E409,latin,INVINCIBILITÉ !,
MapCommon.ttb,60,A0D94E03,latin,ONOVERWINNELIJK!,
MapCommon.ttb,61,A0D866AF,empty,,
MapCommon.ttb,62,BAB56E7F,latin,AMMIRA UN VERO MIRACOLO!,
MapCommon.ttb,63,BAB4348D,latin,WITNESS A TRUE MIRACLE!,
MapCommon.ttb,64,BAB3E1EF,latin,WERDE ZEUGE EINES ECHTEN WUNDERS!,
MapCommon.ttb,65,A0DA899C,other,НЕПОБЕДИМОСТЬ!,
MapCommon.ttb,66,BAB4846A,latin,C'EST UN VRAI MIRACLE !,
MapCommon.ttb,67,BAB4374E,latin,¡ES UN MILAGRO!,
MapCommon.ttb,68,BAB6EE64,latin,WEES GETUIGE VAN EEN MIRAKEL!,
MapCommon.ttb,69,BAB60710,empty,,
MapCommon.ttb,70,BAB5B1B1,ja/mixed,キセキの力が みなぎる！,
MapCommon.ttb,71,BAB829FD,other,ЭТО ЧУДО!,
MapCommon.ttb,72,BAB78E1E,latin,TESTEMUNHE UM MILAGRE!,
MapCommon.ttb,73,D92ACCCE,latin,O PODER DEMONÍACO ESTÁ COM VOCÊ!,
MapCommon.ttb,74,D92775FE,latin,¡EL PODER OSCURO FLUYE EN TI!,
MapCommon.ttb,75,D7E257AA,empty,,
MapCommon.ttb,76,D7DD2A7C,empty,,
MapCommon.ttb,77,CC4DE20B,empty,,
MapCommon.ttb,78,D927733D,latin,DEMONIC POWER FLOWS THROUGH YOU!,
MapCommon.ttb,79,D927209F,latin,„DÄMONISCHE MACHT DURCHSTRÖMT DICH!“,
MapCommon.ttb,80,D928F061,ja/mixed,あふれるダークパワー！！,
MapCommon.ttb,81,D928AD2F,latin,IL POTERE DEMONIACO TI ATTRAVERSA!,
MapCommon.ttb,82,D927C31A,latin,LA PUISSANCE DÉMONIAQUE AFFLUE EN TOI !,
MapCommon.ttb,83,D92A2D14,latin,DEMONISCHE KRACHT VLOEIT DOOR JE HEEN!,
MapCommon.ttb,84,D92945C0,empty,,
MapCommon.ttb,85,EA1A9572,latin,EQUIPAGGIAMENTO DI NUOVO NORMALE!,
MapCommon.ttb,86,EA195B80,latin,EQUIPMENT RETURNED TO NORMAL!,
MapCommon.ttb,87,EA1908E2,latin,AUSRÜSTUNG WIEDER NORMAL!,
MapCommon.ttb,88,D92B68AD,other,В ТЕБЕ ТЕЧЁТ ТЁМНАЯ СИЛА!,
MapCommon.ttb,89,EA19AB5D,latin,RETOUR À L'ÉQUIPEMENT NORMAL !,
MapCommon.ttb,90,EA195E41,latin,¡EQUIPAMIENTO NORMAL!,
MapCommon.ttb,91,EA1C1557,latin,UITRUSTING WEER NORMAAL!,
MapCommon.ttb,92,EA1B2E03,empty,,
MapCommon.ttb,93,EA1AD8A4,ja/mixed,装備が元に戻った！,
MapCommon.ttb,94,EA1D50F0,other,НОРМАЛЬНАЯ ЭКИПИРОВКА!,
MapCommon.ttb,95,EA1CB511,latin,EQUIPAMENTOS DE VOLTA AO NORMAL!,
Option.ttb,0,616B81F2,latin,<emoji/BtnX>,
Option.ttb,1,2DED1AB0,latin,<emoji/BtnZL>,
Option.ttb,2,1BB369D8,latin,<emoji/Decide> Change <emoji/Cancel> Confirm and return <emoji/Start> Reset to default,
Option.ttb,3,0F437A8B,latin,<emoji/Decide> Change <emoji/Cancel> Confirm and return <emoji/Start> Reset to default,
Option.ttb,4,08D51502,latin,<emoji/BtnZR>,
Option.ttb,5,08D397DE,latin,<emoji/BtnZR>,
Option.ttb,6,0F44F7AF,ja/mixed,<emoji/Decide> 変更 <emoji/Cancel> 確定して戻る <emoji/Start> 初期設定に戻す,
Option.ttb,7,20FB7124,latin,Press the button you wish to assign.,
Option.ttb,8,1BB4E6FC,ja/mixed,<emoji/Decide> 変更 <emoji/Cancel> 確定して戻る <emoji/Start> 初期設定に戻す,
Option.ttb,9,20FCEE48,ja/mixed,割り当てたいボタンを押してください,
Option.ttb,10,46B64F26,latin,<emoji/BtnL>,
Option.ttb,11,439035EB,latin,<emoji/BtnA>,
Option.ttb,12,438EB8C7,latin,<emoji/BtnA>,
Option.ttb,13,2DEE97D4,latin,<emoji/BtnZL>,
Option.ttb,14,46B4D202,latin,<emoji/BtnL>,
Option.ttb,15,5B1F4F7C,latin,<emoji/BtnB>,
Option.ttb,16,5B1DD258,latin,<emoji/BtnB>,
Option.ttb,17,616A04CE,latin,<emoji/BtnX>,
Option.ttb,18,C33753AA,latin,<emoji/Decide> Change <emoji/Cancel> Confirm and return <emoji/Start> Reset to default,
Option.ttb,19,A0E78C3D,latin,<emoji/Decide> Change <emoji/Cancel> Confirm and return <emoji/Start> Reset to default,
Option.ttb,20,8F468BCF,latin,Enables dashing by double-tapping left or right,
Option.ttb,21,78FA9B83,latin,<emoji/BtnY>,
Option.ttb,22,78F91E5F,latin,<emoji/BtnY>,
Option.ttb,23,8F4808F3,ja/mixed,横2回入力でダッシュできるかどうかを設定して下さい。,
Option.ttb,24,C0EB3395,latin,<emoji/Decide> Change <emoji/Cancel> Confirm and return <emoji/Start> Reset to default,
Option.ttb,25,A0E90961,ja/mixed,<emoji/Decide> 変更 <emoji/Cancel> 確定して戻る <emoji/Start> 初期設定に戻す,
Option.ttb,26,C0ECB0B9,ja/mixed,<emoji/Decide> 変更 <emoji/Cancel> 確定して戻る <emoji/Start> 初期設定に戻す,
Option.ttb,27,DB0C8972,latin,<emoji/Decide> Change <emoji/Cancel> Confirm and return <emoji/Start> Reset to default,
Option.ttb,28,D40F6B68,latin,<emoji/BtnR>,
Option.ttb,29,C338D0CE,ja/mixed,<emoji/Decide> 変更 <emoji/Cancel> 確定して戻る <emoji/Start> 初期設定に戻す,
Option.ttb,30,D410E88C,latin,<emoji/BtnR>,
Option.ttb,31,ED05256F,latin,Enables use of sub-weapons by pressing ↑＋ATTACK,
Option.ttb,32,DB0E0696,ja/mixed,<emoji/Decide> 変更 <emoji/Cancel> 確定して戻る <emoji/Start> 初期設定に戻す,
Option.ttb,33,ED06A293,ja/mixed,↑＋ATTACKでサブウェポンを使用するかどうかを設定して下さい。,
PauseMenu.ttb,0,79FC9A7B,latin,Frigid Hell,
PauseMenu.ttb,1,31A2B629,latin,STAGE 04,
PauseMenu.ttb,2,260DAD30,ja/mixed,"タイトル画面に戻ります。
よろしいですか？

※ステージ内の進行状況は失われますが、
取得した強化アイテムは保存されます。",
PauseMenu.ttb,3,1A1519BC,latin,STAGE 03,
PauseMenu.ttb,4,0286002B,latin,STAGE 02,
PauseMenu.ttb,5,02848307,latin,STAGE 02,
PauseMenu.ttb,6,1A139C98,latin,STAGE 03,
PauseMenu.ttb,7,1EE7CA96,ja/mixed,逆月の鎮魂歌,
PauseMenu.ttb,8,1EE64D72,latin,Fallen Moon's Requiem,
PauseMenu.ttb,9,260C300C,latin,"Do you wish to return to the title screen?

*Any progress you have made on the current
stage will be lost, but power-up items
you have collected will be saved.",
PauseMenu.ttb,10,30DFA743,latin,FINAL STAGE,
PauseMenu.ttb,11,283F3F44,ja/mixed,<emoji/Decide> 次へ,
PauseMenu.ttb,12,283DC220,latin,<emoji/Decide> Next,
PauseMenu.ttb,13,30DE2A1F,latin,FINAL STAGE,
PauseMenu.ttb,14,30F9BCE5,ja/mixed,<emoji/Decide> 決定 <emoji/Cancel> / <emoji/Start> ゲームに戻る カースオブザムーンを起動します。,
PauseMenu.ttb,15,30F83FC1,latin,<emoji/Decide> Confirm <emoji/Cancel> / <emoji/Start> Return to game   Activate CURSE OF THE MOON,
