ID,English,French,German,Italian,Spanish,Original Turkish,Revised Turkish,Status,Reason
0x2BA8,He prefers all-you-can-eat buffets<br>to three meals a day. He ate himself<br>to death but still wasn't satisfied.,Il préfère les buffets à volonté à<br>trois repas quotidiens. Il s'est gavé<br>à mort mais en voulait encore.,Ein Dauergast bei All-You-Can-Eat-<br>Büffets. Selbst nach seinem Ableben<br>durch Überfressen ist er nicht satt.,"Adora abbuffarsi, non bastano<br>3 pasti al giorno. Ha mangiato<br>fino a morire: non è ancora sazio.","Prefiere un buen buffet a las tres<br>comidas diarias. Un atracón acabó<br>con él, pero ¡aún no está satisfecho!","Günde üç öğün yerine açık büfeleri<br>tercih eder. Kendini yiye yiye öldü,<br>ama yine de doymadı.","Üç öğün ona göre atıştırmalık;<br>gözü hep açık büfede.<hr>Kendini yiyerek öldürdü,<br>hâlâ doymadı.",DÜZELTİLDİ,v5 yaratıcı geçiş: portre biyografisindeki mizah/kelime oyunu Türkçede daha canlı yeniden kuruldu.
0x2BA9,This creepy canine will sink<br>its chops into any seemingly<br>edible thing in sight.,Ce vilain canidé plantera<br>ses dents dans toute chose<br>comestible en apparence.,"Dieser gruselige Kläffer bohrt<br>seine Beißerchen in alles, was<br>ihm in die Quere kommt.",Questo subdolo cane affonda<br>le sue zanne in tutto ciò che<br>si muove.,A este espeluznante can se le hace<br>la boca agua si ve algo que parezca<br>comestible.,"Bu ürkütücü köpek, gözüne yenebilir<br>görünen<br>her şeye dişlerini geçirmeye<br>hazırdır.",Yenebilir gibi duran ne varsa<br>bu ürkütücü köpeğin dişlerinden<hr>nasibini alır.,DÜZELTİLDİ,v5 yaratıcı geçiş: portre biyografisindeki mizah/kelime oyunu Türkçede daha canlı yeniden kuruldu.
0x2BAA,"A product of the mansion's fear and<br>despair, he's not sure who to fear<br>or what to despair of these days.","Issu de la peur et du désespoir,<br>il ne sait plus à qui faire peur et<br>désespère de trouver une victime.","Das Produkt der negativen Energie<br>der Villa. Doch er selbst weiß<br>nicht, wohin mit dieser Energie.","Creazione del terrore e della<br>paura del palazzo, lei stessa<br>non sa chi temere di questi giorni.",Nace del miedo y la desesperanza<br>que hay en la casa. Ya no sabe ni qué<br>temer ni qué esperar.,"Konağın korku ve umutsuzluğundan<br>doğdu;<br>şimdilerde kimden korkacağını,<br>neden umutsuz olacağını bilmiyor.",Konağın korku ve umutsuzluğundan doğdu.<br>Şimdiyse ne kimden korkacağını<br>ne de neye umutsuzlanacağını biliyor.,DÜZELTİLDİ,Kaynak cümlenin ironisi akıcı Türkçe paralel yapıyla korundu.
0x2BAB,This kind bodybuilder loves<br>muscles and lilies. Why lilies?<br>They symbolize purity.,"Il aime les muscles, le <br>sport, la muscu et les lys, <br>symbole de pureté.","Der Fitness-Fanatiker steht auf<br>Muskeln und Lilien. Warum Lilien?<br>Nun, sie symbolisieren Reinheit!",Questo culturista gentile adora<br>i muscoli e i gigli. Perché i gigli?<br>Simbolizzano la purezza.,A este chico encantador le gustan<br>los músculos y los lirios. ¿Motivo?<br>Simbolizan la pureza.,Bu iyi yürekli vücutçu hem<br>kaslara hem zambaklara düşkün.<br>Neden zambak? Saflığı simgelerler.,Kaslara da zambaklara da<br>gönül vermiş iyi kalpli bir vücutçu.<hr>Zambak mı? Saflığın simgesi.,DÜZELTİLDİ,v5 yaratıcı geçiş: portre biyografisindeki mizah/kelime oyunu Türkçede daha canlı yeniden kuruldu.
0x2BAC,"The Miss Ghost runner-up<br>from six years ago, she hasn't<br>had much modeling work lately.",Elle a remporté le titre de Miss<br>Fantôme six années d'affilée.<br>Au chômage depuis peu.,"Vor sechs Jahren wurde sie Vize-<br>Miss Astral, doch sind die Model-<br>Aufträge in letzter Zeit eher mau...","Sei anni fa fu eletta Miss Fantasma,<br>ma da allora ha trascurato un po'<br>la sua immagine.","Quedó la segunda en Miss<br>Fantasma hace seis años, pero<br>lleva mucho sin hacer de modelo.",Altı yıl önceki Bayan Hayalet<br>yarışmasının<br>ikincisi. Son zamanlarda pek<br>modellik işi alamıyor.,Altı yıl önce Bayan Hayalet<br>yarışmasında ikinciydi.<hr>Son zamanlarda podyumdan<br>pek çağıran yok.,DÜZELTİLDİ,v5 yaratıcı geçiş: portre biyografisindeki mizah/kelime oyunu Türkçede daha canlı yeniden kuruldu.
0x2BAD,She's still knitting the scarf<br>she never finished in life.<br>It now stretches to 871 feet.,Elle tricote toujours l'écharpe<br>qu'elle tricotait de son vivant.<br>L'écharpe fait maintenant 378 m.,Noch immer strickt sie am zu<br>Lebzeiten begonnenen Schal.<br>Momentane Länge: 800 Meter!,Con i ferri fa una sciarpa che<br>non finì quando era in vita.<br>Ora è lunga 261 metri.,Sigue tejiendo la misma bufanda<br>que no llegó a acabar en vida.<br>¡Ya mide 260 metros!,Hayattayken bitiremediği atkıyı<br>hâlâ örüyor.<br>Şimdiden 871 feet oldu.,Hayattayken bitiremediği atkıyı<br>hâlâ örüyor.<br>Şimdiden yaklaşık 265 metre oldu.,DÜZELTİLDİ,"Türkçe metinde İngiliz ölçü birimi “871 feet” bırakılmıştı; Avrupa dilleri metrik birime yerelleştiriyor. 871 ft ≈ 265,5 m."
0x2BAE,Slim's a legend in the world of<br>competitive pool. Too bad he's<br>never played a living soul. ,C'est une légende dans le monde<br>du billard. Dommage qu'il<br>n'ait jamais affronté un vivant...,"Eine Koryphäe in Sachen 9-Ball.<br>Zu dumm, dass er erst nach seinem<br>Ableben zu spielen angefangen hat.","Steccasecca è un asso nelle gare<br>di biliardo. Quando gioca lui,<br>gli altri disertano.",Es una leyenda de las carambolas.<br>La pena es que no tiene ningún rival<br>de carne y hueso.,"Slim, bilardo dünyasında bir efsane.<br>Yazık ki bugüne dek<br>tek bir canlı rakiple oynamadı.","Sıska Karambol, bilardo dünyasında<br>bir efsane. Ne yazık ki masasına<hr>bugüne dek tek bir canlı ruh oturmadı.",DÜZELTİLDİ,v6 manuel kontrol: açık anlam/kelime oyunu taşıyan ad Türkçe oyun tonuna uygun biçimde yerelleştirildi; bağlı kullanımlar tutarlılaştırıldı.
0x2BAF,"The twins like to play hide and<br>seek, but since they both hide,<br>the game never seems to end.","Ils adorent jouer à cache-cache,<br>mais comme ils sont cachés tous<br>les deux, la partie s'éternise.","Sie spielen gern Verstecken,<br>allerdings beide zugleich, so-<br>dass das Spiel kein Ende findet!","Ai gemelli piace giocare a rimpiattino,<br>ma nascondendosi entrambi, il gioco<br>non finisce mai.","Les encanta jugar al escondite,<br>pero, como se esconden los dos,<br>el juego no se acaba nunca.","İkizler saklambaç oynamayı sever,<br>ama ikisi de saklandığı için<br>oyun hiç bitmez.",İkizler saklambaç sever.<br>Ama ikisi de saklanınca ebe kalmıyor;<hr>oyun da hiç bitmiyor.,DÜZELTİLDİ,v5 yaratıcı geçiş: portre biyografisindeki mizah/kelime oyunu Türkçede daha canlı yeniden kuruldu.
0x2BB0,"When the shy, timid Boos get<br>together, their body and their<br>attitude get BIG!","Quand les Boos craintifs se<br>rassemblent, ils deviennent<br>plutôt GROS...","Schließen sich die Buu Huus<br>zusammen, nehmen Geister- und<br>Geisteskraft gleichermaßen zu!","Quando i timidi Boo si raggruppano,<br>i loro corpi e la loro forza diventano<br>colossali!","Cuando los tímidos y pequeños<br>Boos se unen, ¡crecen y se envilecen! ","Utangaç, çekingen Boo'lar bir araya<br>gelince<br>hem cüsseleri hem tavırları<br>KOCAMAN olur!",Çekingen Boo'lar sürü olunca<br>hem boyları hem egoları ŞİŞİYOR!,DÜZELTİLDİ,v5 yaratıcı geçiş: portre biyografisindeki mizah/kelime oyunu Türkçede daha canlı yeniden kuruldu.
0x2BB1,He loves his antique jars so<br>much that he now lives in one.<br>He can hardly contain himself!,Il aime tellement ses jarres de<br>collection qu'il vit dans l'une d'elles.<br>On le contient difficilement...,"Seine antiken Vasen liegen ihm<br>so sehr am Herzen, dass er nun<br>in einer von ihnen wohnt!",È tanto appassionato di vasi<br>antichi da viverci addirittura<br>dentro. Si contiene a malapena!,Le gustan tanto sus antiguas<br>vasijas que vive en una de ellas.<br>¡Le vuelven loco!,Antika küplerini o kadar seviyor ki<br>şimdi birinin içinde yaşıyor.<br>Kendini içine sığdıramıyor!,Antika küplerini öyle seviyor ki<br>şimdi birinin içinde yaşıyor.<br>Sevinci içine sığmıyor—kendisi de!,DÜZELTİLDİ,“Contain himself” kap/küp kelime oyunu Türkçede yeniden yaratıldı.
0x2BB2,What was meant to be a short<br>nap seems to have turned into<br>eternal rest for sweet Sue Pea.,La sieste de la douce <br>Suzette s'est transformée<br>en sommeil éternel.,"Was nur ein Nickerchen werden<br>sollte, scheint zu ihrer ewigen<br>Ruhe geworden zu sein.",Ciò che doveva essere una<br>breve pennichella è diventato<br>per lei un sonno eterno.,Lo que iba a ser una siestecita<br>acabó siendo un sueño eterno<br>para la dulce Patricia.,Kısa bir şekerleme olması gereken şey<br>tatlı Sue Pea için<br>sonsuz bir uykuya dönüştü.,Kısa bir kestirme derken<br>Sue Pea'nın uykusu<hr>ebediyete uzamış.,DÜZELTİLDİ,v5 yaratıcı geçiş: portre biyografisindeki mizah/kelime oyunu Türkçede daha canlı yeniden kuruldu.
0x2BB3,"Despite failing to sell a single<br>painting in 30 years, this stubborn<br>man refuses to let his art die.","Bien qu'il n'ait pas vendu une<br>seule toile en 30 ans, il refuse <br>d'abandonner son Art.","Zwar hat er in 30 Jahren nichts<br>verkauft, aber der sture Kerl will<br>seine Kunst nicht sterben lassen.","Non ha venduto neanche un quadro<br>in trent'anni, ma si rifiuta testardo<br>di lasciar perire la sua arte.","Aunque lleva treinta años sin<br>vender un cuadro, está empeñado<br>en inmortalizar su arte.",Otuz yılda tek bir tablo bile satamasa<br>da<br>bu inatçı adam sanatının<br>ölmesine izin vermiyor.,Otuz yılda tek tablo satamadı.<br>Yine de sanatını mezara gömmeye<hr>niyeti yok.,DÜZELTİLDİ,v5 yaratıcı geçiş: portre biyografisindeki mizah/kelime oyunu Türkçede daha canlı yeniden kuruldu.
0x2BB4,"Adrift in the darkness, he tends<br>to keep to himself, which suits<br>the rest of the family just fine.","Il a tendance à rester seul dans<br>les ténèbres, ce qui convient<br>parfaitement au reste de la famille.",Auf der Selbstsuche flüchtete er<br>in die Finsternis - was dem Rest<br>der Familie gerade recht ist.,"Amante del buio, non sa socializzare<br>e sta in disparte, con gran sollievo<br>della famiglia.","Vaga por la oscuridad y suele<br>mantener mucho las distancias, con<br>lo que su familia está encantada.","Karanlıkta sürüklenip durur,<br>pek kimseyle görüşmez; bu da<br>ailenin geri kalanının işine gelir.",Karanlıkta kendi hâlinde takılıyor;<br>ailesi de bu mesafeden<hr>gayet memnun.,DÜZELTİLDİ,v5 yaratıcı geçiş: portre biyografisindeki mizah/kelime oyunu Türkçede daha canlı yeniden kuruldu.
0x2BB5,"They once belonged to a tightly-wound<br>toy collector, but now they march<br>on their own without any winding.","Ils appartenaient autrefois à un<br>collectionneur, mais maintenant<br>ils sont indépendants.",Einst im Besitz eines unter unklaren<br>Umständen verletzten Sammlers.<br>Nun laufen sie ohne Aufziehen.,"Una volta appartenevano ad<br>un collezionista di giocattoli,<br>ma ora marciano allo sbaraglio.","Fueron de un coleccionista muy<br>estricto, pero ahora no les hace<br>falta que nadie les dé cuerda.",Bir zamanlar titiz bir oyuncak<br>koleksiyoncusuna<br>aitlerdi; şimdi ise kimse kurmadan<br>kendi başlarına yürüyorlar.,Bir zamanlar hem oyuncakları hem sinirleri<br>fazlasıyla kurulu bir koleksiyoncunundu.<br>Şimdiyse kurulmadan yürüyüp gidiyorlar.,DÜZELTİLDİ,"v6 manuel son geçiş: metin kutusu genişliği, kaynak anlamı ve karakter tonu birlikte kontrol edilerek kısaltılıp doğallaştırıldı."
0x2BB6,This strange fellow's icy abode<br>may be the reason he hasn't<br>warmed up to being a ghost.,"Il n'est pas trop chaud pour<br>être un fantôme. Quand on voit<br>sa demeure glacée, on comprend.","Die eisige Umgebung mag der Grund<br>sein, warum er sich nicht dafür<br>erwärmen kann, Geist zu sein.",Ha fatto poco riscaldamento<br>prima di diventare uno spettro.<br>Che dipenda dalla casa gelata?,"Como está siempre encerrado<br>en un bloque de hielo, es imposible<br>que se adapte a ser fantasma.","Bu tuhaf adamın buz gibi yuvası,<br>hayalet olmaya bir türlü<br>ısınamamasının sebebi olabilir.","Bu tuhaf adamın buz gibi yuvası,<br>hayalet olmaya bir türlü<br>ısınamamasının sebebi olabilir.",KORUNDU,
0x2BB7,The giant Boo adorned with a crown.<br>It's hard at work on evil plans involving<br>the other Boos.,"Affublé d'une couronne, ce Boo géant<br>s'échine sur des plans diaboliques<br>impliquant les autres Boos.","Riesiger Buu Huu mit Krone. Er heckt<br>stets üble Pläne aus, die er mit den<br>anderen Buu Huus in die Tat umsetzt.",Un Boo gigantesco dotato di corona.<br>Sempre impegnato a ordire piani<br>malvagi che coinvolgono altri Boo.,Un Boo gigante coronado. Siempre<br>anda atareado con maléficos planes<br>que involucran a los demás Boos.,Taç takmış dev bir Boo.<br>Diğer Boo'ları da kapsayan kötü<br>planları<br>üzerinde harıl harıl çalışıyor.,Taçlı dev bir Boo.<br>Öteki Boo'ları da işin içine kattığı<hr>şeytani planlarını durmadan kuruyor.,DÜZELTİLDİ,v5 yaratıcı geçiş: portre biyografisindeki mizah/kelime oyunu Türkçede daha canlı yeniden kuruldu.
0x2BC0,PeekaBoo,PikaBoo,Buu-Kuck,PikaBoo,Pikaboo,PeekaBoo,CeBuu,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BC1,GumBoo,Boogie Woogie,B-U-U-C-H-S-T-A-B-I-R,RamBoo,Boosano,GumBoo,AcıBuu,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BC2,Booigi,Booigi,Buuigi,Booigi,Booigi,Booigi,Buuigi,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BC3,Kung Boo,Kung Boo,Kung Buu,Kung Boo,Kung Boo,Kung Boo,Kung Buu,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BC4,Boogie,Boogie,DJ BuuBuu,Boogie,Espíriboo,Boogie,DansBuu,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BC5,Boolldog,Booledogue,Buulldogge,Boolldog,Boolldog,Boolldog,Buuldog,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BC6,Boodacious,Boochon,Duper-Buuper,Booaudace,Imboolsivo,Boodacious,Buuşahane,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BC7,Boo La La,Booyabès,Buuh La La,Boo La La,Boorbuja,Boo La La,Buu La La,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BC8,Boohoo,Boohou,HeulBuu,PiangiBoo,Booa,Boohoo,BuuHuu,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BC9,ShamBoo,ShamBooing,ShamBuu,ShamBoo,Chamboo,ShamBoo,ŞamBuu,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BCA,GameBoo,GameBoo,GameBuu,GameBoo,Game Boo,GameBoo,GameBuu,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BCB,Boomeo,Booméo,Buumeo,Boomeo,Boorla,Boomeo,Buumeo,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BCC,Booregard,Booregard,Buugis Khan,Booregard,Inabooantable,Booregard,BuuZarif,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BCD,TurBoo,TurBoo,TurBuu,TurBoo,Turboolento,TurBoo,TurBuu,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BCE,Booris,Booris,Buugosi,Booris,Booende,Booris,Buuris,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BCF,Boolivia,Boogre,Buulivia,Boolivia,Espebooznante,Boolivia,Buulivia,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BD0,Boonita,Boonita,Buunita,Boonita,Booñuelo,Boonita,Buunita,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BD1,Boolicious,Boonapétit,Buulette,Boolizioso,Booapo,Boolicious,BuuNefis,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BD2,TaBoo,TaBoo,TaBuu,TaBoo,Taboo,TaBoo,TaBuu,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BD3,BamBoo,BamBoo,RamBuu,BamBoo,Bamboo,BamBoo,BamBuu,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BD4,GameBoo Advance,GameBoo Advance,GameBuu Advance,GameBoo Advance,Game Boo Advance,GameBoo Advance,GameBuu Advance,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BD5,Bootha,Boocanier,Buups,Boolla,Aboostín,Bootha,BuuŞoför,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BD6,Boonswoggle,Boodin,Buuhmuggel,Boosvaldo,Maleboocado,Boonswoggle,BuuZırva,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BD7,LimBooger,Booledeneige,LimBuuger,FognaBoo,Reboognante,LimBooger,BuuSümük,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BD8,Mr. Boojangles,Boolon,WinneBuu,JingleBoo,D. Raiboondo,Mr. Boojangles,Bay ŞıngırBuu,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BD9,UnderBoo,Booffi,Buuerdiger,FaraBootto,Boollicioso,UnderBoo,AltBuu,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BDA,Boomerang,Boomerang,Buumerang,Boomerang,Boomerán,Boomerang,Buumerang,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BDB,Little Boo Peep,Booseux,Buu'chen,Piccolo DiaBoolo,Booan sin miedo,Little Boo Peep,Buu Çoban,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BDC,TamBoorine,TamBoorin,Tambuurin,TamBoorello,Lúboobre,TamBoorine,TamBuurin,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BDD,Booscaster,Booton,WetterBuu,Boogiornale,Auboorio,Booscaster,BuuSpiker,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BDE,Bootique,Bootique,Buutique,Bootique,Boostavo,Bootique,Buutik,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BDF,Boolderdash,Boolderdash,SpurtBuu,RapidBoo,Boolto,Boolderdash,Buuşver,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BE0,Booripedes,Boocher,Buus Lee,DrammaBoo,Boonamuno,Booripedes,Buuripides,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BE1,Booffant,ÉBooriffé,Buuffeur,Booffone,Boofón,Booffant,BuuFön,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2BE2,Boo B. Hatch,Booffon,Buufallo Buu,Boopazzo,Boonático,Boo B. Hatch,BuuKaçık,DÜZELTİLDİ,Boo adı Türkçeye özgü kelime oyunuyla yerelleştirildi; diğer Avrupa dilleri de bu adları serbestçe yeniden kuruyor.
0x2C30,Fire Element Medal,Médaille de feu,Feuer-Elementmünze,Medaglia fuoco,Medalla de fuego,Ateş Element Madalyası,Ateş Elementi Madalyası,DÜZELTİLDİ,"v6 manuel kontrol: Türkçe dilbilgisi, ek kullanımı veya anlatım bozukluğu düzeltildi."
0x2C31,Water Element Medal,Médaille d'eau,Wasser-Elementmünze,Medaglia acqua,Medalla de agua,Su Element Madalyası,Su Elementi Madalyası,DÜZELTİLDİ,"v6 manuel kontrol: Türkçe dilbilgisi, ek kullanımı veya anlatım bozukluğu düzeltildi."
0x2C32,Ice Element Medal,Médaille de glace,Eis-Elementmünze,Medaglia ghiaccio,Medalla de hielo,Buz Element Madalyası,Buz Elementi Madalyası,DÜZELTİLDİ,"v6 manuel kontrol: Türkçe dilbilgisi, ek kullanımı veya anlatım bozukluğu düzeltildi."
0x2C33,Mario's Hat,Chapeau de Mario,Marios Mütze,Cappello di Mario,Gorra de Mario,Mario'nun Şapkası,Mario'nun Şapkası,KORUNDU,
0x2C34,Mario's Letter,Lettre de Mario,Marios Brief,Lettera di Mario,Carta de Mario,Mario'nun Mektubu,Mario'nun Mektubu,KORUNDU,
0x2C35,Mario's Star,Étoile de Mario,Marios Stern,Stella di Mario,Estrella de Mario,Mario'nun Yıldızı,Mario'nun Yıldızı,KORUNDU,
0x2C36,Mario's Glove,Gant de Mario,Marios Handschuh,Guanto di Mario,Guante de Mario,Mario'nun Eldiveni,Mario'nun Eldiveni,KORUNDU,
0x2C37,Mario's Shoe,Chaussure de Mario,Marios Schuh,Scarpa di Mario,Zapato de Mario,Mario'nun Ayakkabısı,Mario'nun Ayakkabısı,KORUNDU,
0x2C44,This element medal enables<br>vacuuming up Fire Elemental<br>Ghosts and shooting out a flame.,Cette médaille élémentaire permet<br>d'aspirer des fantômes élémentaires<br>de feu et de produire des flammes.,"Diese Elementmünze ermöglicht es,<br>Feuergeister aufzusaugen, um dann<br>mit einer Flamme Dinge abzufackeln.",Questa medaglia elemento<br>permette di aspirare i fantasmi<br>fuoco e sparare una fiammata.,Esta medalla permite aspirar<br>fantasmas de fuego y expeler<br>este elemento.,"Bu element madalyası, Ateş Elementi<br>Hayaletlerini içine çekmeni ve<br>alev püskürtmeni sağlar.",Bu madalya Ateş Hayaletlerini<br>içine çekip alev püskürtmeni sağlar.,DÜZELTİLDİ,"v5 yaratıcı geçiş: eşya açıklaması kısa, doğal ve oyun tonuna uygun Türkçeleştirildi."
0x2C45,This element medal enables<br>vacuuming up Water Elemental<br>Ghosts and shooting out a stream.,Cette médaille élémentaire permet<br>d'aspirer des fantômes élémentaires<br>d'eau et de produire un jet d'eau.,"Diese Elementmünze ermöglicht es,<br>Wassergeister aufzusaugen, um dann<br>einen Wasserstrahl abzugeben.",Questa medaglia elemento<br>permette di aspirare i fantasmi<br>acqua e sparare un getto.,Esta medalla permite aspirar<br>fantasmas de agua y expeler<br>este elemento.,"Bu element madalyası, Su Elementi<br>Hayaletlerini içine çekmeni ve<br>su fışkırtmanı sağlar.",Bu madalya Su Hayaletlerini<br>içine çekip su püskürtmeni sağlar.,DÜZELTİLDİ,"v5 yaratıcı geçiş: eşya açıklaması kısa, doğal ve oyun tonuna uygun Türkçeleştirildi."
0x2C46,This element medal enables<br>vacuuming up Ice Elemental<br>Ghosts and shooting out ice.,Cette médaille élémentaire permet<br>d'aspirer des fantômes élémentaires<br>de glace et de relancer de la glace.,"Diese Elementmünze ermöglicht<br>es, Eisgeister aufzusaugen, um<br>dann Eis auszustoßen.",Questa medaglia elemento<br>permette di aspirare i fantasmi<br>ghiaccio e sparare del ghiaccio.,Esta medalla permite aspirar<br>fantasmas de hielo y expeler<br>este elemento.,"Bu element madalyası, Buz Elementi<br>Hayaletlerini içine çekmeni ve<br>buz püskürtmeni sağlar.",Bu madalya Buz Hayaletlerini<br>içine çekip buz püskürtmeni sağlar.,DÜZELTİLDİ,"v5 yaratıcı geçiş: eşya açıklaması kısa, doğal ve oyun tonuna uygun Türkçeleştirildi."
0x2C47,"It's the hat Mario used to wear.<br>It smells like laundry detergent, but<br>there is still a faint ""Mario"" smell.","C'est le chapeau que Mario portait.<br>Il sent la lessive, mais il reste<br>une petite odeur de Mario.","Die Mütze, die Mario immer trug.<br>Sie riecht frisch gewaschen, aber<br>auch noch ein bisschen nach Mario.","Il cappello indossato da Mario.<br>Profuma di detersivo, ma si avverte<br>ancora un leggero odore di Mario.","La gorra que llevaba Mario. Huele<br>a limpio, pero aún queda un ligero<br>olor a Mario.","Bu, Mario'nun taktığı şapkadır.<br>Çamaşır deterjanı kokuyor ama içinde<br>hâlâ hafif bir ""Mario"" kokusu var.",Mario'nun meşhur şapkası.<br>Deterjan kokuyor ama o bildik<hr>“Mario” kokusu hâlâ sinmiş.,DÜZELTİLDİ,"v5 yaratıcı geçiş: eşya açıklaması kısa, doğal ve oyun tonuna uygun Türkçeleştirildi."
