ID,CriticalControlsMatch,ExactSameAsEnglish,TurkishSpecialChars,English,Turkish,EnglishCriticalControls,TurkishCriticalControls
0x2B7A,YES,NO,,The glutton,Obur,[],[]
0x2B7B,YES,NO,çöğ,The hungry guard dog,Aç bekçi köpeği,[],[]
0x2B7C,YES,NO,öğı,The black shadow of the graveyard,Mezarlığın kara gölgesi,[],[]
0x2B7D,YES,NO,üş,The bodybuilder,Vücut geliştirmeci,[],[]
0x2B7E,YES,NO,ü,The bathing beauty,Banyo güzeli,[],[]
0x2B7F,YES,NO,öüı,The scarf-knitting granny,Atkı ören büyükanne,[],[]
0x2B80,YES,NO,ı,The lone competitor,Yalnız bilardo ustası,[],[]
0x2B81,YES,NO,çş,The shy twin brothers,Utangaç ikiz kardeşler,[],[]
0x2B82,YES,NO,,Jumbo Ghost,Dev hayalet,[],[]
0x2B83,YES,NO,ü,The pot collector,Küp koleksiyoncusu,[],[]
0x2B84,YES,NO,ı,The dozing girl,Uyuklayan kız,[],[]
0x2B85,YES,NO,üş,The unsold painter,Müşterisiz ressam,[],[]
0x2B86,YES,NO,üğı,The hermit of the darkness,Karanlığın münzevisi,[],[]
0x2B87,YES,NO,,The toy platoon,Oyuncak manga,[],[]
0x2B88,YES,NO,ğış,The chilly climber,Buz kesmiş dağcı,[],[]
0x2B89,YES,NO,ı,King of Boos,Boo'ların kralı,[],[]
0x2B8A,YES,NO,ış,42 years old,42 yaşında,[],[]
0x2B8B,YES,NO,ış,34 years old,34 yaşında,[],[]
0x2B8C,YES,NO,ış,1 year old,1 yaşında,[],[]
0x2B8D,YES,NO,ış,??? years old,??? yaşında,[],[]
0x2B8E,YES,NO,ış,72 years old,72 yaşında,[],[]
0x2B8F,YES,NO,ış,26 years old,26 yaşında,[],[]
0x2B90,YES,NO,ış,??? years old,??? yaşında,[],[]
0x2B91,YES,NO,ış,30 years old,30 yaşında,[],[]
0x2B92,YES,NO,ış,4 years old,4 yaşında,[],[]
0x2B93,YES,NO,ış,??? years old,??? yaşında,[],[]
0x2B94,YES,NO,ış,26 years old,26 yaşında,[],[]
0x2B95,YES,NO,ış,??? years old,??? yaşında,[],[]
0x2B96,YES,NO,ış,76 years old,76 yaşında,[],[]
0x2B97,YES,NO,ış,29 years old,29 yaşında,[],[]
0x2B98,YES,NO,ış,5 years old,5 yaşında,[],[]
0x2B99,YES,NO,ış,??? years old,??? yaşında,[],[]
0x2B9A,YES,NO,ış,??? years old,??? yaşında,[],[]
0x2B9B,YES,NO,ış,7 years old,7 yaşında,[],[]
0x2B9C,YES,NO,ış,59 years old,59 yaşında,[],[]
0x2B9D,YES,NO,ış,45 years old,45 yaşında,[],[]
0x2B9E,YES,NO,ış,??? years old,??? yaşında,[],[]
0x2B9F,YES,NO,ış,30 years old,30 yaşında,[],[]
0x2BA0,YES,NO,ış,??? years old,??? yaşında,[],[]
0x2BA1,YES,NO,öüğış,Neville spends his afterlife<br>reading all the books he<br>missed while living.,"Neville öteki dünyasını,<br>hayattayken yetişemediği kitaplara<hr>yetişmeye adamış.",[],[]
0x2BA2,YES,NO,çöış,She's stashed her secret<br>savings away to prepare<br>for her long afterlife.,Uzun öteki hayatı için<br>gizli birikimini önceden<hr>bir kenara zulalamış.,[],[]
0x2BA3,YES,NO,ğı,"He cries loudly and never sleeps<br>through the night, but since he was<br>born a ghost, this seems natural.","Gece boyu yaygarayı basar,<br>uyku nedir bilmez.<hr>Hayalet doğunca normal<br>herhâlde.",[],[]
0x2BA4,YES,NO,çöğış,"Once the local waltz champions,<br>they can no longer compete since<br>their feet don't touch the floor.",Bir zamanlar bölge vals şampiyonuydular;<br>şimdi ayakları yere basmadığı için<br>yarışmalara da ayak basamıyorlar.,[],[]
0x2BA5,YES,NO,çış,"He wanders the house, endlessly<br>searching for his master's will.<br>He hopes he's included in it!",Konakta durmadan dolaşıp efendisinin<br>vasiyetini arıyor. Vasiyetten kendine de<br>bir pay çıkmasını umuyor!,[],[]
0x2BA6,YES,NO,çİış,"Despite playing moving melodies,<br>she has a surly disposition. Oddly<br>enough, she loves video games.","Duygulu ezgiler çalar ama kendisi pek<br>duygusal sayılmaz. İşin tuhafı,<br>video oyunlarına bayılır.",[],[]
0x2BA7,YES,NO,öüğı,Her close connection to the <br>spirit world lets her see nearly<br>49 days into the future.,Ruhlar âlemiyle yakın bağı sayesinde<br>geleceği neredeyse<br>49 gün önceden görebilir.,[],[]
0x2BA8,YES,NO,Üçöüğış,He prefers all-you-can-eat buffets<br>to three meals a day. He ate himself<br>to death but still wasn't satisfied.,"Üç öğün ona göre atıştırmalık;<br>gözü hep açık büfede.<hr>Kendini yiyerek öldürdü,<br>hâlâ doymadı.",[],[]
0x2BA9,YES,NO,öüğış,This creepy canine will sink<br>its chops into any seemingly<br>edible thing in sight.,Yenebilir gibi duran ne varsa<br>bu ürkütücü köpeğin dişlerinden<hr>nasibini alır.,[],[]
0x2BAA,YES,NO,ğıŞ,"A product of the mansion's fear and<br>despair, he's not sure who to fear<br>or what to despair of these days.",Konağın korku ve umutsuzluğundan doğdu.<br>Şimdiyse ne kimden korkacağını<br>ne de neye umutsuzlanacağını biliyor.,[],[]
0x2BAB,YES,NO,çöüğış,This kind bodybuilder loves<br>muscles and lilies. Why lilies?<br>They symbolize purity.,Kaslara da zambaklara da<br>gönül vermiş iyi kalpli bir vücutçu.<hr>Zambak mı? Saflığın simgesi.,[],[]
0x2BAC,YES,NO,çöğış,"The Miss Ghost runner-up<br>from six years ago, she hasn't<br>had much modeling work lately.",Altı yıl önce Bayan Hayalet<br>yarışmasında ikinciydi.<hr>Son zamanlarda podyumdan<br>pek çağıran yok.,[],[]
0x2BAD,YES,NO,öüğıŞş,She's still knitting the scarf<br>she never finished in life.<br>It now stretches to 871 feet.,Hayattayken bitiremediği atkıyı<br>hâlâ örüyor.<br>Şimdiden yaklaşık 265 metre oldu.,[],[]
0x2BAE,YES,NO,üı,Slim's a legend in the world of<br>competitive pool. Too bad he's<br>never played a living soul. ,"Sıska Karambol, bilardo dünyasında<br>bir efsane. Ne yazık ki masasına<hr>bugüne dek tek bir canlı ruh oturmadı.",[],[]
0x2BAF,YES,NO,çİı,"The twins like to play hide and<br>seek, but since they both hide,<br>the game never seems to end.",İkizler saklambaç sever.<br>Ama ikisi de saklanınca ebe kalmıyor;<hr>oyun da hiç bitmiyor.,[],[]
0x2BB0,YES,NO,ÇüİıŞ,"When the shy, timid Boos get<br>together, their body and their<br>attitude get BIG!",Çekingen Boo'lar sürü olunca<br>hem boyları hem egoları ŞİŞİYOR!,[],[]
0x2BB1,YES,NO,çöüğış,He loves his antique jars so<br>much that he now lives in one.<br>He can hardly contain himself!,Antika küplerini öyle seviyor ki<br>şimdi birinin içinde yaşıyor.<br>Sevinci içine sığmıyor—kendisi de!,[],[]
0x2BB2,YES,NO,ış,What was meant to be a short<br>nap seems to have turned into<br>eternal rest for sweet Sue Pea.,Kısa bir kestirme derken<br>Sue Pea'nın uykusu<hr>ebediyete uzamış.,[],[]
0x2BB3,YES,NO,öı,"Despite failing to sell a single<br>painting in 30 years, this stubborn<br>man refuses to let his art die.",Otuz yılda tek tablo satamadı.<br>Yine de sanatını mezara gömmeye<hr>niyeti yok.,[],[]
0x2BB4,YES,NO,ı,"Adrift in the darkness, he tends<br>to keep to himself, which suits<br>the rest of the family just fine.",Karanlıkta kendi hâlinde takılıyor;<br>ailesi de bu mesafeden<hr>gayet memnun.,[],[]
0x2BB5,YES,NO,üıŞ,"They once belonged to a tightly-wound<br>toy collector, but now they march<br>on their own without any winding.",Bir zamanlar hem oyuncakları hem sinirleri<br>fazlasıyla kurulu bir koleksiyoncunundu.<br>Şimdiyse kurulmadan yürüyüp gidiyorlar.,[],[]
0x2BB6,YES,NO,üı,This strange fellow's icy abode<br>may be the reason he hasn't<br>warmed up to being a ghost.,"Bu tuhaf adamın buz gibi yuvası,<br>hayalet olmaya bir türlü<br>ısınamamasının sebebi olabilir.",[],[]
0x2BB7,YES,NO,Öçğış,The giant Boo adorned with a crown.<br>It's hard at work on evil plans involving<br>the other Boos.,Taçlı dev bir Boo.<br>Öteki Boo'ları da işin içine kattığı<hr>şeytani planlarını durmadan kuruyor.,[],[]
0x2BC0,YES,NO,,PeekaBoo,CeBuu,[],[]
0x2BC1,YES,NO,ı,GumBoo,AcıBuu,[],[]
0x2BC2,YES,NO,,Booigi,Buuigi,[],[]
0x2BC3,YES,NO,,Kung Boo,Kung Buu,[],[]
0x2BC4,YES,NO,,Boogie,DansBuu,[],[]
0x2BC5,YES,NO,,Boolldog,Buuldog,[],[]
0x2BC6,YES,NO,ş,Boodacious,Buuşahane,[],[]
0x2BC7,YES,NO,,Boo La La,Buu La La,[],[]
0x2BC8,YES,NO,,Boohoo,BuuHuu,[],[]
0x2BC9,YES,NO,Ş,ShamBoo,ŞamBuu,[],[]
0x2BCA,YES,NO,,GameBoo,GameBuu,[],[]
0x2BCB,YES,NO,,Boomeo,Buumeo,[],[]
0x2BCC,YES,NO,,Booregard,BuuZarif,[],[]
0x2BCD,YES,NO,,TurBoo,TurBuu,[],[]
0x2BCE,YES,NO,,Booris,Buuris,[],[]
0x2BCF,YES,NO,,Boolivia,Buulivia,[],[]
0x2BD0,YES,NO,,Boonita,Buunita,[],[]
0x2BD1,YES,NO,,Boolicious,BuuNefis,[],[]
0x2BD2,YES,NO,,TaBoo,TaBuu,[],[]
0x2BD3,YES,NO,,BamBoo,BamBuu,[],[]
0x2BD4,YES,NO,,GameBoo Advance,GameBuu Advance,[],[]
0x2BD5,YES,NO,öŞ,Bootha,BuuŞoför,[],[]
0x2BD6,YES,NO,ı,Boonswoggle,BuuZırva,[],[]
0x2BD7,YES,NO,ü,LimBooger,BuuSümük,[],[]
0x2BD8,YES,NO,ıŞ,Mr. Boojangles,Bay ŞıngırBuu,[],[]
0x2BD9,YES,NO,,UnderBoo,AltBuu,[],[]
0x2BDA,YES,NO,,Boomerang,Buumerang,[],[]
0x2BDB,YES,NO,Ç,Little Boo Peep,Buu Çoban,[],[]
0x2BDC,YES,NO,,TamBoorine,TamBuurin,[],[]
0x2BDD,YES,NO,,Booscaster,BuuSpiker,[],[]
0x2BDE,YES,NO,,Bootique,Buutik,[],[]
0x2BDF,YES,NO,ş,Boolderdash,Buuşver,[],[]
0x2BE0,YES,NO,,Booripedes,Buuripides,[],[]
0x2BE1,YES,NO,ö,Booffant,BuuFön,[],[]
0x2BE2,YES,NO,çı,Boo B. Hatch,BuuKaçık,[],[]
0x2C30,YES,NO,ış,Fire Element Medal,Ateş Elementi Madalyası,[],[]
0x2C31,YES,NO,ı,Water Element Medal,Su Elementi Madalyası,[],[]
0x2C32,YES,NO,ı,Ice Element Medal,Buz Elementi Madalyası,[],[]
0x2C33,YES,NO,ıŞ,Mario's Hat,Mario'nun Şapkası,[],[]
0x2C34,YES,NO,,Mario's Letter,Mario'nun Mektubu,[],[]
0x2C35,YES,NO,ı,Mario's Star,Mario'nun Yıldızı,[],[]
0x2C36,YES,NO,,Mario's Glove,Mario'nun Eldiveni,[],[]
0x2C37,YES,NO,ı,Mario's Shoe,Mario'nun Ayakkabısı,[],[]
0x2C44,YES,NO,çüğş,This element medal enables<br>vacuuming up Fire Elemental<br>Ghosts and shooting out a flame.,Bu madalya Ateş Hayaletlerini<br>içine çekip alev püskürtmeni sağlar.,[],[]
0x2C45,YES,NO,çüğ,This element medal enables<br>vacuuming up Water Elemental<br>Ghosts and shooting out a stream.,Bu madalya Su Hayaletlerini<br>içine çekip su püskürtmeni sağlar.,[],[]
0x2C46,YES,NO,çüğ,This element medal enables<br>vacuuming up Ice Elemental<br>Ghosts and shooting out ice.,Bu madalya Buz Hayaletlerini<br>içine çekip buz püskürtmeni sağlar.,[],[]
0x2C47,YES,NO,ış,"It's the hat Mario used to wear.<br>It smells like laundry detergent, but<br>there is still a faint ""Mario"" smell.",Mario'nun meşhur şapkası.<br>Deterjan kokuyor ama o bildik<hr>“Mario” kokusu hâlâ sinmiş.,[],[]
0x2C48,YES,NO,çış,"It's a letter from Mario, but it's<br>nearly impossible to read. <br>He must have been in a hurry writing it.",Mario'dan bir mektup.<br>Yazısı neredeyse okunmuyor;<hr>belli ki çok acele etmiş.,[],[]
0x2C49,YES,NO,öış,"A star that was found in the<br>Observatory. It belonged to Mario,<br>and it emits a blinding light.",Rasathanede bulunan bir yıldız.<br>Mario'ya aitti ve<br>göz kamaştırıcı bir ışık yayıyor.,[],[]
0x2C4A,YES,NO,,The white gloves Mario wears.<br>They're a little damp from sweat...,Mario'nun beyaz eldivenleri.<br>Terden hâlâ hafif nemli...,[],[]
0x2C4B,YES,NO,ış,The shoes Mario wears. They're<br>worn out from all his adventures<br>and have a familiar smell...,Mario'nun ayakkabıları.<br>Maceralardan epey yıpranmışlar...<hr>Bir de o tanıdık koku var.,[],[]
0x2C9F,YES,YES,,[0011:2BA1],[0011:2BA1],"[(17, 11169)]","[(17, 11169)]"
0x2CA0,YES,YES,,[0011:2BA2],[0011:2BA2],"[(17, 11170)]","[(17, 11170)]"
0x2CA1,YES,YES,,[0011:2BA3],[0011:2BA3],"[(17, 11171)]","[(17, 11171)]"
0x2CA2,YES,YES,,[0011:2BA4],[0011:2BA4],"[(17, 11172)]","[(17, 11172)]"
0x2CA3,YES,YES,,[0011:2BA5],[0011:2BA5],"[(17, 11173)]","[(17, 11173)]"
0x2CA4,YES,YES,,[0011:2BA6],[0011:2BA6],"[(17, 11174)]","[(17, 11174)]"
0x2CA5,YES,YES,,[0011:2BA7],[0011:2BA7],"[(17, 11175)]","[(17, 11175)]"
0x2CA6,YES,YES,,[0011:2BA8],[0011:2BA8],"[(17, 11176)]","[(17, 11176)]"
0x2CA7,YES,YES,,[0011:2BA9],[0011:2BA9],"[(17, 11177)]","[(17, 11177)]"
0x2CA8,YES,YES,,[0011:2BAA],[0011:2BAA],"[(17, 11178)]","[(17, 11178)]"
0x2CA9,YES,YES,,[0011:2BAB],[0011:2BAB],"[(17, 11179)]","[(17, 11179)]"
0x2CAA,YES,YES,,[0011:2BAC],[0011:2BAC],"[(17, 11180)]","[(17, 11180)]"
0x2CAB,YES,YES,,[0011:2BAD],[0011:2BAD],"[(17, 11181)]","[(17, 11181)]"
0x2CAC,YES,YES,,[0011:2BAE],[0011:2BAE],"[(17, 11182)]","[(17, 11182)]"
0x2CAD,YES,YES,,[0011:2BAF],[0011:2BAF],"[(17, 11183)]","[(17, 11183)]"
0x2CAE,YES,YES,,[0011:2BB0],[0011:2BB0],"[(17, 11184)]","[(17, 11184)]"
0x2CAF,YES,YES,,[0011:2BB1],[0011:2BB1],"[(17, 11185)]","[(17, 11185)]"
0x2CB0,YES,YES,,[0011:2BB2],[0011:2BB2],"[(17, 11186)]","[(17, 11186)]"
0x2CB1,YES,YES,,[0011:2BB3],[0011:2BB3],"[(17, 11187)]","[(17, 11187)]"
0x2CB2,YES,YES,,[0011:2BB4],[0011:2BB4],"[(17, 11188)]","[(17, 11188)]"
0x2CB3,YES,YES,,[0011:2BB5],[0011:2BB5],"[(17, 11189)]","[(17, 11189)]"
0x2CB4,YES,YES,,[0011:2BB6],[0011:2BB6],"[(17, 11190)]","[(17, 11190)]"
0x2CB5,YES,YES,,[0011:2BB7],[0011:2BB7],"[(17, 11191)]","[(17, 11191)]"
0x2CB6,YES,YES,,[0011:2B5C],[0011:2B5C],"[(17, 11100)]","[(17, 11100)]"
0x2CB7,YES,YES,,[0011:2B5D],[0011:2B5D],"[(17, 11101)]","[(17, 11101)]"
0x2CB8,YES,YES,,[0011:2B5E],[0011:2B5E],"[(17, 11102)]","[(17, 11102)]"
0x2CB9,YES,YES,,[0011:2B5F],[0011:2B5F],"[(17, 11103)]","[(17, 11103)]"
0x2CBA,YES,YES,,[0011:2B60],[0011:2B60],"[(17, 11104)]","[(17, 11104)]"
0x2CBB,YES,YES,,[0011:2B61],[0011:2B61],"[(17, 11105)]","[(17, 11105)]"
0x2CBC,YES,YES,,[0011:2B62],[0011:2B62],"[(17, 11106)]","[(17, 11106)]"
0x2CBD,YES,YES,,[0011:2B63],[0011:2B63],"[(17, 11107)]","[(17, 11107)]"
0x2CBE,YES,YES,,[0011:2B64],[0011:2B64],"[(17, 11108)]","[(17, 11108)]"
0x2CBF,YES,YES,,[0011:2B65],[0011:2B65],"[(17, 11109)]","[(17, 11109)]"
0x2CC0,YES,YES,,[0011:2B66],[0011:2B66],"[(17, 11110)]","[(17, 11110)]"
0x2CC1,YES,YES,,[0011:2B67],[0011:2B67],"[(17, 11111)]","[(17, 11111)]"
0x2CC2,YES,YES,,[0011:2B68],[0011:2B68],"[(17, 11112)]","[(17, 11112)]"
0x2CC3,YES,YES,,[0011:2B69],[0011:2B69],"[(17, 11113)]","[(17, 11113)]"
0x2CC4,YES,YES,,[0011:2B6A],[0011:2B6A],"[(17, 11114)]","[(17, 11114)]"
0x2CC5,YES,YES,,[0011:2B6B],[0011:2B6B],"[(17, 11115)]","[(17, 11115)]"
0x2CC6,YES,YES,,[0011:2B6C],[0011:2B6C],"[(17, 11116)]","[(17, 11116)]"
0x2CC7,YES,YES,,[0011:2B6D],[0011:2B6D],"[(17, 11117)]","[(17, 11117)]"
0x2CC8,YES,YES,,[0011:2B6E],[0011:2B6E],"[(17, 11118)]","[(17, 11118)]"
0x2CC9,YES,YES,,[0011:2B6F],[0011:2B6F],"[(17, 11119)]","[(17, 11119)]"
0x2CCA,YES,YES,,[0011:2B70],[0011:2B70],"[(17, 11120)]","[(17, 11120)]"
0x2CCB,YES,YES,,[0011:2B71],[0011:2B71],"[(17, 11121)]","[(17, 11121)]"
0x2CCC,YES,YES,,[0011:2B72],[0011:2B72],"[(17, 11122)]","[(17, 11122)]"
0x2CCD,YES,YES,,[0011:2AF8],[0011:2AF8],"[(17, 11000)]","[(17, 11000)]"
0x2CCE,YES,YES,,[0011:2AF9],[0011:2AF9],"[(17, 11001)]","[(17, 11001)]"
0x2CCF,YES,YES,,[0011:2AFA],[0011:2AFA],"[(17, 11002)]","[(17, 11002)]"
0x2CD0,YES,YES,,[0011:2AFB],[0011:2AFB],"[(17, 11003)]","[(17, 11003)]"
0x2CD1,YES,YES,,[0011:2AFC],[0011:2AFC],"[(17, 11004)]","[(17, 11004)]"
0x2CD2,YES,YES,,[0011:2AFD],[0011:2AFD],"[(17, 11005)]","[(17, 11005)]"
0x2CD3,YES,YES,,[0011:2AFE],[0011:2AFE],"[(17, 11006)]","[(17, 11006)]"
0x2CD4,YES,YES,,[0011:2AFF],[0011:2AFF],"[(17, 11007)]","[(17, 11007)]"
0x2CD5,YES,YES,,[0011:2B00],[0011:2B00],"[(17, 11008)]","[(17, 11008)]"
0x2CD6,YES,YES,,[0011:2B01],[0011:2B01],"[(17, 11009)]","[(17, 11009)]"
0x2CD7,YES,YES,,[0011:2B02],[0011:2B02],"[(17, 11010)]","[(17, 11010)]"
0x2CD8,YES,YES,,[0011:2B03],[0011:2B03],"[(17, 11011)]","[(17, 11011)]"
0x2CD9,YES,YES,,[0011:2B04],[0011:2B04],"[(17, 11012)]","[(17, 11012)]"
0x2CDA,YES,YES,,[0011:2B05],[0011:2B05],"[(17, 11013)]","[(17, 11013)]"
0x2CDB,YES,YES,,[0011:2B06],[0011:2B06],"[(17, 11014)]","[(17, 11014)]"
0x2CDC,YES,YES,,[0011:2B07],[0011:2B07],"[(17, 11015)]","[(17, 11015)]"
0x2CDD,YES,YES,,[0011:2B08],[0011:2B08],"[(17, 11016)]","[(17, 11016)]"
0x2CDE,YES,YES,,[0011:2B09],[0011:2B09],"[(17, 11017)]","[(17, 11017)]"
0x2CDF,YES,YES,,[0011:2B0A],[0011:2B0A],"[(17, 11018)]","[(17, 11018)]"
0x2CE0,YES,YES,,[0011:2B0B],[0011:2B0B],"[(17, 11019)]","[(17, 11019)]"
0x2CE1,YES,YES,,[0011:2B0C],[0011:2B0C],"[(17, 11020)]","[(17, 11020)]"
0x2CE2,YES,YES,,[0011:2B0D],[0011:2B0D],"[(17, 11021)]","[(17, 11021)]"
0x2CE3,YES,YES,,[0011:2B0E],[0011:2B0E],"[(17, 11022)]","[(17, 11022)]"
0x2CE4,YES,YES,,[0011:2B0F],[0011:2B0F],"[(17, 11023)]","[(17, 11023)]"
0x2CE5,YES,YES,,[0011:2B10],[0011:2B10],"[(17, 11024)]","[(17, 11024)]"
0x2CE6,YES,YES,,[0011:2B11],[0011:2B11],"[(17, 11025)]","[(17, 11025)]"
0x2CE7,YES,YES,,[0011:2B12],[0011:2B12],"[(17, 11026)]","[(17, 11026)]"
0x2CE8,YES,YES,,[0011:2B13],[0011:2B13],"[(17, 11027)]","[(17, 11027)]"
0x2CE9,YES,YES,,[0011:2BC0],[0011:2BC0],"[(17, 11200)]","[(17, 11200)]"
0x2CEA,YES,YES,,[0011:2BC1],[0011:2BC1],"[(17, 11201)]","[(17, 11201)]"
0x2CEB,YES,YES,,[0011:2BC2],[0011:2BC2],"[(17, 11202)]","[(17, 11202)]"
0x2CEC,YES,YES,,[0011:2BC3],[0011:2BC3],"[(17, 11203)]","[(17, 11203)]"
0x2CED,YES,YES,,[0011:2BC4],[0011:2BC4],"[(17, 11204)]","[(17, 11204)]"
0x2CEE,YES,YES,,[0011:2BC5],[0011:2BC5],"[(17, 11205)]","[(17, 11205)]"
0x2CEF,YES,YES,,[0011:2BC6],[0011:2BC6],"[(17, 11206)]","[(17, 11206)]"
0x2CF0,YES,YES,,[0011:2BC7],[0011:2BC7],"[(17, 11207)]","[(17, 11207)]"
0x2CF1,YES,YES,,[0011:2BC8],[0011:2BC8],"[(17, 11208)]","[(17, 11208)]"
0x2CF2,YES,YES,,[0011:2BC9],[0011:2BC9],"[(17, 11209)]","[(17, 11209)]"
0x2CF3,YES,YES,,[0011:2BCA],[0011:2BCA],"[(17, 11210)]","[(17, 11210)]"
0x2CF4,YES,YES,,[0011:2BCB],[0011:2BCB],"[(17, 11211)]","[(17, 11211)]"
0x2CF5,YES,YES,,[0011:2BCC],[0011:2BCC],"[(17, 11212)]","[(17, 11212)]"
0x2CF6,YES,YES,,[0011:2BCD],[0011:2BCD],"[(17, 11213)]","[(17, 11213)]"
0x2CF7,YES,YES,,[0011:2BCE],[0011:2BCE],"[(17, 11214)]","[(17, 11214)]"
0x2CF8,YES,YES,,[0011:2BCF],[0011:2BCF],"[(17, 11215)]","[(17, 11215)]"
0x2CF9,YES,YES,,[0011:2BD0],[0011:2BD0],"[(17, 11216)]","[(17, 11216)]"
0x2CFA,YES,YES,,[0011:2BD1],[0011:2BD1],"[(17, 11217)]","[(17, 11217)]"
0x2CFB,YES,YES,,[0011:2BD2],[0011:2BD2],"[(17, 11218)]","[(17, 11218)]"
0x2CFC,YES,YES,,[0011:2BD3],[0011:2BD3],"[(17, 11219)]","[(17, 11219)]"
0x2CFD,YES,YES,,[0011:2BD4],[0011:2BD4],"[(17, 11220)]","[(17, 11220)]"
0x2CFE,YES,YES,,[0011:2BD5],[0011:2BD5],"[(17, 11221)]","[(17, 11221)]"
0x2CFF,YES,YES,,[0011:2BD6],[0011:2BD6],"[(17, 11222)]","[(17, 11222)]"
0x2D00,YES,YES,,[0011:2BD7],[0011:2BD7],"[(17, 11223)]","[(17, 11223)]"
0x2D01,YES,YES,,[0011:2BD8],[0011:2BD8],"[(17, 11224)]","[(17, 11224)]"
0x2D02,YES,YES,,[0011:2BD9],[0011:2BD9],"[(17, 11225)]","[(17, 11225)]"
0x2D03,YES,YES,,[0011:2BDA],[0011:2BDA],"[(17, 11226)]","[(17, 11226)]"
0x2D04,YES,YES,,[0011:2BDB],[0011:2BDB],"[(17, 11227)]","[(17, 11227)]"
0x2D05,YES,YES,,[0011:2BDC],[0011:2BDC],"[(17, 11228)]","[(17, 11228)]"
0x2D06,YES,YES,,[0011:2BDD],[0011:2BDD],"[(17, 11229)]","[(17, 11229)]"
0x2D07,YES,YES,,[0011:2BDE],[0011:2BDE],"[(17, 11230)]","[(17, 11230)]"
0x2D08,YES,YES,,[0011:2BDF],[0011:2BDF],"[(17, 11231)]","[(17, 11231)]"
0x2D09,YES,YES,,[0011:2BE0],[0011:2BE0],"[(17, 11232)]","[(17, 11232)]"
0x2D0A,YES,YES,,[0011:2BE1],[0011:2BE1],"[(17, 11233)]","[(17, 11233)]"
0x2D0B,YES,YES,,[0011:2BE2],[0011:2BE2],"[(17, 11234)]","[(17, 11234)]"
0x2D2A,YES,NO,ı,Found in the Butler's Room.,Kâhya Odasında bulundu.,[],[]
0x2D2B,YES,NO,,Found in the Hidden Room.,Gizli Odada bulundu.,[],[]
0x2D2C,YES,NO,ı,Found in the Fortune-Teller's Room.,Falcı Odasında bulundu.,[],[]
0x2D2D,YES,NO,ı,Found in the Mirror Room.,Ayna Odasında bulundu.,[],[]
0x2D2E,YES,NO,Çış,Found in the Laundry Room.,Çamaşır Odasında bulundu.,[],[]
0x2D2F,YES,NO,,Found in the Kitchen.,Mutfakta bulundu.,[],[]
0x2D30,YES,NO,ı,Found in the Dining Room.,Yemek Odasında bulundu.,[],[]
0x2D31,YES,NO,,Found in the Ball Room.,Balo Salonunda bulundu.,[],[]
0x2D32,YES,NO,,Found in the Billiards Room.,Bilardo Salonunda bulundu.,[],[]
0x2D33,YES,NO,öı,Found in the Projection Room.,Gösterim Odasında bulundu.,[],[]
0x2D34,YES,NO,ı,Found in the Storage Room.,Depo Odasında bulundu.,[],[]
0x2D35,YES,NO,üı,Found in the Conservatory.,Müzik Odasında bulundu.,[],[]
0x2D36,YES,NO,,Found in the Rec Room.,Spor Salonunda bulundu.,[],[]
0x2D37,YES,NO,Çı,Found in the Nursery.,Çocuk Odasında bulundu.,[],[]
0x2D38,YES,NO,İı,Found in The Twins' Room.,İkizlerin Odasında bulundu.,[],[]
0x2D39,YES,NO,ı,Found in the Sitting Room.,Oturma Odasında bulundu.,[],[]
0x2D3A,YES,NO,ı,Found in the Guest Room.,Misafir Odasında bulundu.,[],[]
0x2D3B,YES,NO,ı,Found in the Master Bedroom.,Ebeveyn Yatak Odasında bulundu.,[],[]
0x2D3C,YES,NO,Çış,Found in the Study.,Çalışma Odasında bulundu.,[],[]
0x2D3D,YES,NO,,Found in the Parlor.,Salonda bulundu.,[],[]
0x2D3E,YES,NO,ı,Found in the Wardrobe Room.,Giyinme Odasında bulundu.,[],[]
0x2D3F,YES,NO,Ö,Found in the Anteroom.,Ön Odada bulundu.,[],[]
0x2D40,YES,NO,,Found in the Astral Hall.,Astral Salonda bulundu.,[],[]
0x2D41,YES,NO,ı,Found in Nana's Room.,Nana'nın Odasında bulundu.,[],[]
0x2D42,YES,NO,Çı,Found in the Tea Room.,Çay Odasında bulundu.,[],[]
0x2D43,YES,NO,,Found in the Armory.,Cephanelikte bulundu.,[],[]
0x2D44,YES,NO,ı,Found in the Telephone Room.,Telefon Odasında bulundu.,[],[]
0x2D45,YES,NO,ı,Found in the Safari Room.,Av Trofeleri Odasında bulundu.,[],[]
0x2D46,YES,NO,ö,Found in the Ceramics Studio.,Seramik Atölyesinde bulundu.,[],[]
0x2D47,YES,NO,ı,Found in Clockwork Room.,Saat Odasında bulundu.,[],[]
0x2D48,YES,NO,öı,Found in The Artist's Studio.,Ressamın Atölyesinde bulundu.,[],[]
0x2D49,YES,NO,ğ,Found in Cold Storage.,Soğuk Odada bulundu.,[],[]
0x2D4A,YES,NO,,Found in the Cellar.,Mahzende bulundu.,[],[]
0x2D4B,YES,NO,ı,Found in the Pipe Room.,Boru Odasında bulundu.,[],[]
0x2D4C,YES,NO,ıŞ,Found in the Breaker Room.,Şalter Odasında bulundu.,[],[]
0x2D64,YES,YES,,[0011:2B73],[0011:2B73],"[(17, 11123)]","[(17, 11123)]"
