ID,English,Dutch,French,German,Italian,Spanish,Turkish
0x2711,Will you read it?,,Voulez-vous le lire ?,Möchtest du es lesen?,Lo vuoi leggere?,¿Quieres leerlo?,Okumak ister misin?
0x2712,Yes,,Oui,Ja,Sì,Sí.,Evet
0x2713,No,,Non,Nein,No,No.,Hayır
0x2714,What a hilarious trick I played<br>on <color=0003>Miss Petunia</color> today!,,J'ai joué un bien bon tour à<br><color=0003>Mlle Pétunia</color> aujourd'hui !,Heute habe ich <color=0003>Fräulein Petunia</color><br><color=0003></color>einen urkomischen Streich gespielt!,Che bello scherzetto che ho fatto<br>oggi alla <color=0003>sig.na Petunia</color>!,¡Hoy le he gastado una broma<br>muy graciosa a la <color=0003>Srta. Begoña</color>!,Bugün <color=0003>Bayan Petunya</color>'ya yaptığım<br>şakayı görmeliydiniz!
0x2715,She jumped into the bathtub<br>after I filled it with ice<hr>from the freezer!,,Elle a sauté dans la baignoire <br>après que je l'ai remplie de <hr>glace provenant du congélateur !,"Sie ist in die Badewanne gestiegen,<br>nachdem ich sie mit Eis aus dem<hr>Gefrierfach aufgefüllt hatte!",È entrata nella vasca da bagno dopo<br>che l'avevo riempita di ghiaccio preso<hr>dal freezer!,¡Le llené la bañera con agua del frigo <br>y se metió de cabeza!,"Küveti dondurucudan çıkardığım<br>buzla doldurdum; o da hoop,<hr>kendini içine attı!"
0x2716,"She actually started shiverin'<br>pretty badly, and I felt a bit<hr>guilty for a second...",,"Elle était toute tremblante, alors <br>je me sentais un peu coupable...","Natürlich hat sie angefangen,<br>fürchterlich zu zittern. Einen<hr>kurzen Moment lang habe ich<br>mich doch etwas schuldig gefühlt...",Ha iniziato a tremare come un<br>terremoto... tanto che mi sono<hr>venuti i rimorsi... per un secondo...,Y empezó a tiritar sin parar.<br>Al principio me sentí culpable...,Öyle bir titredi ki bir an<br>vicdanım sızladı...
0x2717,But <color=0003>Miss Petunia</color> is made<br>of solid stuff! ,,Mais <color=0003>Mlle Pétunia</color> a une <br>santé de fer ! Increvable !,Aber das <color=0003>Fräulein Petunia</color><br>kann so etwas vertragen!,Ma la <color=0003>sig.na Petunia</color> è un tipa tosta!,Pero ¡la <color=0003>Srta. Begoña </color>puede con todo<br>lo que le echen!,Ama <color=0003>Bayan Petunya</color><br>taş gibi kadındır!
0x2718,She took a hot shower and<br>felt like new again!,,Elle a pris une bonne douche bien<br>chaude et elle était en forme !,Sie nahm einfach eine heiße<br>Dusche. Danach fühlte sie sich<hr>wie neugeboren!,Ha fatto una doccia calda<br>e si è sentita rinascere!,Se dio una ducha calentita y ¡se quedó<br>como nueva!,Sıcak bir duş aldı ve<br>yeniden turp gibi oldu!
0x2719,"Once she'd warmed up, she<br>wasn't even that mad!<hr>(<color=0003>Nana</color>)",,"Et une fois réchauffée, elle<br>n'était pas si furieuse que ça...<hr>(<color=0003>Nana</color>)","Und nachdem sie sich aufge-<br>wärmt hatte, war sie gar nicht<hr>mal richtig wütend!<br> <color=0003>Adele</color>",Dopo essersi scaldata non<br>era neanche più furibonda!<hr> <color=0003>Sferruccia</color> ,"Cuando entró en calor, ya no estaba<br>tan enfadada. (<color=0003>Norma</color>)",Isınınca kızgınlığı da<br>çözülüverdi!<hr>(<color=0003>Nana</color>)
0x271A,There's a Book of Riddles.,,Il y a un Livre des Énigmes.,Da liegt ein Rätselbuch.,C'è un libro di enigmi.,Hay un libro de adivinanzas...,Bir Bilmeceler Kitabı var.
0x271B,Will you read it?,,Voulez-vous le lire ?,Willst du es lesen?,Vuoi leggerlo?,¿Quieres leerlo?,Okumak ister misin?
0x271C,Yes,,Oui,Ja,Sì,Sí.,Evet
0x271D,No,,Non,Nein,No,No.,Hayır
0x271E,Mysteries appear wherever<br>people turn...,,Les mystères apparaissent <br>où que l'on se tourne...,"Wo immer Menschen ihre Kreise<br>ziehen, tauchen Rätsel auf...",I misteri appaiono dove si voltano<br>le persone...,Las situaciones misteriosas se dan<br>cuando la gente aparta la vista...,İnsan nereye dönse<br>karşısına bir gizem çıkar...
0x271F,...but turning away from them<br>solves nothing.,,... mais s'en détourner ne résout rien.,"...sich von ihnen abzuwenden,<br>führt jedoch nie zu ihrer Lösung.",... ma voltare le spalle non risolve<br>gli enigmi.,y esa no es forma de resolverlas.,...ama başını çevirip kaçmak<br>hiçbir gizemi çözmez.
0x2720,"Instead of turning away,<br>turn to the side and look<hr>at the mystery from a different<br>view. A way will surely open.",,"Plutôt que de baisser les bras,<br>regarde de côté et vois le mystère<hr>d'un œil différent.<br>Une voie s'ouvrira certainement.","Anstatt ihnen den Rücken zu<br>kehren, sollte man einen anderen<hr>Blickwinkel verfolgen. Nicht selten<br>öffnet sich ein neuer Pfad, der<hr>zur Lösung des Rätsels führt...","Invece di voltare le spalle, voltati di lato<br>e guarda il mistero da un altro punto<hr>di vista. Vedrai che funzionerà.","En lugar de darles la espalda, <br>hay que enfrentarse a ellas y <hr>verlas desde otro ángulo. Seguro <br>que alguna salida se encuentra.",Yüzünü çevirmek yerine<br>yana dön; gizeme başka<hr>bir açıdan bak.<br>Bir yol mutlaka açılır.
0x2721,You found <color=0003>Neville's</color> Big<br>Baby Care Diary.,,Vous trouvez le Manuel de Soins <br>Pédiatriques de <color=0003>Neville</color>.,Du hast <color=0003>Ramons</color> Riesenbaby-<br>Ratgeber gefunden!,Hai trovato il diario Cura dei Piccoli<br>di <color=0003>Armando</color>.,Has encontrado el diario del bebé<br>grande de <color=0003>Arturo</color>.,<color=0003>Neville</color>'in Büyük<br>Bebek Bakım Günlüğü'nü buldun.
0x2722,Will you read it?,,Voulez-vous le lire ?,Möchtest du ihn lesen?,Lo vuoi leggere?,¿Quieres leerlo?,Okumak ister misin?
0x2723,Yes,,Oui,Ja,Sì,Sí.,Evet
0x2724,No,,Non,Nein,No,No.,Hayır
0x2725,My third son is still a baby.,,Mon troisième fils est toujours<br>un bébé...,Mein dritter Sohn ist immer noch<br>ein Kleinkind.,Il mio terzo figlio è ancora un bebè.,Mi tercer hijo es aún un bebé.,Üçüncü oğlum daha<br>kundakta sayılır.
0x2726,"Oddly enough, he seems to<br>scare people in ways the<hr>other two never did...",,"Bizarrement, il semble effrayer<br>les gens à un point que les deux<hr>autres n'ont jamais atteint...",Im Gegensatz zu den beiden anderen<br>fallen ihm komischerweise die bösesten<hr>Scherze ein.,"È strano, ma sembra che spaventi<br>la gente in un modo che gli altri<hr>non hanno mai fatto...","Y fíjate qué raro, que asusta <br>a la gente de una manera <hr>distinta a la de sus hermanos...","Tuhaf olan şu ki, insanları<br>öteki ikisinin hiç yapamadığı<hr>kadar korkutuyor..."
0x2727,"The twins, now...",,"Maintenant, les jumeaux ont peur !",Denn diese beiden Zwillinge...,Ora i gemelli...,Los gemelos...,İkizlere gelince...
0x2728,"They're afraid of fire, water,<br>cold, and wind!",,"Peur de l'eau, du feu, du froid<br>et même du vent !","Sie haben eine Heidenangst vor<br>Feuer, Wasser, Kälte und Wind!","Hanno paura del fuoco, dell'acqua,<br>del freddo e del vento!","Ahora le tienen pánico al fuego, al agua,<br>al frío y al viento.","Ateşten, sudan,<br>soğuktan ve rüzgârdan korkuyorlar!"
0x2729,"Why, they shake with fright<br>when beset by the elements!",,Il tremblent de peur lorsque<br>ces éléments les agressent !,"Nun, sie zittern regelrecht vor Angst,<br>wenn sie einer dieser elementaren<hr>Kräfte ausgesetzt sind!",Tremano come foglie quando vedono<br>gli elementi!,"Vamos, que se ponen a temblar<br>cuando se sienten acechados<hr>por los elementos.",Elementler üzerlerine yürüyünce<br>korkudan tir tir titriyorlar!
0x272A,Sometimes I think they're<br>more childlike than the baby!,,"Parfois, je les trouve plus <br>gamins que le bébé...","Manchmal denke ich gar, sie<br>verhalten sich weitaus kindischer<hr>als ihr kleines Brüderchen!",A volte penso che siano più infantili<br>del bebè!,¡A veces pienso que son más infantiles<br>que el bebé!,Bazen bebekten bile daha<br>çocuk olduklarını düşünüyorum!
0x272B,There is a book called<br>Darkness is Their Cheese!,,Il y a un livre intitulé Les Ténèbres<br>sont leur Fromage.,Dort liegt ein Buch mit dem Titel:<br>Die käsehafte Anziehungskraft<hr>der Dunkelheit!,C'è un libro intitolato<br>Il Buio è il loro Cacio!,"Hay un diario en el que pone:<br>""La oscuridad: su refugio"".",“Karanlık Onların Peyniri!” diye bir<br>kitap var.
0x272C,Will you read it?,,Voulez-vous le lire ?,Möchtest du es lesen?,Lo vuoi leggere?,¿Quieres leerlo?,Okumak ister misin?
0x272D,Yes,,Oui,Ja,Sì,Sí.,Evet
0x272E,No,,Non,Nein,No,No.,Hayır
0x272F,Ghost mice are drawn to<br>darkness as real mice are<hr>drawn to cheese...,,Les souris fantômes sont autant <br>attirées par les ténèbres<hr>que les vraies souris par le fromage...,Die Dunkelheit übt auf Geistermäuse<br>eine vergleichbare Wirkung aus<hr>wie Käse auf echte Mäuse...,I topi fantasma sono attratti dal buio<br>come quelli veri lo sono dal formaggio...,"Los ratones fantasma adoran<br>la oscuridad. Tanto como los<hr>roedores de verdad, el queso...","Karanlık hayalet fareler için neyse,<br>peynir de gerçek fareler için odur..."
0x2730,"In the dark, they shine<br>gold with contentment.",,"Dans le noir, elles brillent de<br>contentement...",In der Dunkelheit strahlen sie eine<br>goldene Aura der Zufriedenheit aus.,"Al buio, risplendono di contentezza.","Cuando están en un sitio oscuro,<br>brillan de felicidad.",Karanlıkta keyiften<br>altın altın parlarlar.
0x2731,I must try to get close to<br>one before the lights come<hr>back on.  (<color=0003>C. Parmesan</color>),,Je dois approcher une souris<br>avant que la lumière ne revienne.<hr>(<color=0003>C. Parmesan</color>),"Ich muss versuchen, noch vor<br>der Morgendämmerung möglichst<hr>nah an eine heranzugelangen.<br>             (<color=0003>gez. Gerd Gouda</color>)",Devo riuscire ad avvicinarmi<br>a loro prima che torni la luce.<hr> <color=0003>C. Parmigian</color>,Tengo que intentar acercarme a ellos<br>antes de que vuelva la luz. (<color=0003>Roque Fort</color>),Işıklar geri gelmeden önce<br>birine yanaşmayı denemeliyim.<hr>(<color=0003>C. Parmesan</color>)
0x2732,You found The Book of Pericles.,,Vous trouvez le Livre de Périclès.,Du hast das Buch des Perikles<br>gefunden.,Hai trovato il Manuale dello Stratega.,Has encontrado el libro de Pericles.,Pericles'in kitabını buldun.
0x2733,Will you read it?,,Voulez-vous le lire ?,Möchtest du es lesen?,Vuoi leggerlo?,¿Quieres leerlo?,Okumak ister misin?
0x2734,Yes,,Oui,Ja,Sì,Sí.,Evet
0x2735,No,,Non,Nein,No,No.,Hayır
0x2736,"There are spirits known as<br><color=0001>Elemental Ghosts</color>. They live<hr>in the elements of fire,<br>water, and ice that make<hr>up much of our world. ",,"Il existe des fantômes connus sous<br>le nom de <color=0001>fantômes élémentaires</color>.<hr>Ils vivent dans le feu, l'eau et la glace<br>qui forment la base de notre monde.","Es gibt spirituelle Wesen, die als<br><color=0001>Elementare Geister</color> bekannt sind.<hr>Sie kommen in den Elementen<br>Feuer, Wasser und Eis vor, die<hr>den Großteil unserer Welt bilden.","Ci sono spiriti noti come<br><color=0001>fantasmi elementi</color>.<hr>Vivono negli elementi fuoco, acqua<br>e ghiaccio che costituiscono<hr>gran parte del nostro mondo.","Hay una serie de espíritus, conocidos<br>como los <color=0001>fantasmas de los elementos</color>,<hr>que viven en el fuego, el agua y el hielo<br>que forman la base de nuestro mundo.","<color=0001>Element Hayaletleri</color> denen ruhlar,<br>dünyamızı oluşturan<hr>ateş, su ve buzun içinde<br>yaşarlar."
0x2737,"To handle these <color=0001>Elements</color>,<br>one must first obtain an<hr><color=0002>Element Medal</color>. Perhaps the<br><color=0001>Elemental Ghosts</color> are only<hr>visible to the bearer of<br>such a medal.",,"Pour maîtriser ces <color=0001>éléments</color>, il faut<br>obtenir une <color=0002>médaille élémentaire</color>.<hr>Peut-être qu'il faut en porter une pour<br>voir ces <color=0001>fantômes élémentaires</color>...","Um dieser <color=0001>Elemente</color> Herr zu<br>werden, muss man im Besitz<hr>einer <color=0002>Elementmünze</color> sein. Es<br>ist im Bereich des Möglichen,<hr>dass <color=0001>Elementare Geister</color> nur<br>dem Träger einer solchen<hr>Münze sichtbar werden.","Per usare questi <color=0001>elementi</color>, prima<br>è necessario ottenere una<hr><color=0002>medaglia elemento</color>. Forse<br>i <color=0001>fantasmi elementi</color> sono<hr>visibili solo a chi possiede<br>tale medaglia.","Para poder usar los <color=0001>elementos</color>, <br>se necesitan las <color=0002>medallas de</color><hr><color=0002>los elementos</color>. Es probable que aquel<br>que las lleve sea el único que pueda ver<hr>a esos espíritus.",Bu <color=0001>elementleri</color> kullanmak için<br>önce bir <color=0002>Element Madalyası</color> gerekir.<hr>Belki de <color=0001>Element Hayaletleri</color><br>yalnızca madalyayı taşıyana görünür.
0x2738,You've found <color=0003>E. Gadd's</color><br>Guide to Ghosts.,,Vous trouvez le Guide des <br>Spectres du <color=0003>Prof K. Tastroff</color>. ,Du hast <color=0003>I. Gidds</color> Geisterfibel<br>gefunden.,Hai trovato la Guida ai Fantasmi<br>del <color=0003>professor Strambic</color>.,Has encontrado la Guía de fantasmas<br>del <color=0003>profesor Fesor</color>. ,<color=0003>E. Gadd</color>'ın<br>Hayalet Rehberi'ni buldun.
0x2739,Will you read it?,,Voulez-vous le lire ?,Möchtest du sie lesen?,Vuoi leggerla?,¿Quieres leerla?,Okumak ister misin?
0x273A,Yes,,Oui,Ja,Sì,Sí.,Evet
0x273B,No,,Non,Nein,No,No.,Hayır
0x273C,"Dear readers...<br>We've all had trouble with<hr>ghosts who aren't easily<br>surprised, right?",,Cher lecteur...<br>Qui n'a jamais eu de soucis<hr>avec des fantômes peu faciles<br>à surprendre ? ,"Geneigte Leser...<br>Sicherlich hatten auch Sie schon<hr>mal ein Problem mit Geistern, die<br>sich wahrlich nicht ohne weiteres<hr>erschrecken lassen, richtig?","Cari lettori... Abbiamo tutti avuto<br>problemi con i fantasmi difficili<hr>da sorprendere, vero?",Estimados lectores:<br>¿Quién no se ha enfrentado alguna<hr>vez al típico fantasma al que no hay<br>quien pille?,"Sevgili okur...<br>Işığa kanmayan inatçı hayaletlerle<hr>hepimizin başı belaya girmiştir,<br>değil mi?"
0x273D,They have all sorts of ways to<br>protect themselves from light.,,"Ils connaissent de nombreuses<br>tactiques pour se protéger<hr>de la lumière, les petits rusés.","Sie verfügen über enormen<br>Einfallsreichtum, wenn es<hr>darum geht, sich vor Lichteinfall<br>zu schützen...",Conoscono molti modi per<br>proteggersi dalla luce.,Usan todo tipo de triquiñuelas<br>para protegerse de la luz.,Işıktan sakınmak için<br>bin bir numara bilirler.
0x273E,"What would you do, bright folks,<br>when in a fix with one of<hr>these stubborn ghouls? Well sir,<br>I'd first look for an opening...",,"Que feriez-vous, lecteur, si vous étiez<br>nez à nez avec un spectre entêté ?<hr>Vous chercheriez une solution,<br>bien sûr...","Was also, verehrte Leserschaft,<br>wenn man von eben jenen sturen<hr>Astralgestalten aufs Heftigste<br>bedrängt wird? Geht Ihnen ein<hr>Lichtlein auf? Nun, zunächst<br>einmal sucht man nach einem<hr>Hintertürchen...","Cosa fareste, miei cari, se vi trovaste<br>alle prese con uno di questi testardi<hr>spettri? Beh, io cercherei il loro punto<br>debole...","¿Qué haríais, cerebritos, en un momento<br>de apuro con estas ánimas? Pues bien,<hr>yo buscaría su talón de Aquiles...","Peki, parlak zekâlı okurlar,<br>bu inatçı hortlaklardan biri başınıza<hr>bela olursa ne yaparsınız?<br>Ben olsam önce bir açık arardım..."
0x273F,... A way to catch them off<br>guard and unsettle them.,,... une façon de les surprendre<br>et de les débusquer.,"...einer Möglichkeit, sie in einem<br>unerwarteten Moment zu erwischen<hr>und aus dem Konzept zu bringen.",Un modo per lasciarli di stucco<br>e spiazzarli.,buscaría la manera de sorprenderlos<br>cuando bajaran la guardia<hr>y los desconcertaría.,"... Onları açık yakalayacak,<br>gardlarını düşürecek bir yol."
0x2740,"When a ghost is surprised and<br>shows you its heart, that's<hr>your chance to catch the little<br>bugger. I tell you, I've caught<hr>dozens of ghosts just like this...",,"Quand un fantôme est surpris et montre<br>son cœur, c'est là qu'il faut frapper !<hr>J'en ai attrapé plein de cette manière,<br>des fantômes imprudents !","Zeigt ein Gespenst sein Herz,<br>dann ist der richtige Zeitpunkt<hr>gekommen, um den kleinen Racker<br>dingfest zu machen. Lassen Sie<hr>sich von mir versichern, dass ich<br>auf diese Weise bereits Dutzende<hr>von Geistern fangen konnte...","Quando un fantasma è colto di<br>sorpresa e vi mostra il cuore,<hr>quello è il momento giusto per<br>acchiapparlo. Ve lo dico io,<hr>che così ne ho acchiappati tanti!","Cuando asustéis a un espectro,<br>os enseñará el corazón:<hr>es el momento de absorberlo.<br>Yo así he cazado miles...","Hayalet şaşırıp kalbini açtı mı,<br>yakalama vakti gelmiş demektir.<hr>Ben bu yöntemle düzinelercesini<br>topladım, benden söylemesi..."
0x2741,You've found <color=0003>Lydia's</color><br>Child-Care Diary.,,Vous trouvez le Manuel de Soins <br>Infantiles de <color=0003>Lydia</color>.,Du hast <color=0003>Rolandas</color> Kinderpflege-<br>Journal gefunden.,Hai trovato il diario Cura dei Piccoli<br>di <color=0003>Lidia</color>.,Has encontrado el diario de los niños<br>de <color=0003>Lidia</color>.,<color=0003>Lydia</color>'nın<br>Çocuk Bakım Günlüğü'nü buldun.
0x2742,Will you read it?,,Voulez-vous le lire ?,Möchtest du es lesen?,Vuoi leggerlo?,¿Quieres leerlo?,Okumak ister misin?
0x2743,Yes,,Oui,Ja,Sì,Sí.,Evet
0x2744,No,,Non,Nein,No,No.,Hayır
0x2745,The twins are very shy for<br>ghosts their age... They've<hr>even gone and hid the key to<br>their room far away in the<hr>mansion. How very trying...,,Les jumeaux sont très timides <br>pour des fantômes de leur âge...<hr>Ils sont même partis cacher la clé<br>de leur chambre loin dans le manoir...,"Für Geister ihres Alters sind die<br>Zwillinge auffallend schüchtern...<hr>Kürzlich sind sie sogar verschwunden,<br>um ihren Zimmerschlüssel fernab ihres<hr>Zimmers in dieser Villa zu verstecken.<br>Sie rauben mir den letzten Nerv...",I gemelli sono dei fantasmi già molto<br>vispi per la loro età.<hr>Hanno persino nascosto la chiave<br>della loro camera nei meandri<hr>del palazzo. Che audaci...,Los gemelos son muy tímidos para<br>la no edad que tienen... Hasta han<hr>escondido la llave de su cuarto en<br>la otra punta de la casa. Cómo son...,İkizler yaşlarına göre inanılmaz<br>utangaç hayaletler...<hr>Oda anahtarlarını bile konağın<br>öbür ucuna saklamışlar.<hr>İnsan anne olunca neler çekiyor...
0x2746,They got mad at me the other<br>day for twirling their little<hr>toy helicopter mobile...<br>Ghost children today! Who<hr>knows what they're thinking?,,"Ils étaient en colère contre moi<br>l'autre jour parce que j'avais <hr>fait tourner leur mobile avec<br>les petits hélicoptères !<hr>Élever des enfants, c'est pas facile...","Sie sind förmlich ausgerastet,<br>als ich ihr Hubschrauber-Mobile<hr>bewegt habe... Die geistige Jugend<br>heutzutage! Wer durchblickt schon,<hr>was in ihren Köpfen vor sich geht?!?",L'altro giorno si sono arrabbiati con me<br>per aver toccato il loro elicottero<hr>giocattolo... Ah questi piccoli spettri<br>d'oggi! Chissà chi si credono di essere!,El otro día se enfadaron conmigo<br>porque jugueteé con su helicóptero<hr>de juguete. ¡Estos fantasmillas de hoy!<br>¡Tienen unas cosas!,"Geçen gün oyuncak helikopterlerini<br>bir döndürdüm diye kıyameti kopardılar!<hr>Ah, şimdiki hayalet çocuklar...<br>Ne düşündükleri hiç belli değil!"
0x2747,"Each possesses the power to<br>overcome another.<hr>Specifically, fire melts ice, water<br>extinguishes fire, and ice freezes water.",,"Chaque élément est supérieur<br>à un autre.<hr>Le feu fait fondre la glace, l'eau éteint<br>le feu et la glace gèle l'eau.","Jedes Element kann ein anderes<br>besiegen, und zwar wie folgt...<hr>Feuer schmilzt Eis, Wasser löscht<br>Feuer und Eis lässt Wasser gefrieren.","Ognuno possiede il potere per<br>sconfiggerne un altro.<hr>Il fuoco scioglie il ghiaccio, l'acqua<br>spegne il fuoco, il ghiaccio congela<hr>l'acqua.","Cada uno posee el poder de superar<br>a otro. A saber:<hr>el fuego derrite el hielo, el agua apaga<br>el fuego, y el hielo congela el agua.","Elementler birbirini alt eder:<br>ateş buzu eritir,<hr>su ateşi söndürür,<br>buz da suyu dondurur."
0x2AF8,Gold Ghost,,Terreur dorée,Gold-Geist,Fantasma arancione,Fantasma naranja,Altın Hayalet
0x2AF9,Temper Terror,,Terreur furieuse,Furchtlauner,Fantasma infuocato,Fantasma ígneo,Asabi Hayalet
0x2AFA,Speedy Spirit,,Esprit généreux,Flinkgeist,Spirito riccone,Ente ricachón,Hızlı Ruh
0x2AFB,Purple Puncher,,Cogneur mauve,Purpurprügler,Spaccone viola,Bravucón morado,Mor Yumrukçu
0x2AFC,Flash,,Cogneur givré,Blitzgeist,Spaccone glaciale,Bravucón glacial,Flaş
0x2AFD,Blue Twirler,,Tourneur bleu,Blauwirbler,Terremoto blu,Terremoto azul,Mavi Döndürücü
0x2AFE,Blue Blaze,,Tourneur trempé,Azurloher,Terremoto acquatico,Terremoto acuático,Mavi Alev
0x2AFF,Grabbing Ghost (White),,Attrapeur blanc,Greifergeist (weiß),Acciuffone bianco,Estrujador blanco,Yakalayan Hayalet (Beyaz)
0x2B00,Waiter,,Serveur,Herr Obergeist,Cameriere,Camarero,Garson
0x2B01,Grabbing Ghost (Red),,Attrapeur rouge,Greifergeist (rot),Acciuffone rosso,Estrujador rojo,Yakalayan Hayalet (Kırmızı)
0x2B02,Mirror Ghost,,Fantôme du miroir,Spiegelgeist,Spirito dello specchio,Ente del espejo,Ayna Hayaleti
0x2B03,Cinema Ghost,,Fantôme du cinéma,Kinogeist,Fantasma del cinema,Ente del proyector,Sinema Hayaleti
0x2B04,Ghost Guy,,Maskâme,Ghost Guy,Tipo Spettro,Espíriguy,Maskeli Hayalet
0x2B05,Dancing Ghost Guy,,Maskâme danseur,Tanzender Ghost Guy,Tipo Spettro ballerino,Espíriguy bailarín,Dansçı Maskeli Hayalet
0x2B06,Mr. Bones,,M. Nonoss,G. Bein,Sig. Tuttossi,D. Huesos,Bay Kemik
0x2B07,Garbage Can Ghost,,Fantôme poubelle,Müllkübel-Geist,Spettro spazzatura,Ente basurero,Çöp Kovası Hayaleti
0x2B08,Ceiling Surprise,,Esprit farceur,Deckenwunder,Spirito burlone,Bromista,Tavan Sürprizi
0x2B09,Purple Bomber,,Esprit bombardeur,Purpurbomber,Spirito dinamitardo,Bromista explosivo,Mor Bombacı
0x2B0A,Bowling Ghost,,Fantôme renversant,Bowlinggeist,Spettro lanciapalle,Ente lanzabolas,Bowling Hayaleti
0x2B0B,Blue Mouse,,Souris bleue,Blaumaus,Topo blu,Ratón azul,Mavi Fare
0x2B0C,Purple Mouse,,Souris mauve,Purpurmaus,Topo viola,Ratón morado,Mor Fare
0x2B0D,Gold Mouse,,Souris d'or,Goldmaus,Topo dorato,Ratón dorado,Altın Fare
0x2B0E,Bat (Yellow),,Chauve-souris jaune,Fledermaus (gelb),Pipistrello giallo,Murciélago amarillo,Yarasa (Sarı)
0x2B0F,Bat (Purple),,Chauve-souris mauve,Fledermaus (purpur),Pipistrello viola,Murciélago morado,Yarasa (Mor)
0x2B10,Flying Fish (Pink),,Poisson volant rose,Fliegender Fisch (pink),Pesce volante rosa,Pez volador rosa,Uçan Balık (Pembe)
0x2B11,Flying Fish (Green),,Poisson volant vert,Fliegender Fisch (grün),Pesce volante verde,Pez volador verde,Uçan Balık (Yeşil)
0x2B12,Spark,,Fantôme explosif,Brizzel,Fantasma esplosivo,Detonador,Kıvılcım
0x2B13,Shining Ghost,,Esprit filant,Scheingeist,Spettro cadente,Ente radiante,Parlayan Hayalet
0x2B14,An orange ghost who likes to<br>throw spinning punches.,,Un fantôme orange qui donne<br>des coups en tournoyant.,"Orangefarbener Geist, der gern<br>mit Schwingern zuschlägt.",Un fantasma arancione che<br>sferra pugni.,Fantasma naranja que da<br>puñetazos giratorios.,Dönen yumruklar savurmayı seven<br>turuncu bir hayalet.
0x2B15,A light-blue ghost with the Fire<br>Element. Vulnerable to water.,,Un fantôme bleu clair qui<br>se protège avec le feu.<br>Il est vulnérable à l'eau.,Hellblauer Feuergeist. Reagiert<br>allergisch auf Wasser.,Un fantasma blu chiaro dotato<br>di elemento fuoco. È vulnerabile<br>all'acqua.,Fantasma azul claro de fuego.<br>Es vulnerable al agua.,Ateş Elementine sahip açık mavi<br>bir hayalet. Suya karşı zayıf.
0x2B16,A pale-blue ghost who is quick<br>to flee at the first sign of danger.,,Un fantôme bleu clair qui<br>déguerpit au moindre danger.,"Blassblauer Geist, der bei Gefahr<br>gleich die Flucht ergreift.",Uno spettro azzurro pronto<br>a fuggire al primo segnale<br>di pericolo.,Fantasma azul pálido que huye<br>al percibir el mínimo peligro.,"Tehlikenin ilk işaretinde kaçmaya<br>hazır,<br>soluk mavi bir hayalet."
0x2B17,A swift pink ghost who uses<br>uppercuts to hurt foes.,,Un fantôme mauve et rapide<br>qui frappe avec des uppercuts.,"Flinker, pinker Geist mit einem<br>harten Haken.",Uno sgusciante fantasma rosa<br>che danneggia i suoi nemici<br>sferrando dei montanti.,Fantasma rosa y veloz<br>que ataca con ganchos.,Düşmanlara aparkatlarla saldıran<br>çevik pembe bir hayalet.
0x2B18,A Purple Puncher with the Ice<br>Element. Vulnerable to fire.,,Un cogneur mauve avec<br>l'élément de glace.<br>Il est vulnérable au feu.,Purpurprügler mit Eiselement.<br>Bekämpfe ihn mit Feuer!,Uno Spaccone viola dotato di<br>elemento ghiaccio. È vulnerabile<br>al fuoco.,Bravucón morado de hielo.<br>Es vulnerable al fuego.,Buz Elementine sahip bir Mor Yumrukçu.<br>Ateşe karşı zayıf.
0x2B19,A blue ghost who makes painful<br>shock waves by striking the floor.,,Un fantôme bleu qui crée de<br>puissantes ondes de choc en<br>frappant le sol.,"Blauer Geist, der mit seinen<br>Schlägen auf den Boden<br>Schockwellen auslöst.",Un fantasma blu che colpisce<br>il suolo per generare delle onde<br>d'urto molto dolorose.,Fantasma azul que sacude<br>el suelo a golpetazos.,Yere vurarak acı veren<br>şok dalgaları çıkaran mavi bir<br>hayalet.
0x2B1A,A Blue Twirler with the Water<br>Element. It's weak to ice attacks.,,Un tourneur bleu avec l'élément<br>d'eau. Il est vulnérable aux<br>attaques de glace.,Blauwirbler mit Element<br>Wasser. Es ist sehr bei<br>Eisattacken sehr anfällig.,Un Terremoto blu dotato di<br>elemento acqua. È vulnerabile<br>agli attacchi di ghiaccio.,Terremoto azul de agua.<br>Es vulnerable a los ataques<br>de hielo.,Su Elementine sahip bir Mavi<br>Döndürücü.<br>Buz saldırılarına karşı zayıf.
0x2B1B,A slow-moving ghost who likes<br>to grab you and hold on.,,Un fantôme lent qui ne vous<br>lâchera plus une fois qu'il<br>vous aura attrapé.,"Langsamer Geist, der dich<br>ergreifen und festhalten will.",Un goffo spettro che rallenta<br>i tuoi movimenti afferrandoti.,Fantasma lento que se aferra<br>a su enemigo.,"Seni yakalayıp bırakmamayı seven,<br>yavaş hareket eden bir hayalet."
0x2B1C,"A ghost in the Dining Room. His<br>hands are full, so he can't grab.",,"Un fantôme de la salle à manger.<br>Il a les mains pleines, et ne peut<br>donc pas vous attraper.","Geist im Esszimmer. Hat alle<br>Hände voll, aber nichts im Griff.","Uno spirito che si trova nella sala<br>da pranzo. Ha le mani occupate,<br>quindi non può afferrare nulla.","Fantasma del comedor.<br>Como tiene las manos ocupadas,<br>no puede agarrarte.",Yemek Odasındaki bir hayalet. Elleri<br>dolu olduğundan<br>seni yakalayamaz.
