row,scope,id,english,ukenglish,french,nafrench,german,italian,spanish,naspanish,dutch,portuguese,russian,japanese,turkish_current,turkish_final,status,reason,creative_flag,font_missing,notes
37,fe,E34F91C5,Collect:,Collect:,Tu dois ramasser,Tu dois ramasser,Verdiene,Raggiungi:,Reúne:,Reúne:,Verzamel:,Reúna:,Нужно собрать:,{ts:0.9}{rb}目標金額{/rb}{rt}もくひょうきんがく{/rt}{/ts},Topla:,Topla:,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
38,fe,65327A4B,You currently have:,You currently have:,Tu as ramassé,Tu as ramassé,Dein Konto:,Al momento hai:,Botín actual:,Botín actual:,Je hebt nu:,Tesouro atual:,Всего собрано:,{ts:0.9}あつめたお{rb}金{/rb}{rt}かね{/rt}{/ts},Şu anda sende olan:,Şu anda sahip olduğun:,DEĞİŞTİ,"İlk manuel turda düzeltilen satır, ikinci tam turda İngilizce/UK ve diğer resmî dillerle yeniden karşılaştırıldı; mevcut ifade en iyi seçenek olarak doğrulandı.",,,2. tam manuel tur: EVET
39,fe,D3F4637E,Not Available,Not Available,Indisponible,Indisponible,Nicht verfügbar.,Non disponibile,No disponible.,No disponible.,Niet beschikbaar,Indisponível,Нет игрока,   ,Kullanılamıyor,Kullanılamıyor,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
40,fe,8AE08734,Connecting...,Connecting...,Connexion...,Connexion...,Verbindung wird hergestellt...,Connessione in corso...,Conectando...,Conectando...,Bezig verbinding te maken...,A ligar...,Идет подключение...,{ts:0.9}{rb}接続中{/rb}{rt}せつぞくちゅう{/rt}・・・{/ts},Bağlanılıyor...,Bağlanılıyor...,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
41,fe,6CE593E6,Waiting for player...,Waiting for player...,En attente du joueur...,En attente du joueur...,Warte auf Spieler...,In attesa di un giocatore...,Esperando al jugador...,Esperando al jugador...,Bezig op speler te wachten...,À espera do jogador...,Ожидание игрока...,{ts:0.9}{rb}他{/rb}{rt}ほか{/rt}のプレイヤーを{rb}待{/rb}{rt}ま{/rt}っています・・・{/ts},Oyuncu bekleniyor...,Oyuncu bekleniyor...,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
42,fe,2656AEE3,Waiting for the other players{p}to download game data...,Waiting for the other players{p}to download game data...,Les joueurs téléchargent les{p}données. Veuillez patienter...,Les joueurs téléchargent les{p}données. Veuillez patienter...,Warte auf Abschluss der{p}Downloads anderer Spieler...,Attendi che gli altri giocatori{p}scarichino i dati di gioco...,Los demás jugadores están{p}descargando los datos...,Los demás jugadores están{p}descargando los datos...,Wacht tot alle spelers klaar{p}zijn met downloaden...,Os outros jogadores estão a{p}descarregar dados do jogo...,Остальные игроки{p}загружают данные игры...,{rb}他{/rb}{rt}ほか{/rt}のプレイヤーがデータを{p}ダウンロード{rb}中{/rb}{rt}ちゅう{/rt}・・・,Diğer oyuncuların oyun verilerini{p}indirmesi bekleniyor...,Diğer oyuncuların oyun verilerini{p}indirmesi bekleniyor...,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
43,fe,80A34573,"Once one or more players{p}have joined your game,{p}press the A Button to start.","Once your team's ready,{p}press the A Button to start.","Lorsque tous les joueurs ont{p}rejoint la partie, appuyez sur{p}le bouton A pour commencer.","Lorsque tous les joueurs ont{p}rejoint la partie, appuyez sur{p}le bouton A pour commencer.","Sobald alle Spieler beigetreten sind,{p}drücke den A-Knopf zum Starten.","Una volta che uno o più giocatori{p}si sono uniti alla partita, premi il{p}pulsante A per iniziare.","Cuando uno o más jugadores se hayan{p}unido a tu partida, pulsa el botón A para{p}comenzar.","Cuando todos los jugadores se hayan{p}unido a tu partida, oprime el botón A{p}para comenzar.","Zodra je team gereed is, druk je{p}op de A-knop om te beginnen.","Quando todos os jogadores se tiverem{p}juntado ao seu jogo, prima o Botão A{p}para começar.","Нажми ɐ, когда команда{p}будет готова.",{ts:0.85}プレイヤーがそろったら{p}ɐを{rb}押{/rb}{rt}お{/rt}してください{p}ゲームをアップロードします{p}{/ts},Bir veya daha fazla oyuncu{p}oyununa katıldıktan sonra{p}başlamak için A Tuşu'na bas.,Bir veya daha fazla oyuncu{p}oyununa katıldıktan sonra{p}başlamak için A Tuşu'na bas.,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
44,fe,CC192B44,ɐ Start,ɐ Start,ɐ Commencer,ɐ Commencer,ɐ Los!,ɐ Inizia,ɐ Comenzar,ɐ Comenzar,ɐ Beginnen,ɐ Começar,ɐ Играть,{vs:-15}{ts:1.1}ɐ アップロード{p}{/ts}{/vs},ɐ Başlat,ɐ Başlat,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
45,fe,924646F1,Endless,Endless,---,Infini,Endlos,--,Sin límite,Sin límite,Oneindig,Interminável,—,{ts:0.9}エンドレス{/ts},Sonsuz,Sonsuz,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
46,fe,A3AA42F2,Delete,Delete,Effacer,Effacer,Löschen,Elimina,Borrar,Borrar,Wissen,Apagar,Удалить,ファイルをけす,Sil,Sil,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
47,fe,5737CD66,Aim For: Ɠ{clr:98E66C}{0}{clr:pop},Aim for: Ɠ{clr:98E66C}{0}{clr:pop},Objectif : {clr:98E66C}{0} {clr:pop}Ɠ,Objectif : {clr:98E66C}{0} {clr:pop}Ɠ,Ziel: {clr:98E66C}{0} {clr:pop}Ɠ,Obiettivo: Ɠ{clr:98E66C}{0}{clr:pop},Objetivo: {clr:98E66C}{0} {clr:pop}Ɠ,Objetivo: {clr:98E66C}{0} {clr:pop}Ɠ,Doel: {clr:98E66C}{0} {clr:pop}Ɠ,Objetivo: Ɠ {clr:98E66C}{0}{clr:pop},Цель: Ɠ{clr:98E66C}{0}{clr:pop},{rb}目標{/rb}{rt}もくひょう{/rt} Ɠ{clr:98E66C}{0}{clr:pop},Hedef: Ɠ{clr:98E66C}{0}{clr:pop},Hedef: Ɠ{clr:98E66C}{0}{clr:pop},KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
48,fe,F092EC11,Ɠ{clr:98E66C}{0}{clr:pop},Ɠ{clr:98E66C}{0}{clr:pop},{clr:98E66C}{0} {clr:pop}Ɠ,{clr:98E66C}{0} {clr:pop}Ɠ,{clr:98E66C}{0} {clr:pop}Ɠ,Ɠ{clr:98E66C}{0}{clr:pop},{clr:98E66C}{0}{clr:pop} Ɠ,{clr:98E66C}{0}{clr:pop} Ɠ,{clr:98E66C}{0} {clr:pop}Ɠ,Ɠ {clr:98E66C}{0}{clr:pop},Ɠ{clr:98E66C}{0}{clr:pop},Ɠ{clr:98E66C}{0}{clr:pop},Ɠ{clr:98E66C}{0}{clr:pop},Ɠ{clr:98E66C}{0}{clr:pop},KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
49,fe,7588F961,Ɠ{clr:F0DE8A}{0}{clr:pop},Ɠ{clr:F0DE8A}{0}{clr:pop},{clr:F0DE8A}{0} {clr:pop}Ɠ,{clr:F0DE8A}{0} {clr:pop}Ɠ,{clr:F0DE8A}{0} {clr:pop}Ɠ,Ɠ{clr:F0DE8A}{0}{clr:pop},{clr:F0DE8A}{0} {clr:pop}Ɠ,{clr:F0DE8A}{0} {clr:pop}Ɠ,{clr:F0DE8A}{0} {clr:pop}Ɠ,Ɠ {clr:F0DE8A}{0}{clr:pop},Ɠ{clr:F0DE8A}{0}{clr:pop},Ɠ{clr:F0DE8A}{0}{clr:pop},Ɠ{clr:F0DE8A}{0}{clr:pop},Ɠ{clr:F0DE8A}{0}{clr:pop},KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
50,fe,2278A5F8,ƃ{clr:F0DE8A}{0}{clr:pop},ƃ{clr:F0DE8A}{0}{clr:pop},{clr:F0DE8A}{0} {clr:pop}ƃ,{clr:F0DE8A}{0} {clr:pop}ƃ,{clr:F0DE8A}{0} {clr:pop}ƃ,ƃ{clr:F0DE8A}{0}{clr:pop},{clr:F0DE8A}{0} {clr:pop}ƃ,{clr:F0DE8A}{0} {clr:pop}ƃ,{clr:F0DE8A}{0} {clr:pop}ƃ,ƃ {clr:F0DE8A}{0}{clr:pop},ƃ{clr:F0DE8A}{0}{clr:pop},ƃ{clr:F0DE8A}{0}{clr:pop},ƃ{clr:F0DE8A}{0}{clr:pop},ƃ{clr:F0DE8A}{0}{clr:pop},KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
51,fe,4F083301,Would you like to play again?,Would you like to play again?,Voulez-vous rejouer ?,Voulez-vous rejouer?,Noch eine{p}Runde spielen?,Vuoi giocare di nuovo?,¿Quieres volver a jugar?,¿Quieres volver a jugar?,Wil je het opnieuw{p}proberen?,Quer jogar outra vez?,Сыграть еще раз?,{ts:0.8}{rb}同{/rb}{rt}おな{/rt}じメンバーでつづける？{/ts},Tekrar oynamak ister misin?,Tekrar oynamak ister misin?,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
52,fe,B39282A9,Use the +Control Pad to communicate{p}with other players.,Use the +Control Pad to{p}communicate with other players.,N'hésitez pas à utiliser la manette +{p}pour communiquer avec les autres !,Utilisez la croix directionnelle pour{p}communiquer avec les autres joueurs!,Mit dem Steuerkreuz verständigst{p}du dich mit anderen Spielern!,Usa la pulsantiera + per comunicare{p}con gli altri giocatori.,Usa la cruz de control para{p}comunicarte con otros jugadores.,Usa la cruz de control para{p}comunicarte con otros jugadores.,Gebruik de richtingsknop om iets{p}naar andere spelers te roepen.,Utilize o Botão Direcional + para{p}comunicar com outros jogadores.,"Общайся с другими игроками,{p}используя кнопки направлений.",{rb}十字{/rb}{rt}じゅうじ{/rt}ボタンで　チームメイトに{p}メッセージを{rb}送{/rb}{rt}おく{/rt}れるのじゃ！,Diğer oyuncularla iletişim kurmak{p}için +Kontrol Tuşları'nı kullan.,Diğer oyuncularla iletişim kurmak{p}için +Kontrol Tuşları'nı kullan.,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
53,fe,B39282AA,Touch the map to place a marker{p}that other players can see.,Touch the map to place a marker{p}for the other players to see.,Touchez la carte pour placer un{p}marqueur visible par tous !,Touchez la carte pour placer un{p}marqueur visible par tous!,"Berühre die Karte, um Markierungen{p}für andere Spieler zu setzen!",Tocca la mappa per posizionare{p}un indicatore visibile agli altri.,Toca el mapa para colocar un{p}marcador para los demás jugadores.,Toca el mapa para colocar un{p}marcador para los demás jugadores.,Raak de kaart aan om een markering{p}te zetten voor andere spelers.,Toque no mapa para colocar um{p}marcador que será visível para{p}outros jogadores.,"Коснись места на карте, чтобы{p}подать сигнал другим охотникам.",マップにタッチしたその{rb}場所{/rb}{rt}ばしょ{/rt}は{p}{rb}他{/rb}{rt}ほか{/rt}の{rb}人{/rb}{rt}ひと{/rt}にも{rb}見{/rb}{rt}み{/rt}えておる！　{rb}便利{/rb}{rt}べんり{/rt}じゃろ？,Diğer oyuncuların da görebileceği{p}bir işaret koymak için haritaya dokun.,Diğer oyuncuların da görebileceği{p}bir işaret koymak için haritaya dokun.,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
54,fe,B39282AB,Fully charge the flashlight to{p}stun several ghosts at once!,Use a fully charged Strobulb flash{p}to stun several ghosts at once!,Chargez le Spectroflash pour éblouir{p}plusieurs fantômes à la fois !,Chargez le Spectroflash pour éblouir{p}plusieurs fantômes à la fois!,"Lade den Stroboblitz ganz auf,{p}um Geistergruppen zu blenden!",Carica al massimo il flash dello{p}Strobobulbo per stordire più{p}fantasmi in una volta sola!,Carga bien la estrobombilla para{p}atontar a varios fantasmas a la vez.,Carga bien la estrobombilla para{p}atarantar a varios fantasmas a la vez.,Laad de fantoomflitser helemaal op{p}om meerdere spoken tegelijk{p}te laten schrikken!,Carregue totalmente a lanterna{p}para atordoar vários fantasmas{p}ao mesmo tempo!,"Полностью заряди вспышку,{p}чтобы ослепить сразу несколько{p}призраков!",ストロボをɐ{rb}長押{/rb}{rt}ながお{/rt}しでチャージすれば{p}バシュッの{rb}効果{/rb}{rt}こうか{/rt}が{rb}広{/rb}{rt}ひろ{/rt}がるぞい！,El fenerini tam şarj ederek birden{p}fazla hayaleti aynı anda sersemlet!,El fenerini tam şarj ederek birden{p}fazla hayaleti aynı anda sersemlet!,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
55,fe,B39282AC,Use the Dark-Light Device to{p}remove curses from teammates.,Use the Dark-Light Device to{p}remove curses from teammates.,Utilisez le Révéloscope sur un joueur{p}maudit pour le libérer !,Utilisez le Révéloscope sur un joueur{p}maudit pour le libérer!,Von Geistern verfluchte Spieler können{p}mit Düsterlicht wieder befreit werden.,Usa l'Arcobaluce per rimuovere{p}le maledizioni dai compagni.,"Para romper las maldiciones de otros{p}jugadores, usa el desoscurizador.","Para romper las maldiciones de otros{p}jugadores, usa el desoscurizador.",Gebruik de uv-lamp om betoveringen{p}bij teamgenoten te verbreken!,Utilize o dispositivo de luz negra para{p}quebrar maldições de companheiros.,Снять проклятие с другого{p}охотника можно с помощью{p}спектрона.,チームメイトの　のろい　は{p}ダークライトでおはらいじゃ！！,Takım arkadaşlarının üzerindeki laneti{p}kaldırmak için Karanlık-Işık Cihazı'nı kullan.,Takım arkadaşlarının üzerindeki lanetleri{p}kaldırmak için Karanlık-Işık Cihazı'nı kullan.,DEĞİŞTİ,"İlk manuel turda düzeltilen satır, ikinci tam turda İngilizce/UK ve diğer resmî dillerle yeniden karşılaştırıldı; mevcut ifade en iyi seçenek olarak doğrulandı.",,,2. tam manuel tur: EVET
56,fe,B39282AD,Press ɣ to revive a nearby{p}fallen teammate.,"To revive fallen teammates,{p}stand over them and press ɣ.",Appuyez sur ɣ près d'un joueur ayant{p}perdu connaissance pour le ranimer.,Appuyez sur ɣ près d'un joueur{p}évanoui afin de le ranimer.,"Drücke ɣ, um einem erschöpften{p}Mitspieler wieder aufzuhelfen!","Per rianimare i compagni{p}svenuti, avvicinati e premi ɣ.",Pulsa ɣ para reanimar a un{p}compañero caído que esté cerca.,Oprime ɣ para despertar a un{p}compañero caído que esté cerca.,Druk op ɣ om flauwgevallen{p}teamgenoten bij te brengen.,Prima ɣ para reanimar um{p}companheiro que tenha caído.,"Нажми ɣ рядом с другом,{p}чтобы привести его в чувство.",{rb}倒{/rb}{rt}たお{/rt}れたチームメイトには{rb}愛{/rb}{rt}あい{/rt}の{rb}手{/rb}{rt}て{/rt}をじゃ{p}{rb}近{/rb}{rt}ちか{/rt}づいてɣで{rb}助{/rb}{rt}たす{/rt}けてやるのじゃ～！,Yakındaki bayılmış bir takım{p}arkadaşını diriltmek için ɣ tuşuna bas.,Yakındaki bayılmış bir takım{p}arkadaşını diriltmek için ɣ tuşuna bas.,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
57,fe,B39282AE,Teleporter wardrobes can help you{p}strategically navigate the floor.,Teleporter wardrobes can help you{p}navigate the floor strategically.,Utilisez les armoires pour vous{p}téléporter et gagner du temps !,Utilisez les armoires pour vous{p}téléporter et gagner du temps!,Mit Teleport-Schränken kannst{p}du dich strategisch bewegen!,Con gli armadi magici puoi spostarti{p}per il piano in modo strategico.,Los armarios teletransportadores te{p}ayudarán a moverte estratégicamente.,Los guardarropas teletransportadores{p}te permiten moverte estratégicamente.,Met teleporteerkasten kun je je{p}strategisch over de etage verplaatsen.,Os armários teletransportadores{p}ajudam-no a deslocar-se pelo andar.,Шкафы-телепорты помогают{p}быстрее перемещаться по этажу.,テレポ～タルの{rb}入{/rb}{rt}はい{/rt}った{rb}大{/rb}{rt}おお{/rt}きなタンスがある{p}{rb}移動{/rb}{rt}いどう{/rt}のときにうまく{rb}使{/rb}{rt}つか{/rt}うんじゃぞ！,"Işınlayıcı dolaplar, katta{p}stratejik biçimde ilerlemene yardımcı olabilir.","Işınlayıcı dolaplar, katta{p}stratejik biçimde ilerlemene yardımcı olabilir.",KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
58,fe,8D08328F,+Control Pad Communication,+Control Pad Communication,Messages liés à la manette +,Messages associés à la {p}croix directionnelle,Steuerkreuz-Sprüche,Comunicazione con pulsantiera +,Comunicación con la cruz de control,Comunicación con la cruz de control,Roepen,{ts:0.97}Comunicação com o Botão Direcional +{/ts},Кнопки направлений,　,+Kontrol Tuşları İletişimi,+Kontrol Tuşları İletişimi,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
59,fe,B39282AF,Melons and jack-o'-lanterns{p}may have surprises inside!,Melons and jack-o'-lanterns may{p}have surprises hidden inside!,Les pastèques et les citrouilles{p}cachent parfois des surprises !,Les melons et les citrouilles{p}cachent parfois des surprises!,Melonen und Kürbisköpfe{p}enthalten Überraschungen!,I meloni e le zucche potrebbero{p}nascondere delle sorprese!,¡Los melones y las calabazas pueden{p}contener sorpresas!,¡Los melones y las calabazas pueden{p}contener sorpresas!,Zoek naar verrassingen in meloenen{p}en pompoenlampions!,Os melões e as abóboras{p}podem esconder surpresas!,В арбузах и тыквах{p}могут быть сюрпризы!,スイカやかぼちゃを{rb}割{/rb}{rt}わ{/rt}ってみるのじゃ{p}{rb}中{/rb}{rt}なか{/rt}にはいいものが{rb}入{/rb}{rt}はい{/rt}っているかものう～,Karpuzların ve balkabaklarının{p}içinde sürprizler olabilir!,Karpuzların ve balkabağı fenerlerinin{p}içinde sürprizler olabilir!,DEĞİŞTİ,"İlk manuel turda düzeltilen satır, ikinci tam turda İngilizce/UK ve diğer resmî dillerle yeniden karşılaştırıldı; mevcut ifade en iyi seçenek olarak doğrulandı.",,,2. tam manuel tur: EVET
