AltDosya,Etiket,EU_du,EU_en,EU_fr,EU_ge,EU_it,EU_sp,TR
,BtlGuide_19_0,"<0E:0009:0000:0B00>Sommige aanvallen van vijanden
veroorzaken aandoeningen.","<0E:0009:0000:0B00>There are times when certain enemy attacks
will cause status changes in battle.","<0E:0009:0000:0B00>Certaines attaques ennemies sont
susceptibles d'altérer votre statut.","<0E:0009:0000:0B00>Während eines Kampfes können gewisse
gegnerische Angriffe Statuseffekte
hervorrufen.","<0E:0009:0000:0B00>Ci sono occasioni in cui determinati
attacchi nemici provocano alterazioni
di stato in battaglia.","<0E:0009:0000:0B00>Algunos ataques de los enemigos pueden
afectar al estado de tus personajes.","<0E:0009:0000:0B00>Bazı düşman saldırıları savaş sırasında
durum değişikliklerine yol açabilir."
,SpinJump_05_2,"<0E:0009:0000:0B00>Je kunt onmiddellijk ophouden met draaien door
op <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF> of <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> te drukken.","<0E:0009:0000:0B00>You can stop spinning instantly by pressing
either the <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>or <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>Button.","<0E:0009:0000:0B00>Vous pouvez interrompre le Saut en
vrille en appuyant sur <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>ou <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Wenn du <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>oder <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>drückst, hörst du
augenblicklich auf zu wirbeln.","<0E:0009:0000:0B00>Puoi interrompere istantaneamente
l'avvitamento premendo <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>o <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Puedes detener el giro en cualquier momento
pulsando <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>o <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>.",<0E:0009:0000:0B00>Dönmeyi anında bırakmak için <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>veya <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>Düğmesine bas.
,Xjump_03,<0E:0009:0000:0C00>Simultaansprong,<0E:0009:0000:0C00>Simultaneous Jump,<0E:0009:0000:0C00>Saut synchrone,<0E:0009:0000:0C00>Simultan-Sprung,<0E:0009:0000:0C00>Saltare insieme,<0E:0009:0000:0C00>Salto simultáneo,<0E:0009:0000:0C00>Eşzamanlı Zıplama
,menu_bgm_title_56,<0E:0009:0000:0C00>Mario is iedereens ster DX,<0E:0009:0000:0C00>Mario is Everyone's Star DX,<0E:0009:0000:0C00>Mario superstar - DX,<0E:0009:0000:0C00>Mario Superstar -DX-,"<0E:0009:0000:0C00>Mario, una stella per tutti DX","<0E:0009:0000:0C00>Mario, la superestrella (deluxe)",<0E:0009:0000:0C00>Mario Herkesin Yıldızı DX
,menu_scenario_next_03,"<0E:0009:0000:0600>Verzamel de honderd munten die Tolstar
wil hebben.","<0E:0009:0000:0600>Go and gather the 100 coins
that Tolstar is demanding.","<0E:0009:0000:0600>Vous devez rassembler les 100 pièces
réclamées par Sterex pour la rançon
de Bowser.","<0E:0009:0000:0600>Beschaffe die 100 Münzen,
die Stella verlangt!","<0E:0009:0000:0600>Vai a raccogliere le 100 monete
richieste da Magastro.","<0E:0009:0000:0600>¡Hay que reunir las 100 monedas
que pide Hossy!","<0E:0009:0000:0600>Tolstar'ın istediği 100 parayı
topla ve getir."
,menu_scenario_now_30,"<0E:0009:0000:0600>Mario en Luigi zijn tijdens hun achtervolging van
het boonsterfragment op een eiland beland.","<0E:0009:0000:0600>Mario and Luigi have arrived on an island
in pursuit of the Beanstar piece.","<0E:0009:0000:0600>Les recherches du fragment ont conduit
Mario et Luigi sur une île mystérieuse...","<0E:0009:0000:0600>Die Suche nach dem Sternbohnen-Fragment hat
die Brüder auf eine Insel verschlagen.","<0E:0009:0000:0600>Mario e Luigi sono approdati su un'isola
in cerca del pezzo del Fagiolo Stella.","<0E:0009:0000:0600>La búsqueda del trozo de Judía Estelar
conduce a Mario y Luigi a una isla.","<0E:0009:0000:0600>Mario ve Luigi, Fasulya Yıldızı parçasının
peşinden bir adaya vardı."
,menu_stamp_err_04,<0E:0009:0000:0C00><0E:0001:0001:><0E:0005:0000:>Dit is niet de juiste amiibo.<0E:0002:0001:>,<0E:0009:0000:0C00><0E:0001:0001:><0E:0005:0000:>This is not the correct amiibo.<0E:0002:0001:>,<0E:0009:0000:0C00><0E:0001:0001:><0E:0005:0000:>Ce n'est pas le bon amiibo.<0E:0002:0001:>,<0E:0009:0000:0C00><0E:0001:0001:><0E:0005:0000:>Dies ist nicht das korrekte amiibo.<0E:0002:0001:>,<0E:0009:0000:0C00><0E:0001:0001:><0E:0005:0000:>Questo non è l'amiibo giusto.<0E:0002:0001:>,<0E:0009:0000:0C00><0E:0001:0001:><0E:0005:0000:>Este no es el amiibo correcto.<0E:0002:0001:>,<0E:0009:0000:0C00><0E:0001:0001:><0E:0005:0000:>Bu doğru amiibo değil.<0E:0002:0001:>
,menu_stamp_u_pnl_01,<0E:0009:0000:0400>Houd een amiibo tegen de NFC-sensor om er inkt op te doen.,<0E:0009:0000:0400>You can touch an amiibo to the NFC area to put ink on it...,"<0E:0009:0000:0400>Pour encrer l'amiibo, tenez-le sur la zone NFC.","<0E:0009:0000:0400>amiibo auf NFC-Feld halten, um den Stempel anzufeuchten...",<0E:0009:0000:0400>Tocca l'area NFC con un amiibo per preparare il timbro...,<0E:0009:0000:0400>Acerca un amiibo al área NFC para ponerle tinta virtual.,<0E:0009:0000:0400>amiibo'ya mürekkep sürmek için NFC alanına dokundur...
,BrosAtk_02_0,"<0E:0009:0000:0B00>Druk op <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>zodra Mario zijn
hamer boven zijn hoofd houdt.","<0E:0009:0000:0B00>Press the <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>Button when Mario swings his
Hammer over his head.","<0E:0009:0000:0B00>Appuyez sur <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>lorsque Mario tient
son marteau au-dessus de la tête.","<0E:0009:0000:0B00>Drücke <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>, wenn Mario den Hammer über seinen
Kopf schwingt.","<0E:0009:0000:0B00>Premi <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>quando Mario solleva
il Martello sopra la testa.","<0E:0009:0000:0B00>Pulsa <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>cuando Mario tenga el martillo
por encima de la cabeza.","<0E:0009:0000:0B00>Mario Çekicini başının üstünde savururken
<0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>Düğmesine bas."
,BtlGuide_19_1,"<0E:0009:0000:0B00>Een aandoening kan ervoor zorgen
dat je beperkt wordt in je acties,
of dat je HP afneemt.","<0E:0009:0000:0B00>When a status change takes effect,
you may have your actions limited,
or your HP may decrease.","<0E:0009:0000:0B00>Ces altérations peuvent restreindre vos
possibilités d'action ou réduire vos PV.","<0E:0009:0000:0B00>Dazu zählen zum Beispiel die Einschränkung
deiner Aktionsmöglichkeiten oder die
Verringerung deiner KP.","<0E:0009:0000:0B00>Quando si verifica un'alterazione,
puoi ritrovarti con delle limitazioni
alle azioni o perdere PV.","<0E:0009:0000:0B00>Los estados alterados pueden limitar
las acciones disponibles o reducir
tus puntos VIDA, por ejemplo.","<0E:0009:0000:0B00>Bir durum etkisi devreye girdiğinde eylemlerin
kısıtlanabilir veya HP'n azalabilir."
,SoloJump_M_00,<0E:0009:0000:0C00>SPRONG,<0E:0009:0000:0C00>JUMP,<0E:0009:0000:0C00>Saut,<0E:0009:0000:0C00>Sprung,<0E:0009:0000:0C00>Salto,<0E:0009:0000:0C00>Salto,<0E:0009:0000:0C00>ZIPLA
,SpinJump_05_3,"<0E:0009:0000:0B00>Als de broertjes op elkaars schouders staan,
kun je ze bewegen met de <0E:0000:0003:2C64FFFF>draaiknop<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>When the Bros. are on each other's shoulders,
you can move them both using the <0E:0000:0003:2C64FFFF>Circle Pad<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Quand un des personnages est hissé sur
les épaules de son acolyte, vous pouvez les
déplacer en même temps avec le <0E:0000:0003:2C64FFFF>pad circulaire<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Stehen die Brüder aufeinander, kannst du sie
mithilfe des <0E:0000:0003:2C64FFFF>Schiebepads<0E:0000:0003:E6E6E6FF> fortbewegen.","<0E:0009:0000:0B00>Quando i fratelli sono uno sulle spalle dell'altro,
puoi spostarli entrambi usando il <0E:0000:0003:2C64FFFF>pad scorrevole<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Cuando un hermano se suba a los hombros
del otro, podrás mover a ambos a la vez con
el <0E:0000:0003:2C64FFFF>botón deslizante<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Kardeşler üst üste dururken ikisini de
<0E:0000:0003:2C64FFFF>Dairesel Kumanda<0E:0000:0003:E6E6E6FF> ile hareket ettirebilirsin."
,menu_bgm_title_57,<0E:0009:0000:0C00>Peach' kasteel DX,<0E:0009:0000:0C00>Peach's Castle DX,<0E:0009:0000:0C00>Le château de Peach - DX,<0E:0009:0000:0C00>Pilz-Palast-Ouvertüre -DX-,<0E:0009:0000:0C00>Il castello di Peach DX,<0E:0009:0000:0C00>El Castillo de Peach (deluxe),<0E:0009:0000:0C00>Peach'in Şatosu DX
,menu_record_excellent_num,<0E:0009:0000:0600>Aantal keer Perfect gescoord,<0E:0009:0000:0600>Excellent Ratings,<0E:0009:0000:0600>Mentions « Excellent ! »,<0E:0009:0000:0600>Exzellent-Bewertungen,"<0E:0009:0000:0600>""Fantastico!"" ottenuti",<0E:0009:0000:0600>Ataques Excelentes,<0E:0009:0000:0600>Mükemmel Dereceler
,menu_scenario_next_04,<0E:0009:0000:0600>Ga achter de gelanceerde Bowser aan.,"<0E:0009:0000:0600>Head in the direction that
Bowser was sent flying.","<0E:0009:0000:0600>Dirigez-vous dans la direction
où Bowser a été projeté.","<0E:0009:0000:0600>Schlage die Richtung ein, in die
Bowser verschwunden ist.","<0E:0009:0000:0600>Vai nella direzione in cui hai visto
volare via Bowser.",<0E:0009:0000:0600>¡Hay que ir en busca de Bowser!,<0E:0009:0000:0600>Bowser'ın uçup gittiği yöne doğru ilerle.
,menu_scenario_now_31,"<0E:0009:0000:0600>Het eerste boonsterfragment is binnen!
Nog maar drie te gaan!","<0E:0009:0000:0600>You've acquired the first Beanstar piece!
Only three to go!","<0E:0009:0000:0600>Vous avez récupéré le premier
fragment de Végétoile. Plus que trois !","<0E:0009:0000:0600>Du hast das erste Sternbohnen-Fragment
gefunden! Es fehlen noch drei!","<0E:0009:0000:0600>Hai trovato il primo pezzo di Fagiolo Stella!
Ancora tre ed è fatta!","<0E:0009:0000:0600>¡Has recuperado un trozo de la Judía Estelar!
¡Solo quedan tres!","<0E:0009:0000:0600>İlk Fasulya Yıldızı parçasını aldın!
Yalnızca üç tane kaldı!"
,menu_stamp_err_05,"<0E:0009:0000:0C00><0E:0001:0001:><0E:0005:0000:>Om stempels te zetten moet je eerst de
benodigde groepsgenoten rekruteren in Schurkensaga.<0E:0002:0000:1E00><0E:0002:0001:>","<0E:0009:0000:0C00><0E:0001:0001:><0E:0005:0000:>In order to place stamps, first recruit
the necessary allies in Minion Quest.<0E:0002:0000:1E00><0E:0002:0001:>","<0E:0009:0000:0C00><0E:0001:0001:><0E:0005:0000:>Pour appliquer des tampons, vous devez
d'abord recruter les personnages nécessaires
dans Super Sbires Saga.<0E:0002:0000:1E00><0E:0002:0001:>","<0E:0009:0000:0C00><0E:0001:0001:><0E:0005:0000:>Um stempeln zu können, rekrutiere zuerst die
notwendigen Kumpanen in Schergen-Saga.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0001:0001:><0E:0005:0000:>Per poter mettere timbri, devi prima reclutare
gli alleati necessari in Scagnozzi in azione.<0E:0002:0000:1E00><0E:0002:0001:>","<0E:0009:0000:0C00><0E:0001:0001:><0E:0005:0000:>Para poder poner sellos, debes
reclutar a los personajes necesarios
en Historia de un secuaz.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0001:0001:><0E:0005:0000:>Damga basabilmek için önce Uşak Görevi'nde
gerekli müttefikleri ekibine kat.<0E:0002:0000:1E00><0E:0002:0001:>"
,menu_stamp_u_pnl_02,<0E:0009:0000:0400>Bezig met het lezen van de amiibo...,<0E:0009:0000:0400>Reading amiibo...,<0E:0009:0000:0400>Lecture de l'amiibo...,<0E:0009:0000:0400>amiibo wird gelesen...,<0E:0009:0000:0400>Lettura dell'amiibo in corso...,<0E:0009:0000:0400>Leyendo los datos del amiibo...,<0E:0009:0000:0400>amiibo okunuyor...
,BrosAtk_02_1,"<0E:0009:0000:0B00>Druk op <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>zodra Mario op Luigi springt
om hem weer boven te laten komen.","<0E:0009:0000:0B00>Press the <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>Button when Mario jumps on Luigi
to pop up.","<0E:0009:0000:0B00>Appuyez sur <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> lorsque Mario saute
sur Luigi pour que ce dernier le
projette en l'air.","<0E:0009:0000:0B00>Wenn Mario auf Luigi landet, musst du <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>
drücken, um in die Höhe zu schnellen.","<0E:0009:0000:0B00>Poi premi <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>quando Mario salta su Luigi
per balzare in alto.","<0E:0009:0000:0B00>Cuando Mario salte sobre Luigi, pulsa <0E:0000:0003:00BB27FF>
<0E:0000:0003:E6E6E6FF>para salir volando.","<0E:0009:0000:0B00>Mario Luigi'nin üstüne zıplayıp yukarı sektiğinde
<0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>Düğmesine bas."
,BtlGuide_19_2,"<0E:0009:0000:0B00>Een aandoening gaat vanzelf over.
Je kunt ook het opfriskruid gebruiken.","<0E:0009:0000:0B00>These effects will heal over time.
You can recover from status effects
faster by using a Refreshing Herb.","<0E:0009:0000:0B00>Leurs effets se dissipent avec le temps,
mais vous pouvez accélérer ce processus
en consommant une herbe rafraîchissante.","<0E:0009:0000:0B00>Statuseffekte verpuffen mit der Zeit. Falls dir
das zu lange dauert, kannst du die Heilung
mithilfe von Frischwurzen beschleunigen.","<0E:0009:0000:0B00>Questi effetti svaniscono col tempo.
Tuttavia, puoi recuperare più rapidamente
usando un Ricostituente.","<0E:0009:0000:0B00>El efecto desaparecerá con el tiempo, pero
también puedes usar una hierba antídoto
para recuperarte antes.","<0E:0009:0000:0B00>Bu etkiler zamanla geçer. Ferahlatıcı Ot
kullanarak durum etkilerinden daha çabuk
kurtulabilirsin."
,FldGuide_10_0,"<0E:0009:0000:0B00>Mario en Luigi kunnen onafhankelijk van
elkaar bewegen als kleine Mario door
<0E:0000:0003:2C64FFFF>kleine gaten<0E:0000:0003:E6E6E6FF> gaat of als Mol-Luigi <0E:0000:0003:2C64FFFF>onder
hekken door <0E:0000:0003:E6E6E6FF>gaat.","<0E:0009:0000:0B00>Mario and Luigi can move separately when
Mini Mario enters <0E:0000:0003:2C64FFFF>small holes <0E:0000:0003:E6E6E6FF>or when using
Luigi Dunk to move <0E:0000:0003:2C64FFFF>beneath fences<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Mario et Luigi peuvent parfois se déplacer
indépendamment, comme lorsque Petit Mario
pénètre dans un <0E:0000:0003:2C64FFFF>trou de souris<0E:0000:0003:E6E6E6FF> ou que Luigi
taupe se glisse <0E:0000:0003:2C64FFFF>sous une barrière<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Mario und Luigi können sich getrennt bewegen,
z. B. wenn Klein-Mario <0E:0000:0003:2C64FFFF>in Löcher schlüpft <0E:0000:0003:E6E6E6FF>oder
Erd-Luigi <0E:0000:0003:2C64FFFF>Zäune unterirdisch umgeht<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Mario e Luigi possono muoversi separatamente.
Per esempio, Piccolo Mario entra in <0E:0000:0003:2C64FFFF>piccoli buchi
<0E:0000:0003:E6E6E6FF>e Luigi Talpa può passare <0E:0000:0003:2C64FFFF>sotto le staccionate<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>A veces Mario y Luigi pueden ir cada uno
por su lado, como por ejemplo, cuando
Peque Mario se cuela <0E:0000:0003:2C64FFFF>por un hueco<0E:0000:0003:E6E6E6FF> o
Topo Luigi pasa <0E:0000:0003:2C64FFFF>por debajo de una valla<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Mini Mario <0E:0000:0003:2C64FFFF>küçük deliklere <0E:0000:0003:E6E6E6FF>girdiğinde veya
Köstebek Luigi ile <0E:0000:0003:2C64FFFF>çitlerin altından<0E:0000:0003:E6E6E6FF> geçerken
Mario ve Luigi ayrı ayrı hareket edebilir."
,KuttukiThunder_11_0,"<0E:0009:0000:0B00>Verander het actiepictogram naar Schok en
houd <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> ingedrukt om <0E:0000:0003:2C64FFFF>schokstijf<0E:0000:0003:E6E6E6FF> te gebruiken.","<0E:0009:0000:0B00>Change the Action Icon to Tickle, and then
hold and release the <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>Button to use
<0E:0000:0003:2C64FFFF>Thunder Tickle<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Sélectionnez l'icône d'action <0E:0000:0003:2C64FFFF>Décharge<0E:0000:0003:E6E6E6FF>, puis
maintenez <0E:0000:0003:FF4343FF><0E:0000:0003:00BB27FF><0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>enfoncé pour associer Mario et
Luigi sous le signe du Tonnerre.","<0E:0009:0000:0B00>Drücke und halte <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>, nachdem du zum
Aktionssymbol <0E:0000:0003:2C64FFFF>Donnermagnet <0E:0000:0003:E6E6E6FF>gewechselt bist.
Lass <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>los, um Mario zu magnetisieren!","<0E:0009:0000:0B00>Cambia l'Icona Azione in Solletico,
poi tieni premuto e rilascia <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>per usare
il <0E:0000:0003:2C64FFFF>Solletico di Tuono<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Cambia el icono de acción a <0E:0000:0003:2C64FFFF>Cosquillas<0E:0000:0003:E6E6E6FF>,
después mantén pulsado <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>para acumular
energía y, por último, suelta el botón para
usar la técnica <0E:0000:0003:2C64FFFF>Cosquillas Rayo<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Eylem Simgesini Gıdıkla'ya getir, ardından <0E:0000:0003:00BB27FF>
<0E:0000:0003:E6E6E6FF>Düğmesini basılı tutup bırakarak <0E:0000:0003:2C64FFFF>Yıldırım
Gıdıklaması<0E:0000:0003:E6E6E6FF> yap."
,menu_bgm_title_58,<0E:0009:0000:0C00>Sterrenstofvelden - regio 64 DX,<0E:0009:0000:0C00>Stardust Fields Area 64 DX,"<0E:0009:0000:0C00>Plateau Stella, zone 51 - DX",<0E:0009:0000:0C00>Sternschnuppen-Areal 51 -DX-,<0E:0009:0000:0C00>Area 51 del Piano Astrale DX,<0E:0009:0000:0C00>Área 51 de los campos astrales (deluxe),<0E:0009:0000:0C00>Yıldız Tozu Ovaları Bölge 64 DX
,menu_scenario_next_05,"<0E:0009:0000:0600>Het dorp is in rep en roer... Vraag
de bewoners wat er aan de hand is.","<0E:0009:0000:0600>The village seems to be in a hectic state...
Try asking around to find out what happened.","<0E:0009:0000:0600>Tout le village a l'air en ébullition...
Interrogez les habitants pour connaître
la cause de cette agitation.","<0E:0009:0000:0600>In diesem Örtchen ist viel los...
Frag dich durch und finde mehr heraus.","<0E:0009:0000:0600>Il villaggio è preda della confusione...
Chiedi un po' in giro che sta succedendo.","<0E:0009:0000:0600>Los vecinos parecen un tanto agitados...
Habrá que informarse, a ver a qué viene
tanto alboroto.","<0E:0009:0000:0600>Köyde büyük bir telaş var gibi...
Ne olduğunu öğrenmek için etrafa sor."
,menu_scenario_now_32,"<0E:0009:0000:0600>Het tweede boonsterfragment
is terecht! Nog twee te gaan!","<0E:0009:0000:0600>You've acquired the second Beanstar piece!
Only two to go!","<0E:0009:0000:0600>Vous avez récupéré le second
fragment de Végétoile. Plus que deux !","<0E:0009:0000:0600>Du hast das zweite Sternbohnen-Fragment
gefunden! Zwei weitere harren ihrer Rettung!","<0E:0009:0000:0600>Hai trovato il secondo pezzo di Fagiolo Stella!
Ancora due ed è fatta!","<0E:0009:0000:0600>¡Has recuperado un trozo de la Judía Estelar!
¡Solo quedan dos!","<0E:0009:0000:0600>İkinci Fasulya Yıldızı parçasını aldın!
Yalnızca iki tane kaldı!"
,menu_stamp_err_06,"<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Als je nu stopt, blijft de stempel staan.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>If you quit now, the stamp will remain placed.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Si vous quittez maintenant, le tampon
restera en place.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Wenn du jetzt abbrichst, bleibt der Stempel trotzdem im
Bogen. Gestempelt ist gestempelt!<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Se esci ora, il timbro resterà.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Si sales de esta pantalla, el sello permanecerá
en su lugar.<0E:0002:0001:>",<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Şimdi çıkarsan damga basılı kalacak.<0E:0002:0001:>
,menu_stamp_u_pnl_03,<0E:0009:0000:0400>De stempel is voorbereid!,<0E:0009:0000:0400>Stamp prepared!,<0E:0009:0000:0400>Tampon préparé !,<0E:0009:0000:0400>Stempel bereit!,<0E:0009:0000:0400>Timbro preparato!,<0E:0009:0000:0400>¡El sello está listo!,<0E:0009:0000:0400>Damga hazır!
,BrosAtk_02_2,"<0E:0009:0000:0B00>Druk herhaaldelijk op <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>zodra Mario tot
dezelfde hoogte is gedaald als de vijand.","<0E:0009:0000:0B00>Tap the <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>Button once Mario descends to
the same height as the enemy!","<0E:0009:0000:0B00>Appuyez sur <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF> de manière répétée quand
Mario arrive à la hauteur de l'ennemi.","<0E:0009:0000:0B00>Drücke ganz schnell <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>, sobald sich Mario auf
Höhe des Gegners befindet.","<0E:0009:0000:0B00>E per finire, premi ancora <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>quando Mario
è di nuovo alla stessa altezza del nemico!","<0E:0009:0000:0B00>Para terminar, pulsa <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>cuando Mario descienda
a la misma altura que el enemigo.","<0E:0009:0000:0B00>Mario düşmanla aynı hizaya indiğinde
<0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>Düğmesine bas!"
,FldGuide_06_0,<0E:0009:0000:0B00>Beweeg met de <0E:0000:0003:2C64FFFF>draaiknop<0E:0000:0003:E6E6E6FF>.,<0E:0009:0000:0B00>Move using the <0E:0000:0003:2C64FFFF>Circle Pad<0E:0000:0003:E6E6E6FF>.,"<0E:0009:0000:0B00>Utilisez le <0E:0000:0003:2C64FFFF>pad circulaire<0E:0000:0003:E6E6E6FF> pour
vous déplacer.",<0E:0009:0000:0B00>Bewege dich mithilfe des <0E:0000:0003:2C64FFFF>Schiebepads<0E:0000:0003:E6E6E6FF>.,<0E:0009:0000:0B00>Muovi i personaggi con il <0E:0000:0003:2C64FFFF>pad scorrevole<0E:0000:0003:E6E6E6FF>.,<0E:0009:0000:0B00>Muévete con el <0E:0000:0003:2C64FFFF>botón deslizante<0E:0000:0003:E6E6E6FF>.,<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>Dairesel Kumanda<0E:0000:0003:E6E6E6FF> ile hareket et.
,FldGuide_10_1,"<0E:0009:0000:0B00>Druk op <0E:0000:0003:2C64FFFF> <0E:0000:0003:E6E6E6FF>als ze zijn gescheiden
om van personage te wisselen.","<0E:0009:0000:0B00>Press the <0E:0000:0003:2C64FFFF> Button <0E:0000:0003:E6E6E6FF>when the two
are separated to change which
character you're controlling.","<0E:0009:0000:0B00>Appuyez sur <0E:0000:0003:2C64FFFF><0E:0000:0003:E6E6E6FF> pour passer d'un personnage
à l'autre lorsque ceux-ci sont séparés.","<0E:0009:0000:0B00>Drücke <0E:0000:0003:2C64FFFF><0E:0000:0003:E6E6E6FF>, während beide getrennt sind, um
zwischen ihnen hin und her zu wechseln.","<0E:0009:0000:0B00>Quando i due sono separati, premi <0E:0000:0003:2C64FFFF> <0E:0000:0003:E6E6E6FF>per
cambiare il personaggio da controllare.","<0E:0009:0000:0B00>Cuando los personajes estén separados,
pulsa <0E:0000:0003:2C64FFFF> <0E:0000:0003:E6E6E6FF>para alternar entre ambos.","<0E:0009:0000:0B00>İki Kardeş ayrı düştüğünde <0E:0000:0003:2C64FFFF> Düğmesine <0E:0000:0003:E6E6E6FF>bas,
böylece kontrol ettiğin karakter değişir."
,KuttukiThunder_11_1,"<0E:0009:0000:0B00>Met deze techniek kun je Mario en Luigi tegelijk
laten bewegen met de <0E:0000:0003:2C64FFFF>draaiknop<0E:0000:0003:E6E6E6FF> zonder dat ze
van kijkrichting veranderen.","<0E:0009:0000:0B00>This enables you to use the <0E:0000:0003:2C64FFFF>Circle Pad <0E:0000:0003:E6E6E6FF>to move
Mario and Luigi at the same time without ever
changing the direction they're facing.","<0E:0009:0000:0B00>Vous pourrez ensuite déplacer vos personnages
avec le <0E:0000:0003:2C64FFFF>pad circulaire<0E:0000:0003:E6E6E6FF>, en conservant la même
orientation quelle que soit la direction suivie.","<0E:0009:0000:0B00>Diese Aktion ermöglicht dir, Mario und Luigi
mithilfe des <0E:0000:0003:2C64FFFF>Schiebepads <0E:0000:0003:E6E6E6FF>zu bewegen, ohne
dass sie ihre Blickrichtung ändern.","<0E:0009:0000:0B00>In questo modo puoi muovere insieme Mario
e Luigi con il <0E:0000:0003:2C64FFFF>pad scorrevole<0E:0000:0003:E6E6E6FF>, senza che cambi
la direzione in cui sono rivolti.","<0E:0009:0000:0B00>Utiliza el <0E:0000:0003:2C64FFFF>botón deslizante <0E:0000:0003:E6E6E6FF>para mover a la vez
a Mario y Luigi sin cambiar la dirección en la
que estén mirando.","<0E:0009:0000:0B00>Böylece <0E:0000:0003:2C64FFFF>Dairesel Kumanda'yla <0E:0000:0003:E6E6E6FF>Mario ve Luigi'yi
baktıkları yönü değiştirmeden aynı anda hareket
ettirebilirsin."
