AltDosya,Etiket,EU_du,EU_en,EU_fr,EU_ge,EU_it,EU_sp,TR
,MDat_Trk_StageNorma_1,<0E:0009:0000:0C00><0E:0005:0000:>Pak 10 of meer diamanten.<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Score 10 or more to clear!<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Objectif : 10 points ou plus<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Erziele 10 oder mehr!<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Raccogli 10 o più diamanti!<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>¡Consigue al menos 10 puntos!<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Geçmek için en az 10 puan yap!<0E:0002:0000:0A00><0E:0002:0001:>
,MDat_V_002F,"<0E:0009:0000:0600>Man, megacool! Dat waren
ongelofelijke sprongen!<0E:0002:0001:>","<0E:0009:0000:0600>Man! Very cool! That was
some incredible jumping!<0E:0002:0001:>","<0E:0009:0000:0600>Bravo ! Vous avez réussi
cette épreuve !<0E:0002:0001:>","<0E:0009:0000:0600>Fantastisch! Das waren
wirklich unglaubliche Sprünge!<0E:0002:0001:>","<0E:0009:0000:0600>Bravi!
Avete fatto degli ottimi salti!<0E:0002:0001:>","<0E:0009:0000:0600>¡Qué maravilla!
¡Menudos saltos!<0E:0002:0001:>","<0E:0009:0000:0600>Vay be! Müthişti!
Ne inanılmaz zıpladınız öyle!<0E:0002:0001:>"
,MDat_Menu_Pirze_Mai4,<0E:0009:0000:0000>30-34,<0E:0009:0000:0000>30-34,<0E:0009:0000:0000>30 - 34,<0E:0009:0000:0000>30-34,<0E:0009:0000:0000>30-34,<0E:0009:0000:0000>30-34,<0E:0009:0000:0000>30-34
,MDat_Trk_StageNorma_2,<0E:0009:0000:0C00><0E:0005:0000:>Pak 15 of meer diamanten.<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Score 15 or more to clear!<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Objectif : 15 points ou plus<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Erziele 15 oder mehr!<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Raccogli 15 o più diamanti!<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>¡Consigue al menos 15 puntos!<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Geçmek için en az 15 puan yap!<0E:0002:0000:0A00><0E:0002:0001:>
,MDat_Menu_Pirze_Mai5,<0E:0009:0000:0000>35+,<0E:0009:0000:0000>35+,<0E:0009:0000:0000>35 et plus,<0E:0009:0000:0000>35+,<0E:0009:0000:0000>35 o più,<0E:0009:0000:0000>35 o más,<0E:0009:0000:0000>35+
,MDat_Trk_StageNorma_3,<0E:0009:0000:0C00><0E:0005:0000:>Pak 25 of meer diamanten.<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Score 25 or more to clear!<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Objectif : 25 points ou plus<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Erziele 25 oder mehr!<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Raccogli 25 o più diamanti<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>¡Consigue al menos 25 puntos!<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Geçmek için en az 25 puan yap!<0E:0002:0000:0A00><0E:0002:0001:>
,MDat_Trk_StageNorma_4,<0E:0009:0000:0C00><0E:0005:0000:>Pak 20 of meer diamanten.<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Score 20 or more to clear!<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Objectif : 20 points ou plus<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Erziele 20 oder mehr!<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Raccogli 20 o più diamanti<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>¡Consigue al menos 20 puntos!<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Geçmek için en az 20 puan yap!<0E:0002:0000:0A00><0E:0002:0001:>
,MDat_Trk_StageNorma_5,<0E:0009:0000:0C00><0E:0005:0000:>Pak 30 of meer diamanten.<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Score 30 or more to clear!<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Objectif : 30 points ou plus<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Erziele 30 oder mehr!<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Raccogli 30 o più diamanti<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>¡Consigue al menos 30 puntos!<0E:0002:0000:0A00><0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:>Geçmek için en az 30 puan yap!<0E:0002:0000:0A00><0E:0002:0001:>
,MDat_Menu_Pirze_Hige1,<0E:0009:0000:0000>201-219,<0E:0009:0000:0000>201-219,<0E:0009:0000:0000>201 - 219,<0E:0009:0000:0000>201-219,<0E:0009:0000:0000>201-219,<0E:0009:0000:0000>201-219,<0E:0009:0000:0000>201-219
,MDat_Menu_Pirze_Hige2,<0E:0009:0000:0000>220-239,<0E:0009:0000:0000>220-239,<0E:0009:0000:0000>220 - 239,<0E:0009:0000:0000>220-239,<0E:0009:0000:0000>220-239,<0E:0009:0000:0000>220-239,<0E:0009:0000:0000>220-239
,MDat_Menu_Pirze_Hige3,<0E:0009:0000:0000>240-319,<0E:0009:0000:0000>240-319,<0E:0009:0000:0000>240 - 319,<0E:0009:0000:0000>240-319,<0E:0009:0000:0000>240-319,<0E:0009:0000:0000>240-319,<0E:0009:0000:0000>240-319
,MDat_Menu_Pirze_Hige4,<0E:0009:0000:0000>320-339,<0E:0009:0000:0000>320-339,<0E:0009:0000:0000>320 - 339,<0E:0009:0000:0000>320-339,<0E:0009:0000:0000>320-339,<0E:0009:0000:0000>320-339,<0E:0009:0000:0000>320-339
,MDat_Menu_Pirze_Hige5,<0E:0009:0000:0000>340+,<0E:0009:0000:0000>340+,<0E:0009:0000:0000>340 et plus,<0E:0009:0000:0000>340+,<0E:0009:0000:0000>340 o più,<0E:0009:0000:0000>340 o más,<0E:0009:0000:0000>340+
,MDat_V_0060,"<0E:0009:0000:0600>Nu laat ik jullie zien hoe je
tonnen verplaatst. Spannend!<0E:0002:0001:><0E:0000:0004:>Houd <0E:0000:0003:FF4343FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF> ingedrukt en druk op
<0E:0000:0003:2C64FFFF>omhoog of omlaag op de <0E:0000:0003:373737FF><0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>richtingsknop<0E:0000:0003:373737FF><0E:0000:0003:373737FF>
om de verticale rij te verplaatsen.<0E:0002:0001:><0E:0000:0004:>Houd <0E:0000:0003:FF4343FF><0E:0000:0003:373737FF> ingedrukt en druk op
<0E:0000:0003:2C64FFFF>links of rechts op de richtingsknop<0E:0000:0003:373737FF>
om de horizontale rij te verplaatsen.<0E:0002:0001:><0E:0000:0004:>Je kunt ook de <0E:0000:0003:2C64FFFF>draaiknop<0E:0000:0003:373737FF> gebruiken,
als je dat fijner vindt.<0E:0000:0003:373737FF><0E:0002:0001:>","<0E:0009:0000:0600>Next, I will show you how to
move barrels. How exciting!<0E:0002:0001:><0E:0000:0004:>Hold the <0E:0000:0003:FF4343FF> Button<0E:0000:0003:373737FF><0E:0000:0003:373737FF> and use
the <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>+Control Pad <0E:0000:0003:373737FF><0E:0000:0003:373737FF>to move
barrels <0E:0000:0003:2C64FFFF>Up and Down<0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0004:>Hold the <0E:0000:0003:373737FF><0E:0000:0003:00BB27FF><0E:0000:0003:FF4343FF> Button<0E:0000:0003:00BB27FF><0E:0000:0003:373737FF> <0E:0000:0003:00BB27FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF>and press
the <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>+Control Pad <0E:0000:0003:373737FF><0E:0000:0003:373737FF>to move
barrels <0E:0000:0003:2C64FFFF>Left and Right<0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0004:>You can also use the <0E:0000:0003:2C64FFFF>Circle Pad<0E:0000:0003:373737FF>.
Use whichever you like best!<0E:0000:0003:373737FF><0E:0002:0001:>","<0E:0009:0000:0600>Ensuite, déplacez les tonneaux !
Maintiens <0E:0000:0003:FF4343FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF> enfoncé et appuie
sur <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>haut/bas<0E:0000:0003:373737FF><0E:0000:0003:373737FF> sur la <0E:0000:0003:2C64FFFF>manette +<0E:0000:0003:373737FF><0E:0002:0001:><0E:0000:0004:>pour déplacer les tonneaux
verticalement. Maintiens <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF>
<0E:0000:0003:373737FF><0E:0000:0003:373737FF>enfoncé et appuie sur<0E:0002:0001:><0E:0000:0004:><0E:0000:0003:2C64FFFF>gauche/droite<0E:0000:0003:373737FF> sur la <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>manette +
<0E:0000:0003:373737FF><0E:0000:0003:373737FF>pour déplacer les tonneaux
horizontalement.<0E:0002:0001:><0E:0000:0004:>Tu peux également utiliser
le <0E:0000:0003:2C64FFFF>pad circulaire<0E:0000:0003:373737FF> si tu veux.<0E:0000:0003:373737FF><0E:0002:0001:>","<0E:0009:0000:0600>Jetzt ihr versuchen Fass
bewegen machen.<0E:0002:0001:><0E:0000:0004:>Halten <0E:0000:0003:FF4343FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF> gedrückt und
<0E:0000:0003:373737FF>verwenden <0E:0000:0003:2C64FFFF>Steuerkreuz<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.
Damit bewegen Fässer hoch, runter!<0E:0002:0001:><0E:0000:0004:>Halten <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF> gedrückt und drücken
<0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>links/rechts<0E:0000:0003:373737FF><0E:0000:0003:373737FF> auf <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>Steuerkreuz<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.
Auch bewegen Fässer!<0E:0000:0003:373737FF><0E:0002:0001:><0E:0000:0003:373737FF><0E:0000:0004:>Alles funktionieren ganz nebenbei
genauso gut mit <0E:0000:0003:2C64FFFF>Schiebepad<0E:0000:0003:373737FF>!<0E:0000:0003:373737FF><0E:0002:0001:>","<0E:0009:0000:0600>Ecco come si spostano
i barili: è divertentissimo!<0E:0002:0001:><0E:0000:0004:>Tieni premuto <0E:0000:0003:FF4343FF> <0E:0000:0003:373737FF><0E:0000:0003:373737FF>e usa la <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>pulsantiera +
<0E:0000:0003:373737FF><0E:0000:0003:373737FF>per spostare i barili in <0E:0000:0003:2C64FFFF>su o giù<0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0004:>Tieni premuto <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF> e usa la <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>pulsantiera +
<0E:0000:0003:373737FF><0E:0000:0003:373737FF>per spostare i barili a <0E:0000:0003:2C64FFFF>sinistra o destra<0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0004:>Se preferisci, in alternativa puoi 
usare il <0E:0000:0003:2C64FFFF>pad scorrevole<0E:0000:0003:373737FF>!<0E:0000:0003:373737FF><0E:0002:0001:>","<0E:0009:0000:0600>Ahora os enseñaré a mover
los barriles. ¡Veréis qué divertido!<0E:0002:0001:><0E:0000:0004:>Solo hay que mantener pulsado <0E:0000:0003:FF4343FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF> y
pulsar la <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>cruz de control<0E:0000:0003:373737FF> en la <0E:0000:0003:2C64FFFF>dirección<0E:0000:0003:373737FF> 
en la que queráis mover los barriles<0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0004:>También es posible usar <0E:0000:0003:FF4343FF><0E:0000:0003:373737FF>
y el <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>botón deslizante<0E:0000:0003:373737FF><0E:0000:0003:373737FF>,
¡a gusto del consumidor!<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Sırada varilleri nasıl
hareket ettireceğiniz var. Ne heyecan!<0E:0002:0001:><0E:0000:0004:><0E:0000:0003:FF4343FF> Düğmesini<0E:0000:0003:373737FF><0E:0000:0003:373737FF> basılı tut ve
 <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>+Yön Tuşlarını <0E:0000:0003:373737FF><0E:0000:0003:373737FF>kullanarak varilleri
 <0E:0000:0003:2C64FFFF>Yukarı-Aşağı<0E:0000:0003:373737FF> oynat.<0E:0002:0001:><0E:0000:0004:><0E:0000:0003:373737FF><0E:0000:0003:00BB27FF><0E:0000:0003:FF4343FF> Düğmesini<0E:0000:0003:00BB27FF><0E:0000:0003:373737FF> <0E:0000:0003:00BB27FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF>basılı tut ve
 <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>+Yön Tuşlarını <0E:0000:0003:373737FF><0E:0000:0003:373737FF>kullanarak varilleri
 <0E:0000:0003:2C64FFFF>Sağa-Sola<0E:0000:0003:373737FF> oynat.<0E:0002:0001:><0E:0000:0004:>İstersen <0E:0000:0003:2C64FFFF>Dairesel Kumanda<0E:0000:0003:373737FF>'yı da kullanabilirsin.
Hangisi rahatına gelirse!<0E:0000:0003:373737FF><0E:0002:0001:>"
,MDat_Menu_Best_Stage_none,<0E:0009:0000:0100>---,<0E:0009:0000:0100>---,<0E:0009:0000:0100>---,<0E:0009:0000:0100>---,<0E:0009:0000:0100>---,<0E:0009:0000:0100>---,<0E:0009:0000:0100>---
,MDat_Menu_Pirze_Taru1,<0E:0009:0000:0000>10-15,<0E:0009:0000:0000>10-15,<0E:0009:0000:0000>10 - 15,<0E:0009:0000:0000>10-15,<0E:0009:0000:0000>10-15,<0E:0009:0000:0000>10-15,<0E:0009:0000:0000>10-15
,MDat_V_004B,"<0E:0009:0000:0600>Nou even goed luisteren,
jongens, want nu komt er
iets heeeeel belangrijks.<0E:0002:0001:><0E:0000:0004:>Mettertijd, <0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, wordt
dat lampje van je
zwakker en zwakker.<0E:0002:0001:><0E:0000:0004:>Dus heb je batterijen nodig
om 't weer op te laden. Aan
lege batterijen heb je niks.<0E:0002:0001:><0E:0000:0004:>Dus is het handig als jullie
een beetje oefenen met
batterijen grijpen.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Now perk up them ears, boys,
'cause I got one more verrrry
important thing to tell you.<0E:0002:0001:><0E:0000:0004:>As time goes by, <0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>,
that light you got is gonna
get dimmer and dimmer.<0E:0002:0001:><0E:0000:0004:>So you'd best be sure to look
for batteries before it goes out.
Dead batteries ain't good.<0E:0002:0001:><0E:0000:0004:>So, I reckon maybe you fellers
ought to practice grabbin'
batteries just a touch.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Ouvrez grand vos oreilles !
J'ai quelque chose de très important<0E:0002:0001:><0E:0000:0004:>à vous dire. Plus le temps passe, 
et plus la lampe de <0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>
perd de sa puissance.<0E:0002:0001:><0E:0000:0004:>Vous devez donc trouver une pile
avant d'être dans le noir.<0E:0002:0001:><0E:0000:0004:>Alors entraînez-vous à attraper
les piles !<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Zum Schluss noch
eine wichtige Sache:<0E:0002:0001:><0E:0000:0004:><0E:0000:0003:FF4343FF>Marios<0E:0000:0003:373737FF><0E:0000:0003:373737FF> Lampe wird
mit der Zeit immer
schwächer und dunkler.<0E:0002:0001:><0E:0000:0004:>Deshalb müsst ihr Batterien
sammeln, bevor es ganz
dunkel ist.<0E:0002:0001:><0E:0000:0004:>Also üben wir zum Schluss noch
ein paar Batterien zu sammeln.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0001:0004:>E per finire vi insegno una cosa
molto importante.<0E:0002:0001:><0E:0000:0004:><0E:0000:0003:FF4343FF>La torcia di Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>
con il passare del tempo
illumina sempre di meno.<0E:0002:0001:><0E:0000:0004:><0E:0001:0004:>Perciò, prima che si consumi del
tutto, dovete trovare le batterie.<0E:0002:0001:><0E:0000:0004:><0E:0001:0004:>E ora alleniamoci per
imparare a prendere le batterie.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0001:0004:>Para terminar, algo muy importante.<0E:0002:0001:><0E:0000:0004:>La linterna de <0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF> irá
perdiendo intensidad a medida
que pase el tiempo.<0E:0002:0001:><0E:0000:0004:><0E:0001:0004:>Así que, antes de quedaros a
oscuras, tenéis que conseguir pilas.<0E:0002:0001:><0E:0000:0004:><0E:0001:0004:>Practicaremos cómo conseguir las
pilas y habremos terminado.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Kulakları dört açın çocuklar,
size çooook önemli bir şey daha
söyleyeceğim.<0E:0002:0001:><0E:0000:0004:>Zaman geçtikçe <0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>,
elindeki ışık gitgide
zayıflayacak.<0E:0002:0001:><0E:0000:0004:>Sönmeden önce pil bulsanız
iyi edersiniz. Bitmiş pilin
kimseye hayrı yok.<0E:0002:0001:><0E:0000:0004:>Ee, bence siz delikanlılar
biraz da pil kapma
alıştırması yapın.<0E:0002:0001:><0E:0000:0003:373737FF>"
,MDat_V_0061,"<0E:0009:0000:0600><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, probeer eens wat tonnen
te verplaatsen. Wees niet bang!<0E:0002:0001:><0E:0000:0004:>Houd <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF> ingedrukt en druk op
<0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>omhoog of omlaag op de richtingsknop<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, try moving some
barrels. Do not fear them!<0E:0002:0001:><0E:0000:0004:>Hold the <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF> Button<0E:0000:0003:373737FF><0E:0000:0003:373737FF> and press
the <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>+Control Pad Up or Down<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0000:0003:FF4343FF>Mario <0E:0000:0003:373737FF><0E:0000:0003:373737FF>! Déplace les tonneaux.
Maintiens <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF> enfoncé<0E:0002:0001:><0E:0000:0004:>et appuie sur <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>haut/bas
<0E:0000:0003:373737FF><0E:0000:0003:373737FF>sur la <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>manette +<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Und nun <0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>
muss Fass bewegen.<0E:0002:0001:><0E:0000:0004:>Halten <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF> gedrückt, drücken
<0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>oben/unten<0E:0000:0003:373737FF><0E:0000:0003:373737FF> auf <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>Steuerkreuz<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0003:373737FF>",<0E:0009:0000:0600><0E:0000:0003:FF4343FF>Mario... <0E:0000:0003:373737FF><0E:0000:0003:373737FF>sposta i barili!<0E:0002:0001:><0E:0000:0004:>Premi <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF> e la <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>pulsantiera +<0E:0000:0003:373737FF><0E:0000:0003:373737FF> in <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>su o giù<0E:0000:0003:373737FF><0E:0000:0003:373737FF>!<0E:0002:0001:><0E:0000:0003:373737FF>,"<0E:0009:0000:0600><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, intenta mover los barriles.
¡Sin miedo! Mantén pulsado <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF> y pulsa
la <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>cruz de control arriba y abajo<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, hadi birkaç varili
oynat. Korkma onlardan!<0E:0002:0001:><0E:0000:0004:><0E:0000:0003:373737FF><0E:0000:0003:FF4343FF> Düğmesini<0E:0000:0003:373737FF><0E:0000:0003:373737FF> basılı tut,
sonra <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>+Yön Tuşlarında Yukarı ya da Aşağıya<0E:0000:0003:373737FF><0E:0000:0003:373737FF> bas.<0E:0002:0001:><0E:0000:0003:373737FF>"
,MDat_staffroll,"<0E:0009:0000:0C00><0E:0001:0001:>Het avontuur van Mario en Luigi is afgelopen...<0E:0002:0000:3C00>
maar wat hebben Bowsers onderdanen eigenlijk
gedaan?<0E:0002:0000:3C00> Ontdek het in Schurkensaga!<0E:0002:0000:1E00><0E:0002:0001:>","<0E:0009:0000:0C00><0E:0001:0001:>Mario and Luigi's adventure has come to an end...<0E:0002:0000:3C00>
but just what have Bowser's Minions been up to?!<0E:0002:0000:3C00>
Check out their daring quest to find out!<0E:0002:0000:1E00><0E:0002:0001:>","<0E:0009:0000:0C00><0E:0001:0001:>Ainsi se termine l'aventure de Mario et Luigi...<0E:0002:0000:3C00>
Mais qu'ont fait les sbires de Bowser pendant
ce temps ?<0E:0002:0000:3C00> Il ne tient qu'à vous de le découvrir !<0E:0002:0000:1E00><0E:0002:0001:> ","<0E:0009:0000:0C00><0E:0001:0001:>So endet Mario und Luigis Abenteuer...<0E:0002:0000:3C00>
Doch wie ergeht es Bowsers Schergen?<0E:0002:0000:3C00>
Verfolge ihre Saga und finde es heraus!<0E:0002:0000:1E00><0E:0002:0001:>","<0E:0009:0000:0C00><0E:0001:0001:>Questa saga di Mario e Luigi è giunta al termine...<0E:0002:0000:3C00>
ma che ne sarà stato degli scagnozzi di Bowser?!<0E:0002:0000:3C00>
Scoprilo nella loro entusiasmante avventura!<0E:0002:0000:1E00><0E:0002:0001:>","<0E:0009:0000:0C00><0E:0001:0001:>La aventura de Mario y Luigi ha tenido un final feliz...<0E:0002:0000:3C00>
¿pero qué habrá sido de los secuaces de Bowser?<0E:0002:0000:3C00>
¡Descúbrelo en la historia paralela!<0E:0002:0000:1E00><0E:0002:0001:>","<0E:0009:0000:0C00><0E:0001:0001:>Mario ve Luigi'nin macerası sona erdi...<0E:0002:0000:3C00>
ama Bowser'ın Uşakları bu sırada neler yaptı?!<0E:0002:0000:3C00>
Onların gözü kara serüvenine göz at ve öğren!<0E:0002:0000:1E00><0E:0002:0001:>"
,MDat_Menu_Pirze_Taru2,<0E:0009:0000:0000>16-21,<0E:0009:0000:0000>16-21,<0E:0009:0000:0000>16 - 21,<0E:0009:0000:0000>16-21,<0E:0009:0000:0000>16-21,<0E:0009:0000:0000>16-21,<0E:0009:0000:0000>16-21
