AltDosya,Etiket,EU_du,EU_en,EU_fr,EU_ge,EU_it,EU_sp,TR
,N_Badge53,<0E:0009:0000:0C00>Popple-badge AA,<0E:0009:0000:0C00>Popple Badge AA,<0E:0009:0000:0C00>Badge Pargne AA,<0E:0009:0000:0C00>Claudes Klunker AA,<0E:0009:0000:0C00>Tessera Champo AA,<0E:0009:0000:0C00>Medalla Panyo ++,<0E:0009:0000:0C00>Popple Rozeti AA
,N_EvItem10,<0E:0009:0000:0C00>Peach' reservejurk,<0E:0009:0000:0C00>Peach's Extra Dress,<0E:0009:0000:0C00>Robes de Peach,<0E:0009:0000:0C00>Peach-Kleider,<0E:0009:0000:0C00>Vestiario Peach,<0E:0009:0000:0C00>Ropa de Peach,<0E:0009:0000:0C00>Peach'in Yedek Elbisesi
,N_MaxNut,<0E:0009:0000:0C00>Wonderpinda,<0E:0009:0000:0C00>Max Nut,<0E:0009:0000:0C00>Noisette max,<0E:0009:0000:0C00>MAX-Nuss,<0E:0009:0000:0C00>Nocciola MAX,<0E:0009:0000:0C00>Fruto maxi,<0E:0009:0000:0C00>Maks Ceviz
,N_SpItem02,<0E:0009:0000:0C00>Zweefveer,<0E:0009:0000:0C00>Excite Spring,<0E:0009:0000:0C00>Ressort,<0E:0009:0000:0C00>Excite-Feder,<0E:0009:0000:0C00>Protezione Più,<0E:0009:0000:0C00>Salto pasión,<0E:0009:0000:0C00>Coşku Yayı
,N_Wear13,<0E:0009:0000:0C00>Paddenstoelenjeans,<0E:0009:0000:0C00>Shroom Slacks,<0E:0009:0000:0C00>Pant. champi (2),<0E:0009:0000:0C00>Pilz-Chinos,<0E:0009:0000:0C00>Fungo Tuta,<0E:0009:0000:0C00>Pantalón Champi amplio,<0E:0009:0000:0C00>Bol Mantar Pantolonu
,Ns_Badge40,<0E:0009:0000:0C00>Grinnikbadges,<0E:0009:0000:0C00>Chuckola Badges,<0E:0009:0000:0C00>Badges soda,<0E:0009:0000:0C00>Lachbeerias,<0E:0009:0000:0C00>Tessere Bacca,<0E:0009:0000:0C00>Medallas Juva,<0E:0009:0000:0C00>Kıkırola Rozetleri
,Ns_SuperKinoko,<0E:0009:0000:0C00>Superpaddenstoelen,<0E:0009:0000:0C00>Super Mushrooms,<0E:0009:0000:0C00>Super champis,<0E:0009:0000:0C00>Superpilze,<0E:0009:0000:0C00>Super Funghi,<0E:0009:0000:0C00>Superchampiñones,<0E:0009:0000:0C00>Süper Mantarlar
,Ns_Wear21,<0E:0009:0000:0C00>Boonsterbroeken,<0E:0009:0000:0C00>Beanstar Pants,<0E:0009:0000:0C00>Pant. Végétoile,<0E:0009:0000:0C00>SB-Hosen,<0E:0009:0000:0C00>Pantaloni Stella,<0E:0009:0000:0C00>Pantalones Estelares,<0E:0009:0000:0C00>Fasulya Yıldızı Pantolonu
,E_Badge21,"<0E:0009:0000:0500>Vergroot de kracht van de aanval
waar je het gevecht mee begint.",<0E:0009:0000:0500>Strengthens battle initiation attacks.,"<0E:0009:0000:0500>Augmente les dégâts infligés d'emblée
lorsque vous initiez le combat.",<0E:0009:0000:0500>Stärkt Erstangriffe im Kampf.,<0E:0009:0000:0500>Potenzia gli attacchi di inizio scontro.,<0E:0009:0000:0500>Potencia los ataques de inicio de combate.,<0E:0009:0000:0500>Savaşı başlatan ilk saldırıları güçlendirir.
,E_Wear47,<0E:0009:0000:0500>Verhoogt tijdelijk je DEF tijdens gevechten.,<0E:0009:0000:0500>Wear these to temporarily raise DEF in battle.,"<0E:0009:0000:0500>Augmente temporairement
la DÉF. au début d'un combat.",<0E:0009:0000:0500>Erhöht im Kampf zeitweise deine VERT.,<0E:0009:0000:0500>Aumentano temporaneamente la DIF negli scontri.,"<0E:0009:0000:0500>Aumenta la DEFENSA temporalmente
al comienzo del combate.",<0E:0009:0000:0500>Savaşta SAV değerini geçici olarak artırır.
,F_Badge55,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>bliksembadges<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Lightning Badges <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Badges fulgurants<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Leichtverkrafter <0E:0000:0003:E6E6E6FF>voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Tessere sprint<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Medallas Fugacidad<0E:0000:0003:E6E6E6FF> al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Yıldırım Rozetleri <0E:0000:0003:E6E6E6FF>dolu!
,N_Badge54,<0E:0009:0000:0C00>Zwaartekrachtsprongbadge,<0E:0009:0000:0C00>Gravity Jump Badge,<0E:0009:0000:0C00>Badge anti-G,<0E:0009:0000:0C00>Schwerverkrafter,<0E:0009:0000:0C00>Tessera antigravità,<0E:0009:0000:0C00>Medalla Pisotón,<0E:0009:0000:0C00>Anti-G Zıplama Rozeti
,N_EvItem11,<0E:0009:0000:0C00>Nep-boonster,<0E:0009:0000:0C00>Fake Beanstar,<0E:0009:0000:0C00>Fausse Végétoile,<0E:0009:0000:0C00>Sternb.-Imitat,<0E:0009:0000:0C00>Finto Fagiolo Stella,<0E:0009:0000:0C00>Judía Estelar falsa,<0E:0009:0000:0C00>Sahte Fasulya Yıldızı
,N_SpItem03,<0E:0009:0000:0C00>Grote kracht,<0E:0009:0000:0C00>Great Force,<0E:0009:0000:0C00>Grande Force,<0E:0009:0000:0C00>Triumphorce,<0E:0009:0000:0C00>Granforza,<0E:0009:0000:0C00>Gran Fuerza,<0E:0009:0000:0C00>Büyük Kuvvet
,N_Wear14,<0E:0009:0000:0C00>Fijne jeans,<0E:0009:0000:0C00>Peachy Jeans,<0E:0009:0000:0C00>Jean Peach,<0E:0009:0000:0C00>Peach-Jeans,<0E:0009:0000:0C00>Jeans Peach,<0E:0009:0000:0C00>Vaquero Peach,<0E:0009:0000:0C00>Peach Kotu
,Ns_Badge41,<0E:0009:0000:0C00>Bwaha-badges,<0E:0009:0000:0C00>Bwaha Badges,<0E:0009:0000:0C00>Badges Ohoho,<0E:0009:0000:0C00>Grahahas,<0E:0009:0000:0C00>Tessere Tiritera,<0E:0009:0000:0C00>Medallas Juajuá,<0E:0009:0000:0C00>Gürhaha Rozetleri
,Ns_Wear22,<0E:0009:0000:0C00>Erwtbert-broeken,<0E:0009:0000:0C00>Peasley Slacks,<0E:0009:0000:0C00>Pantalons d'Harik,<0E:0009:0000:0C00>Mamek-Chinos,<0E:0009:0000:0C00>Tute Fagiolino,<0E:0009:0000:0C00>Pantalones amplios regios,<0E:0009:0000:0C00>Peasley Pantolonu
,E_Badge22,<0E:0009:0000:0500>Herstelt automatisch je duopunten.,<0E:0009:0000:0500>Automatically restores BP.,<0E:0009:0000:0500>Restaure automatiquement les PF.,<0E:0009:0000:0500>Stellt automatisch BP wieder her.,<0E:0009:0000:0500>Fa recuperare PF automaticamente.,<0E:0009:0000:0500>Regenera automáticamente tus puntos TÁNDEM.,<0E:0009:0000:0500>BP'yi otomatik yeniler.
,E_Wear48,<0E:0009:0000:0500>Geneest onmiddellijk elke aandoening.,<0E:0009:0000:0500>Immediately recover from any status effect!,<0E:0009:0000:0500>Lève immédiatement les altérations de statut.,<0E:0009:0000:0500>Heilt alle Statuseffekte auf der Stelle!,<0E:0009:0000:0500>Cura immediatamente le alterazioni di stato!,<0E:0009:0000:0500>Cura inmediatamente los estados alterados.,<0E:0009:0000:0500>Her türlü durum etkisinden anında kurtul!
,Ew_1T_CURE,<0E:0009:0000:0500>Eénbeurtherstel,<0E:0009:0000:0500>One-Turn Recover,<0E:0009:0000:0500>Guérison express,<0E:0009:0000:0500>1-Zug-Aufhebung,<0E:0009:0000:0500>Recupero in 1 Turno,<0E:0009:0000:0500>Sana estados tras un turno.,<0E:0009:0000:0500>Tek Turda İyileşme
,F_Badge56,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>boonmeesterbadges<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Bean Master Badges <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Badges Maître des pois<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Bohnenbeschaffer <0E:0000:0003:E6E6E6FF>voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Tessere Mastro Fagiolo<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Medallas Judía Sorpresa<0E:0000:0003:E6E6E6FF> al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Fasulya Ustası Rozetleri <0E:0000:0003:E6E6E6FF>dolu!
,N_Badge55,<0E:0009:0000:0C00>Bliksembadge,<0E:0009:0000:0C00>Lightning Badge,<0E:0009:0000:0C00>Badge fulgurant,<0E:0009:0000:0C00>Leichtverkrafter,<0E:0009:0000:0C00>Tessera sprint,<0E:0009:0000:0C00>Medalla Fugacidad,<0E:0009:0000:0C00>Yıldırım Rozeti
,N_EvItem12,<0E:0009:0000:0C00>Krabbengras,<0E:0009:0000:0C00>Crabbie Grass,<0E:0009:0000:0C00>Herbe Clapico,<0E:0009:0000:0C00>Heilewurz,<0E:0009:0000:0C00>Erba Esilarante,<0E:0009:0000:0C00>Hierba antídoto,<0E:0009:0000:0C00>Yengeç Otu
,N_SpItem04,<0E:0009:0000:0C00>Onthullingsbril,<0E:0009:0000:0C00>Secret Specs,<0E:0009:0000:0C00>Troisième œil,<0E:0009:0000:0C00>Geheimbrille,<0E:0009:0000:0C00>Occhiali Spioni,<0E:0009:0000:0C00>Gafas confidenciales,<0E:0009:0000:0C00>Gizli Gözlük
,N_Wear15,<0E:0009:0000:0C00>Paddenstoelenwinstbroek,<0E:0009:0000:0C00>Mushwin Pants,<0E:0009:0000:0C00>Pantalon bonus,<0E:0009:0000:0C00>Pilztopf-Hose,<0E:0009:0000:0C00>Fungopantatubo,<0E:0009:0000:0C00>Pantalón campero,<0E:0009:0000:0C00>Zafer Mantarı Pantolonu
,Ns_1upKinokodx,<0E:0009:0000:0C00>1UP-paddenstoelen+,<0E:0009:0000:0C00>1-Up Supers,<0E:0009:0000:0C00>Champis 1UP DX,<0E:0009:0000:0C00>1-Up-Pilze DX,<0E:0009:0000:0C00>Funghi Vita,<0E:0009:0000:0C00>Champiñones cura,<0E:0009:0000:0C00>1-Up Süperleri
,Ns_Badge42,<0E:0009:0000:0C00>Koninginnenmunten,<0E:0009:0000:0C00>Queen's Tokens,<0E:0009:0000:0C00>Jokers de la reine,<0E:0009:0000:0C00>Königin-Jetons,<0E:0009:0000:0C00>Stemmi della regina,<0E:0009:0000:0C00>Emblemas Reina,<0E:0009:0000:0C00>Kraliçenin Jetonları
,Ns_Wear23,<0E:0009:0000:0C00>Booningin-jeans,<0E:0009:0000:0C00>Queen B. Jeans,<0E:0009:0000:0C00>Pantalons Végélia,<0E:0009:0000:0C00>Mamella-Hosen,<0E:0009:0000:0C00>PantaFagiolona,<0E:0009:0000:0C00>Pantalones regios,<0E:0009:0000:0C00>Kraliçe Fasulye Kotu
,E_Badge23,<0E:0009:0000:0500>Hogere SNELH betekent meer te gekke treffers.,<0E:0009:0000:0500>Higher SPEED ups lucky attack rate.,"<0E:0009:0000:0500>Le taux de coups chanceux augmente
avec la VIT.",<0E:0009:0000:0500>Hoch-GES. fürs Kampfglück.,<0E:0009:0000:0500>Aumenta VEL e la probabilità di colpi fortunati.,"<0E:0009:0000:0500>Cuanto mayor sea tu VELOCIDAD,
más posibilidades tendrás de asestar
golpes SUERTE.",<0E:0009:0000:0500>HIZ yükseldikçe şanslı saldırı oranı artar.
,E_Wear49,<0E:0009:0000:0500>Maakt je noodafweer nog krachtiger.,<0E:0009:0000:0500>These make your emergency guard even stronger!,"<0E:0009:0000:0500>Renforce encore l'efficacité
de la parade d'urgence.",<0E:0009:0000:0500>Stärkt deinen Abwehrreflex!,<0E:0009:0000:0500>Potenziano la tua difesa d'emergenza!,<0E:0009:0000:0500>Refuerza el bloqueo resignado.,<0E:0009:0000:0500>Acil Savunmanı daha da güçlendirir!
,Es_BLK_HUNT,<0E:0009:0000:0500>Blokkenjager,<0E:0009:0000:0500>Block Hunter,<0E:0009:0000:0500>Chasseur de blocs,<0E:0009:0000:0500>Blockjäger,<0E:0009:0000:0500>Cacciablocchi,<0E:0009:0000:0500>Revelan los bloques ocultos.,<0E:0009:0000:0500>Blok Avcısı
,Ew_ACT_ML,<0E:0009:0000:0500>Na Mario,<0E:0009:0000:0500>After Mario,<0E:0009:0000:0500>Att. après Mario,<0E:0009:0000:0500>Mario folgend,<0E:0009:0000:0500>Dopo Mario,<0E:0009:0000:0500>Actúa después de Mario.,<0E:0009:0000:0500>Mario'dan Sonra
,F_Badge57,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>Bullet Bill-badges<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Bullet Bill Badges <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Badges Bill Balle <0E:0000:0003:E6E6E6FF>(max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Ultra-Willi-Insignien <0E:0000:0003:E6E6E6FF>voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Tessere Pallottolo Bill <0E:0000:0003:E6E6E6FF>(pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Medallas Bill Bala<0E:0000:0003:E6E6E6FF> al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Bullet Bill Rozetleri <0E:0000:0003:E6E6E6FF>dolu!
,N_Badge56,<0E:0009:0000:0C00>Boonmeesterbadge,<0E:0009:0000:0C00>Bean Master Badge,<0E:0009:0000:0C00>Badge Maître des pois,<0E:0009:0000:0C00>Bohnenbeschaffer,<0E:0009:0000:0C00>Tessera Mastro Fagiolo,<0E:0009:0000:0C00>Medalla Judía Sorpresa,<0E:0009:0000:0C00>Fasulya Ustası Rozeti
,N_EvItem13,<0E:0009:0000:0C00>Rode parelboon,<0E:0009:0000:0C00>Red Pearl Bean,<0E:0009:0000:0C00>Perle de pois rouge,<0E:0009:0000:0C00>Perlbohne rot,<0E:0009:0000:0C00>Fagiolo Perla Rosso,<0E:0009:0000:0C00>Judía perla roja,<0E:0009:0000:0C00>Kırmızı İnci Fasulyesi
,N_SpItem05,<0E:0009:0000:0C00>Kobaltblauwe stropdas,<0E:0009:0000:0C00>Cobalt Necktie,<0E:0009:0000:0C00>Nœud papillon,<0E:0009:0000:0C00>Kobalt-Schlips,<0E:0009:0000:0C00>Cravatta Cobalto,<0E:0009:0000:0C00>Cinta Cobre,<0E:0009:0000:0C00>Kobalt Kravat
,N_Wear16,<0E:0009:0000:0C00>Gelukspaddenstoelenbroek,<0E:0009:0000:0C00>Mushluck Pants,<0E:0009:0000:0C00>Pantalon chance,<0E:0009:0000:0C00>Pilzglück-Hose,<0E:0009:0000:0C00>Fungo Sgualciti,<0E:0009:0000:0C00>Pantalón Champisuerte,<0E:0009:0000:0C00>Mantar Şansı Pantolonu
,Ns_Badge43,<0E:0009:0000:0C00>Verrassingsaanvalbadges,<0E:0009:0000:0C00>Get the Jump Badges,<0E:0009:0000:0C00>Badges initiative,<0E:0009:0000:0C00>Aufsprung-Orden,<0E:0009:0000:0C00>Tessere iniziativa,<0E:0009:0000:0C00>Medallas Emboscada,<0E:0009:0000:0C00>İlk Vuruş Rozetleri
,Ns_Wear24,<0E:0009:0000:0C00>Merkjeans,<0E:0009:0000:0C00>B. Brand Jeans,<0E:0009:0000:0C00>Jeans à 5 pois 1,<0E:0009:0000:0C00>Bohni's Jeans,<0E:0009:0000:0C00>Jeans Marca B.,<0E:0009:0000:0C00>Vaqueros pijos,<0E:0009:0000:0C00>Fasulya Marka Kot
,E_Badge24,<0E:0009:0000:0500>Vergroot de kracht van tegenaanvallen.,<0E:0009:0000:0500>Increases counterattack power.,"<0E:0009:0000:0500>Armure robuste portée par les soldarikos.
Augmente la puissance des contre-attaques.",<0E:0009:0000:0500>Erhöht die Kraft von Kontern.,<0E:0009:0000:0500>Più potere di contrattacco.,"<0E:0009:0000:0500>Equipo de los soldados judía.
Potencia tus contrataques.",<0E:0009:0000:0500>Karşı saldırı gücünü artırır.
,Es_FLW_JUMP,<0E:0009:0000:0500>Zweefsprong,<0E:0009:0000:0500>Floaty Jump,<0E:0009:0000:0500>Saut flottant,<0E:0009:0000:0500>Schwebe-Sprung,<0E:0009:0000:0500>Saltovolo,<0E:0009:0000:0500>Levita al saltar.,<0E:0009:0000:0500>Süzülen Zıplama
,F_Badge00,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>bonenbadges<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Bean Badges <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Badges Végélia <0E:0000:0003:E6E6E6FF>(max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Bohnen-Orden<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Tessere Cecia<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Medallas Judía <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Fasulya Rozetleri <0E:0000:0003:E6E6E6FF>dolu!
,F_Badge58,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>brandende harten<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Burning Loves <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Amours ardents<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Liebesfeuer <0E:0000:0003:E6E6E6FF>voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Amore appassionato<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Corazones fogosos<0E:0000:0003:E6E6E6FF> al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Alevli Aşklar <0E:0000:0003:E6E6E6FF>dolu!
,F_DeheSt,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>grollenmelanges<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Teehee Blend <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Mélanges Hihi <0E:0000:0003:E6E6E6FF>(max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Gröhlbohnensäfte<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Miscele Sorriso<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Jejéretos <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Hihi Harmanı <0E:0000:0003:E6E6E6FF>dolu!
,F_Wear30,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>Hoho Jee-broeken<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Oho Jee Wear <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Pantalons Kusu G <0E:0000:0003:E6E6E6FF>(max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>G-Kicher-Outfits<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Kusuji Jeans<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Ropas Buli <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Oho Jee Giysisi <0E:0000:0003:E6E6E6FF>dolu!
,N_Badge57,<0E:0009:0000:0C00>Bullet Bill-badge,<0E:0009:0000:0C00>Bullet Bill Badge,<0E:0009:0000:0C00>Badge Bill Balle,<0E:0009:0000:0C00>Ultra-Willi-Insigne,<0E:0009:0000:0C00>Tessera Pallottolo Bill,<0E:0009:0000:0C00>Medalla Bill Bala,<0E:0009:0000:0C00>Bullet Bill Rozeti
,N_EvItem14,<0E:0009:0000:0C00>Groene parelboon,<0E:0009:0000:0C00>Green Pearl Bean,<0E:0009:0000:0C00>Perle de pois verte,<0E:0009:0000:0C00>Perlbohne grün,<0E:0009:0000:0C00>Fagiolo Perla Verde,<0E:0009:0000:0C00>Judía perla verde,<0E:0009:0000:0C00>Yeşil İnci Fasulyesi
,N_SpItem06,<0E:0009:0000:0C00>Game Boy Horror SP,<0E:0009:0000:0C00>Game Boy Horror SP,<0E:0009:0000:0C00>Game Boy Horror SP,<0E:0009:0000:0C00>Game Boy Horror SP,<0E:0009:0000:0C00>Game Boy Horror SP,<0E:0009:0000:0C00>Game Boy Horror SP,<0E:0009:0000:0C00>Game Boy Horror SP
,N_Wear17,<0E:0009:0000:0C00>Schandalige jeans,<0E:0009:0000:0C00>Scandal Jeans,<0E:0009:0000:0C00>Jean-scandale,<0E:0009:0000:0C00>Skandal-Jeans,<0E:0009:0000:0C00>Jeans Scandalosi,<0E:0009:0000:0C00>Vaquero Rayo,<0E:0009:0000:0C00>Skandal Kot
,Ns_Badge44,<0E:0009:0000:0C00>Popple-badges A,<0E:0009:0000:0C00>Popple Badges A,<0E:0009:0000:0C00>Badges Pargne A,<0E:0009:0000:0C00>Claudes Klunker A,<0E:0009:0000:0C00>Tessere Champo A,<0E:0009:0000:0C00>Medallas Panyo +,<0E:0009:0000:0C00>Popple Rozetleri A
,Ns_Wear25,<0E:0009:0000:0C00>Hartenbroeken,<0E:0009:0000:0C00>Heart Slacks,<0E:0009:0000:0C00>Pantalons à cœur,<0E:0009:0000:0C00>Panzerhosen,<0E:0009:0000:0C00>Tute Cuore,<0E:0009:0000:0C00>Pantalones amplios corazón,<0E:0009:0000:0C00>Kalp Pantolonu
,E_Badge25,<0E:0009:0000:0500>Herstelt je duopunten bij tegenaanvallen.,<0E:0009:0000:0500>Makes counterattacks restore BP!,"<0E:0009:0000:0500>Emblème de l'Hahadémie. Régénère des PF en cas
d'action défensive réussie !",<0E:0009:0000:0500>Lässt Konter BP wiederherstellen!,<0E:0009:0000:0500>Fa recuperare PF con i contrattacchi!,"<0E:0009:0000:0500>Símbolo de los alumnos del reino.
Hace que contratacar te devuelva TÁNDEM.",<0E:0009:0000:0500>Karşı saldırıların BP yenilemesini sağlar!
,F_Badge01,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>kasteelbadges<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Castle Badges <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Badges château<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Schloss-Orden<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Tessere Castello<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Recuerdos Judía <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Şato Rozetleri <0E:0000:0003:E6E6E6FF>dolu!
,F_Badge59,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>よびバッジ４<0E:0000:0003:E6E6E6FF>はいっぱいです！,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>よびバッジ４<0E:0000:0003:E6E6E6FF>はいっぱいです！,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>よびバッジ４<0E:0000:0003:E6E6E6FF>はいっぱいです！,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>よびバッジ４<0E:0000:0003:E6E6E6FF>はいっぱいです！,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>よびバッジ４<0E:0000:0003:E6E6E6FF>はいっぱいです！,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>よびバッジ４<0E:0000:0003:E6E6E6FF>はいっぱいです！,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Yedek Rozet 4 <0E:0000:0003:E6E6E6FF>dolu!
,F_Wear31,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>Hoho-broeken<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Oho Gear <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Tissus d'océan<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Ozean-Stoffe<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Tute Risoceano <0E:0000:0003:E6E6E6FF>(pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Ropas Océano <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Oho Takımı <0E:0000:0003:E6E6E6FF>dolu!
,N_Badge00,<0E:0009:0000:0C00>Bonenbadge,<0E:0009:0000:0C00>Bean Badge,<0E:0009:0000:0C00>Badge Végélia,<0E:0009:0000:0C00>Bohnen-Orden,<0E:0009:0000:0C00>Tessera Cecia,<0E:0009:0000:0C00>Medalla Judía,<0E:0009:0000:0C00>Fasulya Rozeti
,N_Badge58,<0E:0009:0000:0C00>Brandend hart,<0E:0009:0000:0C00>Burning Love,<0E:0009:0000:0C00>Amour ardent,<0E:0009:0000:0C00>Liebesfeuer,<0E:0009:0000:0C00>Amore appassionato,<0E:0009:0000:0C00>Corazón fogoso,<0E:0009:0000:0C00>Alevli Aşk
,N_EvItem15,<0E:0009:0000:0C00>Boonvrucht,<0E:0009:0000:0C00>Bean Fruit,<0E:0009:0000:0C00>Pois néon,<0E:0009:0000:0C00>Obstbohne,<0E:0009:0000:0C00>Fagiolfrutto,<0E:0009:0000:0C00>Frudía,<0E:0009:0000:0C00>Fasulya Meyvesi
,N_SpItem07,<0E:0009:0000:0C00>Springschoenen,<0E:0009:0000:0C00>Jumping Boots,<0E:0009:0000:0C00>Bondibottes,<0E:0009:0000:0C00>Leichtsprungstiefel,<0E:0009:0000:0C00>Stivali Salterini,<0E:0009:0000:0C00>Botas saltarinas,<0E:0009:0000:0C00>Zıplama Botları
